ENSEMBL,ENTREZID,SYMBOL,logFC,AveExpr,t,P.Value,adj.P.Val
ENSG00000067066,6672,SP100,0.5686776,3.75723078,2.54927773,0.01336715,0.08734266
ENSG00000124588,4835,NQO2,-0.2651223,5.54411049,-2.5490684,0.01337438,0.08734666
ENSG00000180917,55783,CMTR2,0.31708413,3.41504886,2.5481949,0.01340457,0.08737615
ENSG00000113615,10802,SEC24A,0.31658903,4.04262023,2.54809119,0.01340815,0.08737615
ENSG00000254004,339324,ZNF260,0.22382969,4.82066904,2.54796442,0.01341254,0.08737615
ENSG00000108840,10014,HDAC5,-0.2479177,7.16676576,-2.5479287,0.01341378,0.08737615
ENSG00000099957,9127,P2RX6,-0.4337932,3.46644234,-2.5479061,0.01341456,0.08737615
ENSG00000109919,23788,MTCH2,-0.2531334,6.14346263,-2.5477901,0.01341857,0.08737615
ENSG00000160716,1141,CHRNB2,-0.5545305,5.39519005,-2.5474671,0.01342976,0.08740594
ENSG00000204371,10919,EHMT2,-0.1858614,6.50398555,-2.5469272,0.01344848,0.08748467
ENSG00000062725,10513,APPBP2,0.21448258,6.41368093,2.54646342,0.01346458,0.0875463
ENSG00000111218,56341,PRMT8,-0.6208209,4.03723413,-2.5462663,0.01347143,0.08754775
ENSG00000106105,2617,GARS,-0.2774109,6.59547342,-2.5450912,0.01351232,0.08773532
ENSG00000152270,5140,PDE3B,0.39147371,3.2773619,2.54476094,0.01352383,0.08773532
ENSG00000148053,4915,NTRK2,0.48855963,10.401856,2.54458036,0.01353013,0.08773532
ENSG00000051620,23593,HEBP2,0.39625232,4.47637399,2.54421946,0.01354273,0.08773532
ENSG00000132510,23135,KDM6B,0.31545117,3.72191485,2.54421543,0.01354287,0.08773532
ENSG00000214050,157574,FBXO16,-0.5243577,2.40336515,-2.5441065,0.01354667,0.08773532
ENSG00000104872,55011,PIH1D1,-0.2200255,5.16335633,-2.5441035,0.01354678,0.08773532
ENSG00000107521,3257,HPS1,-0.2027953,5.48972702,-2.5432256,0.01357747,0.08787011
ENSG00000169379,200894,ARL13B,0.26393942,3.23483448,2.54278591,0.01359287,0.08787011
ENSG00000168228,29063,ZCCHC4,0.24451978,2.64021387,2.54270543,0.01359569,0.08787011
ENSG00000168490,9796,PHYHIP,-0.396496,8.81555399,-2.5426305,0.01359831,0.08787011
ENSG00000143494,79805,VASH2,0.55149266,0.45284575,2.5425582,0.01360085,0.08787011
ENSG00000146731,908,CCT6A,-0.1959966,6.91513305,-2.5417398,0.01362956,0.08801258
ENSG00000170091,51617,NSG2,-0.4934821,7.62151456,-2.5411925,0.01364879,0.08805697
ENSG00000204052,221424,LRRC73,-0.4893637,3.08618166,-2.5411235,0.01365122,0.08805697
ENSG00000100804,5693,PSMB5,-0.2024877,6.41386418,-2.5409754,0.01365643,0.08805697
ENSG00000164117,26269,FBXO8,0.32846235,4.27599477,2.54073619,0.01366485,0.08806827
ENSG00000125637,23550,PSD4,0.39958616,3.34553032,2.54030483,0.01368004,0.0880802
ENSG00000188596,144535,CFAP54,0.72463164,0.17160773,2.54018813,0.01368415,0.0880802
ENSG00000102445,80183,RUBCNL,0.43766955,2.47114701,2.54011589,0.0136867,0.0880802
ENSG00000149054,7762,ZNF215,-0.7206828,0.32497623,-2.5390059,0.01372588,0.08828933
ENSG00000166483,7465,WEE1,0.57435282,1.83969615,2.53823445,0.01375317,0.08842182
ENSG00000101752,57534,MIB1,0.28194279,6.44074837,2.53784718,0.01376688,0.08846697
ENSG00000205710,100130311,C17orf107,-0.5605817,2.05449292,-2.5372988,0.01378633,0.08854887
ENSG00000142185,7226,TRPM2,-0.3162267,4.94024612,-2.5369596,0.01379837,0.08858314
ENSG00000116641,85440,DOCK7,0.41927869,5.85614509,2.53629286,0.01382207,0.08869216
ENSG00000082458,1741,DLG3,-0.3939099,5.980002,-2.5357453,0.01384156,0.0887428
ENSG00000118496,84085,FBXO30,0.29105054,4.45231925,2.53569371,0.01384339,0.0887428
ENSG00000130024,55274,PHF10,0.23009881,6.77468024,2.53521442,0.01386047,0.08878261
ENSG00000257950,100533970,P2RX5-TAX1BP3,-0.7636866,-0.7310278,-2.5349561,0.01386969,0.08878261
ENSG00000183580,23194,FBXL7,0.4613192,4.79622729,2.53495396,0.01386976,0.08878261
ENSG00000105204,9149,DYRK1B,-0.3781584,4.00928152,-2.5342142,0.01389618,0.08887447
ENSG00000119185,9270,ITGB1BP1,-0.2615776,6.2496492,-2.5341754,0.01389757,0.08887447
ENSG00000183648,4707,NDUFB1,-0.3187871,4.87115835,-2.5334753,0.01392261,0.08890625
ENSG00000130222,10912,GADD45G,0.83044443,1.97707961,2.53333848,0.01392751,0.08890625
ENSG00000236609,54753,ZNF853,0.27035421,5.67884352,2.53332856,0.01392786,0.08890625
ENSG00000196338,54413,NLGN3,0.31198276,6.34872194,2.53328421,0.01392945,0.08890625
ENSG00000165633,196740,VSTM4,0.3083366,5.0522751,2.53263199,0.01395283,0.08897898
ENSG00000146535,2768,GNA12,0.4324584,7.21662337,2.53259054,0.01395432,0.08897898
ENSG00000206579,114786,XKR4,-0.5757807,3.69122847,-2.5317923,0.01398298,0.08911875
ENSG00000129667,79651,RHBDF2,0.6975119,3.42276217,2.53115088,0.01400605,0.08922274
ENSG00000126088,7389,UROD,-0.2199197,6.09327136,-2.5304788,0.01403026,0.08933389
ENSG00000151743,196394,AMN1,-0.2818012,5.90979777,-2.5300123,0.01404709,0.08939797
ENSG00000131495,4695,NDUFA2,-0.2586436,5.4413817,-2.527463,0.01413937,0.08994191
ENSG00000120322,56128,PCDHB8,0.86849227,-0.514049,2.52725654,0.01414687,0.0899463
ENSG00000081177,55218,EXD2,0.22138939,5.74831655,2.52572579,0.01420257,0.09025701
ENSG00000113048,23107,MRPS27,-0.1959985,5.90755264,-2.5253033,0.01421798,0.09031149
ENSG00000137764,5607,MAP2K5,-0.227186,4.57873279,-2.5250847,0.01422595,0.09031874
ENSG00000171574,201514,ZNF584,-0.2823172,3.28176607,-2.5244565,0.0142489,0.09039113
ENSG00000042980,10863,ADAM28,0.73075031,2.36470426,2.52425634,0.01425622,0.09039113
ENSG00000136167,3936,LCP1,0.83021904,3.92213331,2.52421103,0.01425788,0.09039113
ENSG00000239672,4830,NME1,-0.4180984,2.5517215,-2.5237659,0.01427417,0.09045101
ENSG00000185298,339230,CCDC137,-0.2514188,4.16302968,-2.5229452,0.01430425,0.09059816
ENSG00000091483,2271,FH,-0.2229165,5.89091378,-2.5219047,0.01434247,0.09079672
ENSG00000181450,339500,ZNF678,0.33516166,3.25904325,2.52150512,0.01435717,0.09083121
ENSG00000183087,2621,GAS6,-0.25032,5.68981445,-2.5212632,0.01436608,0.09083121
ENSG00000143774,2987,GUK1,-0.3495475,7.75738968,-2.5211963,0.01436855,0.09083121
ENSG00000124596,221443,OARD1,-0.2421686,4.54714072,-2.5202907,0.01440194,0.09099878
ENSG00000072832,1400,CRMP1,-0.2603156,7.17361154,-2.5182269,0.01447831,0.09143757
ENSG00000103356,124454,EARS2,-0.2533116,4.8155615,-2.5175273,0.01450428,0.09155615
ENSG00000163053,151473,SLC16A14,-0.5074529,4.5528394,-2.5173479,0.01451094,0.09155615
ENSG00000144369,165215,FAM171B,0.37550076,8.20226443,2.51615631,0.01455529,0.09179213
ENSG00000152503,55521,TRIM36,-0.503857,4.98273255,-2.5157289,0.01457123,0.09184396
ENSG00000157538,10311,VPS26C,0.17995384,5.13598305,2.51556317,0.01457741,0.09184396
ENSG00000231738,144448,TSPAN19,0.81782513,0.4065008,2.51447551,0.01461806,0.09205613
ENSG00000151366,4718,NDUFC2,-0.3187135,5.4132067,-2.5135562,0.01465249,0.09219742
ENSG00000114767,9136,RRP9,-0.2258851,3.31193664,-2.5135039,0.01465445,0.09219742
ENSG00000183690,80258,EFHC2,0.5083107,2.4473691,2.51291345,0.01467661,0.09229287
ENSG00000167693,64359,NXN,0.46796669,4.10959972,2.5109693,0.01474977,0.09263542
ENSG00000174197,23269,MGA,0.25353207,5.16612485,2.51092173,0.01475157,0.09263542
ENSG00000225828,100128071,FAM229A,0.68059246,1.55620902,2.51083704,0.01475476,0.09263542
ENSG00000168653,4725,NDUFS5,-0.2838688,7.20928842,-2.510719,0.01475922,0.09263542
ENSG00000169976,83443,SF3B5,-0.2319367,5.3611332,-2.5105357,0.01476614,0.09263542
ENSG00000174473,442117,GALNTL6,-0.7320236,1.64012393,-2.508262,0.01485221,0.09310976
ENSG00000078902,54472,TOLLIP,-0.2967437,7.87460448,-2.5081663,0.01485584,0.09310976
ENSG00000067955,865,CBFB,0.4076841,4.83463923,2.50794169,0.01486437,0.09311905
ENSG00000152049,23704,KCNE4,1.00125093,3.30722803,2.50773087,0.01487238,0.09312507
ENSG00000198598,4326,MMP17,-0.6711221,4.07656494,-2.5074951,0.01488134,0.09313706
ENSG00000166145,6692,SPINT1,0.64706616,-0.30401,2.50687278,0.01490502,0.09324108
ENSG00000077458,143684,FAM76B,0.29989658,3.38836615,2.50629667,0.01492697,0.09327992
ENSG00000164076,79012,CAMKV,-0.4366383,7.4077895,-2.5062907,0.0149272,0.09327992
ENSG00000159202,65264,UBE2Z,-0.203298,6.46714213,-2.5061541,0.01493241,0.09327992
ENSG00000163541,8802,SUCLG1,-0.1356909,6.13594768,-2.5057374,0.01494831,0.09329764
ENSG00000213341,1147,CHUK,0.2844345,4.70092412,2.50570961,0.01494937,0.09329764
ENSG00000213619,4722,NDUFS3,-0.2359521,6.31587201,-2.5054699,0.01495853,0.0933107
ENSG00000103415,3163,HMOX2,-0.2536061,6.24510505,-2.5043653,0.01500078,0.09349951
ENSG00000132963,51371,POMP,-0.1795032,6.30000239,-2.5041331,0.01500967,0.09349951
ENSG00000164300,256987,SERINC5,0.46656213,5.93454625,2.50412389,0.01501003,0.09349951
ENSG00000109458,2549,GAB1,0.46479951,6.04509309,2.50386125,0.01502009,0.09351813
ENSG00000164484,114801,TMEM200A,-0.6548912,1.77105184,-2.5033761,0.01503871,0.09358991
ENSG00000164309,202333,CMYA5,0.35563788,3.9872547,2.50315001,0.01504739,0.09359985
ENSG00000152409,133746,JMY,0.23457936,5.66263219,2.50184573,0.01509755,0.09377414
ENSG00000113100,1007,CDH9,-0.6853406,2.94160481,-2.5018171,0.01509866,0.09377414
ENSG00000099817,5434,POLR2E,-0.2890191,6.79849742,-2.5017768,0.01510021,0.09377414
ENSG00000158604,222068,TMED4,-0.2538639,6.04064979,-2.5016837,0.0151038,0.09377414
ENSG00000115353,6869,TACR1,-0.7330336,1.31484922,-2.5011875,0.01512293,0.09384881
ENSG00000197150,11194,ABCB8,-0.2130541,4.96635533,-2.5007246,0.0151408,0.09391559
ENSG00000186187,84937,ZNRF1,-0.2378202,4.84683632,-2.5004385,0.01515185,0.09392784
ENSG00000134070,3656,IRAK2,0.48113727,2.9320693,2.50030552,0.01515699,0.09392784
ENSG00000168496,2237,FEN1,-0.3649385,3.98915503,-2.4984155,0.01523021,0.09433736
ENSG00000179532,144132,DNHD1,0.51954888,3.29603599,2.49795542,0.01524809,0.09437467
ENSG00000188404,6402,SELL,0.97837928,2.57907482,2.4977934,0.01525439,0.09437467
ENSG00000121774,10657,KHDRBS1,-0.2705267,6.47788521,-2.497709,0.01525767,0.09437467
ENSG00000005882,5164,PDK2,-0.245409,6.64717538,-2.4972982,0.01527365,0.09442932
ENSG00000147548,54904,NSD3,0.1753157,6.94678311,2.49689018,0.01528954,0.09443991
ENSG00000180228,8575,PRKRA,-0.1675405,5.44037217,-2.4968871,0.01528966,0.09443991
ENSG00000074695,3998,LMAN1,0.27085483,5.97750423,2.49649358,0.015305,0.09447135
ENSG00000136522,57129,MRPL47,-0.1745687,4.9063245,-2.4960977,0.01532045,0.09447135
ENSG00000165629,509,ATP5F1C,-0.2536937,6.91887656,-2.4960975,0.01532046,0.09447135
ENSG00000103591,79719,AAGAB,-0.2607886,5.6035612,-2.4960233,0.01532335,0.09447135
ENSG00000139289,22822,PHLDA1,0.27031462,5.70276332,2.49509195,0.01535975,0.0946516
ENSG00000150048,51267,CLEC1A,0.79375746,1.27892559,2.493995,0.01540272,0.09487215
ENSG00000148690,118924,FRA10AC1,-0.350557,5.2763254,-2.4936952,0.01541448,0.09490036
ENSG00000173575,1106,CHD2,0.19771877,6.50275364,2.49306723,0.01543915,0.09500795
ENSG00000109586,51809,GALNT7,0.35506533,4.18497341,2.492864,0.01544714,0.09501287
ENSG00000154080,83539,CHST9,0.52775267,1.45741881,2.49258709,0.01545804,0.0950175
ENSG00000104731,54758,KLHDC4,-0.2818935,3.99571516,-2.4924793,0.01546228,0.0950175
ENSG00000010810,2534,FYN,0.2581152,7.56041058,2.49149195,0.01550118,0.0951926
ENSG00000197565,1288,COL4A6,1.11494169,-1.0354444,2.49139058,0.01550518,0.0951926
ENSG00000107077,23081,KDM4C,0.24011725,4.40037695,2.49104665,0.01551876,0.09519754
ENSG00000101182,5688,PSMA7,-0.1991706,6.21703607,-2.4910051,0.0155204,0.09519754
ENSG00000164045,993,CDC25A,0.57121172,0.6898463,2.49016513,0.01555361,0.09535695
ENSG00000150776,55216,NKAPD1,-0.1604495,4.83928638,-2.4896811,0.01557277,0.09543016
ENSG00000184056,26276,VPS33B,-0.3940703,0.84261347,-2.4893917,0.01558424,0.09545617
ENSG00000189283,2272,FHIT,-0.2609675,3.0140542,-2.4891623,0.01559333,0.09546762
ENSG00000137504,58487,CREBZF,0.24764693,5.44773211,2.48858079,0.01561641,0.09556463
ENSG00000179593,247,ALOX15B,0.79500242,1.12141055,2.48706382,0.01567676,0.09588952
ENSG00000105939,56829,ZC3HAV1,0.46334054,4.31976776,2.48632731,0.01570614,0.09596433
ENSG00000108561,708,C1QBP,-0.1789868,5.83703905,-2.4862627,0.01570872,0.09596433
ENSG00000138780,79807,GSTCD,0.31552788,2.85259775,2.48604717,0.01571732,0.09596433
ENSG00000077522,88,ACTN2,-0.3653549,5.72904412,-2.4860291,0.01571804,0.09596433
ENSG00000100744,51527,GSKIP,-0.3384645,4.92266863,-2.4849813,0.01575995,0.09614834
ENSG00000196126,3123,HLA-DRB1,0.74252796,5.06251059,2.48491171,0.01576274,0.09614834
ENSG00000166188,57567,ZNF319,0.27305726,3.71445716,2.48470466,0.01577103,0.09615454
ENSG00000203705,128387,TATDN3,-0.2780017,4.55851476,-2.4834565,0.01582112,0.09638392
ENSG00000125285,11166,SOX21,0.48990357,4.20818063,2.48340351,0.01582325,0.09638392
ENSG00000129317,83448,PUS7L,0.23575865,4.02694648,2.48290021,0.01584348,0.09646273
ENSG00000120798,7181,NR2C1,0.26359614,4.18982933,2.48215854,0.01587335,0.09660005
ENSG00000128596,64753,CCDC136,-0.419968,5.69907526,-2.4818075,0.0158875,0.09662571
ENSG00000147400,1069,CETN2,-0.1985264,5.8221593,-2.4816912,0.01589219,0.09662571
ENSG00000171466,54811,ZNF562,0.19007389,4.28200865,2.48124496,0.01591021,0.09668779
ENSG00000163075,200373,CFAP221,-0.3784988,3.26966063,-2.4809947,0.01592032,0.09668779
ENSG00000174482,158038,LINGO2,-0.6930572,1.62506458,-2.480757,0.01592993,0.09668779
ENSG00000115758,4953,ODC1,-0.2851134,5.35128313,-2.4807137,0.01593168,0.09668779
ENSG00000142599,473,RERE,0.25953501,7.35644522,2.47997278,0.01596166,0.09676399
ENSG00000266472,54460,MRPS21,-0.2398647,6.2418406,-2.4799423,0.0159629,0.09676399
ENSG00000130332,51690,LSM7,-0.3804541,3.42405677,-2.4797541,0.01597052,0.09676399
ENSG00000173991,8557,TCAP,0.65200988,2.26799753,2.47942242,0.01598397,0.09676399
ENSG00000136404,53346,TM6SF1,-0.4325185,4.42456614,-2.4793479,0.01598699,0.09676399
ENSG00000131094,10882,C1QL1,-0.4221507,2.77346255,-2.4793187,0.01598818,0.09676399
ENSG00000174130,10333,TLR6,0.87998713,0.60398564,2.4790545,0.0159989,0.09678453
ENSG00000136888,9550,ATP6V1G1,-0.201764,6.29916388,-2.4777018,0.01605389,0.09707275
ENSG00000007520,115939,TSR3,-0.3752389,4.49351765,-2.4769051,0.01608635,0.09722457
ENSG00000135945,51455,REV1,0.1548811,4.90270385,2.47660404,0.01609864,0.09724288
ENSG00000126777,3895,KTN1,0.29227984,7.87247538,2.47640036,0.01610695,0.09724288
ENSG00000145780,56929,FEM1C,0.28561533,5.50471154,2.47628995,0.01611146,0.09724288
ENSG00000177889,7334,UBE2N,-0.2923872,7.16893678,-2.4759544,0.01612518,0.09726436
ENSG00000137845,102,ADAM10,0.21571758,6.33320046,2.47583137,0.01613021,0.09726436
ENSG00000007516,8938,BAIAP3,-0.5031351,6.54613161,-2.475312,0.01615145,0.09726436
ENSG00000213366,2946,GSTM2,0.44518159,3.1942376,2.47501249,0.01616372,0.09726436
ENSG00000154096,7070,THY1,-0.409944,9.25602692,-2.4749736,0.01616531,0.09726436
ENSG00000136193,9805,SCRN1,0.21496536,8.95797153,2.47492942,0.01616712,0.09726436
ENSG00000111860,387119,CEP85L,0.27997198,3.79677014,2.47478894,0.01617288,0.09726436
ENSG00000198833,51465,UBE2J1,0.17433108,5.7996025,2.47470467,0.01617633,0.09726436
ENSG00000164919,1345,COX6C,-0.2943594,7.10283636,-2.4745841,0.01618128,0.09726436
ENSG00000115944,9167,COX7A2L,-0.2747697,6.87672931,-2.474331,0.01619166,0.0972825
ENSG00000146670,113130,CDCA5,-0.5018351,1.66534689,-2.4739621,0.0162068,0.09732921
ENSG00000089692,3902,LAG3,0.74087027,-0.075253,2.47322532,0.01623708,0.09746676
ENSG00000112144,22858,ICK,0.35968758,4.98290965,2.4729,0.01625047,0.09750282
ENSG00000121653,9479,MAPK8IP1,-0.2480033,7.88176478,-2.4725255,0.01626589,0.09755105
ENSG00000164976,57462,MYORG,0.48813599,6.75687049,2.47099935,0.01632888,0.09788242
ENSG00000165105,158158,RASEF,1.20050217,0.01934162,2.47082805,0.01633596,0.09788242
ENSG00000176697,627,BDNF,-0.7030509,2.47296108,-2.4705359,0.01634805,0.09790232
ENSG00000159348,51706,CYB5R1,-0.2456714,5.15446827,-2.4702589,0.01635952,0.09790232
ENSG00000213853,2013,EMP2,0.44165163,5.09326562,2.47010685,0.01636582,0.09790232
ENSG00000168916,57507,ZNF608,0.30331466,4.49361426,2.47003181,0.01636892,0.09790232
ENSG00000149357,55004,LAMTOR1,-0.2043672,6.37257229,-2.4686574,0.01642596,0.09816265
ENSG00000111678,113246,C12orf57,-0.2929731,5.82461953,-2.468625,0.01642731,0.09816265
ENSG00000134248,10542,LAMTOR5,-0.1725155,5.68151017,-2.4681963,0.01644514,0.09819702
ENSG00000080546,27244,SESN1,0.26495476,6.71536371,2.46812926,0.01644793,0.09819702
ENSG00000185658,54014,BRWD1,-0.3645215,7.0229084,-2.4667931,0.01650361,0.09848498
ENSG00000076344,8786,RGS11,-0.5465932,5.15510235,-2.4659757,0.01653777,0.09864422
ENSG00000158042,63875,MRPL17,-0.1651187,4.28806661,-2.4657757,0.01654613,0.09864958
ENSG00000007255,79090,TRAPPC6A,-0.4899375,2.9959344,-2.4643187,0.01660719,0.09896896
ENSG00000196961,160,AP2A1,-0.2614947,6.87052538,-2.4637985,0.01662904,0.09905449
ENSG00000161405,22806,IKZF3,0.61670157,0.39588708,2.46357512,0.01663843,0.09906577
ENSG00000141480,409,ARRB2,-0.2350091,5.63770057,-2.4633367,0.01664846,0.09908081
ENSG00000179091,1537,CYC1,-0.1816287,6.32769895,-2.4628303,0.01666978,0.09916303
ENSG00000164144,27236,ARFIP1,0.17948901,4.74864538,2.46208097,0.01670136,0.09928077
ENSG00000138785,57117,INTS12,0.20958511,4.11060084,2.46200433,0.0167046,0.09928077
ENSG00000166780,89927,C16orf45,-0.2999994,7.49220323,-2.4616831,0.01671816,0.09931667
ENSG00000077942,2192,FBLN1,0.64077944,4.52709974,2.46116462,0.01674007,0.09940214
ENSG00000149179,79096,C11orf49,-0.191493,6.37985186,-2.4597219,0.01680116,0.09967956
ENSG00000071073,11320,MGAT4A,0.21158263,5.75702526,2.45970509,0.01680188,0.09967956
ENSG00000103995,22995,CEP152,0.54462542,1.20603867,2.45938898,0.01681529,0.09971437
ENSG00000143751,163859,SDE2,0.2284728,4.32191042,2.4588709,0.0168373,0.09980007
ENSG00000198252,6815,STYX,0.26467712,3.61497637,2.45820704,0.01686553,0.0999226
ENSG00000129559,4738,NEDD8,-0.3150214,3.70528175,-2.4577583,0.01688464,0.09995699
ENSG00000144550,151835,CPNE9,-0.4569324,4.09247955,-2.4577154,0.01688647,0.09995699
ENSG00000159176,1465,CSRP1,0.44514441,9.64799623,2.45749851,0.01689571,0.09996694
ENSG00000166130,121457,IKBIP,0.47463805,2.06270787,2.45691442,0.01692063,0.1000196
ENSG00000128654,10651,MTX2,-0.257158,5.57595726,-2.4567736,0.01692664,0.1000196
ENSG00000008083,3720,JARID2,0.25339418,4.53251163,2.45675763,0.01692733,0.1000196
ENSG00000115590,7850,IL1R2,2.00007238,-1.4906017,2.4562754,0.01694793,0.10009658
ENSG00000128602,6608,SMO,0.56040922,3.82633519,2.45602931,0.01695845,0.10009971
ENSG00000126934,5605,MAP2K2,-0.3082889,6.23588841,-2.4559087,0.01696361,0.10009971
ENSG00000137098,26206,SPAG8,-0.4499453,1.75697258,-2.4543588,0.01703005,0.10043928
ENSG00000106686,55064,SPATA6L,-0.4221477,0.81177673,-2.4542117,0.01703636,0.10043928
ENSG00000138722,22915,MMRN1,1.4498025,1.8447129,2.45356277,0.01706426,0.10055771
ENSG00000241553,10093,ARPC4,-0.2531012,6.1859311,-2.4533904,0.01707167,0.10055771
ENSG00000160226,755,CFAP410,-0.4473971,3.45816299,-2.4530197,0.01708763,0.10060685
ENSG00000101940,64743,WDR13,-0.2001829,6.6636461,-2.452809,0.01709671,0.10061546
ENSG00000198081,7541,ZBTB14,0.20102275,4.44776192,2.45120972,0.01716574,0.10096505
ENSG00000149582,84866,TMEM25,-0.2433134,6.06910976,-2.4509102,0.0171787,0.10096505
ENSG00000167642,10653,SPINT2,-0.3332466,5.15211062,-2.4509025,0.01717904,0.10096505
ENSG00000163659,25976,TIPARP,0.46443422,5.16740037,2.4504393,0.01719909,0.10098141
ENSG00000111674,2026,ENO2,-0.461395,9.16548303,-2.4503182,0.01720434,0.10098141
ENSG00000116350,6429,SRSF4,0.20865146,6.23915149,2.45030867,0.01720475,0.10098141
ENSG00000205726,6453,ITSN1,0.29313481,7.34991383,2.44964814,0.01723339,0.10109969
ENSG00000100028,6634,SNRPD3,-0.1970422,5.36760692,-2.4494912,0.01724021,0.10109969
ENSG00000150093,3688,ITGB1,0.42849039,6.74458841,2.44811155,0.0173002,0.10137937
ENSG00000108947,1949,EFNB3,-0.4658222,5.25920928,-2.4480415,0.01730325,0.10137937
ENSG00000239998,11027,LILRA2,0.87634544,0.67859279,2.44738088,0.01733204,0.10147938
ENSG00000072958,8907,AP1M1,-0.2131159,6.22044811,-2.4472976,0.01733568,0.10147938
ENSG00000116754,9295,SRSF11,0.23132175,6.79595351,2.44633925,0.01737753,0.10167935
ENSG00000125967,63941,NECAB3,-0.3092423,5.38592728,-2.4450164,0.01743546,0.10187562
ENSG00000165526,84881,RPUSD4,-0.2116727,4.1369474,-2.4449951,0.0174364,0.10187562
ENSG00000162076,114984,FLYWCH2,-0.4046629,3.67442102,-2.4447829,0.01744571,0.10187562
ENSG00000085514,29992,PILRA,0.50631829,1.60329331,2.44470952,0.01744892,0.10187562
ENSG00000118855,64747,MFSD1,0.25733825,4.91943345,2.44469339,0.01744963,0.10187562
ENSG00000106804,727,C5,0.40726887,2.91448911,2.44423968,0.01746955,0.10194059
ENSG00000161082,60680,CELF5,-0.3703153,6.0946253,-2.4440886,0.01747619,0.10194059
ENSG00000067365,79091,METTL22,-0.2445686,3.28534392,-2.443114,0.01751907,0.10214562
ENSG00000177409,219285,SAMD9L,0.70651084,3.14403335,2.44116965,0.0176049,0.10257432
ENSG00000138594,29766,TMOD3,0.36464695,5.19638452,2.4410967,0.01760812,0.10257432
ENSG00000278535,79154,DHRS11,-0.4637022,4.24837462,-2.4397816,0.0176664,0.10276983
ENSG00000132507,1984,EIF5A,-0.1829078,7.34361839,-2.4396493,0.01767227,0.10276983
ENSG00000156345,23552,CDK20,-0.3148984,4.45477543,-2.4394464,0.01768128,0.10276983
ENSG00000101199,55738,ARFGAP1,-0.2770871,6.09197425,-2.4392705,0.01768909,0.10276983
ENSG00000125148,4502,MT2A,0.71718899,6.95565064,2.43904072,0.0176993,0.10276983
ENSG00000133030,23164,MPRIP,0.19529209,8.5860466,2.43881761,0.01770922,0.10276983
ENSG00000115756,3241,HPCAL1,-0.4178996,6.83911247,-2.4387805,0.01771088,0.10276983
ENSG00000196664,51284,TLR7,0.90846351,1.60627048,2.43872746,0.01771323,0.10276983
ENSG00000117650,4751,NEK2,-0.7931291,-0.0814762,-2.438509,0.01772296,0.10276983
ENSG00000143256,5202,PFDN2,-0.3195811,5.37933837,-2.4383797,0.01772871,0.10276983
ENSG00000134508,91768,CABLES1,0.50111426,7.24066778,2.43819868,0.01773677,0.10276983
ENSG00000133101,8900,CCNA1,-0.4684946,2.86987416,-2.4381182,0.01774035,0.10276983
ENSG00000140945,1012,CDH13,-0.5616118,5.98420366,-2.4380271,0.01774441,0.10276983
ENSG00000047634,6322,SCML1,0.30832282,3.6675027,2.43783973,0.01775276,0.10276983
ENSG00000174132,345757,FAM174A,-0.3128151,4.19848688,-2.4376438,0.0177615,0.10276983
ENSG00000172461,10690,FUT9,0.37347401,6.68553653,2.43753961,0.01776614,0.10276983
ENSG00000010626,10233,LRRC23,-0.2207118,4.22804072,-2.4371385,0.01778404,0.10282835
ENSG00000176945,200958,MUC20,0.81051471,0.05451354,2.43667857,0.01780459,0.1028563
ENSG00000005483,55904,KMT2E,0.22058761,6.17120201,2.43658107,0.01780894,0.1028563
ENSG00000120805,400,ARL1,-0.2482787,6.62661462,-2.4364156,0.01781634,0.1028563
ENSG00000114956,1716,DGUOK,-0.20947,5.13126115,-2.4363334,0.01782002,0.1028563
ENSG00000183688,359845,RFLNB,0.42755234,3.94447618,2.43522955,0.01786945,0.10309656
ENSG00000076685,22978,NT5C2,0.35051074,6.42633509,2.43468841,0.01789372,0.10316724
ENSG00000181418,23109,DDN,-0.4466663,8.37931139,-2.4346084,0.01789731,0.10316724
ENSG00000125652,84266,ALKBH7,-0.473115,3.38734816,-2.4340793,0.01792108,0.10325659
ENSG00000165392,7486,WRN,0.33612566,3.03143416,2.4339156,0.01792844,0.10325659
ENSG00000147872,123,PLIN2,0.65586787,4.37422066,2.43302455,0.01796855,0.10344173
ENSG00000161267,622,BDH1,-0.2534849,5.35977869,-2.4328538,0.01797625,0.10344173
ENSG00000123416,10376,TUBA1B,-0.3695747,10.7535214,-2.4325906,0.01798811,0.10346494
ENSG00000133574,55303,GIMAP4,0.48351244,4.2622088,2.43201529,0.01801408,0.1035692
ENSG00000128346,84645,C22orf23,-0.5052006,0.09947289,-2.4308558,0.01806651,0.10377838
ENSG00000069424,8514,KCNAB2,-0.3808686,8.56510506,-2.4306278,0.01807684,0.10377838
ENSG00000130226,1804,DPP6,-0.4272541,6.88539316,-2.4304169,0.0180864,0.10377838
ENSG00000165632,83860,TAF3,0.23862455,4.34690686,2.43023179,0.01809479,0.10377838
ENSG00000095319,23511,NUP188,0.32263576,4.83224945,2.4300459,0.01810322,0.10377838
ENSG00000127914,10142,AKAP9,0.25985913,5.84572911,2.43003537,0.01810369,0.10377838
ENSG00000051108,9709,HERPUD1,0.23007184,6.57383556,2.42999673,0.01810545,0.10377838
ENSG00000166922,6447,SCG5,-0.437879,7.76287928,-2.4293206,0.01813614,0.10387914
