ENSEMBL,ENTREZID,SYMBOL,logFC,AveExpr,t,P.Value,adj.P.Val
ENSG00000169083,367,AR,0.32406824,2.57288612,1.71891337,0.09078257,0.24920409
ENSG00000125743,6633,SNRPD2,-0.1736979,5.95888571,-1.7187678,0.09080927,0.24920533
ENSG00000136490,80774,LIMD2,-0.2544955,3.44611799,-1.7186079,0.09083861,0.24920533
ENSG00000136891,54881,TEX10,-0.1331099,3.63758587,-1.7186024,0.09083961,0.24920533
ENSG00000169981,7584,ZNF35,0.19652779,2.58065865,1.71841512,0.09087398,0.24924788
ENSG00000165943,64112,MOAP1,-0.3324562,7.72749766,-1.7179684,0.090956,0.24942107
ENSG00000122484,79871,RPAP2,0.18619616,4.86868373,1.71751152,0.09103996,0.24959949
ENSG00000143442,23126,POGZ,0.19918302,6.4102254,1.71727533,0.09108339,0.24966675
ENSG00000103091,79726,WDR59,0.19978783,5.39836956,1.71710797,0.09111417,0.24969931
ENSG00000180035,197407,ZNF48,-0.1775314,4.18081906,-1.7162862,0.09126543,0.25002123
ENSG00000134013,4017,LOXL2,0.37869278,1.36494344,1.71626423,0.09126948,0.25002123
ENSG00000152284,83439,TCF7L1,0.35297339,2.41580687,1.71608806,0.09130194,0.25005829
ENSG00000255330,387104,SOGA3,0.31562689,3.55394834,1.71591264,0.09133427,0.25009499
ENSG00000164307,51752,ERAP1,0.25345508,4.56748412,1.7155554,0.09140013,0.25022348
ENSG00000167700,113655,MFSD3,-0.2515956,3.38602801,-1.715357,0.09143672,0.25027179
ENSG00000113575,5515,PPP2CA,-0.1709983,8.10357569,-1.715235,0.09145924,0.25028159
ENSG00000198843,51714,SELENOT,-0.1411204,7.40738857,-1.7148286,0.09153424,0.25033051
ENSG00000124226,55905,RNF114,0.19223159,6.09706994,1.71474948,0.09154886,0.25033051
ENSG00000164054,51246,SHISA5,-0.1583491,6.77122562,-1.7147317,0.09155214,0.25033051
ENSG00000166747,164,AP1G1,0.11561437,6.44221532,1.71472757,0.09155291,0.25033051
ENSG00000197249,5265,SERPINA1,0.82188167,2.85153447,1.71449208,0.0915964,0.25039089
ENSG00000085998,55624,POMGNT1,-0.18206,6.43487367,-1.7144028,0.0916129,0.25039089
ENSG00000125657,8744,TNFSF9,-0.2864167,1.32683356,-1.714242,0.09164261,0.25040295
ENSG00000107438,9124,PDLIM1,0.76558209,3.10317274,1.71417386,0.09165521,0.25040295
ENSG00000205544,254863,TMEM256,-0.4193621,-0.1337745,-1.7140009,0.09168719,0.25043854
ENSG00000155330,388272,C16orf87,-0.2417195,3.62522559,-1.7131569,0.09184336,0.25076154
ENSG00000149480,9219,MTA2,0.25407585,5.92250064,1.7130985,0.09185417,0.25076154
ENSG00000072195,10290,SPEG,-0.1981115,4.9534299,-1.7130541,0.09186239,0.25076154
ENSG00000186297,2558,GABRA5,-0.394031,6.12235419,-1.7127406,0.09192046,0.25080982
ENSG00000178691,23512,SUZ12,0.13132722,4.79328148,1.71271518,0.09192517,0.25080982
ENSG00000166927,58475,MS4A7,0.55305325,1.98023724,1.71254282,0.09195711,0.25080982
ENSG00000108797,8506,CNTNAP1,-0.2658254,7.45040026,-1.7124479,0.09197471,0.25080982
ENSG00000253485,56110,PCDHGA5,0.40548416,1.04887945,1.71244637,0.09197499,0.25080982
ENSG00000159692,1487,CTBP1,-0.245013,6.85211615,-1.7116377,0.09212501,0.25116707
ENSG00000171222,51282,SCAND1,-0.4520268,3.11041931,-1.7112364,0.09219953,0.25127678
ENSG00000139990,8816,DCAF5,0.14029185,5.75881485,1.71121613,0.09220329,0.25127678
ENSG00000128285,2847,MCHR1,-0.44239,2.92014079,-1.7110454,0.09223501,0.25131141
ENSG00000110492,4192,MDK,-0.4291954,2.29638052,-1.7104738,0.09234127,0.25154905
ENSG00000146350,221322,TBC1D32,0.20582815,2.91351469,1.71026768,0.09237961,0.25159694
ENSG00000272886,55802,DCP1A,0.13169311,4.58002451,1.71012599,0.09240597,0.25159694
ENSG00000070601,22844,FRMPD1,0.22012987,2.56254995,1.71007221,0.09241598,0.25159694
ENSG00000171189,2897,GRIK1,-0.2861946,3.45186453,-1.7098296,0.09246114,0.25165749
ENSG00000113296,7060,THBS4,0.28543324,5.01405905,1.7097481,0.09247632,0.25165749
ENSG00000135632,10322,SMYD5,-0.1312746,5.49089046,-1.7094648,0.09252909,0.25173325
ENSG00000166337,6881,TAF10,0.23235351,2.84068998,1.70939406,0.09254226,0.25173325
ENSG00000059145,64718,UNKL,-0.2138065,4.45848039,-1.7092061,0.09257728,0.25177666
ENSG00000094975,51430,SUCO,0.17592437,5.21756522,1.7090365,0.0926089,0.25181083
ENSG00000188993,339977,LRRC66,0.49387556,0.47635664,1.70886101,0.09264163,0.25184797
ENSG00000085377,5550,PREP,-0.2380451,5.32506909,-1.7087222,0.09266751,0.25186651
ENSG00000111775,1337,COX6A1,-0.2740299,4.22342906,-1.7083782,0.0927317,0.25198913
ENSG00000142556,80110,ZNF614,0.16883773,3.82883019,1.70789102,0.09282266,0.25213353
ENSG00000117069,81849,ST6GALNAC5,-0.4148383,4.94881277,-1.7078261,0.09283479,0.25213353
ENSG00000110077,64231,MS4A6A,0.70395051,3.0444163,1.70777819,0.09284373,0.25213353
ENSG00000166928,84689,MS4A14,0.71875823,0.24299856,1.70745755,0.09290365,0.25213353
ENSG00000120162,79817,MOB3B,0.33753939,5.31137713,1.7074237,0.09290998,0.25213353
ENSG00000124562,6631,SNRPC,-0.1396822,4.99820733,-1.7074206,0.09291055,0.25213353
ENSG00000168872,55308,DDX19A,-0.1536147,3.16239334,-1.7073785,0.09291842,0.25213353
ENSG00000155465,9056,SLC7A7,0.50012386,1.73928974,1.70725977,0.09294063,0.25214201
ENSG00000186907,349667,RTN4RL2,-0.3186159,3.69152697,-1.7070467,0.09298047,0.2521983
ENSG00000162430,57190,SELENON,0.22388892,6.55496508,1.70688317,0.09301107,0.25222951
ENSG00000173559,64859,NABP1,0.27178696,1.86352069,1.7064284,0.09309618,0.25240853
ENSG00000162616,11080,DNAJB4,0.30197749,5.63896261,1.70606446,0.09316435,0.25254152
ENSG00000178343,152573,SHISA3,0.82538575,0.25718909,1.70580408,0.09321314,0.25262195
ENSG00000070371,8218,CLTCL1,0.29610894,2.71886391,1.70548298,0.09327334,0.25269138
ENSG00000110400,5818,NECTIN1,-0.232377,6.40425595,-1.7054634,0.09327701,0.25269138
ENSG00000137561,7274,TTPA,0.43060269,1.72691085,1.70511201,0.09334293,0.25281812
ENSG00000214113,57128,LYRM4,-0.15639,4.96870058,-1.704186,0.09351682,0.25320496
ENSG00000105755,23474,ETHE1,-0.155087,3.320844,-1.7040771,0.0935373,0.25320496
ENSG00000183527,8624,PSMG1,-0.2435917,4.00382078,-1.7040454,0.09354325,0.25320496
ENSG00000150556,130576,LYPD6B,-0.4042792,0.77508619,-1.7037971,0.09358993,0.25325453
ENSG00000160145,8997,KALRN,-0.2676929,7.40173126,-1.7036684,0.09361414,0.25325453
ENSG00000132463,2926,GRSF1,-0.1538975,7.02292941,-1.7035613,0.09363429,0.25325453
ENSG00000105393,29086,BABAM1,-0.2024415,4.34501687,-1.7034488,0.09365546,0.25325453
ENSG00000120860,51019,WASHC3,-0.1508929,4.94233165,-1.7033593,0.0936723,0.25325453
ENSG00000103510,84148,KAT8,0.14503958,5.53761044,1.70333655,0.09367658,0.25325453
ENSG00000196305,3376,IARS,-0.2376985,6.30885921,-1.7029228,0.09375447,0.25341327
ENSG00000240204,100287482,SMKR1,-0.2609754,1.88642494,-1.7025646,0.09382194,0.25354377
ENSG00000123989,79586,CHPF,-0.3457324,4.97327492,-1.7019571,0.09393648,0.25380138
ENSG00000132950,9205,ZMYM5,0.19071221,3.45288931,1.70166681,0.09399125,0.25389744
ENSG00000106400,10467,ZNHIT1,-0.2342102,5.37920298,-1.7013193,0.09405684,0.25402268
ENSG00000110171,10612,TRIM3,-0.1619443,5.06543001,-1.7012175,0.09407607,0.2540227
ENSG00000169371,10073,SNUPN,-0.1761505,3.09778168,-1.7008146,0.09415219,0.25417628
ENSG00000157445,55799,CACNA2D3,-0.2954443,5.28134248,-1.700493,0.09421297,0.25428842
ENSG00000138592,9101,USP8,0.11794864,5.98863443,1.70019946,0.0942685,0.25438631
ENSG00000028528,6642,SNX1,0.1712146,6.76651552,1.69968491,0.09436588,0.25447936
ENSG00000130731,84326,METTL26,-0.2402439,4.98287356,-1.6996062,0.09438077,0.25447936
ENSG00000081014,23431,AP4E1,0.18247922,3.35030154,1.69952743,0.0943957,0.25447936
ENSG00000176273,159371,SLC35G1,-0.3856374,2.03211783,-1.6995224,0.09439664,0.25447936
ENSG00000171051,2357,FPR1,0.95019798,2.05363523,1.69950849,0.09439928,0.25447936
ENSG00000188316,387712,ENO4,-0.502783,-0.3384506,-1.6990341,0.09448917,0.2546697
ENSG00000173210,22885,ABLIM3,-0.20271,5.36666608,-1.6987913,0.09453519,0.25474178
ENSG00000156299,7074,TIAM1,0.19531936,6.27358717,1.6981968,0.09464797,0.25499368
ENSG00000131051,9584,RBM39,0.15572727,7.19739232,1.69788696,0.09470679,0.25510014
ENSG00000157933,6497,SKI,0.17337873,6.17167431,1.69740358,0.09479862,0.25529544
ENSG00000138161,50624,CUZD1,0.48022652,-0.0684095,1.69719442,0.09483838,0.25535045
ENSG00000140941,81631,MAP1LC3B,-0.1236112,8.15545253,-1.696393,0.09499084,0.25570858
ENSG00000152193,79596,RNF219,-0.1665162,4.66368084,-1.6962919,0.0950101,0.25570858
ENSG00000171208,81831,NETO2,-0.2950209,4.69737622,-1.6961253,0.09504181,0.2557267
ENSG00000142910,64129,TINAGL1,0.45543909,3.84141691,1.69599771,0.09506612,0.2557267
ENSG00000086300,29887,SNX10,-0.4302058,6.89083355,-1.6959516,0.0950749,0.2557267
ENSG00000107593,9033,PKD2L1,-0.4984711,1.31837361,-1.695079,0.09524125,0.25612201
ENSG00000267909,56936,CCDC177,-0.3155169,1.99131701,-1.6948751,0.09528015,0.25617193
ENSG00000104969,6449,SGTA,-0.2439263,6.60826278,-1.6947785,0.0952986,0.25617193
ENSG00000256053,84334,APOPT1,-0.1644866,3.4912433,-1.6945255,0.09534689,0.25624961
ENSG00000171604,51523,CXXC5,-0.1807138,6.6128903,-1.6940346,0.09544067,0.2564495
ENSG00000142627,1969,EPHA2,0.46978245,2.77128216,1.6937415,0.09549669,0.25645916
ENSG00000116544,58512,DLGAP3,-0.3910742,5.10740162,-1.6937397,0.09549704,0.25645916
ENSG00000176641,220441,RNF152,0.30242964,3.65018362,1.69366655,0.09551102,0.25645916
ENSG00000147010,30011,SH3KBP1,-0.1707274,5.83101517,-1.6935814,0.0955273,0.25645916
ENSG00000268089,55879,GABRQ,0.42490175,2.36789091,1.6935081,0.09554133,0.25645916
ENSG00000124215,60437,CDH26,0.56741619,0.45831003,1.69332117,0.09557708,0.25650304
ENSG00000118473,84251,SGIP1,-0.2831529,6.17404009,-1.6928168,0.09567362,0.25664085
ENSG00000160352,148206,ZNF714,-0.3506699,3.45973688,-1.6927178,0.09569259,0.25664085
ENSG00000107130,23413,NCS1,-0.2650405,9.51716297,-1.6926662,0.09570247,0.25664085
ENSG00000103121,56942,CMC2,-0.1354874,5.36791953,-1.6925497,0.09572478,0.25664085
ENSG00000140044,122953,JDP2,0.22455074,4.32752033,1.69254564,0.09572556,0.25664085
ENSG00000173451,83591,THAP2,0.30526131,3.81142819,1.69180959,0.09586665,0.25691863
ENSG00000182103,220382,FAM181B,0.31884689,4.51447138,1.69180223,0.09586806,0.25691863
ENSG00000175193,55486,PARL,-0.3725371,1.09513622,-1.6916305,0.09590101,0.25695481
ENSG00000140548,374655,ZNF710,0.21214198,3.58841821,1.69144253,0.09593708,0.25699932
ENSG00000164687,2171,FABP5,-0.3011846,4.40226775,-1.6913246,0.09595972,0.25700787
ENSG00000123154,84292,WDR83,-0.2070787,3.76131497,-1.6910024,0.09602157,0.2571214
ENSG00000237289,1159,CKMT1B,-0.3477092,4.80383056,-1.6908781,0.09604545,0.25713323
ENSG00000102387,54457,TAF7L,-0.4382566,-0.3606696,-1.6901575,0.09618396,0.25745188
ENSG00000150764,85458,DIXDC1,0.24004929,6.19298956,1.68964259,0.09628303,0.25766485
ENSG00000183508,54855,TENT5C,0.39173386,0.63478056,1.6892868,0.09635153,0.25779597
ENSG00000138764,901,CCNG2,0.17753922,6.15411322,1.68914569,0.09637872,0.25781648
ENSG00000256043,1519,CTSO,0.3556293,4.68544478,1.68895016,0.09641639,0.25783606
ENSG00000143622,6016,RIT1,0.16821987,4.16974195,1.68890513,0.09642507,0.25783606
ENSG00000103496,6810,STX4,-0.165096,4.83692475,-1.6885136,0.09650054,0.25798566
ENSG00000087086,2512,FTL,-0.2846022,10.3604788,-1.6871471,0.09676436,0.25863863
ENSG00000019995,54764,ZRANB1,0.11684569,6.4118461,1.68694182,0.09680404,0.25869236
ENSG00000103248,64779,MTHFSD,-0.1392923,3.0489651,-1.6865029,0.09688894,0.25886687
ENSG00000187715,166348,KBTBD12,0.22810882,2.71291897,1.68612622,0.09696184,0.25900926
ENSG00000196950,57181,SLC39A10,-0.3515508,6.93245002,-1.6860186,0.09698267,0.25901255
ENSG00000197223,10438,C1D,-0.2338592,4.11633199,-1.6858719,0.09701108,0.25903607
ENSG00000132254,23647,ARFIP2,-0.1229486,5.6459223,-1.6855873,0.09706621,0.25911056
ENSG00000172172,28998,MRPL13,-0.1641116,4.29791339,-1.6855254,0.09707821,0.25911056
ENSG00000114654,79825,EFCC1,-0.3431083,0.42764702,-1.6845608,0.09726529,0.25950351
ENSG00000074181,4854,NOTCH3,0.38314445,5.27113049,1.68452458,0.09727232,0.25950351
ENSG00000138115,1558,CYP2C8,-0.4637629,0.73553352,-1.6843641,0.09730348,0.25950351
ENSG00000169118,53944,CSNK1G1,0.17401152,3.4782192,1.68436141,0.097304,0.25950351
ENSG00000088325,22974,TPX2,-0.2694934,1.70992936,-1.6842276,0.09732998,0.25951412
ENSG00000123338,3071,NCKAP1L,0.49738568,2.98406692,1.68413863,0.09734726,0.25951412
ENSG00000176909,284358,MAMSTR,-0.2686226,1.48892697,-1.6837879,0.0974154,0.25963035
ENSG00000087191,5705,PSMC5,-0.1314812,7.32166779,-1.6836355,0.09744501,0.25963035
ENSG00000184381,8398,PLA2G6,-0.185457,4.9717697,-1.6835728,0.0974572,0.25963035
ENSG00000125378,652,BMP4,0.49355188,2.31625578,1.68347196,0.09747682,0.25963035
ENSG00000143171,6258,RXRG,0.32186133,3.51868045,1.68334122,0.09750224,0.25963035
ENSG00000112592,6908,TBP,-0.1210217,3.36587746,-1.6833077,0.09750877,0.25963035
ENSG00000151892,2674,GFRA1,0.35980038,5.33159541,1.68290975,0.09758618,0.25978413
ENSG00000249459,729288,ZNF286B,0.23858951,1.44524601,1.68226437,0.09771185,0.26003734
ENSG00000269343,100293516,ZNF587B,0.30245286,1.09905362,1.68221916,0.09772066,0.26003734
ENSG00000143891,130589,GALM,0.28430826,2.94131402,1.68207427,0.09774889,0.26006008
ENSG00000172469,79694,MANEA,0.20725846,3.94424935,1.68196834,0.09776954,0.26006264
ENSG00000198502,3127,HLA-DRB5,1.08078774,2.66727819,1.68148848,0.09786311,0.26021199
ENSG00000112182,60468,BACH2,0.20354665,2.99448582,1.68147841,0.09786507,0.26021199
ENSG00000119711,4329,ALDH6A1,0.31020002,8.18347462,1.68137154,0.09788592,0.26021505
ENSG00000166261,7753,ZNF202,0.20489032,3.3635198,1.68105833,0.09794705,0.26028774
ENSG00000156463,153769,SH3RF2,-0.3714483,1.8434175,-1.6810295,0.09795267,0.26028774
ENSG00000102317,5935,RBM3,-0.6447728,5.10888625,-1.6807484,0.09800757,0.26038125
ENSG00000008130,65220,NADK,0.13109235,5.076725,1.68046607,0.09806272,0.26040853
ENSG00000152601,4154,MBNL1,0.12275431,6.80623138,1.68036702,0.09808208,0.26040853
ENSG00000174010,80311,KLHL15,0.17832996,4.18123979,1.68031304,0.09809262,0.26040853
ENSG00000071794,6596,HLTF,-0.2069723,5.73941251,-1.6802114,0.09811248,0.26040853
ENSG00000148704,11023,VAX1,-0.5765007,0.21953836,-1.6801915,0.09811638,0.26040853
ENSG00000174348,127435,PODN,0.40005982,2.67950026,1.68006121,0.09814185,0.26042382
ENSG00000124275,4552,MTRR,0.19184977,4.93557343,1.6798464,0.09818386,0.26047707
ENSG00000134049,51124,IER3IP1,-0.1736011,4.23942971,-1.679757,0.09820135,0.26047707
ENSG00000053501,55850,USE1,-0.1661513,4.76441047,-1.6793382,0.09828331,0.26062559
ENSG00000169905,163590,TOR1AIP2,0.10232981,5.64298259,1.67926928,0.0982968,0.26062559
ENSG00000139835,79774,GRTP1,0.39415003,1.10788379,1.67882986,0.09838286,0.26080143
ENSG00000138032,5495,PPM1B,0.1611245,5.71365194,1.67862935,0.09842215,0.26083086
ENSG00000159873,150275,CCDC117,0.22225043,4.92571875,1.67857171,0.09843344,0.26083086
ENSG00000154099,123872,DNAAF1,-0.2716257,2.73637804,-1.6783238,0.09848205,0.26090732
ENSG00000078804,58476,TP53INP2,-0.4828767,7.57223569,-1.6781659,0.09851302,0.26093704
ENSG00000233087,150786,RAB6D,-0.3680177,1.07494128,-1.6776033,0.09862341,0.26117709
ENSG00000069509,139341,FUNDC1,-0.1539599,5.0079168,-1.6771439,0.09871363,0.26136362
ENSG00000133083,9201,DCLK1,-0.3914406,7.86998456,-1.6769715,0.0987475,0.26136515
ENSG00000005844,3683,ITGAL,0.48806864,1.13764561,1.6769396,0.09875377,0.26136515
ENSG00000171004,90161,HS6ST2,-0.3816991,3.83713708,-1.6763904,0.09886175,0.26159852
ENSG00000138050,80745,THUMPD2,0.18373377,3.08406855,1.67618051,0.09890304,0.26165538
ENSG00000182329,100652824,KIAA2012,-0.5361872,0.26742797,-1.6759893,0.09894068,0.26170255
ENSG00000050628,5733,PTGER3,-0.7615959,1.66577354,-1.6744731,0.09923948,0.26235196
ENSG00000174738,9975,NR1D2,0.24387946,6.77060667,1.67444992,0.09924404,0.26235196
ENSG00000146918,54892,NCAPG2,0.20186685,3.1821297,1.67444118,0.09924577,0.26235196
ENSG00000170262,56246,MRAP,0.74746364,-0.887774,1.67371068,0.09939,0.26268067
ENSG00000188157,375790,AGRN,-0.3205499,5.2678197,-1.6730582,0.09951896,0.26296891
ENSG00000110841,8496,PPFIBP1,0.20074583,6.28611371,1.67247966,0.09963344,0.26317823
ENSG00000101844,115201,ATG4A,0.19135237,3.16216422,1.67245654,0.09963802,0.26317823
ENSG00000084774,790,CAD,0.14653829,4.37542008,1.67201719,0.09972503,0.26331873
ENSG00000071994,5134,PDCD2,-0.1045158,4.76216927,-1.6719867,0.09973107,0.26331873
ENSG00000137672,7225,TRPC6,-0.3984547,0.82570248,-1.6717233,0.09978326,0.26338358
ENSG00000152234,498,ATP5F1A,-0.1705062,9.14663135,-1.6716615,0.0997955,0.26338358
ENSG00000172728,84750,FUT10,0.35824268,3.065893,1.67137546,0.09985222,0.26348064
ENSG00000130300,83483,PLVAP,0.53087778,-0.2295671,1.67103048,0.09992065,0.2635882
ENSG00000170075,9283,GPR37L1,0.34388186,7.46037599,1.67096883,0.09993289,0.2635882
ENSG00000251247,25850,ZNF345,0.26832269,1.43672969,1.67030568,0.10006455,0.26386197
ENSG00000215126,150472,CBWD2,0.31509611,2.24718232,1.67024493,0.10007662,0.26386197
ENSG00000154678,5137,PDE1C,0.42990825,6.10529799,1.66966428,0.10019204,0.26411357
ENSG00000177519,56475,RPRM,0.36939396,2.97004006,1.66885947,0.10035219,0.26443938
ENSG00000104972,10859,LILRB1,0.52159598,1.64547195,1.66854458,0.1004149,0.26443938
ENSG00000167034,4824,NKX3-1,0.34230319,1.36007765,1.66852224,0.10041936,0.26443938
ENSG00000140463,585,BBS4,-0.180397,4.46371829,-1.6684888,0.10042602,0.26443938
ENSG00000151729,291,SLC25A4,-0.2298126,7.34147701,-1.668487,0.10042637,0.26443938
ENSG00000135482,84872,ZC3H10,0.17476697,3.03101539,1.66843835,0.10043607,0.26443938
ENSG00000168077,51435,SCARA3,0.39379474,6.74391552,1.66828079,0.10046747,0.26443938
ENSG00000024422,30846,EHD2,0.27269111,4.61024841,1.66816863,0.10048983,0.26443938
ENSG00000080845,22839,DLGAP4,-0.1976777,6.57879405,-1.6680712,0.10050925,0.26443938
ENSG00000136875,9128,PRPF4,-0.1004536,4.56027905,-1.6680384,0.10051579,0.26443938
ENSG00000241839,80301,PLEKHO2,0.3391265,5.5189625,1.66792221,0.10053896,0.26444768
ENSG00000100014,23384,SPECC1L,0.13851882,4.9467431,1.66767942,0.10058738,0.264486
ENSG00000185272,54033,RBM11,-0.2820875,3.09278567,-1.6676485,0.10059356,0.264486
ENSG00000076924,56949,XAB2,-0.251655,5.1775686,-1.6675257,0.10061806,0.26449777
ENSG00000160294,8888,MCM3AP,0.11332658,6.05959654,1.66715461,0.10069213,0.26456456
ENSG00000021355,1992,SERPINB1,0.37821556,4.42911775,1.66702767,0.10071748,0.26456456
ENSG00000206140,645426,TMEM191C,-0.3665577,0.61325853,-1.667,0.100723,0.26456456
ENSG00000183495,57634,EP400,0.11007398,5.71156543,1.6669972,0.10072357,0.26456456
ENSG00000204592,3133,HLA-E,0.35903453,8.19650915,1.66680087,0.10076278,0.26461497
ENSG00000188549,388115,CCDC9B,0.31056043,3.71148372,1.66641993,0.10083891,0.26476227
ENSG00000189184,54510,PCDH18,0.39270865,2.79798604,1.66631388,0.10086012,0.26476532
ENSG00000188322,388228,SBK1,-0.2039346,5.28022511,-1.6658876,0.10094538,0.26488723
ENSG00000165322,94134,ARHGAP12,0.15636684,6.00006615,1.6658534,0.10095222,0.26488723
ENSG00000151247,1977,EIF4E,-0.1957338,6.19514162,-1.6657259,0.10097774,0.26488723
ENSG00000164221,153733,CCDC112,-0.1415563,3.54933009,-1.6656808,0.10098675,0.26488723
ENSG00000203877,134701,RIPPLY2,-0.1875069,2.78045102,-1.6655609,0.10101075,0.26489759
ENSG00000135447,5502,PPP1R1A,0.2070378,4.98352225,1.66515467,0.10109211,0.26505834
ENSG00000006432,4293,MAP3K9,-0.3312061,5.78945608,-1.6649395,0.10113521,0.26511288
ENSG00000140600,6457,SH3GL3,-0.2932857,6.02045178,-1.6647973,0.10116371,0.26511288
ENSG00000160214,8568,RRP1,-0.1881341,4.58681653,-1.6647142,0.10118038,0.26511288
ENSG00000135049,23287,AGTPBP1,-0.2421689,5.83079614,-1.6646067,0.10120192,0.26511288
ENSG00000179912,22864,R3HDM2,-0.1441362,5.56050387,-1.6645503,0.10121324,0.26511288
ENSG00000125675,2892,GRIA3,-0.2546145,6.91145019,-1.6642701,0.10126944,0.2651767
ENSG00000043143,23338,JADE2,0.23035963,6.23837732,1.66418584,0.10128634,0.2651767
ENSG00000106025,23554,TSPAN12,0.37701203,2.86844275,1.66412862,0.10129782,0.2651767
ENSG00000213865,56260,C8orf44,-0.219344,1.83007413,-1.6639132,0.10134106,0.26521226
ENSG00000179774,220202,ATOH7,-0.4450736,0.72328911,-1.6638541,0.10135292,0.26521226
ENSG00000108468,10951,CBX1,-0.0876327,6.97431446,-1.6637609,0.10137162,0.26521226
ENSG00000174840,201626,PDE12,0.12656237,5.08426891,1.66363203,0.1013975,0.26522744
ENSG00000176225,25914,RTTN,0.24614468,3.00870895,1.66352185,0.10141963,0.26523281
ENSG00000114857,4820,NKTR,0.24381591,5.48986306,1.66336484,0.10145117,0.26526026
ENSG00000204851,57469,PNMA8B,-0.3095944,7.00130286,-1.663216,0.10148108,0.26526026
ENSG00000110011,3338,DNAJC4,-0.224757,3.65672372,-1.6630937,0.10150566,0.26526026
ENSG00000154328,252969,NEIL2,-0.1182364,5.30495355,-1.6630699,0.10151044,0.26526026
ENSG00000108469,9400,RECQL5,-0.1884847,4.50623895,-1.6627885,0.10156702,0.26535564
ENSG00000143786,149111,CNIH3,-0.2914915,4.19914163,-1.6625068,0.10162366,0.26537829
ENSG00000157111,134285,TMEM171,0.79220993,-0.7975969,1.66247086,0.1016309,0.26537829
ENSG00000153930,162282,ANKFN1,0.54144367,0.39522242,1.66244576,0.10163595,0.26537829
ENSG00000131669,4814,NINJ1,0.23049072,4.94774682,1.66181333,0.10176326,0.26564023
ENSG00000142751,54707,GPN2,0.11132213,5.01744996,1.6617477,0.10177648,0.26564023
ENSG00000170464,202052,DNAJC18,-0.1242457,6.22834619,-1.6612058,0.10188567,0.2658727
ENSG00000141577,22994,CEP131,-0.3434751,2.29178991,-1.6609929,0.10192862,0.26590391
ENSG00000135722,55336,FBXL8,0.58777535,-0.9114348,1.66094692,0.10193788,0.26590391
ENSG00000173465,10534,SSSCA1,-0.2169384,3.7384464,-1.6607809,0.10197138,0.26593877
ENSG00000054983,2581,GALC,0.16238699,6.05478917,1.66064518,0.10199875,0.26595768
ENSG00000182919,28970,C11orf54,0.18887781,3.46512617,1.66018067,0.10209252,0.26614964
ENSG00000175548,144245,ALG10B,0.20265716,3.77864181,1.65987481,0.1021543,0.26623319
ENSG00000159871,284348,LYPD5,-0.2704556,4.04157777,-1.6597291,0.10218375,0.26623319
ENSG00000165879,10023,FRAT1,0.26319142,2.0249798,1.65972276,0.10218502,0.26623319
ENSG00000147647,1807,DPYS,-0.3516334,1.08749989,-1.6595381,0.10222234,0.2662779
ENSG00000181378,255101,CFAP65,-0.3550767,0.19463691,-1.6591256,0.10230576,0.26640312
ENSG00000174695,153339,TMEM167A,0.12738968,7.06801114,1.65906906,0.1023172,0.26640312
ENSG00000091972,4345,CD200,-0.3016296,6.44388304,-1.6590013,0.1023309,0.26640312
ENSG00000177733,10949,HNRNPA0,-0.1450449,6.50406734,-1.6584456,0.10244338,0.26664342
ENSG00000050748,5601,MAPK9,-0.2803663,7.58608593,-1.6580846,0.10251651,0.26678118
ENSG00000123737,5393,EXOSC9,-0.1777918,4.11253697,-1.6579591,0.10254195,0.26679484
ENSG00000185955,402573,C7orf61,0.74705875,-1.2070306,1.65739936,0.10265543,0.26703751
ENSG00000178409,57673,BEND3,0.28502694,1.13761743,1.65713367,0.10270934,0.26712515
ENSG00000157851,56896,DPYSL5,-0.3105481,5.71830555,-1.6569716,0.10274224,0.26715813
ENSG00000146757,168374,ZNF92,0.16824657,3.8325188,1.65667359,0.10280273,0.26721138
ENSG00000204580,780,DDR1,0.36785043,7.78426541,1.65660517,0.10281663,0.26721138
ENSG00000090889,24137,KIF4A,0.33896465,0.44338864,1.65657188,0.10282339,0.26721138
ENSG00000183044,18,ABAT,0.19061287,8.89599034,1.65624904,0.10288898,0.26732313
ENSG00000166821,8800,PEX11A,0.1949145,3.99557621,1.65606922,0.10292553,0.26732313
ENSG00000152359,134359,POC5,-0.230014,2.71316258,-1.6560615,0.1029271,0.26732313
ENSG00000100601,8846,ALKBH1,0.14188893,3.26890195,1.65560346,0.10302025,0.26751248
ENSG00000042493,822,CAPG,0.36559346,4.58445833,1.65543474,0.10305457,0.26754485
ENSG00000156171,128338,DRAM2,0.19579347,4.22055359,1.65534316,0.10307321,0.26754485
ENSG00000096384,3326,HSP90AB1,-0.2027547,10.3766743,-1.6552051,0.1031013,0.2675652
ENSG00000175595,2072,ERCC4,0.18885136,3.65868114,1.65450443,0.10324402,0.26788296
ENSG00000181924,51287,COA4,-0.1939591,4.18240529,-1.6542238,0.10330122,0.26793481
ENSG00000103363,6923,ELOB,-0.2044021,6.90637436,-1.65417,0.10331219,0.26793481
ENSG00000134955,219855,SLC37A2,0.45374498,0.29453896,1.65399752,0.10334737,0.26793481
ENSG00000197343,79027,ZNF655,0.10178328,5.76194087,1.653971,0.10335278,0.26793481
ENSG00000099330,79629,OCEL1,-0.1887858,3.29231445,-1.6539091,0.10336541,0.26793481
