gene_name	log2_fold_change	FDR_adjusted_p_value	ref_allele	non_ref_allele	sample_size
ENSG00000104863|LIN7B	-0.286530516741532	0.0116471536894383	AD	Control	238
ENSG00000104866|PPP1R37	-0.0846534912516327	0.21117022632473	AD	Control	238
ENSG00000104870|FCGRT	0.443193712968176	0.0010635825418018	AD	Control	238
ENSG00000104879|CKM	0.255136733138658	0.345580064616773	AD	Control	238
ENSG00000104883|PEX11G	0.0511497983841593	0.813322443385422	AD	Control	238
ENSG00000104888|SLC17A7	-0.247366132472182	0.0191384965049428	AD	Control	238
ENSG00000104889|RNASEH2A	0.129245110942576	0.079184964623403	AD	Control	238
ENSG00000104897|SF3A2	0.101802717761009	0.310599436403643	AD	Control	238
ENSG00000104899|AMH	0.164672055458924	0.446123979457015	AD	Control	238
ENSG00000104901|DKKL1	0.835659969164405	1.0	AD	Control	238
ENSG00000104907|TRMT1	0.0086257124788002	0.902950290412962	AD	Control	238
ENSG00000104918|RETN	0.0632422330020375	1.0	AD	Control	238
ENSG00000104941|RSPH6A	0.311246214619306	0.243766135776542	AD	Control	238
ENSG00000104946|TBC1D17	0.13468429605326	0.268941522657921	AD	Control	238
ENSG00000104957|CCDC130	0.0408522150684793	0.558536201236131	AD	Control	238
ENSG00000104964|AES	-0.113242860071175	0.355295983998948	AD	Control	238
ENSG00000104969|SGTA	0.1456937717636	0.137228609791688	AD	Control	238
ENSG00000104976|SNAPC2	0.0197680307036931	0.884542727048264	AD	Control	238
ENSG00000104979|C19orf53	0.004127369072844	0.979462041344775	AD	Control	238
ENSG00000179943|FIZ1	0.0220051459241521	0.877455042312013	AD	Control	238
ENSG00000105072|C19orf44	0.252729818923335	0.0191452837067094	AD	Control	238
ENSG00000105131|EPHX3	0.206885695665688	1.0	AD	Control	238
ENSG00000105136|ZNF419	-0.074211110651594	0.186740441505541	AD	Control	238
ENSG00000105143|SLC1A6	-0.11137772028568	0.0475289756335753	AD	Control	238
ENSG00000105171|POP4	-0.143384170328611	0.284709458802019	AD	Control	238
ENSG00000105185|PDCD5	-0.239126768374958	0.022519979788611	AD	Control	238
ENSG00000105198|LGALS13	0.463020625574862	1.0	AD	Control	238
ENSG00000105202|FBL	0.0607226547473166	0.443586633255241	AD	Control	238
ENSG00000105205|CLC	0.155072614068299	1.0	AD	Control	238
ENSG00000105219|CNTD2	0.181843047872567	0.437862697042423	AD	Control	238
ENSG00000105246|EBI3	0.280827911117106	0.226275000781288	AD	Control	238
ENSG00000105254|TBCB	-0.102857246505867	0.296832411072719	AD	Control	238
ENSG00000105255|FSD1	-0.138866301377685	0.0643885780815496	AD	Control	238
ENSG00000105258|POLR2I	-0.0045632515805076	0.974371214942945	AD	Control	238
ENSG00000105290|APLP1	0.138758209483646	0.345311865060559	AD	Control	238
ENSG00000105298|CACTIN	0.0142798889715486	0.85053266344625	AD	Control	238
ENSG00000105321|CCDC9	-0.0066660416875138	0.965833286147907	AD	Control	238
ENSG00000105329|TGFB1	0.358229188674186	0.0219800294604072	AD	Control	238
ENSG00000105341|DMAC2	0.0005630255816747	0.994282908846456	AD	Control	238
ENSG00000105352|CEACAM4	0.225719853017783	1.0	AD	Control	238
ENSG00000105355|PLIN3	0.328016583192119	0.0018150610749697	AD	Control	238
ENSG00000105369|CD79A	0.124792465922347	1.0	AD	Control	238
ENSG00000105370|LIM2	0.389569111824703	1.0	AD	Control	238
ENSG00000105372|RPS19	0.210458178630477	0.0261030182608155	AD	Control	238
ENSG00000105374|NKG7	0.46453432802464	0.0775633934233719	AD	Control	238
ENSG00000105376|ICAM5	-0.345477270895323	0.0052450259694374	AD	Control	238
ENSG00000105388|CEACAM5	0.0808704682628384	0.629272489151876	AD	Control	238
ENSG00000105392|CRX	0.336313108734565	0.0268980644121697	AD	Control	238
ENSG00000105398|SULT2A1	0.0616957323007711	0.639270262172817	AD	Control	238
ENSG00000105401|CDC37	-0.0879477723648775	0.321859325056264	AD	Control	238
ENSG00000105404|RABAC1	0.0159431738364211	0.89745368659552	AD	Control	238
ENSG00000105427|CNFN	0.349914348440377	1.0	AD	Control	238
ENSG00000105428|ZNRF4	-0.426968814447475	1.0	AD	Control	238
ENSG00000105509|HAS1	-0.459292505631305	0.0031814960231365	AD	Control	238
ENSG00000105514|RAB3D	-0.0128977216816622	0.858843251434585	AD	Control	238
ENSG00000105516|DBP	-0.0972662591686562	0.366254356860911	AD	Control	238
ENSG00000187266|EPOR	0.245653843317658	0.0300350042918838	AD	Control	238
ENSG00000105538|RASIP1	0.24882531937535	0.0577509065182782	AD	Control	238
ENSG00000105550|FGF21	0.528686080822777	1.0	AD	Control	238
ENSG00000105583|WDR83OS	0.0048435022880635	0.976521996665286	AD	Control	238
ENSG00000105605|CACNG7	0.0629846851780584	0.671270420580525	AD	Control	238
ENSG00000105607|GCDH	0.0632976215519783	0.349381622160103	AD	Control	238
ENSG00000105612|DNASE2	0.133312403829252	0.0451422095325427	AD	Control	238
ENSG00000105617|LENG1	0.366306761157558	0.436035531415673	AD	Control	238
ENSG00000105640|RPL18A	0.278015804841079	0.0706398858833612	AD	Control	238
ENSG00000105641|SLC5A5	-0.0475570817912353	0.81628222034911	AD	Control	238
ENSG00000105642|KCNN1	-0.108216492993049	0.358978608135297	AD	Control	238
ENSG00000105643|ARRDC2	0.26388013411368	0.0177289654679748	AD	Control	238
ENSG00000105647|PIK3R2	-0.0509875938537523	0.626802035972378	AD	Control	238
ENSG00000105649|RAB3A	-0.410640561175108	0.0070976975588158	AD	Control	238
ENSG00000205155|PSENEN	-0.0197522022664081	0.876021979598178	AD	Control	238
ENSG00000105664|COMP	0.180698551633851	0.216244209224386	AD	Control	238
ENSG00000105668|UPK1A	0.223340667972251	0.302333113622997	AD	Control	238
ENSG00000105677|TMEM147	-0.0419220354715016	0.673987806039724	AD	Control	238
ENSG00000105679|GAPDHS	0.0057554548972071	0.965833286147907	AD	Control	238
ENSG00000105697|HAMP	0.417423067993453	0.0664272962021647	AD	Control	238
ENSG00000105698|USF2	0.0909179176223096	0.410136651487567	AD	Control	238
ENSG00000105700|KXD1	0.272254873584339	0.0159872049224619	AD	Control	238
ENSG00000105701|FKBP8	-0.0269325669737729	0.785491384772327	AD	Control	238
ENSG00000105722|ERF	0.126003841631744	0.320924473950907	AD	Control	238
ENSG00000105723|GSK3A	-0.126178484080935	0.105964018488743	AD	Control	238
ENSG00000105732|ZNF574	-0.0014167378660164	0.98817374464847	AD	Control	238
ENSG00000105738|SIPA1L3	0.167849842816638	0.12884555718564	AD	Control	238
ENSG00000105767|CADM4	0.038312760880045	0.635096208285903	AD	Control	238
ENSG00000005421|PON1	0.336973529051657	0.0332342753079419	AD	Control	238
ENSG00000021461|CYP3A43	0.197363000810916	0.0950335146617234	AD	Control	238
ENSG00000285292|AC021097.2	-0.267556721690081	0.54747924095381	AD	Control	238
ENSG00000019991|HGF	0.110938682956283	0.4738440587408	AD	Control	238
ENSG00000226472|AC008013.1	0.0889995715020541	0.415079100077189	AD	Control	238
ENSG00000091136|LAMB1	-0.212052061099688	0.0117182100697152	AD	Control	238
ENSG00000078967|UBE2D4	0.0354574727054535	0.664085104037722	AD	Control	238
ENSG00000002745|WNT16	-0.117426118321941	0.585755294343243	AD	Control	238
ENSG00000158516|CPA2	0.307734155543019	0.308193674030766	AD	Control	238
ENSG00000128510|CPA4	0.204483809526485	0.112569949666852	AD	Control	238
ENSG00000105793|GTPBP10	-0.132556897549702	0.143460797903047	AD	Control	238
ENSG00000105825|TFPI2	0.141897896332088	0.689449066763661	AD	Control	238
ENSG00000105829|BET1	-0.0213932605607981	0.825104697643923	AD	Control	238
ENSG00000105835|NAMPT	-0.0124665842142312	0.956568337963173	AD	Control	238
ENSG00000105849|TWISTNB	-0.18277718327468	0.0788884542039963	AD	Control	238
ENSG00000105855|ITGB8	0.184673049443274	0.0199238691443894	AD	Control	238
ENSG00000105856|HBP1	0.167330016621861	0.0021339602414775	AD	Control	238
ENSG00000105866|SP4	0.0299338667297626	0.66561052345694	AD	Control	238
ENSG00000105879|CBLL1	-0.0358330080488562	0.714597456356379	AD	Control	238
ENSG00000105880|DLX5	-0.143189646511151	0.417526106766209	AD	Control	238
ENSG00000105926|MPP6	-0.111863414833823	0.243212607139848	AD	Control	238
ENSG00000105953|OGDH	-0.0387967010605105	0.550039012612492	AD	Control	238
ENSG00000105954|NPVF	0.815038448906979	1.0	AD	Control	238
ENSG00000105968|H2AFV	-0.027428671570091	0.69114599162509	AD	Control	238
ENSG00000105971|CAV2	0.153523217282537	0.0447629717224953	AD	Control	238
ENSG00000105996|HOXA2	1.28342984607516	1.0	AD	Control	238
ENSG00000106003|LFNG	0.158046767251932	0.297114977388836	AD	Control	238
ENSG00000106004|HOXA5	0.299161286027638	0.146196267746405	AD	Control	238
ENSG00000106006|HOXA6	0.32348280428876	0.126656691037228	AD	Control	238
ENSG00000106025|TSPAN12	-0.0071392817985383	0.968448836148906	AD	Control	238
ENSG00000106031|HOXA13	1.29750025392676	1.0	AD	Control	238
ENSG00000106038|EVX1	0.764653340428612	1.0	AD	Control	238
ENSG00000106069|CHN2	0.124932987643195	0.199219409274402	AD	Control	238
ENSG00000106077|ABHD11	-0.0464910377614626	0.603367455763602	AD	Control	238
ENSG00000106080|FKBP14	-0.0829941279951506	0.230788934729556	AD	Control	238
ENSG00000106089|STX1A	-0.363067708892799	0.0010732277299723	AD	Control	238
ENSG00000106100|NOD1	0.230266948102595	0.0391902445182777	AD	Control	238
ENSG00000106178|CCL24	0.672905398083145	1.0	AD	Control	238
ENSG00000106245|BUD31	0.0089572070596281	0.929799694351945	AD	Control	238
ENSG00000106258|CYP3A5	0.0827494437713055	0.401376600627156	AD	Control	238
ENSG00000106266|SNX8	-0.0740696346208712	0.361987772307893	AD	Control	238
ENSG00000106299|WASL	-0.218423440646022	0.0369809044983052	AD	Control	238
ENSG00000106302|HYAL4	0.138663152326374	0.272782528679869	AD	Control	238
ENSG00000106304|SPAM1	0.363555270399388	1.0	AD	Control	238
ENSG00000106305|AIMP2	-0.0263830685010184	0.744088607112792	AD	Control	238
ENSG00000106327|TFR2	-0.0661150035148561	0.413704623724776	AD	Control	238
ENSG00000106330|MOSPD3	0.0769840486144393	0.456008939218338	AD	Control	238
ENSG00000106333|PCOLCE	0.24290009874667	0.161881778616856	AD	Control	238
ENSG00000106344|RBM28	0.019889840616873	0.808692475744067	AD	Control	238
ENSG00000184414|IRS3P	0.365592488174848	0.0735048762933935	AD	Control	238
ENSG00000106355|LSM5	-0.155005572835581	0.0418528607932856	AD	Control	238
ENSG00000106366|SERPINE1	0.345431650796196	0.150453369384824	AD	Control	238
ENSG00000106384|MOGAT3	0.200565338682524	0.10396782217054	AD	Control	238
ENSG00000106392|C1GALT1	-0.0034926216153521	0.974658580933953	AD	Control	238
ENSG00000106397|PLOD3	0.325444179082261	0.006909453007238	AD	Control	238
ENSG00000106399|RPA3	-0.226328107523034	0.0964432158862905	AD	Control	238
ENSG00000214253|FIS1	-0.0166489021956059	0.890387104005529	AD	Control	238
ENSG00000106415|GLCCI1	-0.0986536305889097	0.374989568023172	AD	Control	238
ENSG00000106436|MYL10	-0.0187096695439335	0.926639198139934	AD	Control	238
ENSG00000106459|NRF1	-0.0310761352733794	0.718815948826869	AD	Control	238
ENSG00000106477|CEP41	-0.097101038466194	0.16664064309989	AD	Control	238
ENSG00000106479|ZNF862	0.134921215358357	0.0740519358387426	AD	Control	238
ENSG00000106484|MEST	-0.289965147622427	0.0167048262237394	AD	Control	238
ENSG00000106538|RARRES2	0.303653731147355	0.0321386544054649	AD	Control	238
ENSG00000241127|YAE1	-0.0289780196688558	0.746935058972427	AD	Control	238
ENSG00000106560|GIMAP2	0.36259002943297	0.0011612708325913	AD	Control	238
ENSG00000106588|PSMA2	-0.13552956626146	0.288535921321862	AD	Control	238
ENSG00000106591|MRPL32	-0.153295603426969	0.24050523667171	AD	Control	238
ENSG00000106603|COA1	-0.0931016310550148	0.0639335208441628	AD	Control	238
ENSG00000106624|AEBP1	0.661551083308067	0.0014905729468738	AD	Control	238
ENSG00000106628|POLD2	0.141267229093782	0.0314505157057132	AD	Control	238
ENSG00000106631|MYL7	0.236838827596337	0.377273274122534	AD	Control	238
ENSG00000106635|BCL7B	0.0438001819329659	0.725375678977255	AD	Control	238
ENSG00000106636|YKT6	0.0090180074234551	0.915425685986534	AD	Control	238
ENSG00000106665|CLIP2	0.118283784861867	0.236420304338205	AD	Control	238
ENSG00000095303|PTGS1	0.267302482225043	0.025053314782518	AD	Control	238
ENSG00000081386|ZNF510	-0.0897800644054318	0.278930230749134	AD	Control	238
ENSG00000229809|ZNF688	0.128750496282891	0.0851553496691428	AD	Control	238
ENSG00000086065|CHMP5	-0.179041979352552	0.129434710103424	AD	Control	238
ENSG00000106686|SPATA6L	-0.0324032702078092	0.66254501117921	AD	Control	238
ENSG00000106692|FKTN	-0.194658223293922	0.0544650817586487	AD	Control	238
ENSG00000106772|PRUNE2	-0.0627099685180665	0.55760710035334	AD	Control	238
ENSG00000106803|SEC61B	-0.0723734638728424	0.517732172223447	AD	Control	238
ENSG00000106804|C5	0.0793887828374415	0.393726657669782	AD	Control	238
ENSG00000106948|AKNA	0.171739848151706	0.170304733366423	AD	Control	238
ENSG00000106952|TNFSF8	0.328161543180508	0.060374867528739	AD	Control	238
ENSG00000106992|AK1	0.103514571409004	0.406239699660343	AD	Control	238
ENSG00000107018|RLN1	0.13788286375538	0.616817920429395	AD	Control	238
ENSG00000107020|PLGRKT	-0.0111927921738431	0.929729914502031	AD	Control	238
ENSG00000107021|TBC1D13	0.0058826366657234	0.961711177842869	AD	Control	238
ENSG00000107105|ELAVL2	-0.30115589511267	0.0676456689093086	AD	Control	238
ENSG00000107223|EDF1	-0.177296568401127	0.0628828904908711	AD	Control	238
ENSG00000107290|SETX	-0.0753584690323356	0.195968470078892	AD	Control	238
ENSG00000176919|C8G	0.210650884322894	0.209419060444856	AD	Control	238
ENSG00000026025|VIM	0.349535946737892	0.0299070893224174	AD	Control	238
ENSG00000095585|BLNK	0.205034337949375	0.0932668519015796	AD	Control	238
ENSG00000095596|CYP26A1	-0.232042803359355	0.231792333905798	AD	Control	238
ENSG00000107736|CDH23	0.367297841882645	0.0203917286915326	AD	Control	238
ENSG00000107771|CCSER2	-0.0973890814262177	0.0509394212384722	AD	Control	238
ENSG00000107796|ACTA2	0.174892597639324	0.466270599564328	AD	Control	238
ENSG00000107819|SFXN3	-0.0290516243853821	0.621513419683145	AD	Control	238
ENSG00000107872|FBXL15	-0.285957767986174	0.0462067378750484	AD	Control	238
ENSG00000107959|PITRM1	-0.0962340364791334	0.291773339094636	AD	Control	238
ENSG00000107960|STN1	-0.0915394354978828	0.35910328092624	AD	Control	238
ENSG00000108176|DNAJC12	-0.200614374358498	0.172668035621639	AD	Control	238
ENSG00000108179|PPIF	0.0492465919851405	0.502721977920715	AD	Control	238
ENSG00000108239|TBC1D12	0.0804361636827729	0.388738824264024	AD	Control	238
ENSG00000005381|MPO	-0.466236247891317	0.029763445030469	AD	Control	238
ENSG00000070731|ST6GALNAC2	0.350404735905103	0.0782085893241321	AD	Control	238
ENSG00000005100|DHX33	-0.124446132710423	0.0120789579660609	AD	Control	238
ENSG00000011260|UTP18	-0.190135049544872	0.0571164074977467	AD	Control	238
ENSG00000013306|SLC25A39	0.187151667468389	0.0268980644121697	AD	Control	238
ENSG00000083454|P2RX5	-0.294578599038024	0.0220006975404055	AD	Control	238
ENSG00000121053|EPX	-0.0097466830293505	0.944324469742174	AD	Control	238
ENSG00000108255|CRYBA1	0.416821605033639	0.0158199278763179	AD	Control	238
ENSG00000108256|NUFIP2	0.032564028649022	0.656803347807502	AD	Control	238
ENSG00000108262|GIT1	0.0869152473862054	0.422493275493796	AD	Control	238
ENSG00000108298|RPL19	0.0935650560228763	0.247135643987278	AD	Control	238
ENSG00000108309|RUNDC3A	-0.189501113590696	0.0333849552962356	AD	Control	238
ENSG00000108342|CSF3	-0.282614609290439	0.578400618040604	AD	Control	238
ENSG00000213246|SUPT4H1	-0.0776338669221192	0.449697789073689	AD	Control	238
ENSG00000108379|WNT3	0.0743277560451436	0.81926982380137	AD	Control	238
ENSG00000197417|SHPK	0.0728514952546621	0.350527372923556	AD	Control	238
ENSG00000213977|TAX1BP3	0.320808483212545	0.002644440343771	AD	Control	238
ENSG00000108405|P2RX1	0.157509102232429	0.404005015462582	AD	Control	238
ENSG00000108417|KRT37	0.172670765876914	1.0	AD	Control	238
ENSG00000108433|GOSR2	0.0105824836273948	0.792911469456403	AD	Control	238
ENSG00000108439|PNPO	-0.117986712213224	0.106208741200621	AD	Control	238
ENSG00000175106|TVP23C	0.0125037031912422	0.905502351229002	AD	Control	238
ENSG00000108443|RPS6KB1	0.0664726666872443	0.113573264256293	AD	Control	238
ENSG00000108452|ZNF29P	0.168915767634905	0.516075342722265	AD	Control	238
ENSG00000108468|CBX1	-0.0657591980707169	0.352609576255847	AD	Control	238
ENSG00000108474|PIGL	0.0828453559905713	0.401562082773897	AD	Control	238
ENSG00000108479|GALK1	0.0536527580530014	0.614878845086509	AD	Control	238
ENSG00000108511|HOXB6	0.288757302402684	0.170995836562983	AD	Control	238
ENSG00000108518|PFN1	0.0688558706855777	0.604922129290357	AD	Control	238
ENSG00000108528|SLC25A11	-0.163213664029113	0.116422913393614	AD	Control	238
ENSG00000108551|RASD1	-0.225253361108177	0.0739316256572233	AD	Control	238
ENSG00000108559|NUP88	0.0032251948207106	0.966628613057714	AD	Control	238
ENSG00000108561|C1QBP	-0.206479682448445	0.112851516063415	AD	Control	238
ENSG00000108582|CPD	-0.0068736850614344	0.938444684323403	AD	Control	238
ENSG00000108587|GOSR1	-0.0470508864023141	0.165107118726608	AD	Control	238
ENSG00000108588|CCDC47	-0.061063967033868	0.330787031044559	AD	Control	238
ENSG00000108590|MED31	-0.160168832241055	0.269399616659622	AD	Control	238
ENSG00000108591|DRG2	-0.0182058520717007	0.736082490101352	AD	Control	238
ENSG00000108599|AKAP10	-0.0125543660222321	0.816796990448515	AD	Control	238
ENSG00000108602|ALDH3A1	0.259054265488914	0.400874497569958	AD	Control	238
ENSG00000108604|SMARCD2	0.11721929645976	0.0752501085420918	AD	Control	238
ENSG00000224383|PRR29	0.21943011419567	0.233481299351942	AD	Control	238
ENSG00000108639|SYNGR2	0.458866669243476	0.0002796081892255	AD	Control	238
ENSG00000108654|DDX5	-0.0935092740000464	0.153502765360645	AD	Control	238
ENSG00000108666|C17orf75	-0.0721283348196891	0.349100730947911	AD	Control	238
ENSG00000108684|ASIC2	-0.213203543639229	0.0084790835944488	AD	Control	238
ENSG00000108691|CCL2	-0.106721032610233	0.794034006344292	AD	Control	238
ENSG00000108702|CCL1	-0.667615540783405	1.0	AD	Control	238
ENSG00000181374|CCL13	0.585790371159708	1.0	AD	Control	238
ENSG00000108733|PEX12	0.140948519251214	0.106993366591322	AD	Control	238
ENSG00000108759|KRT32	0.546178172804523	1.0	AD	Control	238
ENSG00000108773|KAT2A	0.0715321139393494	0.552854125024782	AD	Control	238
ENSG00000108784|NAGLU	0.276108612338228	0.0116425089811175	AD	Control	238
ENSG00000108786|HSD17B1	0.121741450613457	0.21538618123134	AD	Control	238
ENSG00000108798|ABI3	0.426466863656683	0.0086352424628941	AD	Control	238
ENSG00000108821|COL1A1	0.0965891161564887	0.712147364296466	AD	Control	238
ENSG00000108826|MRPL27	-0.112351836342975	0.229159575510261	AD	Control	238
ENSG00000108829|LRRC59	-0.126730092938906	0.124915872175386	AD	Control	238
ENSG00000108840|HDAC5	0.0173798643179773	0.861164635670536	AD	Control	238
ENSG00000108849|PPY	0.214429376104011	1.0	AD	Control	238
ENSG00000108861|DUSP3	-0.152729632671675	0.0348336161509704	AD	Control	238
ENSG00000108878|CACNG1	-0.295395328884505	1.0	AD	Control	238
ENSG00000108924|HLF	-0.181283186262618	0.0935963572994911	AD	Control	238
ENSG00000108947|EFNB3	-0.317917161385912	0.0063207619263306	AD	Control	238
ENSG00000108950|FAM20A	0.236983275555703	0.0352698643476334	AD	Control	238
ENSG00000108961|RANGRF	-0.0158724282816377	0.906186109062008	AD	Control	238
ENSG00000109047|RCVRN	0.306359287978328	0.0543426371440753	AD	Control	238
ENSG00000109061|MYH1	0.161606767145519	0.569713987365448	AD	Control	238
ENSG00000109072|VTN	0.0216857251432315	0.907796074626955	AD	Control	238
ENSG00000109079|TNFAIP1	0.0466012745057435	0.555492352051008	AD	Control	238
ENSG00000109084|TMEM97	0.0341269232462515	0.718652951519248	AD	Control	238
ENSG00000109101|FOXN1	0.619685929975396	1.0	AD	Control	238
ENSG00000109107|ALDOC	-0.133265171525447	0.189661611248686	AD	Control	238
ENSG00000004468|CD38	-0.0295696999840955	0.865265455133843	AD	Control	238
ENSG00000029559|IBSP	-0.193053370327349	1.0	AD	Control	238
ENSG00000002549|LAP3	0.108440507517706	0.273541448229166	AD	Control	238
ENSG00000124875|CXCL6	-0.0596174533630387	1.0	AD	Control	238
ENSG00000077684|JADE1	-0.0322441318990997	0.684783355644749	AD	Control	238
ENSG00000018189|RUFY3	-0.135455245244458	0.0895530114562552	AD	Control	238
ENSG00000079557|AFM	0.880609732558034	1.0	AD	Control	238
ENSG00000081051|AFP	-0.0111310507730816	0.983383184408687	AD	Control	238
ENSG00000109132|PHOX2B	1.36690350111988	1.0	AD	Control	238
ENSG00000109163|GNRHR	-0.138177717084296	0.376264717327131	AD	Control	238
ENSG00000109182|CWH43	0.312194418175105	1.0	AD	Control	238
ENSG00000109193|SULT1E1	0.502110764489249	0.023931012917583	AD	Control	238
ENSG00000109208|SMR3A	0.919210526387368	1.0	AD	Control	238
ENSG00000109270|LAMTOR3	-0.201465876624131	0.0742357821773112	AD	Control	238
ENSG00000109272|PF4V1	0.709628749497614	1.0	AD	Control	238
ENSG00000109320|NFKB1	0.195558432605258	0.0026787693718067	AD	Control	238
ENSG00000109323|MANBA	0.10939248392535	0.0295656411228726	AD	Control	238
ENSG00000109466|KLHL2	-0.0001579162103671	0.999041935920202	AD	Control	238
ENSG00000109471|IL2	0.325593751186177	1.0	AD	Control	238
ENSG00000109501|WFS1	0.11219709581999	0.202643482885905	AD	Control	238
ENSG00000109534|GAR1	0.0604554920087448	0.647292840405903	AD	Control	238
ENSG00000109536|FRG1	-0.111946159150068	0.192146695495754	AD	Control	238
ENSG00000109684|CLNK	0.173228992194721	0.151193403309706	AD	Control	238
ENSG00000109794|FAM149A	-0.0521477152427662	0.445869136616876	AD	Control	238
ENSG00000064199|SPA17	-0.323150431840781	0.0143441996343101	AD	Control	238
ENSG00000085117|CD82	0.265779810575533	0.0184328869715557	AD	Control	238
ENSG00000134333|LDHA	-0.218697285325372	0.0614278457592486	AD	Control	238
ENSG00000066336|SPI1	0.385138100316937	0.0199349799556018	AD	Control	238
ENSG00000021300|PLEKHB1	0.401129115151945	0.0040251247626733	AD	Control	238
ENSG00000109846|CRYAB	0.519698608004775	0.025053314782518	AD	Control	238
ENSG00000109861|CTSC	0.11139575593645	0.117743675744728	AD	Control	238
ENSG00000109917|ZPR1	0.407984718855891	0.322044502411006	AD	Control	238
ENSG00000109943|CRTAM	-0.094988750471312	0.572937836774317	AD	Control	238
ENSG00000109944|JHY	0.039893220760643	0.601086970188996	AD	Control	238
ENSG00000109971|HSPA8	-0.137859795081252	0.351891817930499	AD	Control	238
ENSG00000110042|DTX4	-0.055217758291203	0.578979143687611	AD	Control	238
ENSG00000110057|UNC93B1	0.140421396283653	0.209833235330096	AD	Control	238
ENSG00000110060|PUS3	-0.0401262774776343	0.705359634775093	AD	Control	238
ENSG00000110080|ST3GAL4	0.194446804453882	0.0048911143618574	AD	Control	238
ENSG00000168066|SF1	0.0284944343541882	0.729901247565579	AD	Control	238
ENSG00000110092|CCND1	0.0370918626144661	0.828317447847866	AD	Control	238
ENSG00000110104|CCDC86	0.0401307207441819	0.693636859217601	AD	Control	238
ENSG00000110107|PRPF19	-0.237357067033155	0.0314879977177206	AD	Control	238
ENSG00000110108|TMEM109	0.234092690047967	0.0240857077436886	AD	Control	238
ENSG00000110200|ANAPC15	-0.0059739210738354	0.957494482899067	AD	Control	238
ENSG00000110218|PANX1	-0.316775130975905	0.0317238523986749	AD	Control	238
ENSG00000110243|APOA5	0.128853516747188	1.0	AD	Control	238
ENSG00000110245|APOC3	0.54667844446384	1.0	AD	Control	238
ENSG00000110324|IL10RA	0.653786449675629	0.0001259561285536	AD	Control	238
ENSG00000110328|GALNT18	-0.0597420348568785	0.397671463260143	AD	Control	238
ENSG00000110330|BIRC2	-0.0732938366607901	0.412636435583874	AD	Control	238
ENSG00000110435|PDHX	-0.155813844474447	0.027070854584071	AD	Control	238
ENSG00000110446|SLC15A3	0.60956646334617	0.0001259561285536	AD	Control	238
ENSG00000110484|SCGB2A2	0.615506911134763	1.0	AD	Control	238
ENSG00000062282|DGAT2	-0.146135235343773	0.0657108850939929	AD	Control	238
ENSG00000110696|C11orf58	-0.0996688642620609	0.149760204906022	AD	Control	238
ENSG00000110700|RPS13	0.165321644717522	0.137923492596665	AD	Control	238
ENSG00000060138|YBX3	0.442023242648404	0.0546746896659613	AD	Control	238
ENSG00000013573|DDX11	0.326837199245871	0.031928310158957	AD	Control	238
ENSG00000049130|KITLG	-0.238204534189636	0.0860497428990473	AD	Control	238
ENSG00000075856|SART3	-0.005032415194956	0.929734056412432	AD	Control	238
ENSG00000090612|ZNF268	-0.0777275092050616	0.383698100808468	AD	Control	238
ENSG00000089157|RPLP0	0.165981303393845	0.112160571847746	AD	Control	238
ENSG00000089159|PXN	0.341472543138737	0.0325090097491449	AD	Control	238
ENSG00000002016|RAD52	0.162283257500965	0.102364544129875	AD	Control	238
ENSG00000013503|POLR3B	-0.0788595157649146	0.241395112430364	AD	Control	238
ENSG00000110841|PPFIBP1	0.0019778824403568	0.983086947357329	AD	Control	238
ENSG00000110848|CD69	0.412430044930946	0.11849400616082	AD	Control	238
ENSG00000110851|PRDM4	-0.0418489446872498	0.500935625173963	AD	Control	238
ENSG00000110852|CLEC2B	0.562274306606108	0.0003987192111062	AD	Control	238
ENSG00000110876|SELPLG	0.548278009625147	0.0037250788347874	AD	Control	238
ENSG00000110881|ASIC1	0.0414535743651588	0.762788284648031	AD	Control	238
ENSG00000110887|DAO	0.133712319387682	0.546097393235071	AD	Control	238
ENSG00000110906|KCTD10	0.0182400220018859	0.777605938374393	AD	Control	238
ENSG00000110917|MLEC	-0.0201663163566161	0.797912184331582	AD	Control	238
ENSG00000110921|MVK	-0.0028313146912854	0.978856764847643	AD	Control	238
ENSG00000110925|CSRNP2	-0.112445755237305	0.0422310111620742	AD	Control	238
ENSG00000110944|IL23A	0.157580073260578	0.515944708778733	AD	Control	238
ENSG00000110975|SYT10	-0.278204945990441	0.0685112350401725	AD	Control	238
ENSG00000111012|CYP27B1	0.129800884161415	0.645820480931604	AD	Control	238
ENSG00000111046|MYF6	0.569186526510009	1.0	AD	Control	238
ENSG00000111049|MYF5	0.659016968810162	1.0	AD	Control	238
ENSG00000111087|GLI1	0.253554613528208	0.311269199214988	AD	Control	238
ENSG00000111110|PPM1H	-0.165340260352286	0.102380175474389	AD	Control	238
ENSG00000111144|LTA4H	-0.0723713106000386	0.394381936259041	AD	Control	238
ENSG00000111145|ELK3	0.175209440199204	0.0459149219857975	AD	Control	238
ENSG00000111203|ITFG2	0.10648578636097	0.275506428494622	AD	Control	238
ENSG00000111215|PRR4	0.149361319496067	0.332663725370225	AD	Control	238
ENSG00000111224|PARP11	-0.0504089729108317	0.564980709702114	AD	Control	238
ENSG00000111229|ARPC3	-0.0674469758434875	0.496511632227099	AD	Control	238
ENSG00000111231|GPN3	-0.016731011684507	0.858843251434585	AD	Control	238
