MarkerName	Allele1	Allele2	Weight	Zscore	P-value	Direction	HetISq	HetChiSq	HetDf	HetPVal
ENSG00000111245|MYL2	ad	control	319.00	-0.169	0.8655	-0	0.0	0.029	1	0.8659
ENSG00000211877|TRAJ12	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000258641|OR4T1P	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000176142|TMEM39A	ad	control	319.00	3.023	0.002501	++	55.7	2.258	1	0.133
ENSG00000258130|AC106782.1	ad	control	319.00	-3.083	0.002051	-+	92.1	12.626	1	0.0003804
ENSG00000227644|HIGD1AP11	ad	control	319.00	0.510	0.6104	+0	0.0	0.258	1	0.6115
ENSG00000267595|AC060780.3	ad	control	319.00	0.210	0.8334	+0	0.0	0.044	1	0.8339
ENSG00000253382|POU5F1P2	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000141668|CBLN2	ad	control	319.00	-1.198	0.2309	--	0.0	0.941	1	0.3319
ENSG00000253457|SMIM18	ad	control	319.00	-3.403	0.0006673	--	41.6	1.713	1	0.1905
ENSG00000103035|PSMD7	ad	control	319.00	-2.882	0.003956	--	0.0	0.044	1	0.8342
ENSG00000281900|AP000350.15	ad	control	319.00	-0.556	0.5783	-+	40.4	1.677	1	0.1953
ENSG00000076248|UNG	ad	control	319.00	5.259	1.448e-07	++	82.3	5.663	1	0.01732
ENSG00000235748|SEPT14P12	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000162006|MSLNL	ad	control	319.00	-4.065	4.806e-05	--	89.2	9.252	1	0.002352
ENSG00000185078|AC093698.1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000257093|KIAA1147	ad	control	319.00	3.265	0.001096	++	60.0	2.497	1	0.1141
ENSG00000274382|PROP1	ad	control	319.00	-0.341	0.7331	-0	0.0	0.116	1	0.7339
ENSG00000229676|ZNF492	ad	control	319.00	1.104	0.2695	-+	41.6	1.711	1	0.1909
ENSG00000198130|HIBCH	ad	control	319.00	0.962	0.336	++	0.0	0.529	1	0.4671
ENSG00000232834|AC112492.4	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000018699|TTC27	ad	control	319.00	1.154	0.2483	++	0.0	0.869	1	0.3513
ENSG00000143157|POGK	ad	control	319.00	2.126	0.0335	++	0.0	0.725	1	0.3946
ENSG00000272670|DOC2B	ad	control	319.00	0.112	0.9112	-+	0.0	0.404	1	0.5249
ENSG00000102158|MAGT1	ad	control	319.00	2.623	0.008728	++	0.0	0.950	1	0.3297
ENSG00000250896|RNPS1P1	ad	control	319.00	-0.213	0.8311	-0	0.0	0.045	1	0.8316
ENSG00000253502|ATP6V1G1P2	ad	control	319.00	-0.348	0.7277	-0	0.0	0.120	1	0.7286
ENSG00000215910|C1orf167	ad	control	319.00	-1.115	0.2647	-+	84.4	6.393	1	0.01146
ENSG00000132436|FIGNL1	ad	control	319.00	0.080	0.936	+-	0.0	0.889	1	0.3459
ENSG00000116096|SPR	ad	control	319.00	4.820	1.438e-06	++	80.9	5.232	1	0.02218
ENSG00000224931|AC152010.1	ad	control	319.00	-1.632	0.1027	--	0.0	0.885	1	0.3469
ENSG00000229478|ROBO2P1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000078018|MAP2	ad	control	319.00	-2.375	0.01755	--	0.0	0.560	1	0.4543
ENSG00000231543|C2	ad	control	319.00	0.923	0.356	-+	76.3	4.217	1	0.04002
ENSG00000211872|TRAJ17	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000225349|AC022080.2	ad	control	319.00	-0.509	0.6108	-+	0.0	0.543	1	0.461
ENSG00000011052|NME1-NME2	ad	control	319.00	-0.651	0.5152	+-	39.6	1.655	1	0.1983
ENSG00000184979|USP18	ad	control	319.00	1.858	0.06312	++	0.0	0.064	1	0.8005
ENSG00000141052|MYOCD	ad	control	319.00	5.393	6.912e-08	++	86.7	7.539	1	0.006038
ENSG00000221890|NPTXR	ad	control	319.00	-3.988	6.655e-05	--	0.0	0.130	1	0.7186
ENSG00000232879|AL591806.2	ad	control	319.00	-0.752	0.4522	-0	0.0	0.562	1	0.4536
ENSG00000249853|HS3ST5	ad	control	319.00	-1.236	0.2166	--	9.1	1.100	1	0.2944
ENSG00000101230|ISM1	ad	control	319.00	0.387	0.6986	+-	19.9	1.248	1	0.2639
ENSG00000224254|MTCO1P39	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000155719|OTOA	ad	control	319.00	0.482	0.63	-+	48.2	1.930	1	0.1648
ENSG00000275959|AC108467.2	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000186501|TMEM222	ad	control	319.00	-2.966	0.003016	--	84.8	6.564	1	0.01041
ENSG00000235653|AC007253.1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000243566|UPK3B	ad	control	319.00	-0.858	0.3908	-+	62.2	2.645	1	0.1039
ENSG00000186318|BACE1	ad	control	319.00	-1.109	0.2672	-+	19.1	1.237	1	0.2661
ENSG00000076604|TRAF4	ad	control	319.00	0.415	0.6782	-+	23.1	1.300	1	0.2542
ENSG00000141431|ASXL3	ad	control	319.00	-1.602	0.1092	--	52.3	2.096	1	0.1477
ENSG00000065308|TRAM2	ad	control	319.00	4.934	8.045e-07	++	77.5	4.439	1	0.03513
ENSG00000227465|GPN3P1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000234187|AIMP1P1	ad	control	319.00	0.766	0.444	+-	50.3	2.013	1	0.156
ENSG00000249191|UBE2V1P12	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000228300|C19orf24	ad	control	319.00	-0.876	0.3809	-+	65.1	2.868	1	0.09034
ENSG00000254067|AC123767.1	ad	control	319.00	-0.105	0.9162	-+	0.0	0.365	1	0.5456
ENSG00000175841|FAM172BP	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000174177|CTU2	ad	control	319.00	-2.565	0.01031	--	76.8	4.306	1	0.03797
ENSG00000223350|IGLV9-49	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000201041|RNA5SP242	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000132623|ANKEF1	ad	control	319.00	-0.226	0.8211	-+	0.0	0.065	1	0.7983
ENSG00000175874|CREG2	ad	control	319.00	-2.477	0.01324	--	0.0	0.447	1	0.5039
ENSG00000162814|SPATA17	ad	control	319.00	0.097	0.9224	-+	48.3	1.933	1	0.1644
ENSG00000167757|KLK11	ad	control	319.00	-0.514	0.6073	-+	80.0	4.996	1	0.0254
ENSG00000090889|KIF4A	ad	control	319.00	0.986	0.3241	+-	71.2	3.472	1	0.06241
ENSG00000228721|AC016909.1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000277914|DDX6P2	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000251247|ZNF345	ad	control	319.00	0.028	0.978	-+	0.0	0.702	1	0.4023
ENSG00000215369|RPL37P3	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000255535|AP003041.2	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000240409|MTATP8P1	ad	control	319.00	-0.681	0.4956	-0	0.0	0.461	1	0.497
ENSG00000115386|REG1A	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000224126|UBE2SP2	ad	control	319.00	-0.510	0.6103	+-	0.0	0.734	1	0.3915
ENSG00000283628|CYP2D8P	ad	control	319.00	-0.068	0.9457	-0	0.0	0.005	1	0.9458
ENSG00000223162|RNA5SP280	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000172543|CTSW	ad	control	319.00	0.204	0.8383	-+	81.7	5.467	1	0.01937
ENSG00000257402|KRT126P	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000086102|NFX1	ad	control	319.00	-1.265	0.2057	-+	47.7	1.912	1	0.1667
ENSG00000189068|VSTM1	ad	control	319.00	-1.124	0.261	-0	20.4	1.256	1	0.2625
ENSG00000261024|GS1-279B7.1	ad	control	319.00	1.255	0.2096	++	0.0	0.119	1	0.7306
ENSG00000214226|C17orf67	ad	control	319.00	0.197	0.844	-+	0.0	0.664	1	0.415
ENSG00000215048|HLA-DPB1	ad	control	319.00	-1.624	0.1044	-0	61.8	2.621	1	0.1055
ENSG00000160551|TAOK1	ad	control	319.00	0.474	0.6353	+-	91.2	11.420	1	0.0007267
ENSG00000270793|LLPHP1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000169413|RNASE6	ad	control	319.00	1.110	0.2669	-+	75.8	4.135	1	0.04199
ENSG00000212123|PRR22	ad	control	319.00	-3.744	0.0001814	--	92.6	13.590	1	0.0002274
ENSG00000281742|MCCC2	ad	control	319.00	-0.096	0.9232	0-	0.0	0.009	1	0.9229
ENSG00000130158|DOCK6	ad	control	319.00	1.440	0.1498	++	0.0	0.409	1	0.5224
ENSG00000170581|STAT2	ad	control	319.00	-0.566	0.5713	-+	89.8	9.833	1	0.001714
ENSG00000115216|NRBP1	ad	control	319.00	-1.333	0.1826	+-	64.1	2.789	1	0.09491
ENSG00000095906|NUBP2	ad	control	319.00	-0.991	0.3217	-+	91.4	11.659	1	0.0006389
ENSG00000169245|CXCL10	ad	control	319.00	3.652	0.0002604	++	0.0	0.422	1	0.5162
ENSG00000275647|AC093783.1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000233036|KRTAP8-2P	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000240236|HNRNPA1P23	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000258989|AL355916.2	ad	control	319.00	2.689	0.007163	++	54.0	2.172	1	0.1405
ENSG00000231416|AL358472.1	ad	control	319.00	1.694	0.09035	++	0.0	0.462	1	0.4966
ENSG00000232039|DEFT1P2	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000227454|MTND4P30	ad	control	319.00	0.451	0.6517	-+	40.1	1.670	1	0.1963
ENSG00000228000|RPL7AP65	ad	control	319.00	0.579	0.5628	-+	69.8	3.314	1	0.06871
ENSG00000205693|MANSC4	ad	control	319.00	-1.594	0.111	--	45.1	1.821	1	0.1772
ENSG00000100147|CCDC134	ad	control	319.00	2.073	0.03819	++	52.3	2.097	1	0.1476
ENSG00000276909|AC139494.5	ad	control	319.00	0.801	0.4232	-+	71.8	3.540	1	0.05989
ENSG00000176567|OR4X1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000251552|COQ10BP2	ad	control	319.00	-0.007	0.9947	-+	0.0	0.084	1	0.772
ENSG00000204021|LIPK	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000270378|AC020891.4	ad	control	319.00	-1.655	0.09788	-+	70.3	3.365	1	0.0666
ENSG00000013306|SLC25A39	ad	control	319.00	0.582	0.5608	-+	84.6	6.477	1	0.01093
ENSG00000183196|CHST6	ad	control	319.00	4.502	6.737e-06	++	0.0	0.023	1	0.8798
ENSG00000282984|TBCE	ad	control	319.00	-0.815	0.4153	-+	0.0	0.704	1	0.4015
ENSG00000225110|PNMA6F	ad	control	319.00	-2.407	0.01609	--	23.1	1.300	1	0.2542
ENSG00000236235|AP000542.1	ad	control	319.00	-0.866	0.3865	--	0.0	0.045	1	0.8313
ENSG00000108813|DLX4	ad	control	319.00	-0.620	0.535	-+	0.0	0.946	1	0.3307
ENSG00000285690|AL022332.2	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000252977|RNA5SP70	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000115271|GCA	ad	control	319.00	-1.811	0.07015	--	0.0	0.169	1	0.6809
ENSG00000233578|EIF4EP1	ad	control	319.00	0.298	0.766	++	0.0	0.001	1	0.9762
ENSG00000089723|OTUB2	ad	control	319.00	-1.455	0.1456	--	0.0	0.296	1	0.5862
ENSG00000211898|IGHD	ad	control	319.00	0.298	0.7658	+0	0.0	0.088	1	0.7665
ENSG00000222108|RNA5SP317	ad	control	319.00	-0.773	0.4397	--	0.0	0.077	1	0.7813
ENSG00000270987|AL133338.2	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000144460|NYAP2	ad	control	319.00	-1.853	0.06387	--	0.0	0.058	1	0.8096
ENSG00000149929|HIRIP3	ad	control	319.00	-1.722	0.08513	-+	86.2	7.239	1	0.007133
ENSG00000227506|MUC21	ad	control	319.00	-0.547	0.5841	-+	84.8	6.572	1	0.01036
ENSG00000100867|DHRS2	ad	control	319.00	-0.501	0.6166	-+	0.0	0.866	1	0.3522
ENSG00000276550|HERC2P2	ad	control	319.00	3.330	0.0008676	++	0.0	0.675	1	0.4115
ENSG00000145103|ILDR1	ad	control	319.00	-0.044	0.9647	-+	0.0	0.999	1	0.3175
ENSG00000029559|IBSP	ad	control	319.00	-0.409	0.6822	-0	0.0	0.167	1	0.6831
ENSG00000214988|RPL7AP26	ad	control	319.00	-1.300	0.1937	--	5.8	1.061	1	0.3029
ENSG00000270811|AL590095.2	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000236562|AC116049.1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000278508|GOLGA8EP	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000106344|RBM28	ad	control	319.00	-0.290	0.7719	-+	0.0	0.398	1	0.5281
ENSG00000168778|TCTN2	ad	control	319.00	0.570	0.5688	-+	2.6	1.026	1	0.311
ENSG00000262655|SPON1	ad	control	319.00	1.291	0.1966	++	35.7	1.555	1	0.2124
ENSG00000180828|BHLHE22	ad	control	319.00	-5.333	9.68e-08	--	0.0	0.215	1	0.6429
ENSG00000271484|ABI1P1	ad	control	319.00	-0.071	0.9437	-+	0.0	0.030	1	0.8627
ENSG00000198744|MTCO3P12	ad	control	319.00	-2.721	0.006503	-+	92.6	13.452	1	0.0002447
ENSG00000235400|AC104837.1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000231716|CDY23P	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000233335|AC016696.1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000111671|SPSB2	ad	control	319.00	0.940	0.3474	++	0.0	0.282	1	0.5957
ENSG00000164465|DCBLD1	ad	control	319.00	-2.689	0.007162	--	0.0	0.255	1	0.6135
ENSG00000163521|GLB1L	ad	control	319.00	0.501	0.6162	-+	72.7	3.663	1	0.05565
ENSG00000270955|AC135731.2	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000154016|GRAP	ad	control	319.00	2.193	0.02829	++	74.0	3.852	1	0.04968
ENSG00000217929|CICP18	ad	control	319.00	-0.233	0.816	-+	0.0	0.233	1	0.6293
ENSG00000263091|KRTAP2-4	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000143786|CNIH3	ad	control	319.00	-2.991	0.002784	--	0.0	0.269	1	0.6038
ENSG00000264522|OTUD7B	ad	control	319.00	1.454	0.1458	-+	72.2	3.601	1	0.05775
ENSG00000196415|PRTN3	ad	control	319.00	-2.907	0.003655	-0	88.1	8.395	1	0.003763
ENSG00000068784|SRBD1	ad	control	319.00	0.373	0.709	++	0.0	0.002	1	0.9604
ENSG00000224458|GUSBP6	ad	control	319.00	-0.448	0.6545	--	0.0	0.061	1	0.8047
ENSG00000271606|AC097467.4	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000284614|AF228730.4	ad	control	319.00	-0.750	0.4535	-0	0.0	0.558	1	0.4549
ENSG00000276410|HIST1H2BB	ad	control	319.00	1.621	0.1049	++	59.1	2.448	1	0.1177
ENSG00000237503|AC239798.3	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000216316|AL022722.1	ad	control	319.00	1.641	0.1007	++	48.8	1.954	1	0.1621
ENSG00000236413|AL662874.1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000099994|SUSD2	ad	control	319.00	2.745	0.006056	++	0.0	0.767	1	0.3812
ENSG00000167676|PLIN4	ad	control	319.00	3.222	0.001274	++	0.0	0.233	1	0.6291
ENSG00000249064|KRT18P25	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000274286|ADRA2B	ad	control	319.00	0.972	0.3312	++	0.0	0.509	1	0.4756
ENSG00000236794|BCRP8	ad	control	319.00	0.394	0.6936	+0	0.0	0.154	1	0.6945
ENSG00000165244|ZNF367	ad	control	319.00	1.769	0.07687	++	51.0	2.041	1	0.1531
ENSG00000186446|ZNF501	ad	control	319.00	-0.620	0.5353	--	0.0	0.050	1	0.8235
ENSG00000213423|RBMX2P2	ad	control	319.00	0.186	0.8526	-+	0.0	0.247	1	0.619
ENSG00000172478|MAB21L4	ad	control	319.00	0.110	0.9122	-+	57.2	2.336	1	0.1264
ENSG00000216762|VN1R13P	ad	control	319.00	-0.620	0.5353	-0	0.0	0.382	1	0.5366
ENSG00000226127|BTNL2	ad	control	319.00	-0.576	0.5643	-0	0.0	0.330	1	0.5655
ENSG00000235220|HLA-F	ad	control	319.00	1.971	0.04869	-+	80.7	5.173	1	0.02294
ENSG00000269855|RNF225	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000109063|MYH3	ad	control	319.00	-2.353	0.01864	-+	90.4	10.426	1	0.001243
ENSG00000274138|HMGN1P12	ad	control	319.00	-0.805	0.4209	-0	0.0	0.644	1	0.4223
ENSG00000243725|TTC4	ad	control	319.00	-1.577	0.1148	--	0.0	0.023	1	0.8793
ENSG00000058085|LAMC2	ad	control	319.00	0.539	0.5899	++	0.0	0.014	1	0.907
ENSG00000260675|AC109446.2	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000122012|SV2C	ad	control	319.00	-1.262	0.2071	--	0.0	0.751	1	0.3862
ENSG00000221986|MYBPHL	ad	control	319.00	-1.053	0.2921	-+	44.9	1.815	1	0.1779
ENSG00000225530|SP3P	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000216713|MTND4P13	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000271044|AC087468.1	ad	control	319.00	-1.142	0.2534	-0	22.8	1.296	1	0.2549
ENSG00000249503|HMGN1P16	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000211892|IGHG4	ad	control	319.00	1.482	0.1384	++	0.0	0.005	1	0.9434
ENSG00000184792|OSBP2	ad	control	319.00	-2.049	0.04047	-+	84.3	6.371	1	0.0116
ENSG00000106266|SNX8	ad	control	319.00	-3.601	0.0003168	--	81.1	5.303	1	0.02129
ENSG00000143878|RHOB	ad	control	319.00	-0.307	0.759	--	0.0	0.027	1	0.8685
ENSG00000205667|ARSH	ad	control	319.00	-0.984	0.3253	-0	0.0	0.962	1	0.3268
ENSG00000075391|RASAL2	ad	control	319.00	-1.799	0.07196	--	24.2	1.320	1	0.2507
ENSG00000266909|SLC25A6P4	ad	control	319.00	-0.310	0.7562	-+	4.7	1.050	1	0.3056
ENSG00000115353|TACR1	ad	control	319.00	-2.583	0.009803	-+	86.5	7.427	1	0.006425
ENSG00000258828|KRT8P2	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000231002|TRIM26	ad	control	319.00	-0.028	0.9776	+-	0.0	0.010	1	0.9218
ENSG00000196118|CCDC189	ad	control	319.00	-1.667	0.09544	--	0.0	0.142	1	0.7063
ENSG00000161016|RPL8	ad	control	319.00	-1.112	0.2661	-+	90.2	10.176	1	0.001423
ENSG00000121210|TMEM131L	ad	control	319.00	-1.037	0.2997	-+	49.4	1.976	1	0.1598
ENSG00000248698|LINC01085	ad	control	319.00	-0.832	0.4055	--	0.0	0.034	1	0.8528
ENSG00000156755|IGKV1OR-2	ad	control	319.00	0.168	0.8662	0+	0.0	0.029	1	0.8658
ENSG00000205937|RNPS1	ad	control	319.00	-1.661	0.09665	--	52.2	2.092	1	0.1481
ENSG00000162430|SELENON	ad	control	319.00	1.934	0.05313	++	0.0	0.015	1	0.902
ENSG00000141738|GRB7	ad	control	319.00	-1.046	0.2955	--	0.0	0.175	1	0.676
ENSG00000282180|IGHV3-42	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000206437|LTB	ad	control	319.00	-1.492	0.1356	-0	54.8	2.213	1	0.1368
ENSG00000250471|GMPSP1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000183542|KLRC4	ad	control	319.00	2.088	0.03678	+-	82.9	5.831	1	0.01574
ENSG00000270423|AP001981.1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000105880|DLX5	ad	control	319.00	-2.492	0.0127	--	44.3	1.794	1	0.1804
ENSG00000178105|DDX10	ad	control	319.00	-3.272	0.001066	--	0.0	0.254	1	0.6143
ENSG00000253077|RNA5SP169	ad	control	160.00	0.000	1	0?	0.0	0.000	0	1
ENSG00000239857|GET4	ad	control	319.00	-2.077	0.03782	-+	87.8	8.174	1	0.00425
ENSG00000159166|LAD1	ad	control	319.00	-0.332	0.7398	-0	0.0	0.110	1	0.7406
ENSG00000096395|MLN	ad	control	319.00	-0.722	0.4702	-0	0.0	0.518	1	0.4716
ENSG00000215800|RSL24D1P4	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000118705|RPN2	ad	control	319.00	1.666	0.09569	++	14.0	1.163	1	0.2809
ENSG00000171346|KRT15	ad	control	319.00	2.809	0.004973	++	0.0	0.855	1	0.3552
ENSG00000171481|OR1L3	ad	control	319.00	-0.983	0.3256	-0	0.0	0.960	1	0.3271
ENSG00000270553|AC011921.3	ad	control	319.00	0.048	0.9619	-+	68.6	3.188	1	0.07419
ENSG00000271699|SNX29P2	ad	control	319.00	-2.811	0.004938	-+	93.6	15.731	1	7.303e-05
ENSG00000105355|PLIN3	ad	control	319.00	2.484	0.01299	++	73.1	3.715	1	0.05391
ENSG00000263006|ROCK1P1	ad	control	319.00	-2.168	0.03013	--	45.7	1.843	1	0.1746
ENSG00000255544|DEFB108D	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000128346|C22orf23	ad	control	319.00	-0.021	0.9833	-+	90.0	9.980	1	0.001583
ENSG00000167065|DUSP18	ad	control	319.00	1.546	0.122	-+	74.9	3.978	1	0.04609
ENSG00000270409|AC090950.1	ad	control	319.00	-1.073	0.2831	-+	86.6	7.443	1	0.006369
ENSG00000101210|EEF1A2	ad	control	319.00	-1.839	0.06594	--	0.0	0.271	1	0.6025
ENSG00000258563|PSMA3P	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000225770|RPS29P3	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000017260|ATP2C1	ad	control	319.00	-0.621	0.5343	+-	77.2	4.394	1	0.03607
ENSG00000268785|RPL7P50	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000184100|BRD7P2	ad	control	319.00	0.046	0.9632	+0	0.0	0.002	1	0.9633
ENSG00000132631|SCP2D1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000225308|ASS1P11	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000176472|ZNF575	ad	control	319.00	-2.623	0.008713	--	80.8	5.203	1	0.02255
ENSG00000162664|ZNF326	ad	control	319.00	-2.003	0.04515	-+	85.5	6.881	1	0.00871
ENSG00000270495|AC008825.2	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000214018|RRM2P3	ad	control	319.00	0.956	0.3391	++	0.0	0.416	1	0.519
ENSG00000140688|C16orf58	ad	control	319.00	-4.339	1.431e-05	--	44.8	1.812	1	0.1783
ENSG00000284625|AP000867.4	ad	control	319.00	-0.515	0.6066	-0	0.0	0.263	1	0.6077
ENSG00000090857|PDPR	ad	control	319.00	1.971	0.04872	++	67.0	3.029	1	0.08178
ENSG00000138101|DTNB	ad	control	319.00	-4.811	1.505e-06	--	83.8	6.188	1	0.01286
ENSG00000196151|WDSUB1	ad	control	319.00	1.902	0.05722	+-	80.5	5.127	1	0.02356
ENSG00000228827|AL929410.1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000008130|NADK	ad	control	319.00	2.158	0.03091	++	0.0	0.075	1	0.7838
ENSG00000273496|AC011841.1	ad	control	319.00	0.344	0.7307	-+	83.1	5.918	1	0.01499
ENSG00000275600|PIGW	ad	control	319.00	-1.034	0.3009	+-	18.8	1.231	1	0.2671
ENSG00000240426|AC096743.1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000197119|SLC25A29	ad	control	319.00	-0.793	0.4275	-+	92.3	12.983	1	0.0003143
ENSG00000204065|TCEAL5	ad	control	319.00	-3.319	0.0009043	--	0.0	0.190	1	0.6628
ENSG00000251501|AC114774.1	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000176020|AMIGO3	ad	control	319.00	-1.044	0.2965	-+	44.1	1.789	1	0.1811
ENSG00000226592|AC004911.1	ad	control	319.00	-0.643	0.52	-0	0.0	0.411	1	0.5213
ENSG00000214646|AC104758.1	ad	control	319.00	-0.471	0.6375	-+	13.5	1.156	1	0.2823
ENSG00000120324|PCDHB10	ad	control	319.00	-0.865	0.3871	+-	35.4	1.548	1	0.2135
ENSG00000285363|MTRF1LP2	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000277390|APOL5	ad	control	319.00	-1.075	0.2823	-0	13.0	1.149	1	0.2838
ENSG00000182667|NTM	ad	control	319.00	-3.396	0.0006844	--	74.0	3.850	1	0.04974
ENSG00000283443|AC018688.1	ad	control	319.00	0.456	0.6486	++	0.0	0.124	1	0.7242
ENSG00000196954|CASP4	ad	control	319.00	4.083	4.437e-05	++	0.0	0.162	1	0.6874
ENSG00000068323|TFE3	ad	control	319.00	3.391	0.0006955	++	84.5	6.470	1	0.01097
ENSG00000168116|KIAA1586	ad	control	319.00	-0.954	0.3403	+-	23.8	1.313	1	0.2518
ENSG00000179058|C9orf50	ad	control	319.00	-0.746	0.4558	-+	86.5	7.410	1	0.006487
ENSG00000239649|MYADML	ad	control	319.00	0.300	0.7642	-+	19.1	1.237	1	0.2661
ENSG00000252302|RNA5SP147	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000281934|PRAMEF11	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000162927|PUS10	ad	control	319.00	-1.317	0.1879	--	26.3	1.356	1	0.2442
ENSG00000213065|AL009178.1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000073464|CLCN4	ad	control	319.00	-0.561	0.5747	+-	65.5	2.902	1	0.08844
ENSG00000116898|MRPS15	ad	control	319.00	-1.994	0.04613	--	0.0	0.230	1	0.6316
ENSG00000267441|AL353997.3	ad	control	160.00	0.000	1	0?	0.0	0.000	0	1
ENSG00000101290|CDS2	ad	control	319.00	-0.475	0.6346	+-	73.5	3.771	1	0.05215
ENSG00000264617|AC233702.4	ad	control	319.00	-3.435	0.0005933	--	0.0	0.149	1	0.6998
ENSG00000244395|RBMY1D	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000174574|AKIRIN1	ad	control	319.00	0.494	0.6213	+-	76.6	4.282	1	0.03852
ENSG00000184106|TREML3P	ad	control	319.00	1.195	0.232	+0	29.6	1.419	1	0.2335
ENSG00000264930|AC131055.1	ad	control	159.00	0.000	1	?0	0.0	0.000	0	1
ENSG00000184344|GDF3	ad	control	319.00	0.000	1	00	0.0	0.000	1	1
ENSG00000225496|AC104651.1	ad	control	319.00	1.308	0.1908	++	0.0	0.255	1	0.6134
