gene_name	log2_fold_change	p_value	sample_size	ref_allele	non_ref_allele
ARF5|ENSG00000004059	-0.25296003619731	0.0418650688927497	227	Control	AD
M6PR|ENSG00000003056	-0.101403678374068	0.189766247734945	227	Control	AD
ESRRA|ENSG00000173153	0.0045266379636569	0.956456183252831	227	Control	AD
FKBP4|ENSG00000004478	0.0404797625966433	0.726801623352886	227	Control	AD
CYP26B1|ENSG00000003137	-0.32717396361936	0.0099154495749709	227	Control	AD
NDUFAF7|ENSG00000003509	-0.0962109505791565	0.0857071190361	227	Control	AD
FUCA2|ENSG00000001036	0.0216473292764746	0.770352238642765	227	Control	AD
DBNDD1|ENSG00000003249	-0.0947711208573843	0.170616092293613	227	Control	AD
HS3ST1|ENSG00000002587	-0.129734517320423	0.282934476327952	227	Control	AD
SEMA3F|ENSG00000001617	0.462746243902312	0.01693381975923	227	Control	AD
CFTR|ENSG00000001626	0.262287325889609	0.0368619000514369	227	Control	AD
CYP51A1|ENSG00000001630	-0.10996718300953	0.321079121119501	227	Control	AD
USP28|ENSG00000048028	0.065138305058149	0.255534279172539	227	Control	AD
STPG1|ENSG00000001460	-0.0299859909380904	0.586219848218496	227	Control	AD
NIPAL3|ENSG00000001461	-0.0312609334717452	0.633796782817541	227	Control	AD
TMEM176A|ENSG00000002933	0.0825943835840303	0.448940944791705	227	Control	AD
SLC7A2|ENSG00000003989	0.321609912003792	0.029403877361724	227	Control	AD
HSPB6|ENSG00000004776	0.262951945461463	0.147107888489595	227	Control	AD
ZNF195|ENSG00000005801	-0.0305070916757907	0.523903689821227	227	Control	AD
PDK4|ENSG00000004799	0.224205609820258	0.158656742895762	227	Control	AD
CCL26|ENSG00000006606	-0.0445734277358865	1.0	227	Control	AD
USH1C|ENSG00000006611	-0.0076997440706155	0.969467437522057	227	Control	AD
RALA|ENSG00000006451	-0.035900240057328	0.494816530805197	227	Control	AD
BCAP29|ENSG00000075790	-0.13456549291275	0.104164739751065	227	Control	AD
BAIAP2L1|ENSG00000006453	0.142592839887928	0.368231234934469	227	Control	AD
CACNG3|ENSG00000006116	-0.366873650970798	0.0123047780063442	227	Control	AD
TMEM132A|ENSG00000006118	-0.058101709910694	0.498322118997624	227	Control	AD
DVL2|ENSG00000004975	0.1082980393151	0.132186355732078	227	Control	AD
GGCT|ENSG00000006625	-0.312206290151179	0.0238710352882483	227	Control	AD
RPAP3|ENSG00000005175	-0.0881859715222993	0.0364380525542949	227	Control	AD
IFRD1|ENSG00000006652	0.100710717338976	0.211977342918361	227	Control	AD
UPP2|ENSG00000007001	0.0604110974705823	0.552044756235149	227	Control	AD
PRSS21|ENSG00000007038	0.246942774766902	1.0	227	Control	AD
CX3CL1|ENSG00000006210	-0.158500837220645	0.072164499869784	227	Control	AD
PRR5|ENSG00000186654	0.0370631483356186	0.771588282038367	227	Control	AD
TRAPPC6A|ENSG00000007255	-0.129671537751128	0.206568256039822	227	Control	AD
SPATA20|ENSG00000006282	-0.0712575928797903	0.275012433834878	227	Control	AD
CEACAM7|ENSG00000280501	-0.260837575541914	1.0	227	Control	AD
CD79B|ENSG00000007312	0.360817488300308	0.109770678532168	227	Control	AD
RHBDD2|ENSG00000005486	-0.211742709628466	0.0583514717764418	227	Control	AD
RPUSD1|ENSG00000007376	-0.0127445000340263	0.884216612880676	227	Control	AD
TSR3|ENSG00000007520	-0.0189272150888354	0.776200948122366	227	Control	AD
OSBPL7|ENSG00000006025	0.127807354630262	0.150590762512231	227	Control	AD
ARHGAP33|ENSG00000004777	0.0247978534371805	0.849018045725922	227	Control	AD
NDUFAB1|ENSG00000004779	-0.310837557069122	0.0476359142292593	227	Control	AD
YBX2|ENSG00000288504	-0.237215535612809	0.151433160787837	227	Control	AD
PDK2|ENSG00000005882	-0.161180027842401	0.0302990780534335	227	Control	AD
ITGA3|ENSG00000005884	0.0196706343655473	0.821153358437485	227	Control	AD
KRT33A|ENSG00000261986	-0.497181127924423	1.0	227	Control	AD
LRRC23|ENSG00000010626	-0.0114080981542168	0.880958332399214	227	Control	AD
IL32|ENSG00000008517	0.302492587562749	0.100303251986975	227	Control	AD
TFAP2D|ENSG00000008197	-0.443968082576284	0.0365885745987139	227	Control	AD
SPRTN|ENSG00000010072	-0.0416529789592652	0.561178612078377	227	Control	AD
CRY1|ENSG00000008405	0.159951543758348	0.0694085212019726	227	Control	AD
MAPK8IP2|ENSG00000008735	-0.197931699175146	0.0063613245683515	227	Control	AD
PGLYRP1|ENSG00000008438	0.0523628315571543	0.741342475141664	227	Control	AD
STARD3NL|ENSG00000010270	-0.0869312555363243	0.133032695980097	227	Control	AD
CAMK1G|ENSG00000008118	-0.361377697174125	0.0274892918766454	227	Control	AD
CD9|ENSG00000010278	0.0414112437155569	0.81022717052981	227	Control	AD
CD74|ENSG00000019582	0.202944637914877	0.212880547701326	227	Control	AD
RPS20|ENSG00000008988	-0.0432525997790877	0.584466845924455	227	Control	AD
DYRK4|ENSG00000010219	-0.0109063464518949	0.883949689764709	227	Control	AD
FAM76A|ENSG00000009780	-0.231562075953407	0.0639597806587454	227	Control	AD
MGST1|ENSG00000008394	0.0963275119830688	0.332569523959114	227	Control	AD
CPA1|ENSG00000091704	0.447966019247014	0.126983825153486	227	Control	AD
SYPL1|ENSG00000008282	0.110966672356256	0.197484648425514	227	Control	AD
RANBP9|ENSG00000010017	-0.147509225763836	0.0625206258272056	227	Control	AD
CD4|ENSG00000010610	0.233073058540004	0.0273265305586554	227	Control	AD
PLEKHG6|ENSG00000008323	0.0066577295828949	0.970534040327787	227	Control	AD
