gene_name	log2_fold_change	p_value	sample_size	ref_allele	non_ref_allele
ADGRL2|ENSG00000117114	-0.099	0.46	106	Control	AD
ADGRL3-AS1|ENSG00000248692	-0.046	0.419	106	Control	AD
ADGRL4|ENSG00000162618	-0.04	0.888	106	Control	AD
ADGRV1|ENSG00000164199	-0.023	0.866	106	Control	AD
	-0.126	0.723	106	Control	AD
	-0.109	0.219	106	Control	AD
ADH5P3|ENSG00000223694	0.001	0.697	106	Control	AD
ADHFE1|ENSG00000147576	-0.064	0.721	106	Control	AD
ADI1|ENSG00000182551	-0.048	0.842	106	Control	AD
ADIPOR1|ENSG00000159346	-0.017	0.9	106	Control	AD
ADIPOR2|ENSG00000285070	0.037	0.59	106	Control	AD
ADIRF-AS1|ENSG00000272734	-0.061	0.778	106	Control	AD
ADK|ENSG00000156110	-0.06	0.474	106	Control	AD
ADM-DT|ENSG00000254554	0.097	0.804	106	Control	AD
ADNP2|ENSG00000101544	-0.037	0.648	106	Control	AD
ADNP-AS1|ENSG00000259456	-0.016	0.767	106	Control	AD
ADO|ENSG00000181915	-0.018	0.789	106	Control	AD
ADORA1|ENSG00000163485	0.156	0.201	106	Control	AD
ADORA2B|ENSG00000170425	-0.041	0.818	106	Control	AD
ADORA3|ENSG00000282608	0.186	0.201	106	Control	AD
ADPGK-AS1|ENSG00000260898	-0.019	0.813	106	Control	AD
ADPRHL1|ENSG00000153531	0.069	0.397	106	Control	AD
ADPRS|ENSG00000116863	0.076	0.611	106	Control	AD
ADPRM|ENSG00000170222	-0.137	0.234	106	Control	AD
ADRA1D|ENSG00000171873	0.008	0.601	106	Control	AD
ADRA1B|ENSG00000170214	-0.011	0.835	106	Control	AD
ADRB1|ENSG00000043591	0.075	0.505	106	Control	AD
ADRB2|ENSG00000169252	0.089	0.441	106	Control	AD
GRK2|ENSG00000173020	0.057	0.526	106	Control	AD
GRK3|ENSG00000100077	-0.037	0.921	106	Control	AD
ADRM1|ENSG00000130706	0.172	0.298	106	Control	AD
ADSL|ENSG00000239900	0.039	0.95	106	Control	AD
ADSS2|ENSG00000035687	-0.003	0.927	106	Control	AD
ADSS1|ENSG00000185100	0.045	0.861	106	Control	AD
ADTRP|ENSG00000111863	-0.144	0.155	106	Control	AD
AEBP1|ENSG00000106624	0.124	0.536	106	Control	AD
AEBP2|ENSG00000139154	-0.093	0.343	106	Control	AD
AEN|ENSG00000181026	0.135	0.355	106	Control	AD
TLE5|ENSG00000104964	0.059	0.59	106	Control	AD
AFAP1-AS1|ENSG00000272620	-0.014	0.571	106	Control	AD
AFAP1L1|ENSG00000157510	0.006	0.875	106	Control	AD
AFAP1L2|ENSG00000169129	0.027	0.909	106	Control	AD
	0.011	0.748	106	Control	AD
AFF2-IT1|ENSG00000223516	-0.133	0.425	106	Control	AD
AFF3|ENSG00000144218	-0.036	0.944	106	Control	AD
AFF4-DT|ENSG00000272023	-0.063	0.508	106	Control	AD
AFG3L1P|ENSG00000293510	0.091	0.544	106	Control	AD
AFG3L2|ENSG00000141385	-0.012	0.904	106	Control	AD
AFG3L2P1|ENSG00000253606	-0.019	0.931	106	Control	AD
AFMID|ENSG00000183077	0.009	0.791	106	Control	AD
AFTPH-DT|ENSG00000260101	-0.03	0.948	106	Control	AD
AGA|ENSG00000038002	0.044	0.933	106	Control	AD
AGAP1-IT1|ENSG00000235529	0.052	0.231	106	Control	AD
AGAP2-AS1|ENSG00000255737	0.092	0.639	106	Control	AD
AGAP3|ENSG00000133612	0.156	0.233	106	Control	AD
	0.072	0.681	106	Control	AD
BMS1P4-AGAP5|ENSG00000242288	0.07	0.432	106	Control	AD
AGAP6|ENSG00000204149	0.019	0.912	106	Control	AD
AGAP7P|ENSG00000264204	-0.085	0.657	106	Control	AD
	-0.043	0.967	106	Control	AD
AGBL3|ENSG00000146856	-0.106	0.382	106	Control	AD
AGBL4-IT1|ENSG00000225623	-0.205	0.155	106	Control	AD
AGBL5-IT1|ENSG00000229122	0.007	0.572	106	Control	AD
AGFG1|ENSG00000173744	-0.056	0.6	106	Control	AD
AGFG2|ENSG00000106351	0.12	0.234	106	Control	AD
AGGF1|ENSG00000164252	-0.092	0.164	106	Control	AD
AGK-DT|ENSG00000261570	-0.078	0.362	106	Control	AD
AGKP1|ENSG00000226555	-0.17	0.821	106	Control	AD
AGL|ENSG00000162688	-0.126	0.256	106	Control	AD
AGMAT|ENSG00000116771	0.033	0.591	106	Control	AD
AGMO|ENSG00000187546	0.026	0.965	106	Control	AD
AGO1|ENSG00000092847	0.023	0.601	106	Control	AD
AGO2|ENSG00000123908	0.054	0.511	106	Control	AD
AGO3|ENSG00000126070	-0.013	0.859	106	Control	AD
AGO4|ENSG00000134698	-0.042	0.697	106	Control	AD
AGPAT1|ENSG00000227642	0.002	0.977	106	Control	AD
AGPAT2|ENSG00000169692	0.122	0.697	106	Control	AD
AGPAT3|ENSG00000160216	0.048	0.479	106	Control	AD
	0.034	0.859	106	Control	AD
AGPAT5|ENSG00000155189	-0.058	0.394	106	Control	AD
GPAT4|ENSG00000158669	0.011	0.8	106	Control	AD
GPAT3|ENSG00000138678	0.016	0.959	106	Control	AD
AGPS|ENSG00000018510	-0.014	0.957	106	Control	AD
AGRN|ENSG00000188157	0.265	0.291	106	Control	AD
	-0.113	0.579	106	Control	AD
AGTPBP1|ENSG00000135049	0.007	0.997	106	Control	AD
AGTRAP|ENSG00000177674	0.029	0.861	106	Control	AD
AHCTF1|ENSG00000153207	-0.007	0.906	106	Control	AD
AHCY|ENSG00000101444	0.067	0.307	106	Control	AD
AHCYL1|ENSG00000168710	-0.2	0.198	106	Control	AD
AHCYL2|ENSG00000158467	-0.031	0.93	106	Control	AD
AHDC1|ENSG00000126705	0.192	0.311	106	Control	AD
AHI1-DT|ENSG00000231028	-0.095	0.399	106	Control	AD
AHNAK|ENSG00000124942	-0.002	0.885	106	Control	AD
AHNAK2|ENSG00000185567	0.07	0.884	106	Control	AD
AHR|ENSG00000106546	-0.005	0.834	106	Control	AD
AHSA1|ENSG00000100591	0.096	0.478	106	Control	AD
AHSA2P|ENSG00000293434	0.045	0.822	106	Control	AD
ANKS1B|ENSG00000185046	-0.069	0.847	106	Control	AD
AIF1|ENSG00000234836	-0.021	0.956	106	Control	AD
AIF1L|ENSG00000126878	0.227	0.253	106	Control	AD
AIFM1|ENSG00000156709	0.013	0.906	106	Control	AD
AIFM2|ENSG00000042286	-0.04	0.771	106	Control	AD
AIFM3|ENSG00000183773	0.193	0.27	106	Control	AD
AIG1|ENSG00000146416	-0.102	0.314	106	Control	AD
AIMP1|ENSG00000164022	-0.065	0.353	106	Control	AD
AIMP1P1|ENSG00000234187	-0.067	0.488	106	Control	AD
AIMP2|ENSG00000106305	0.047	0.98	106	Control	AD
AURKAIP1|ENSG00000175756	0.128	0.201	106	Control	AD
AIPL1|ENSG00000129221	0.035	0.984	106	Control	AD
AJAP1|ENSG00000196581	0.034	0.735	106	Control	AD
	0.009	0.931	106	Control	AD
AK2|ENSG00000004455	0.056	0.469	106	Control	AD
AK4|ENSG00000162433	-0.138	0.2	106	Control	AD
AK3P2|ENSG00000250115	0.029	0.888	106	Control	AD
AK3P3|ENSG00000230042	-0.015	0.818	106	Control	AD
AK3P5|ENSG00000228816	0.01	0.414	106	Control	AD
AK3P6|ENSG00000255838	-0.035	0.776	106	Control	AD
AK4P1|ENSG00000263535	0.095	0.858	106	Control	AD
AK5|ENSG00000154027	-0.03	0.782	106	Control	AD
AK7|ENSG00000140057	-0.021	0.635	106	Control	AD
AK9|ENSG00000155085	0.016	0.579	106	Control	AD
AKAP1-DT|ENSG00000263004	0.006	0.692	106	Control	AD
AKAP10|ENSG00000108599	-0.03	0.805	106	Control	AD
AKAP11|ENSG00000023516	-0.067	0.607	106	Control	AD
AKAP12|ENSG00000131016	0.009	0.702	106	Control	AD
AKAP13-AS1|ENSG00000259367	-0.004	0.931	106	Control	AD
AKAP17A|ENSG00000292343	0.048	0.961	106	Control	AD
PALM2AKAP2|ENSG00000157654	-0.109	0.54	106	Control	AD
AKAP5|ENSG00000179841	-0.12	0.343	106	Control	AD
AKAP6|ENSG00000151320	-0.021	0.811	106	Control	AD
AKAP7|ENSG00000118507	-0.045	0.578	106	Control	AD
AKAP8|ENSG00000105127	0.009	0.813	106	Control	AD
AKAP8L|ENSG00000011243	0.015	0.887	106	Control	AD
AKAP9|ENSG00000127914	-0.047	0.658	106	Control	AD
AKIP1|ENSG00000166452	-0.008	0.846	106	Control	AD
AKIRIN1|ENSG00000174574	0.0	0.805	106	Control	AD
AKIRIN2|ENSG00000135334	-0.013	0.966	106	Control	AD
AKNAD1|ENSG00000162641	0.082	0.259	106	Control	AD
AKR1A1|ENSG00000117448	-0.024	0.742	106	Control	AD
AKR1B1|ENSG00000085662	0.034	0.502	106	Control	AD
AKR1B15|ENSG00000227471	0.003	0.726	106	Control	AD
AKR1B1P6|ENSG00000225212	-0.001	0.747	106	Control	AD
AKR1C1|ENSG00000187134	-0.033	0.988	106	Control	AD
AKR1C2|ENSG00000151632	0.044	0.768	106	Control	AD
AKR1C3|ENSG00000196139	-0.053	0.865	106	Control	AD
AKR1E2|ENSG00000165568	-0.094	0.742	106	Control	AD
AKR7A2|ENSG00000053371	0.012	0.97	106	Control	AD
AKR7A2P1|ENSG00000229020	-0.013	0.881	106	Control	AD
AKR7A3|ENSG00000162482	0.113	0.46	106	Control	AD
AKT1S1|ENSG00000204673	0.071	0.561	106	Control	AD
AKT2|ENSG00000105221	0.063	0.291	106	Control	AD
AKT3-IT1|ENSG00000228939	-0.065	0.483	106	Control	AD
AKTIP|ENSG00000166971	-0.045	0.699	106	Control	AD
ALAD|ENSG00000148218	0.09	0.198	106	Control	AD
ALAS1|ENSG00000023330	0.013	0.979	106	Control	AD
ALCAM|ENSG00000170017	-0.035	0.998	106	Control	AD
ALDH18A1|ENSG00000059573	0.0	0.931	106	Control	AD
ALDH1A1|ENSG00000165092	-0.19	0.245	106	Control	AD
ALDH1A2-AS1|ENSG00000259285	-0.002	0.813	106	Control	AD
ALDH1A3-AS1|ENSG00000259583	-0.051	0.759	106	Control	AD
ALDH1B1|ENSG00000137124	0.056	0.338	106	Control	AD
ALDH1L1-AS1|ENSG00000250218	-0.09	0.683	106	Control	AD
ALDH1L2|ENSG00000136010	-0.065	0.579	106	Control	AD
ALDH2|ENSG00000111275	-0.12	0.363	106	Control	AD
ALDH3A2|ENSG00000072210	-0.003	0.773	106	Control	AD
ALDH3B1|ENSG00000006534	0.015	0.994	106	Control	AD
ALDH4A1|ENSG00000159423	-0.03	0.96	106	Control	AD
ALDH5A1|ENSG00000112294	-0.118	0.185	106	Control	AD
ALDH6A1|ENSG00000119711	-0.097	0.542	106	Control	AD
ALDH7A1|ENSG00000164904	-0.172	0.305	106	Control	AD
ALDH7A1P1|ENSG00000251400	0.003	0.806	106	Control	AD
ALDH8A1|ENSG00000118514	-0.066	0.796	106	Control	AD
ALDH9A1|ENSG00000143149	-0.111	0.259	106	Control	AD
LOC112694756|ENSG00000285043	-0.048	0.724	106	Control	AD
ALDOB|ENSG00000136872	0.057	0.62	106	Control	AD
	-0.074	0.553	106	Control	AD
ALG1|ENSG00000033011	-0.014	0.889	106	Control	AD
ALG10B|ENSG00000175548	-0.089	0.434	106	Control	AD
ALG11|ENSG00000253710	-0.002	0.865	106	Control	AD
