gene_name,ensembl_id,official_symbol,is_upregulated_in_AD,brain_region,study,quality_assessment
ENSG00000249072,ENSG00000249072,,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
MTRNR2L11,,MTRNR2L11,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
MTRNR2L1,,MTRNR2L1,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
MTRNR2L6,,MTRNR2L6,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
MTRNR2L8,,MTRNR2L8,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
MTRNR2L12,,MTRNR2L12,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
MTRNR2L13,,MTRNR2L13,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
MTRNR2L7,,MTRNR2L7,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
MTRNR2L10,,MTRNR2L10,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
TEX101,ENSG00000131126,TEX101,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
MTRNR2L2,,MTRNR2L2,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
ENSG00000225840,ENSG00000225840,,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
ENSG00000266179,ENSG00000266179,,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
MTRNR2L4,,MTRNR2L4,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
MTRNR2L6,ENSG00000282017,MTRNR2L6,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
SI,ENSG00000090402,SI,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
TMCO5B,ENSG00000215296,TMCO5B,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
MTRNR2L3,,MTRNR2L3,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
SELE,ENSG00000007908,SELE,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
MTND4P12,ENSG00000247627,MTND4P12,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
HMGA2,ENSG00000149948,HMGA2,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
CRH,ENSG00000147571,CRH,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
KRT5,ENSG00000186081,KRT5,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
RPS3AP46,ENSG00000226132,RPS3AP46,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
GRP,ENSG00000134443,GRP,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
NMU,ENSG00000109255,NMU,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
PRTN3,ENSG00000277804,PRTN3,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
VGF,ENSG00000128564,VGF,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
IGSF9,ENSG00000085552,IGSF9,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
MEIS2,ENSG00000134138,MEIS2,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
NEUROD6,ENSG00000164600,NEUROD6,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
SST,ENSG00000157005,SST,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
ADCYAP1,ENSG00000141433,ADCYAP1,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
KRT83,ENSG00000170523,KRT83,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
HSPB3,ENSG00000169271,HSPB3,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
NPY2R,ENSG00000185149,NPY2R,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
CCDC13,ENSG00000244607,CCDC13,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
PCSK1,ENSG00000175426,PCSK1,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
OLFM4,ENSG00000102837,OLFM4,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
RGS4,ENSG00000117152,RGS4,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
C12orf42,ENSG00000179088,C12orf42,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
FREM3,ENSG00000183090,FREM3,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
TWIST2,ENSG00000288335,TWIST2,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
TNFRSF18,ENSG00000186891,TNFRSF18,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
KIF2B,ENSG00000141200,KIF2B,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
FRMPD2B,ENSG00000150175,FRMPD2B,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
KRT17,ENSG00000128422,KRT17,False,Frontal Lobe,Marques-Coelho_MSSB_BA44,2.3
