gene_name,ensembl_id,official_symbol,is_upregulated_in_AD,brain_region,study,quality_assessment
NETO2,ENSG00000171208,NETO2,False,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
ENSG00000264617,ENSG00000264617,,False,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
BASP1,ENSG00000176788,BASP1,False,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
CPNE4,ENSG00000196353,CPNE4,False,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
DOC2B,ENSG00000272636,DOC2B,False,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
PAK1,ENSG00000149269,PAK1,False,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
ST8SIA6,ENSG00000148488,ST8SIA6,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
SHOX,ENSG00000185960,SHOX,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
OCLN,ENSG00000197822,OCLN,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
LAMB2,ENSG00000172037,LAMB2,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
CDC42EP1,ENSG00000128283,CDC42EP1,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
SIGLEC8,ENSG00000105366,SIGLEC8,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
GBP3,ENSG00000117226,GBP3,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
PLXNB1,ENSG00000164050,PLXNB1,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
RREB1,ENSG00000124782,RREB1,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
SHKBP1,ENSG00000160410,SHKBP1,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
MIA2,ENSG00000150527,MIA2,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
IL18,ENSG00000150782,IL18,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
GSDMD,ENSG00000278718,GSDMD,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
POLD1,ENSG00000062822,POLD1,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
TMC6,ENSG00000141524,TMC6,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
C19orf38,ENSG00000214212,C19orf38,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
TFEB,ENSG00000112561,TFEB,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
LDLRAP1,ENSG00000157978,LDLRAP1,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
CA2,ENSG00000104267,CA2,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
PAQR5,ENSG00000137819,PAQR5,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
OAS2,ENSG00000111335,OAS2,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
NLRC5,ENSG00000140853,NLRC5,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
CHST6,ENSG00000183196,CHST6,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
KCNJ15,ENSG00000157551,KCNJ15,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
ECM2,ENSG00000106823,ECM2,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
DLEC1,ENSG00000008226,DLEC1,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
FPR3,ENSG00000187474,FPR3,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
PARP14,ENSG00000173193,PARP14,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
TMEM235,ENSG00000204278,TMEM235,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
ITGAL,ENSG00000005844,ITGAL,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
ACVRL1,ENSG00000139567,ACVRL1,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
CR1,ENSG00000203710,CR1,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
CMTM3,ENSG00000140931,CMTM3,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
CNKSR3,ENSG00000153721,CNKSR3,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
C10orf90,ENSG00000154493,C10orf90,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
IGDCC4,ENSG00000103742,IGDCC4,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
PLEKHB1,ENSG00000021300,PLEKHB1,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
SYK,ENSG00000165025,SYK,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
APOD,ENSG00000189058,APOD,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
ADIRF,ENSG00000148671,ADIRF,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
ADARB2,ENSG00000185736,ADARB2,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
EFNA1,ENSG00000169242,EFNA1,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
LCAT,ENSG00000213398,LCAT,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
SNX31,ENSG00000174226,SNX31,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
APOL1,ENSG00000100342,APOL1,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
FGL2,ENSG00000127951,FGL2,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
WDR49,ENSG00000174776,WDR49,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
BACE2,ENSG00000182240,BACE2,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
MYO3B,ENSG00000071909,MYO3B,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
PIK3AP1,ENSG00000155629,PIK3AP1,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
RASSF3,ENSG00000153179,RASSF3,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
CDK18,ENSG00000117266,CDK18,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
ACP5,ENSG00000102575,ACP5,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
DYSF,ENSG00000135636,DYSF,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
CTSS,ENSG00000163131,CTSS,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
DOK1,ENSG00000115325,DOK1,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
PLAAT4,ENSG00000133321,PLAAT4,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
HSPA2,ENSG00000126803,HSPA2,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
ITGAX,ENSG00000140678,ITGAX,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
CASP7,ENSG00000165806,CASP7,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
ANXA3,ENSG00000138772,ANXA3,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
IFIH1,ENSG00000115267,IFIH1,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
PIK3R5,ENSG00000141506,PIK3R5,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
ABI3,ENSG00000108798,ABI3,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
EFHD1,ENSG00000115468,EFHD1,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
PADI2,ENSG00000117115,PADI2,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
ICAM2,ENSG00000108622,ICAM2,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
FES,ENSG00000182511,FES,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
TLR5,ENSG00000187554,TLR5,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
TNFRSF13C,ENSG00000159958,TNFRSF13C,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
OAS1,ENSG00000089127,OAS1,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
PRKX,ENSG00000183943,PRKX,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
IFI27,ENSG00000275214,IFI27,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
NFATC2,ENSG00000101096,NFATC2,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
NES,ENSG00000132688,NES,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
TRIM72,ENSG00000177238,TRIM72,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
CSF3R,ENSG00000119535,CSF3R,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
GABRP,ENSG00000094755,GABRP,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
PLXNB3,ENSG00000198753,PLXNB3,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
NFATC1,ENSG00000131196,NFATC1,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
ANGPT1,ENSG00000154188,ANGPT1,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
PGGHG,ENSG00000142102,PGGHG,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
SLCO2B1,ENSG00000137491,SLCO2B1,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
IKZF1,ENSG00000185811,IKZF1,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
C16orf54,ENSG00000185905,C16orf54,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
HEG1,ENSG00000173706,HEG1,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
EMP3,ENSG00000142227,EMP3,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
INPP5D,ENSG00000168918,INPP5D,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
NDRG1,ENSG00000104419,NDRG1,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
SLC45A3,ENSG00000158715,SLC45A3,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
STEAP3,ENSG00000115107,STEAP3,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
MECOM,ENSG00000085276,MECOM,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
FCGRT,ENSG00000104870,FCGRT,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
NWD1,ENSG00000188039,NWD1,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
WASF2,ENSG00000158195,WASF2,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
A2M,ENSG00000175899,A2M,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
LBX2,ENSG00000179528,LBX2,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
MND1,ENSG00000121211,MND1,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
HLA-F,ENSG00000204642,HLA-F,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
ZFP36L2,ENSG00000152518,ZFP36L2,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
CSF1,ENSG00000184371,CSF1,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
IFI44L,ENSG00000137959,IFI44L,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
AFAP1L1,ENSG00000157510,AFAP1L1,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
ANLN,ENSG00000011426,ANLN,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
CIITA,ENSG00000179583,CIITA,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
WEE1,ENSG00000166483,WEE1,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
MFSD2A,ENSG00000168389,MFSD2A,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
NPNT,ENSG00000168743,NPNT,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
ADGRL4,ENSG00000162618,ADGRL4,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
DPEP2,ENSG00000167261,DPEP2,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
RASL12,ENSG00000103710,RASL12,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
PTAFR,ENSG00000169403,PTAFR,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
MYOF,ENSG00000138119,MYOF,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
ADORA3,ENSG00000282608,ADORA3,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
SRPX,ENSG00000101955,SRPX,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
SYNGR2,ENSG00000108639,SYNGR2,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
CD72,ENSG00000137101,CD72,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
DLGAP5,ENSG00000126787,DLGAP5,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
APOL3,ENSG00000128284,APOL3,True,Temporal Lobe,Marques-Coelho_MSSB_BA22,2.3
