gene,hugo,logFC,AveExpr,t,P.Value,adj.P.Val,B,se,chr,N
ENSG00000134014,ELP3,0.112413012,5.101472217,2.013194116,0.053310132,0.159382359,-4.838864567,0.055838139,8,39
ENSG00000115977,AAK1,-0.254092859,7.567580446,-2.013420017,0.05331218,0.159382359,-4.833237559,0.126199629,2,39
ENSG00000101311,FERMT1,-0.322689771,2.687826411,-2.012914556,0.053368343,0.159522627,-4.567217418,0.160309721,20,39
ENSG00000099817,POLR2E,-0.166916611,5.695905583,-2.012543045,0.05338496,0.159544661,-4.874853475,0.082938157,19,39
ENSG00000075624,ACTB,-0.227443191,9.670078226,-2.012616816,0.05340145,0.159566306,-4.745788365,0.11300869,7,39
ENSG00000125458,NT5C,-0.296151625,2.739865306,-2.01243529,0.053415813,0.159573121,-4.462018955,0.147160819,17,39
ENSG00000141404,GNAL,0.261074303,6.153940223,2.012430057,0.053422225,0.159573121,-4.820482057,0.12973087,18,39
ENSG00000179331,RAB39A,0.501373338,2.022703644,2.012023738,0.05346745,0.159680568,-4.494184856,0.24918858,11,39
ENSG00000180855,ZNF443,0.258789132,2.283201677,2.011506874,0.053500203,0.159750737,-4.473212603,0.128654361,19,39
ENSG00000121988,ZRANB3,-0.215102511,3.488597451,-2.011013336,0.053565925,0.159919309,-4.70669447,0.10696225,2,39
ENSG00000146707,POMZP3,0.447967088,2.429423259,2.010854437,0.053597785,0.159986746,-4.499873588,0.222774498,7,39
ENSG00000165915,SLC39A13,-0.16185144,4.21541454,-2.010435679,0.053617344,0.16001745,-4.720430725,0.080505655,11,39
ENSG00000256304,CCDC150P1,0.325070275,2.425378101,2.010494068,0.053638009,0.160051442,-4.481545216,0.161686761,12,39
ENSG00000132694,ARHGEF11,-0.172828915,6.639612956,-2.010106334,0.053662303,0.160096248,-4.883611826,0.085979986,1,39
ENSG00000134013,LOXL2,-0.407851856,1.466665741,-2.010120373,0.053679749,0.160120614,-4.316954662,0.20289922,8,39
ENSG00000154016,GRAP,0.522416013,1.311439993,2.009750143,0.05372113,0.160216353,-4.32914444,0.259940776,17,39
ENSG00000101132,PFDN4,-0.374473292,3.687046878,-2.008952587,0.053810369,0.160429574,-4.775091031,0.186402255,20,39
ENSG00000163545,NUAK2,0.602979397,0.930961812,2.008945005,0.053811218,0.160429574,-4.248730055,0.300147289,1,39
ENSG00000116473,RAP1A,0.232483646,5.768768121,2.008281025,0.053885611,0.160589031,-4.854570077,0.115762507,1,39
ENSG00000163788,SNRK,-0.190781426,5.909036825,-2.008216146,0.053889676,0.160589031,-4.884187934,0.095000444,3,39
ENSG00000056050,HPF1,-0.312218357,3.188983834,-2.008218492,0.053892622,0.160589031,-4.706242622,0.155470313,4,39
ENSG00000225877,PSG8-AS1,-0.625712447,0.520883243,-2.008118734,0.053903808,0.160594631,-4.218510122,0.31159136,19,39
ENSG00000186020,ZNF529,-0.154305956,5.305139978,-2.007730922,0.053920086,0.160608498,-4.894593558,0.076855895,19,39
ENSG00000165195,PIGA,0.375932803,3.524334781,2.00783569,0.053935557,0.160608498,-4.727971026,0.187232852,X,39
ENSG00000152932,RAB3C,-0.623789647,6.738487206,-2.007769294,0.053943007,0.160608498,-4.830620799,0.310687911,5,39
ENSG00000107738,VSIR,0.658748417,5.89894115,2.007659521,0.053955326,0.160608498,-4.901564407,0.328117597,10,39
ENSG00000104774,MAN2B1,0.373270786,3.777781009,2.007640213,0.053957493,0.160608498,-4.76447303,0.185925139,19,39
ENSG00000115041,KCNIP3,-0.473096255,5.045907864,-2.007579517,0.053964306,0.160608498,-4.900168028,0.235655052,2,39
ENSG00000140365,COMMD4,-0.280237226,3.394498552,-2.007390573,0.053985519,0.160618992,-4.640689402,0.139602741,15,39
ENSG00000121653,MAPK8IP1,-0.13825562,7.86961281,-2.007092865,0.053991722,0.160618992,-4.81319389,0.068883519,11,39
ENSG00000140307,GTF2A2,0.175467465,3.458272085,2.007056951,0.053995757,0.160618992,-4.707282351,0.087425255,15,39
ENSG00000186998,EMID1,0.304618606,4.493541639,2.007059505,0.054022707,0.160671463,-4.843526398,0.15177358,22,39
ENSG00000101871,MID1,0.363664804,4.48832708,2.006858141,0.054045336,0.160711066,-4.853777843,0.181211017,X,39
ENSG00000226752,CUTALP,-0.531534392,3.769194647,-2.006747613,0.054057761,0.160720317,-4.768426722,0.264873564,9,39
ENSG00000221914,PPP2R2A,-0.131817115,5.428153598,-2.006270926,0.054084125,0.160771002,-4.88224142,0.06570255,8,39
ENSG00000280062,AL031719.1,0.565773399,0.116177582,2.006401071,0.054096732,0.160771384,-4.168238117,0.281984199,16,39
ENSG00000008311,AASS,0.27800526,4.708601911,2.00633472,0.054104197,0.160771384,-4.844962798,0.138563749,7,39
ENSG00000145860,RNF145,0.195120156,5.809211112,2.00615568,0.054112204,0.160771384,-4.812538387,0.097260725,5,39
ENSG00000137834,SMAD6,0.752212068,3.741498675,2.006019143,0.054139712,0.160825421,-4.729156199,0.374977512,15,39
ENSG00000144868,TMEM108,-0.159228193,3.654502188,-2.004876452,0.054241211,0.161099198,-4.731551671,0.079420452,3,39
ENSG00000198914,POU3F3,0.262528377,6.091603346,2.004771822,0.054280286,0.161157458,-4.894211926,0.130951749,2,39
ENSG00000114268,PFKFB4,0.201993541,2.83437393,2.00447675,0.054286311,0.161157458,-4.568350972,0.100771207,3,39
ENSG00000182718,ANXA2,0.765112072,4.225088872,2.004666242,0.0542922,0.161157458,-4.824613348,0.381665564,15,39
ENSG00000172845,SP3,0.096902242,6.133228066,2.004371572,0.054298184,0.161157458,-4.744282277,0.048345448,2,39
ENSG00000144909,OSBPL11,0.282382542,5.173298507,2.004515993,0.054309158,0.161162309,-4.827132163,0.14087318,3,39
ENSG00000275395,FCGBP,0.94970601,6.024473758,2.00437698,0.054324852,0.161181163,-4.892521801,0.473816064,19,39
ENSG00000133111,RFXAP,-0.222924797,2.599429917,-2.002688261,0.054490049,0.161643508,-4.607339964,0.11131278,13,39
ENSG00000180611,MB21D2,-0.408114776,2.91805093,-2.002698807,0.054514625,0.161688617,-4.656571788,0.203782404,3,39
ENSG00000115112,TFCP2L1,0.824349907,1.443813515,2.002210847,0.054569914,0.161824788,-4.342263325,0.411719829,2,39
ENSG00000182870,GALNT9,-0.273632552,5.637646845,-2.00168811,0.054629198,0.161962117,-4.893098695,0.136700893,12,39
ENSG00000126746,ZNF384,0.173514796,3.427538946,2.001396279,0.054634996,0.161962117,-4.733147339,0.086696871,12,39
ENSG00000079841,RIMS1,-0.252088113,7.442004472,-2.001192234,0.054685488,0.16205681,-4.811240627,0.125968964,6,39
ENSG00000165030,NFIL3,0.355583118,3.432460244,2.001190186,0.054685721,0.16205681,-4.674173926,0.17768582,9,39
ENSG00000106560,GIMAP2,0.505505517,1.583174546,2.000653769,0.054746671,0.162187641,-4.370249572,0.252670164,7,39
ENSG00000170786,SDR16C5,-0.553913,0.952445639,-2.000615684,0.054751,0.162187641,-4.350347588,0.276871267,8,39
ENSG00000172469,MANEA,0.207137521,3.910598331,2.00047327,0.054758067,0.162187641,-4.775032544,0.103544258,6,39
ENSG00000167861,HID1,-0.207918149,5.048419984,-2.000211354,0.054796984,0.162259713,-4.901168606,0.10394809,17,39
ENSG00000237149,ZNF503-AS2,0.371747256,0.880555281,2.000077689,0.054801206,0.162259713,-4.268390984,0.185866408,10,39
ENSG00000172725,CORO1B,0.323792153,4.437830326,1.999875128,0.054835248,0.16232999,-4.830576835,0.161906185,11,39
ENSG00000115129,TP53I3,0.243491398,1.717897969,1.999522934,0.054848002,0.16232999,-4.372494648,0.121774746,2,39
ENSG00000204386,NEU1,0.225995166,4.203656028,1.99964473,0.054861482,0.16232999,-4.847193794,0.113017659,6,39
ENSG00000124831,LRRFIP1,-0.215871938,5.331722577,-1.999635185,0.05486257,0.16232999,-4.899927665,0.107955661,2,39
ENSG00000204406,MBD5,-0.177168904,5.659598209,-1.999357529,0.054881416,0.162357913,-4.908423559,0.088612917,2,39
ENSG00000167676,PLIN4,0.427314449,4.361356664,1.999011861,0.0549336,0.162483992,-4.854253921,0.213762838,19,39
ENSG00000139266,9-Mar,0.13945613,3.331772145,1.998583718,0.054955068,0.162483992,-4.622079515,0.069777477,12,39
ENSG00000233295,FAM90A20P,-0.774202073,0.281745133,-1.998734726,0.054965207,0.162483992,-4.203149901,0.387346086,8,39
ENSG00000160953,MUM1,-0.129934764,6.581086635,-1.998466336,0.054968462,0.162483992,-4.8296955,0.065017239,19,39
ENSG00000104435,STMN2,-0.730026623,6.82363245,-1.998682943,0.054971114,0.162483992,-4.860165007,0.365253841,8,39
ENSG00000130935,NOL11,0.17749419,3.91640826,1.998094618,0.055010896,0.162573732,-4.78628347,0.088831724,17,39
ENSG00000164828,SUN1,-0.134316348,6.330385974,-1.997962166,0.055026023,0.162590591,-4.906775132,0.067226673,7,39
ENSG00000279672,AP006621.5,-0.397325245,1.610586171,-1.997944025,0.055055472,0.162649757,-4.314378609,0.198867055,11,39
ENSG00000179344,HLA-DQB1,1.102846973,0.757311434,1.997575581,0.055097578,0.162746286,-4.194783972,0.552092739,6,39
ENSG00000101489,CELF4,-0.327907624,6.663866162,-1.997341338,0.055124361,0.16277382,-4.885151792,0.164172051,18,39
ENSG00000186312,CA5BP1,0.322564499,2.579729409,1.99730332,0.05512871,0.16277382,-4.551201532,0.161500006,X,39
ENSG00000213906,LTB4R2,-0.417388489,1.275672175,-1.997246593,0.055135198,0.16277382,-4.345847512,0.20898195,14,39
ENSG00000173457,PPP1R14B,0.249902329,3.776629272,1.997053384,0.055157302,0.162811223,-4.750697082,0.125135528,11,39
ENSG00000176142,TMEM39A,0.349438773,2.91268402,1.996902157,0.055174609,0.162834454,-4.639889789,0.174990433,3,39
ENSG00000253915,MAPRE1P1,-0.599997728,0.298113039,-1.996513339,0.055219128,0.162937973,-4.25095016,0.300522774,8,39
ENSG00000276116,FUT8-AS1,-0.307418398,0.545413167,-1.996122523,0.055236502,0.162961375,-4.260376526,0.15400778,14,39
ENSG00000183779,ZNF703,0.349464506,3.829263573,1.996131604,0.055262866,0.162996917,-4.790069126,0.175070875,8,39
ENSG00000126456,IRF3,0.21344529,3.919230613,1.996051657,0.055267441,0.162996917,-4.785284322,0.106933751,19,39
ENSG00000263826,AC112907.3,-0.43992312,0.738646531,-1.995400263,0.055346747,0.163192019,-4.291253753,0.220468609,3,39
ENSG00000116151,MORN1,-0.370375349,3.192701812,-1.995350064,0.055352508,0.163192019,-4.726100051,0.185619233,1,39
ENSG00000149476,TKFC,-0.258728201,3.674783117,-1.99499676,0.055393074,0.163268068,-4.798710769,0.129688532,11,39
ENSG00000176623,RMDN1,-0.231142779,5.143032991,-1.994948294,0.055398641,0.163268068,-4.918492356,0.115864045,8,39
ENSG00000213190,MLLT11,-0.531812885,5.821729807,-1.994869545,0.055407687,0.163268068,-4.920508036,0.266590307,1,39
ENSG00000122550,KLHL7,-0.167591816,5.179909658,-1.994577806,0.05541615,0.163268068,-4.886946896,0.084023704,7,39
ENSG00000263620,AC129492.3,-1.185315784,1.551763181,-1.994380162,0.055463933,0.163380953,-4.529752231,0.594327905,17,39
ENSG00000177054,ZDHHC13,-0.13041874,3.308352981,-1.994030419,0.055476724,0.163381015,-4.616050279,0.065404589,11,39
ENSG00000169710,FASN,-0.194249115,8.248568756,-1.994091289,0.05548289,0.163381015,-4.823625353,0.097412348,17,39
ENSG00000161671,EMC10,0.163380098,6.129185557,1.993851351,0.055497327,0.163395646,-4.879783881,0.081941965,19,39
ENSG00000011347,SYT7,-0.275022254,6.937194246,-1.99387508,0.055522035,0.163440506,-4.88036468,0.137933543,11,39
ENSG00000099956,SMARCB1,-0.157728113,4.415246757,-1.993218489,0.055570198,0.163554381,-4.859435378,0.079132375,22,39
ENSG00000117308,GALE,-0.226918312,2.893745196,-1.992848435,0.055612847,0.163651992,-4.572283629,0.113866317,1,39
ENSG00000065717,TLE2,-0.224166076,3.70800103,-1.992733369,0.0556501,0.163733696,-4.750545247,0.112491756,19,39
ENSG00000174744,BRMS1,0.192866632,3.195799123,1.992361051,0.055669061,0.163761562,-4.701630788,0.096803053,11,39
ENSG00000101224,CDC25B,0.199193384,4.721999111,1.992347599,0.055698075,0.163817324,-4.881248856,0.099979233,20,39
ENSG00000169071,ROR2,-0.497458245,-0.059471858,-1.992270241,0.055707004,0.163817324,-4.166109683,0.24969416,9,39
ENSG00000198673,FAM19A2,-0.52298952,4.978796521,-1.991990926,0.055739252,0.163884227,-4.912898617,0.262546136,12,39
ENSG00000181830,SLC35C1,0.221037963,3.094718345,1.991567897,0.055763113,0.163926453,-4.643258624,0.110986908,11,39
ENSG00000149187,CELF1,0.122234978,7.13382148,1.99116022,0.055807777,0.164029807,-4.847055054,0.061388821,11,39
ENSG00000196136,SERPINA3,1.982749503,5.028777459,1.991087467,0.055843672,0.16406873,-4.912594495,0.995812357,14,39
ENSG00000212127,TAS2R14,-0.281814228,1.799614315,-1.990830503,0.055848382,0.16406873,-4.43299894,0.141556113,12,39
ENSG00000104427,ZC2HC1A,-0.316087963,4.358340798,-1.991036706,0.055849543,0.16406873,-4.840841969,0.158755468,8,39
ENSG00000176593,AC008969.1,-0.269737788,4.092093005,-1.990830843,0.055873363,0.16410423,-4.812446348,0.135490059,19,39
ENSG00000280434,AL031595.3,-0.32843573,1.962776901,-1.990723681,0.055880648,0.16410423,-4.409952634,0.164983083,22,39
ENSG00000106086,PLEKHA8,0.190873498,4.648836885,1.990515786,0.055905459,0.164149157,-4.900828717,0.095891477,7,39
ENSG00000204592,HLA-E,0.325436312,7.455021988,1.990128888,0.055954649,0.164265639,-4.842485146,0.163525244,6,39
ENSG00000162976,PQLC3,0.295776757,2.090670795,1.989751125,0.055984999,0.164326779,-4.457849585,0.148650127,2,39
ENSG00000160199,PKNOX1,0.191050673,4.417235417,1.989400406,0.056031884,0.16441581,-4.877019187,0.096034299,21,39
ENSG00000149089,APIP,0.253419517,3.405471066,1.989441177,0.056034387,0.16441581,-4.746019435,0.127382262,11,39
ENSG00000148606,POLR3A,-0.234294228,5.503850574,-1.989322004,0.056048215,0.164428424,-4.922705197,0.117775919,10,39
ENSG00000196376,SLC35F1,-0.235908264,5.984038001,-1.989135238,0.056069891,0.164456278,-4.811828856,0.118598404,6,39
ENSG00000159063,ALG8,-0.166404044,2.850309767,-1.988839035,0.05607677,0.164456278,-4.629423352,0.083668935,11,39
ENSG00000251143,AP002490.1,-0.470036651,1.017844382,-1.988655223,0.056125637,0.164545774,-4.296431059,0.236359046,11,39
ENSG00000188352,FOCAD,-0.202598743,6.800212133,-1.988649021,0.056126357,0.164545774,-4.874026908,0.101877577,9,39
ENSG00000161835,GRASP,-0.316349124,4.392248547,-1.988066289,0.056194098,0.164716384,-4.851014429,0.159124032,12,39
ENSG00000139174,PRICKLE1,-0.380480305,4.662839708,-1.987464357,0.056264146,0.164893699,-4.889064177,0.191440065,12,39
ENSG00000234857,HNRNPUL2-BSCL2,-0.271928297,6.124874252,-1.987303128,0.056282921,0.164920714,-4.931146372,0.136832823,11,39
ENSG00000171657,GPR82,-0.403045221,0.342879453,-1.987006975,0.05631304,0.164980953,-4.260556498,0.202840366,X,39
ENSG00000112031,MTRF1L,0.253309879,4.450131239,1.986733971,0.056349244,0.165058998,-4.872518754,0.127500653,6,39
ENSG00000196531,NACA,0.119612899,7.151290812,1.985908044,0.056418052,0.165216743,-4.820193974,0.060230835,12,39
ENSG00000174021,GNG5,0.277729554,2.491051872,1.985940507,0.056422246,0.165216743,-4.484222707,0.139847872,1,39
ENSG00000197061,HIST1H4C,0.175855026,5.320550724,1.98567772,0.056452011,0.165264447,-4.885264647,0.088561716,6,39
ENSG00000117625,RCOR3,-0.226080785,4.944431939,-1.98580459,0.056457691,0.165264447,-4.921996675,0.113848455,1,39
ENSG00000235652,AL356599.1,-0.233877421,3.589433114,-1.985628718,0.056478234,0.16529654,-4.740851786,0.117785072,6,39
ENSG00000261796,ISY1-RAB43,0.570767802,2.79622483,1.985516077,0.056491394,0.16530702,-4.680695959,0.287465716,3,39
ENSG00000171603,CLSTN1,-0.230122201,8.856916043,-1.985068772,0.056540675,0.165407878,-4.743277513,0.115926563,1,39
ENSG00000130193,THEM6,-0.172761199,4.267977255,-1.984842613,0.056545032,0.165407878,-4.877019242,0.087040251,8,39
ENSG00000273487,AC104836.1,0.411760651,0.544103126,1.984847964,0.056566829,0.165443593,-4.257903669,0.207451985,1,39
ENSG00000110871,COQ5,0.165998052,3.060785597,1.984322491,0.056603429,0.165470322,-4.684529591,0.083654775,12,39
ENSG00000212125,TAS2R15P,-0.390303887,0.75155304,-1.984503923,0.056606518,0.165470322,-4.29228746,0.196675795,12,39
ENSG00000136051,WASHC4,0.15690346,6.006307197,1.984176477,0.056620527,0.165470322,-4.902371415,0.079077371,12,39
ENSG00000101680,LAMA1,0.470178903,3.577483709,1.984319156,0.056631401,0.165470322,-4.767065879,0.236947218,18,39
ENSG00000143198,MGST3,-0.161256261,5.793458764,-1.984045053,0.05663592,0.165470322,-4.842279333,0.081276511,1,39
ENSG00000139915,MDGA2,-0.298221633,4.594934472,-1.984260088,0.056638319,0.165470322,-4.886865309,0.150293621,14,39
ENSG00000253336,AC018992.1,-0.312277553,0.448034391,-1.983983836,0.056643092,0.165470322,-4.2854527,0.157399243,8,39
ENSG00000033800,PIAS1,0.136167481,5.881312023,1.983643474,0.05668298,0.165558818,-4.829238125,0.068645139,15,39
ENSG00000054277,OPN3,-0.336129116,3.777679914,-1.982594641,0.056833657,0.165940494,-4.81247821,0.16954001,1,39
ENSG00000175505,CLCF1,0.371554349,0.853878668,1.982467757,0.056834107,0.165940494,-4.278716352,0.187420122,11,39
ENSG00000050628,PTGER3,0.723525521,3.293473215,1.982519324,0.056842505,0.165940494,-4.668512236,0.364952569,1,39
ENSG00000181790,ADGRB1,-0.227128267,6.660093633,-1.981728621,0.056935464,0.166183756,-4.920212574,0.114611186,8,39
ENSG00000104946,TBC1D17,-0.207865293,4.999464293,-1.981562981,0.056954954,0.166212531,-4.937428269,0.104899665,19,39
ENSG00000065357,DGKA,-0.297763489,3.612470741,-1.981168497,0.057001396,0.166319933,-4.758999859,0.150296903,12,39
ENSG00000168301,KCTD6,0.237183594,3.535445333,1.980764411,0.057049002,0.166430697,-4.753315753,0.119743465,3,39
ENSG00000177370,TIMM22,0.175396432,3.869440496,1.980131134,0.057096035,0.166539753,-4.817583042,0.08857819,17,39
ENSG00000179115,FARSA,-0.280155751,5.162909252,-1.979835833,0.057158531,0.166672662,-4.953119339,0.141504536,19,39
ENSG00000132623,ANKEF1,0.371091409,1.246378466,1.979815607,0.057160919,0.166672662,-4.376865748,0.187437359,20,39
ENSG00000235453,SMIM27,0.256788702,1.93393227,1.979320937,0.057193242,0.166738736,-4.506207593,0.129735758,9,39
ENSG00000124243,BCAS4,-0.345570813,5.002292031,-1.979063202,0.057249806,0.166875447,-4.92526581,0.174613328,20,39
ENSG00000141127,PRPSAP2,-0.128892639,4.437135573,-1.978547758,0.057283101,0.166944298,-4.868800297,0.065145073,17,39
ENSG00000072201,LNX1,-0.417689457,5.207069246,-1.978395431,0.057328796,0.167049256,-4.942481093,0.211125365,4,39
ENSG00000272821,U62317.3,0.226930788,1.654544987,1.978067651,0.057339928,0.167053487,-4.420079077,0.114723472,22,39
ENSG00000130338,TULP4,-0.233963741,8.52431135,-1.978127323,0.057360537,0.167085317,-4.848697769,0.11827537,6,39
ENSG00000196653,ZNF502,-0.212534016,2.362671593,-1.977467278,0.05741106,0.167204263,-4.570026149,0.107477893,3,39
ENSG00000188227,ZNF793,-0.232486634,4.120357153,-1.977473981,0.057437949,0.167254346,-4.874153153,0.117567481,19,39
ENSG00000140839,CLEC18B,0.476564196,0.853657385,1.977220175,0.057468047,0.167313753,-4.290547948,0.241027379,16,39
ENSG00000154096,THY1,-0.423800569,7.514107376,-1.977096439,0.057482725,0.167319569,-4.890375175,0.214355031,11,39
ENSG00000081985,IL12RB2,-0.421137242,2.437585032,-1.977039865,0.057489437,0.167319569,-4.569309189,0.213014037,1,39
ENSG00000229980,TOB1-AS1,-0.35916428,1.488486136,-1.976937377,0.057501598,0.167323104,-4.429663088,0.181677115,17,39
ENSG00000136280,CCM2,-0.222619826,5.486866495,-1.976683437,0.057531741,0.167323104,-4.963652181,0.112622903,7,39
ENSG00000083896,YTHDC1,-0.141717563,6.262342493,-1.976403151,0.057537327,0.167323104,-4.883217189,0.071704785,4,39
ENSG00000137522,RNF121,0.177128793,3.55452853,1.976309333,0.057548471,0.167323104,-4.798650887,0.089626047,11,39
ENSG00000198393,ZNF26,-0.281686304,4.269880948,-1.976539131,0.057548876,0.167323104,-4.898713595,0.142514914,12,39
ENSG00000188501,LCTL,0.526252773,0.100362294,1.976494527,0.057554173,0.167323104,-4.212689835,0.266255619,15,39
ENSG00000144580,CNOT9,0.113398146,4.578320186,1.976224685,0.057558527,0.167323104,-4.888351894,0.057381201,2,39
ENSG00000214389,RPS3AP26,0.349359757,0.099994483,1.975751356,0.057614787,0.167458442,-4.228983778,0.176823746,7,39
ENSG00000110906,KCTD10,-0.192347851,5.132500886,-1.975661021,0.057653241,0.167541987,-4.941192566,0.097358732,12,39
ENSG00000140522,RLBP1,0.348575734,2.145414804,1.975566441,0.057664491,0.167546466,-4.480385406,0.176443437,15,39
ENSG00000198597,ZNF536,-0.434825033,5.363902214,-1.975382998,0.057686318,0.167581668,-4.938447641,0.220121887,19,39
ENSG00000094963,FMO2,0.809313995,1.491486677,1.974968248,0.057735694,0.167688626,-4.397183843,0.409785826,1,39
ENSG00000280334,AC009084.2,-0.485356492,2.536709318,-1.974910503,0.057742572,0.167688626,-4.643226114,0.245761259,16,39
ENSG00000070761,CFAP20,-0.242984686,3.957083316,-1.97471126,0.057766307,0.167719029,-4.853552728,0.12304821,16,39
