gene_name	log2_fold_change	FDR_adjusted_p_value	ref_allele	non_ref_allele	sample_size
ENSG00000016391|CHDH	0.267233028364158	0.0005019161937896	AD	Control	423
ENSG00000066735|KIF26A	0.200601959746241	0.0011743296379451	AD	Control	423
ENSG00000171723|GPHN	-0.110844794634414	0.0027402516857077	AD	Control	423
ENSG00000196611|MMP1	-0.0596040421557775	1.0	AD	Control	423
ENSG00000021574|SPAST	0.0201145672262065	0.699919144404465	AD	Control	423
ENSG00000180329|CCDC43	-0.0676067446588192	0.0500597528763561	AD	Control	423
ENSG00000182010|RTKN2	-0.04826241969016	0.553346446638827	AD	Control	423
ENSG00000182021|AL591379.1	-0.053201864085687	0.708317347270534	AD	Control	423
ENSG00000128581|IFT22	-0.0938840467804151	0.0003211128935556	AD	Control	423
ENSG00000180340|FZD2	0.124274536545608	0.216945663496955	AD	Control	423
ENSG00000150048|CLEC1A	0.121132115064328	0.248179808748589	AD	Control	423
ENSG00000180801|ARSJ	-0.0227796344050047	0.819383543301016	AD	Control	423
ENSG00000175895|PLEKHF2	0.101109149921596	0.188611446281317	AD	Control	423
ENSG00000053900|ANAPC4	-0.0241543364408951	0.683457833740266	AD	Control	423
ENSG00000137154|RPS6	0.0586453360128752	0.130538381277519	AD	Control	423
ENSG00000161381|PLXDC1	0.0524487765530685	0.259179620311261	AD	Control	423
ENSG00000105479|CCDC114	0.1326114450018	0.024034223863513	AD	Control	423
ENSG00000176198|OR11H4	-0.0958709743244506	0.705076472713147	AD	Control	423
ENSG00000168884|TNIP2	0.225127776019512	0.0001696315066529	AD	Control	423
ENSG00000243660|ZNF487	0.0288420434007248	0.631122463518862	AD	Control	423
ENSG00000176871|WSB2	-0.0814299739367846	0.141644298161094	AD	Control	423
ENSG00000180658|OR2A4	0.331794531504176	0.46004722965817	AD	Control	423
ENSG00000140905|GCSH	0.0178261847474704	0.846036116967498	AD	Control	423
ENSG00000177932|ZNF354C	0.0793098552355106	0.261901991010176	AD	Control	423
ENSG00000136878|USP20	-0.032403539813297	0.44272229496824	AD	Control	423
ENSG00000181781|ODF3L2	0.059863418501802	0.606079096769609	AD	Control	423
ENSG00000258947|TUBB3	-0.262394454556903	0.0023017232617137	AD	Control	423
ENSG00000082126|MPP4	0.0117985001094204	0.873378579844023	AD	Control	423
ENSG00000176219|OR11H6	0.144480141824592	1.0	AD	Control	423
ENSG00000086159|AQP6	0.438281592804265	5.30599575759308e-08	AD	Control	423
ENSG00000080802|CNOT4	-0.0288501901691609	0.320449595675774	AD	Control	423
ENSG00000070831|CDC42	-0.0750475214884333	0.183700961743147	AD	Control	423
ENSG00000052749|RRP12	0.0012015112245089	0.984870457868327	AD	Control	423
ENSG00000169288|MRPL1	-0.0669579378223212	0.0718724433120775	AD	Control	423
ENSG00000179241|LDLRAD3	0.267807069842757	2.67400053255954e-06	AD	Control	423
ENSG00000127507|ADGRE2	0.125072820762021	0.150126846267098	AD	Control	423
ENSG00000010292|NCAPD2	0.130822017691369	0.0003997064994317	AD	Control	423
ENSG00000182196|ARL6IP4	0.020298092840582	0.710863888542756	AD	Control	423
ENSG00000063322|MED29	-0.114877601609405	0.002135961015538	AD	Control	423
ENSG00000083642|PDS5B	0.127696211377425	0.171877329299481	AD	Control	423
ENSG00000261915|AC026954.2	-0.110021947875823	0.566470510295335	AD	Control	423
ENSG00000134940|ACRV1	-0.0051330053754833	0.963373920018202	AD	Control	423
ENSG00000215041|NEURL4	-0.0141871527513635	0.858083596332911	AD	Control	423
ENSG00000166133|RPUSD2	-0.0678768786274325	0.130131611553458	AD	Control	423
ENSG00000115459|ELMOD3	0.0489091787489027	0.0735709707652573	AD	Control	423
ENSG00000157514|TSC22D3	0.121214056885934	0.0141263869836445	AD	Control	423
ENSG00000170579|DLGAP1	-0.173170439430563	0.0024049107999907	AD	Control	423
ENSG00000176723|ZNF843	-0.0893269482215305	0.101677009622393	AD	Control	423
ENSG00000176246|OR4L1	-0.101443554239237	1.0	AD	Control	423
ENSG00000178971|CTC1	-0.0180026110726397	0.810296429277876	AD	Control	423
ENSG00000181744|C3orf58	0.0271618324782036	0.728713410790681	AD	Control	423
ENSG00000091972|CD200	-0.236018086473201	0.0014127235034135	AD	Control	423
ENSG00000117528|ABCD3	0.0450511492911709	0.464627326467803	AD	Control	423
ENSG00000148303|RPL7A	-0.0273999763016917	0.539783934294738	AD	Control	423
ENSG00000181817|LSM10	0.049820950346746	0.275734110807713	AD	Control	423
ENSG00000122406|RPL5	-0.0086276166975434	0.869985760120293	AD	Control	423
ENSG00000137809|ITGA11	0.134175231468108	0.0430902184046783	AD	Control	423
ENSG00000146701|MDH2	-0.159975867166902	0.0080221896830445	AD	Control	423
ENSG00000181333|HEPHL1	0.152658249411055	0.545221427885759	AD	Control	423
ENSG00000237575|PYY2	0.195685582064996	0.0257189590029634	AD	Control	423
ENSG00000143740|SNAP47	-0.04687488239165	0.301581791176484	AD	Control	423
ENSG00000109625|CPZ	-0.0482861567289237	0.784639808329518	AD	Control	423
ENSG00000176907|TCIM	-0.15145488068501	0.0806072393325363	AD	Control	423
ENSG00000172878|METAP1D	-0.0569927597445262	0.134244569537228	AD	Control	423
ENSG00000175697|GPR156	-0.178292465293252	0.0322535748817556	AD	Control	423
ENSG00000178150|ZNF114	0.0407730885863578	0.764853551923058	AD	Control	423
ENSG00000068323|TFE3	0.0247164179496641	0.566721988396258	AD	Control	423
ENSG00000071243|ING3	-0.0054858623643653	0.944536360596198	AD	Control	423
ENSG00000114779|ABHD14B	0.0320188934797363	0.53060064708394	AD	Control	423
ENSG00000114544|SLC41A3	-0.0956800345583444	0.0050455289311319	AD	Control	423
ENSG00000178028|DMAP1	-0.0156011190025331	0.72503114987523	AD	Control	423
ENSG00000176281|OR4K5	0.0443676417904837	1.0	AD	Control	423
ENSG00000180667|YOD1	0.018990720180403	0.847689825731187	AD	Control	423
ENSG00000178795|GDPD4	-0.0253440107673373	0.923014923613672	AD	Control	423
ENSG00000060237|WNK1	0.109264803705132	0.0146038606613662	AD	Control	423
ENSG00000176294|OR4N2	0.210794314895587	0.344082322982734	AD	Control	423
ENSG00000176018|LYSMD3	0.0477277524047098	0.506397652687473	AD	Control	423
ENSG00000176299|OR4M1	-0.136476854687392	0.497824226084587	AD	Control	423
ENSG00000253276|CCDC71L	-0.0902121892813479	0.149676791129252	AD	Control	423
ENSG00000221914|PPP2R2A	-0.016956452875071	0.753315569936107	AD	Control	423
ENSG00000100628|ASB2	-0.2695605712346	0.0019479112826149	AD	Control	423
ENSG00000107957|SH3PXD2A	-0.0211885171467924	0.585998120876133	AD	Control	423
ENSG00000153446|C16orf89	-0.0184701806767864	0.862978552755254	AD	Control	423
ENSG00000065243|PKN2	-0.0049271046129501	0.950599375264098	AD	Control	423
ENSG00000141499|WRAP53	0.0715361402624506	0.277733528239648	AD	Control	423
ENSG00000183785|TUBA8	-0.206106152941767	0.0384461945005203	AD	Control	423
ENSG00000177853|ZNF518A	-0.190469146032182	0.0003211128935556	AD	Control	423
ENSG00000179256|SMCO3	0.176551433352685	0.44505827165794	AD	Control	423
ENSG00000178896|EXOSC4	-0.0697829485290422	0.317544827532399	AD	Control	423
ENSG00000186660|ZFP91	0.0823974073954639	0.0369419843266797	AD	Control	423
ENSG00000111877|MCM9	0.0446537451337225	0.372616909454401	AD	Control	423
ENSG00000215853|RPTN	-0.473457359806869	1.0	AD	Control	423
ENSG00000129680|MAP7D3	0.0771915732238518	0.322313604407102	AD	Control	423
ENSG00000180113|TDRD6	0.0775695254451918	0.366481332284803	AD	Control	423
ENSG00000198034|RPS4X	0.0133657503703234	0.85448183083214	AD	Control	423
ENSG00000227500|SCAMP4	0.0508858579312489	0.284385547575596	AD	Control	423
ENSG00000101076|HNF4A	-0.0426686373692237	0.621692781733884	AD	Control	423
ENSG00000177839|PCDHB9	0.0249446882738645	0.782468788859686	AD	Control	423
ENSG00000177984|LCN15	-0.0892928301874821	0.452366834540232	AD	Control	423
ENSG00000123545|NDUFAF4	-0.0320159479802775	0.700138382682605	AD	Control	423
ENSG00000116871|MAP7D1	-0.0268308305584213	0.659244732800381	AD	Control	423
ENSG00000107929|LARP4B	-0.0907502361679748	0.0016659185325704	AD	Control	423
ENSG00000180432|CYP8B1	0.0257396301554765	0.851271512875851	AD	Control	423
ENSG00000178999|AURKB	0.0531786669761114	0.781927117039524	AD	Control	423
ENSG00000065485|PDIA5	-0.0007011594244943	0.993429335515605	AD	Control	423
ENSG00000105609|LILRB5	0.0884650646831049	0.347552142742069	AD	Control	423
ENSG00000175785|PRIMA1	0.288905318824201	0.0004878318433842	AD	Control	423
ENSG00000178342|KCNG2	-0.208835001294955	0.0914580012970676	AD	Control	423
ENSG00000105552|BCAT2	0.0628399661074958	0.343045747706081	AD	Control	423
ENSG00000197362|ZNF786	-0.0559860111329797	0.379733130718612	AD	Control	423
ENSG00000131620|ANO1	-0.133812796009663	0.142379244024619	AD	Control	423
ENSG00000181929|PRKAG1	-0.0764301985182457	0.0010882041954052	AD	Control	423
ENSG00000198670|LPA	-0.613426381218139	0.0007033176722555	AD	Control	423
ENSG00000113240|CLK4	-0.0255235296367246	0.74686651855976	AD	Control	423
ENSG00000164853|UNCX	-0.114551314161946	1.0	AD	Control	423
ENSG00000139517|LNX2	-0.0264354917641185	0.641733751984465	AD	Control	423
ENSG00000124067|SLC12A4	0.181115205173723	0.0010317812170971	AD	Control	423
ENSG00000138764|CCNG2	-0.0491608569525039	0.406759147144898	AD	Control	423
ENSG00000137501|SYTL2	-0.0675787423111193	0.225285561921715	AD	Control	423
ENSG00000125846|ZNF133	-0.0389287400747681	0.378428091963602	AD	Control	423
ENSG00000177301|KCNA2	-0.103982963771286	0.110664635817575	AD	Control	423
ENSG00000137872|SEMA6D	-0.0590420306052306	0.195088182614516	AD	Control	423
ENSG00000244623|OR2AE1	-0.0569930472928946	0.846811642898677	AD	Control	423
ENSG00000180878|C11orf42	-0.17063029635463	0.11945512669404	AD	Control	423
ENSG00000163600|ICOS	-0.391968678457814	1.0	AD	Control	423
ENSG00000179071|CCDC89	-0.10995072644709	0.255335612675009	AD	Control	423
ENSG00000110693|SOX6	0.0366395905443097	0.641834677039633	AD	Control	423
ENSG00000120885|CLU	0.0638752383772932	0.298061121132917	AD	Control	423
ENSG00000176542|USF3	0.0400191289057094	0.476619851941858	AD	Control	423
ENSG00000176973|FAM89B	0.0156090754008565	0.819050160594558	AD	Control	423
ENSG00000204478|PRAMEF20	0.0010716288630108	1.0	AD	Control	423
ENSG00000063438|AHRR	-0.206167728647801	0.025968613914006	AD	Control	423
ENSG00000109814|UGDH	0.0402098549833734	0.481713935849203	AD	Control	423
ENSG00000179029|TMEM107	-0.163970224305029	3.81363081618733e-07	AD	Control	423
ENSG00000171817|ZNF540	-0.0923911901347006	0.0792626838137175	AD	Control	423
ENSG00000179564|LSMEM2	0.186725481369014	0.0689483948555206	AD	Control	423
ENSG00000179218|CALR	-0.0843605481586155	0.0656462486721579	AD	Control	423
ENSG00000160062|ZBTB8A	-0.0369056921551169	0.721690535029517	AD	Control	423
ENSG00000143994|ABHD1	0.0731876469432131	0.297111001049024	AD	Control	423
ENSG00000197302|ZNF720	-0.0259842867942184	0.48160214753194	AD	Control	423
ENSG00000178381|ZFAND2A	-0.0666432348630084	0.214894252293181	AD	Control	423
ENSG00000180909|OR52B1P	0.0520105230863707	1.0	AD	Control	423
ENSG00000220205|VAMP2	-0.162326656952779	0.0015634955658252	AD	Control	423
ENSG00000273762|VN1R76P	0.172465257519391	1.0	AD	Control	423
ENSG00000180913|OR56B3P	-0.0295466098048876	1.0	AD	Control	423
ENSG00000081760|AACS	-0.0378046929396799	0.44570905522446	AD	Control	423
ENSG00000118513|MYB	0.0743059060108177	0.531641477801228	AD	Control	423
ENSG00000180919|OR56B4	-0.210293232765861	1.0	AD	Control	423
ENSG00000144061|NPHP1	-0.0062920962901008	0.908428923369056	AD	Control	423
ENSG00000181804|SLC9A9	0.086477004561813	0.216145663280679	AD	Control	423
ENSG00000177875|CCDC184	-0.228318418875532	0.011604952649374	AD	Control	423
ENSG00000125779|PANK2	0.0683753867236549	0.0855705925371092	AD	Control	423
ENSG00000135426|TESPA1	-0.14716785990503	0.0597344621016968	AD	Control	423
ENSG00000115694|STK25	-0.0463499491429237	0.228309426607071	AD	Control	423
ENSG00000126945|HNRNPH2	-0.0906999162580569	0.0662431941269655	AD	Control	423
ENSG00000168259|DNAJC7	-0.101261020251835	0.0049394932215224	AD	Control	423
ENSG00000197062|ZSCAN26	-0.0724608657028167	0.119768750411109	AD	Control	423
ENSG00000179299|NSUN7	0.0660324836012742	0.619837950250247	AD	Control	423
ENSG00000176055|MBLAC2	-0.0805573421124526	0.419902483531737	AD	Control	423
ENSG00000177885|GRB2	-0.0471784718472826	0.242841037953639	AD	Control	423
ENSG00000166147|FBN1	-0.0421523146865417	0.509209623139632	AD	Control	423
ENSG00000170312|CDK1	-0.145697148970973	0.176192799255583	AD	Control	423
ENSG00000023892|DEF6	0.0967700966169392	0.143306085151055	AD	Control	423
ENSG00000016402|IL20RA	0.229481203932804	0.0040008816475847	AD	Control	423
ENSG00000176974|SHMT1	0.0881315515419149	0.0284338575615729	AD	Control	423
ENSG00000163629|PTPN13	0.100912183394072	0.12414067439995	AD	Control	423
ENSG00000046653|GPM6B	0.082062442708051	0.156220953152068	AD	Control	423
ENSG00000173171|MTX1	-0.0214173253251291	0.61400465242725	AD	Control	423
ENSG00000146574|CCZ1B	-0.0617180956016123	0.118272646792737	AD	Control	423
ENSG00000130167|TSPAN16	-0.0163154027417403	0.927709810299424	AD	Control	423
ENSG00000140025|EFCAB11	-0.0055403640550621	0.9534523641671	AD	Control	423
ENSG00000162927|PUS10	-0.0840578711042693	0.0735622169793698	AD	Control	423
ENSG00000126785|RHOJ	0.200758543230335	0.0015055429211362	AD	Control	423
ENSG00000011132|APBA3	0.0114825939330341	0.892213171873324	AD	Control	423
ENSG00000105053|VRK3	-0.0211429380093162	0.309795616956624	AD	Control	423
ENSG00000180475|OR10Q1	-0.246386667965624	1.0	AD	Control	423
ENSG00000177879|AP3S1	-0.0753358548702711	0.198260591334396	AD	Control	423
ENSG00000180914|OXTR	-0.150054622330896	0.166792074800352	AD	Control	423
ENSG00000180318|ALX1	-0.0046415160566347	0.991297440409331	AD	Control	423
ENSG00000176903|PNMA1	-0.168259961931879	0.0187631835908343	AD	Control	423
ENSG00000131899|LLGL1	0.220171290942552	3.79637627785613e-06	AD	Control	423
ENSG00000128923|MINDY2	0.0840858593240053	0.134066711728396	AD	Control	423
ENSG00000149294|NCAM1	-0.0076256709991949	0.901871351921438	AD	Control	423
ENSG00000179262|RAD23A	-0.0391471563506641	0.485763748237435	AD	Control	423
ENSG00000121060|TRIM25	0.0020021989864964	0.979765970612672	AD	Control	423
ENSG00000043514|TRIT1	-0.0588568198389012	0.302918582999894	AD	Control	423
ENSG00000067221|STOML1	-0.121026608093783	0.0408429610837899	AD	Control	423
ENSG00000092068|SLC7A8	-0.0825242014632549	0.0865412365472466	AD	Control	423
ENSG00000034152|MAP2K3	0.11736564695871	0.0257922614566802	AD	Control	423
ENSG00000174996|KLC2	-0.0785156050913198	0.200014102608667	AD	Control	423
ENSG00000146826|C7orf43	-0.0097817329532075	0.877583289729229	AD	Control	423
ENSG00000179271|GADD45GIP1	-0.0057502605563354	0.955071833318333	AD	Control	423
ENSG00000196437|ZNF569	-0.0300626844373994	0.558322771447182	AD	Control	423
ENSG00000120992|LYPLA1	0.0121167106416065	0.854104707701139	AD	Control	423
ENSG00000225151|GOLGA2P7	0.0007793522492292	0.992370614538354	AD	Control	423
ENSG00000181690|PLAG1	-0.186039588550368	0.0004644111173379	AD	Control	423
ENSG00000147548|NSD3	-0.0029447880955032	0.964892224016925	AD	Control	423
ENSG00000177483|RBM44	0.0393762171412404	0.698348365818729	AD	Control	423
ENSG00000112305|SMAP1	-0.0344542839472653	0.55214947692085	AD	Control	423
ENSG00000180346|TIGD2	-0.0610940066783208	0.458927795741019	AD	Control	423
ENSG00000176302|FOXR1	0.119168534324576	0.693625776070395	AD	Control	423
ENSG00000177494|ZBED2	-0.146201003648516	1.0	AD	Control	423
ENSG00000180988|OR52N2	-0.430567150162821	1.0	AD	Control	423
ENSG00000141971|MVB12A	0.168131519747193	0.0003845859075016	AD	Control	423
ENSG00000175730|BAK1P1	-0.0124755659299977	0.953350590217595	AD	Control	423
ENSG00000176476|SGF29	0.0797824907158323	0.044826887655224	AD	Control	423
ENSG00000179284|DAND5	0.127471657158729	0.229615743055374	AD	Control	423
ENSG00000069345|DNAJA2	-0.130461624032592	0.0091922118464577	AD	Control	423
ENSG00000172831|CES2	-0.0829623039847738	0.0296213329628679	AD	Control	423
ENSG00000181017|OR56B2P	-0.159558016393068	0.608735659624416	AD	Control	423
ENSG00000177504|VCX2	-0.135030815277958	1.0	AD	Control	423
ENSG00000181023|OR56B1	-0.0908867789863123	0.746414408322274	AD	Control	423
ENSG00000138303|ASCC1	0.0624992904390408	0.0219362043514153	AD	Control	423
ENSG00000130224|LRCH2	0.0188197927909221	0.841584185186625	AD	Control	423
ENSG00000125107|CNOT1	0.0180944716546597	0.660333918211111	AD	Control	423
ENSG00000175806|MSRA	-0.0672314442850764	0.557290728171135	AD	Control	423
ENSG00000152443|ZNF776	-0.0216817255971429	0.689149795419711	AD	Control	423
ENSG00000104529|EEF1D	0.103476923643636	0.0794721308037616	AD	Control	423
ENSG00000105997|HOXA3	-0.142416617427533	0.692708128543673	AD	Control	423
ENSG00000179388|EGR3	-0.320117926607197	0.0036253648746069	AD	Control	423
ENSG00000188321|ZNF559	-0.0324226386232624	0.523565582724055	AD	Control	423
ENSG00000144218|AFF3	-0.10470061100542	0.0180567198118185	AD	Control	423
ENSG00000172006|ZNF554	-0.107406509513353	0.024199926552338	AD	Control	423
ENSG00000181074|OR52N4	-0.271322723362832	0.0925025581007784	AD	Control	423
ENSG00000108387|SEPT4	-0.0388325682025334	0.621692781733884	AD	Control	423
ENSG00000135392|DNAJC14	-0.0071002176580898	0.887366984367321	AD	Control	423
ENSG00000213413|PVRIG	0.0372382865479318	0.705076472713147	AD	Control	423
ENSG00000179094|PER1	0.132670875606778	0.0126049498236824	AD	Control	423
ENSG00000066923|STAG3	0.0106734150117927	0.843501778540811	AD	Control	423
ENSG00000248099|INSL3	-0.0325923579968504	0.801191037118679	AD	Control	423
ENSG00000063015|SEZ6	-0.188395030748112	0.0126866633968193	AD	Control	423
ENSG00000170525|PFKFB3	0.136779972289835	0.043383920558235	AD	Control	423
ENSG00000112320|SOBP	-0.0535425402437942	0.193431443475118	AD	Control	423
ENSG00000015475|BID	0.0192396497788243	0.71594845700994	AD	Control	423
ENSG00000100280|AP1B1	-0.0220972219343256	0.652266701542798	AD	Control	423
ENSG00000181856|SLC2A4	0.117334993326602	0.162138879088429	AD	Control	423
ENSG00000125046|SSUH2	0.0284850190189006	0.753008806145147	AD	Control	423
ENSG00000107742|SPOCK2	-0.0691404824211574	0.119101470377149	AD	Control	423
ENSG00000181029|TRAPPC5	-0.0317750186256648	0.761529237463881	AD	Control	423
ENSG00000101180|HRH3	-0.0311240192647627	0.721752899906475	AD	Control	423
ENSG00000083814|ZNF671	-0.00325033831047	0.953065363208231	AD	Control	423
ENSG00000178295|GEN1	-0.14835437305073	0.0004394357107452	AD	Control	423
ENSG00000011454|RABGAP1	-0.0295377391603165	0.375176583510618	AD	Control	423
ENSG00000154240|CEP112	0.0812319348761205	0.248503282438355	AD	Control	423
ENSG00000177943|MAMDC4	0.0061109291217216	0.954610877913918	AD	Control	423
ENSG00000176715|ACSF3	0.0022505285371545	0.97313934544222	AD	Control	423
ENSG00000177363|LRRN4CL	0.0013855242686241	0.989790633852417	AD	Control	423
ENSG00000177151|OR2T35	-0.288484765554627	1.0	AD	Control	423
ENSG00000149743|TRPT1	0.0939131372350931	0.0710099792715356	AD	Control	423
ENSG00000132854|KANK4	0.0916501145452664	0.351118012641426	AD	Control	423
ENSG00000176894|PXMP2	0.0450221484094999	0.296167373576437	AD	Control	423
ENSG00000112210|RAB23	0.0109363061178523	0.930046383470983	AD	Control	423
ENSG00000140538|NTRK3	0.0036760878494198	0.946193829293893	AD	Control	423
ENSG00000148824|MTG1	0.083012027388141	0.032453323626223	AD	Control	423
ENSG00000141084|RANBP10	-0.0637410149538527	0.0709514802987849	AD	Control	423
ENSG00000052344|PRSS8	0.0317026851992079	0.7921027853715	AD	Control	423
ENSG00000140332|TLE3	0.0629265775847719	0.256080469814743	AD	Control	423
ENSG00000062582|MRPS24	-0.0068859364091628	0.907521937156755	AD	Control	423
ENSG00000163867|ZMYM6	-0.0253909010755505	0.602515645852209	AD	Control	423
ENSG00000283992|SLURP2	0.0860877109455142	0.765762979906865	AD	Control	423
ENSG00000139624|CERS5	-0.0034571273314799	0.956757768347902	AD	Control	423
ENSG00000101871|MID1	0.0481019841199402	0.512379500061172	AD	Control	423
ENSG00000247077|PGAM5	-0.0887806134295554	0.0732758833599519	AD	Control	423
ENSG00000126391|FRMD8	0.0906942124211243	0.062359530168612	AD	Control	423
ENSG00000177045|SIX5	0.161732208342494	0.0982681074606078	AD	Control	423
ENSG00000099968|BCL2L13	0.0144560332908835	0.830812939588809	AD	Control	423
ENSG00000171643|S100Z	-0.114811357790442	0.559993856762826	AD	Control	423
ENSG00000181541|MAB21L2	0.0496140041441107	0.789459057146552	AD	Control	423
ENSG00000115310|RTN4	-0.113970461302319	0.063440831606801	AD	Control	423
ENSG00000138835|RGS3	0.140020575579032	0.0124392110737331	AD	Control	423
ENSG00000128789|PSMG2	-0.0118194461376885	0.788484424353342	AD	Control	423
ENSG00000155066|PROM2	-0.0103022942781713	0.887394879380821	AD	Control	423
ENSG00000126773|PCNX4	-0.0191806956082393	0.781531384571825	AD	Control	423
ENSG00000177994|C2orf73	-0.230462180610903	0.0260593248135791	AD	Control	423
ENSG00000172058|SERF1A	-0.0054991949094815	0.971343239704257	AD	Control	423
ENSG00000178307|TMEM11	0.0081528194088824	0.873751992097835	AD	Control	423
ENSG00000163072|NOSTRIN	0.0829612681857853	0.46549273586799	AD	Control	423
ENSG00000177938|CAPZA3	-0.102171858471292	1.0	AD	Control	423
ENSG00000180383|DEFB124	0.0920220263407949	0.692442797250675	AD	Control	423
ENSG00000214078|CPNE1	0.0130747457270223	0.801366079245373	AD	Control	423
ENSG00000177051|FBXO46	0.0185717730757147	0.741416073343255	AD	Control	423
ENSG00000177981|ASB8	-0.0511840172619739	0.0346318906841681	AD	Control	423
ENSG00000176014|TUBB6	0.100342987289867	0.195892940499755	AD	Control	423
ENSG00000154027|AK5	-0.131958860178881	0.0742867896955242	AD	Control	423
ENSG00000128536|CDHR3	0.0173256110569183	0.754582634407939	AD	Control	423
ENSG00000176771|NCKAP5	0.157692934571019	0.0477705767640628	AD	Control	423
ENSG00000180245|RRH	-0.0429195879160335	0.759833575041376	AD	Control	423
ENSG00000179314|WSCD1	0.2891561077634	1.84799551723e-06	AD	Control	423
ENSG00000171476|HOPX	-0.207826847140264	2.08439895005606e-05	AD	Control	423
ENSG00000197888|UGT2B17	0.327855094042364	1.0	AD	Control	423
ENSG00000189269|DRICH1	-0.0217365971048783	0.877845421736698	AD	Control	423
ENSG00000120669|SOHLH2	0.0118447626690229	0.91090072569159	AD	Control	423
ENSG00000089250|NOS1	-0.0173428084369471	0.874147710764602	AD	Control	423
ENSG00000138029|HADHB	0.0741761459349707	0.327955158252784	AD	Control	423
ENSG00000178021|TSPYL6	-0.130103352469401	0.0912532180145091	AD	Control	423
ENSG00000179431|FJX1	0.0200997297401759	0.804026188160462	AD	Control	423
ENSG00000179111|HES7	0.197866642391858	0.0096676175134009	AD	Control	423
ENSG00000178358|OR2D3	-0.354702743310643	0.0948046386089758	AD	Control	423
ENSG00000177174|OR14C36	0.23665375251399	1.0	AD	Control	423
ENSG00000125703|ATG4C	0.087583983034416	0.13410136086898	AD	Control	423
ENSG00000179172|HNRNPCL1	-0.0373209506738329	1.0	AD	Control	423
ENSG00000181322|NME9	-0.0722549560227755	0.0449122745547279	AD	Control	423
ENSG00000005022|SLC25A5	-0.0491592870782516	0.534549981888867	AD	Control	423
ENSG00000177383|MAGEF1	-0.0702016180854442	0.242267111242454	AD	Control	423
ENSG00000164871|SPAG11B	0.0647368190525524	1.0	AD	Control	423
ENSG00000232370|AF241726.1	-0.309074215340175	1.0	AD	Control	423
ENSG00000108469|RECQL5	0.0063207530406792	0.930267862688724	AD	Control	423
ENSG00000018699|TTC27	-0.0064494662820293	0.91725156985374	AD	Control	423
ENSG00000154655|L3MBTL4	0.0395236517970409	0.304460286120415	AD	Control	423
ENSG00000134504|KCTD1	-0.0994629873341376	0.0226894392540978	AD	Control	423
ENSG00000071909|MYO3B	0.0408034772298846	0.789588034502833	AD	Control	423
ENSG00000178449|COX14	-0.0482991233342592	0.296475255143277	AD	Control	423
ENSG00000109881|CCDC34	-0.0490069983427286	0.628230249803672	AD	Control	423
ENSG00000179846|NKPD1	-0.162714210998898	0.0260845904789196	AD	Control	423
ENSG00000012817|KDM5D	-0.269678386850344	0.322135033039597	AD	Control	423
ENSG00000177186|OR2M7	-0.0703091105407434	0.808778432372492	AD	Control	423
ENSG00000163110|PDLIM5	0.0949727023137167	0.14371002683114	AD	Control	423
ENSG00000154025|SLC5A10	0.068452428526703	0.580855787641938	AD	Control	423
ENSG00000181617|FDCSP	-0.0757318597429184	1.0	AD	Control	423
ENSG00000089351|GRAMD1A	0.0511753019274686	0.281732384396819	AD	Control	423
ENSG00000178538|CA8	0.0491218663336266	0.602872719217468	AD	Control	423
ENSG00000177201|OR2T12	0.0385226230948063	0.682820639857105	AD	Control	423
ENSG00000132024|CC2D1A	0.0890588789725734	0.0152282851287301	AD	Control	423
ENSG00000166887|VPS39	-0.0426950261741958	0.158416224078007	AD	Control	423
ENSG00000002834|LASP1	0.0198399031355249	0.548239989382802	AD	Control	423
ENSG00000214013|GANC	0.0468290729261223	0.383084284554642	AD	Control	423
ENSG00000177212|OR2T33	-0.0130455261846916	0.916252422472604	AD	Control	423
ENSG00000092529|CAPN3	0.139663245902852	0.0748442678581381	AD	Control	423
ENSG00000163961|RNF168	0.0134913069765402	0.806573726914523	AD	Control	423
ENSG00000137070|IL11RA	-0.0109267494111097	0.888310745293339	AD	Control	423
ENSG00000176695|OR4F17	0.0023336676250512	0.989790633852417	AD	Control	423
ENSG00000217930|PAM16	-0.0641213076050909	0.204556965382317	AD	Control	423
ENSG00000155970|MICU3	-0.0969989416965313	0.1143330064896	AD	Control	423
ENSG00000177889|UBE2N	-0.129039197927775	0.0306935903661991	AD	Control	423
ENSG00000142765|SYTL1	0.242021493882308	0.00017180595474	AD	Control	423
ENSG00000095321|CRAT	0.0106197060315617	0.855279192454228	AD	Control	423
ENSG00000176909|MAMSTR	-0.021690051543765	0.799161609081018	AD	Control	423
ENSG00000258366|RTEL1	0.0037168759059061	0.966338391613973	AD	Control	423
ENSG00000177233|OR2M1P	-0.273017886138767	0.324447844697184	AD	Control	423
ENSG00000181896|ZNF101	-0.0296080276307729	0.701677738148795	AD	Control	423
ENSG00000181938|GINS3	0.0496287765964744	0.617731308610304	AD	Control	423
ENSG00000116406|EDEM3	-0.0154379204971403	0.868664648516122	AD	Control	423
ENSG00000137106|GRHPR	0.0623904062044561	0.0378500147839636	AD	Control	423
ENSG00000180875|GREM2	-0.186245389328262	0.0271364836626566	AD	Control	423
ENSG00000187950|OVCH1	0.201956732710071	0.08979422864175	AD	Control	423
ENSG00000149091|DGKZ	-0.0714098023525484	0.221390610426243	AD	Control	423
ENSG00000180532|ZSCAN4	0.0864804003787293	0.545234768611979	AD	Control	423
