gene_name	log2_fold_change	p_value	ref_allele	non_ref_allele	sample_size
ENSG00000186654|PRR5	0.037063148	2.36625e-05	AD	Control	227
ENSG00000007255|TRAPPC6A	-0.129671538	6.33489e-06	AD	Control	227
ENSG00000006282|SPATA20	-0.071257593	8.43389e-06	AD	Control	227
ENSG00000007306|CEACAM7	-0.260837576	3.06673e-05	AD	Control	227
ENSG00000007312|CD79B	0.360817488	3.36637e-06	AD	Control	227
ENSG00000005486|RHBDD2	-0.21174271	1.78948e-06	AD	Control	227
ENSG00000007376|RPUSD1	-0.0127445	2.71166e-05	AD	Control	227
ENSG00000007520|TSR3	-0.018927215	2.3804e-05	AD	Control	227
ENSG00000006025|OSBPL7	0.127807355	4.61822e-06	AD	Control	227
ENSG00000004777|ARHGAP33	0.024797853	2.60371e-05	AD	Control	227
ENSG00000004779|NDUFAB1	-0.310837557	1.46087e-06	AD	Control	227
ENSG00000006047|YBX2	-0.237215536	4.64405e-06	AD	Control	227
ENSG00000005882|PDK2	-0.161180028	9.29192e-07	AD	Control	227
ENSG00000005884|ITGA3	0.019670634	2.51826e-05	AD	Control	227
ENSG00000006059|KRT33A	-0.497181128	3.06673e-05	AD	Control	227
ENSG00000010626|LRRC23	-0.011408098	2.70166e-05	AD	Control	227
ENSG00000008517|IL32	0.302492588	3.07603e-06	AD	Control	227
ENSG00000008197|TFAP2D	-0.443968083	1.12207e-06	AD	Control	227
ENSG00000010072|SPRTN	-0.041652979	1.72098e-05	AD	Control	227
ENSG00000008405|CRY1	0.159951544	2.12857e-06	AD	Control	227
ENSG00000008735|MAPK8IP2	-0.197931699	1.95085e-07	AD	Control	227
ENSG00000008438|PGLYRP1	0.052362832	2.2735e-05	AD	Control	227
ENSG00000010270|STARD3NL	-0.086931256	4.07976e-06	AD	Control	227
ENSG00000008118|CAMK1G	-0.361377697	8.43023e-07	AD	Control	227
ENSG00000010278|CD9	0.041411244	2.48475e-05	AD	Control	227
ENSG00000019582|CD74	0.202944638	6.52848e-06	AD	Control	227
ENSG00000008988|RPS20	-0.0432526	1.7924e-05	AD	Control	227
ENSG00000010219|DYRK4	-0.010906346	2.71084e-05	AD	Control	227
ENSG00000009780|FAM76A	-0.231562076	1.96148e-06	AD	Control	227
ENSG00000008394|MGST1	0.096327512	1.0199e-05	AD	Control	227
ENSG00000091704|CPA1	0.447966019	3.89425e-06	AD	Control	227
ENSG00000008282|SYPL1	0.110966672	6.05633e-06	AD	Control	227
ENSG00000010017|RANBP9	-0.147509226	1.91734e-06	AD	Control	227
ENSG00000010610|CD4	0.233073059	8.38031e-07	AD	Control	227
ENSG00000008323|PLEKHG6	0.00665773	2.97637e-05	AD	Control	227
ENSG00000008324|SS18L2	-0.116657552	8.46078e-06	AD	Control	227
ENSG00000048707|VPS13D	-0.022275188	2.11074e-05	AD	Control	227
ENSG00000011105|TSPAN9	0.102600359	5.07355e-06	AD	Control	227
ENSG00000186115|CYP4F2	0.002564273	3.04563e-05	AD	Control	227
ENSG00000011478|QPCTL	-0.017355655	2.54792e-05	AD	Control	227
ENSG00000010818|HIVEP2	-0.188501783	4.20923e-07	AD	Control	227
ENSG00000011485|PPP5C	-0.105104219	1.9674e-06	AD	Control	227
ENSG00000239672|NME1	-0.385411104	8.58865e-07	AD	Control	227
ENSG00000012963|UBR7	-0.191475116	1.69508e-06	AD	Control	227
ENSG00000012983|MAP4K5	0.226275915	8.16988e-08	AD	Control	227
ENSG00000241644|INMT	-0.000407915	3.06293e-05	AD	Control	227
ENSG00000012061|ERCC1	-0.007521148	2.60506e-05	AD	Control	227
ENSG00000011198|ABHD5	0.098168809	2.68375e-06	AD	Control	227
ENSG00000013588|GPRC5A	0.230747915	3.58636e-06	AD	Control	227
ENSG00000013583|HEBP1	0.024611037	2.26716e-05	AD	Control	227
ENSG00000013563|DNASE1L1	-0.009049965	2.82391e-05	AD	Control	227
ENSG00000014919|COX15	-0.051171134	1.22793e-05	AD	Control	227
ENSG00000015568|RGPD5	0.120108451	3.98271e-06	AD	Control	227
ENSG00000015532|XYLT2	-0.004235833	2.95218e-05	AD	Control	227
ENSG00000068438|FTSJ1	-0.166763386	4.08445e-07	AD	Control	227
ENSG00000080293|SCTR	0.152729746	1.08267e-05	AD	Control	227
ENSG00000017797|RALBP1	-0.028817579	1.37783e-05	AD	Control	227
ENSG00000059915|PSD	-0.1956329	1.34872e-07	AD	Control	227
ENSG00000019505|SYT13	-0.322671133	7.00049e-07	AD	Control	227
ENSG00000019549|SNAI2	0.018350744	2.67752e-05	AD	Control	227
ENSG00000078668|VDAC3	-0.276438619	1.693e-06	AD	Control	227
ENSG00000021488|SLC7A9	0.365263829	9.01738e-07	AD	Control	227
ENSG00000022355|GABRA1	-0.456243269	7.36657e-07	AD	Control	227
ENSG00000022277|RTF2	-0.093435813	7.20866e-06	AD	Control	227
ENSG00000022567|SLC45A4	-0.167798331	2.89071e-06	AD	Control	227
ENSG00000023287|RB1CC1	-0.183300497	1.34872e-07	AD	Control	227
ENSG00000023516|AKAP11	-0.171846157	2.20017e-06	AD	Control	227
ENSG00000023734|STRAP	-0.209179793	1.55164e-06	AD	Control	227
ENSG00000007541|PIGQ	0.140218258	2.69794e-06	AD	Control	227
ENSG00000079112|CDH17	0.17550495	6.26078e-06	AD	Control	227
ENSG00000026297|RNASET2	0.176031141	2.21529e-06	AD	Control	227
ENSG00000027847|B4GALT7	-0.000233538	3.05862e-05	AD	Control	227
ENSG00000029364|SLC39A9	-0.077706597	6.62604e-06	AD	Control	227
ENSG00000031003|FAM13B	0.034987371	1.46879e-05	AD	Control	227
ENSG00000031823|RANBP3	-0.017595405	2.00838e-05	AD	Control	227
ENSG00000033100|CHPF2	0.002310325	2.97833e-05	AD	Control	227
ENSG00000033122|LRRC7	-0.090384055	6.47873e-06	AD	Control	227
ENSG00000034713|GABARAPL2	-0.164571322	3.07809e-06	AD	Control	227
ENSG00000034971|MYOC	0.241774141	3.06673e-05	AD	Control	227
ENSG00000035141|FAM136A	-0.161304708	1.56719e-06	AD	Control	227
ENSG00000035681|NSMAF	0.070127841	8.58203e-06	AD	Control	227
ENSG00000036473|OTC	-0.028271147	2.77591e-05	AD	Control	227
ENSG00000052841|TTC17	0.134364187	6.6167e-07	AD	Control	227
ENSG00000037965|HOXC8	-0.25872431	3.06673e-05	AD	Control	227
ENSG00000037757|MRI1	0.123697192	2.73365e-06	AD	Control	227
ENSG00000038219|BOD1L1	0.012090487	2.42407e-05	AD	Control	227
ENSG00000059588|TARBP1	-0.036807156	2.30452e-05	AD	Control	227
ENSG00000039523|RIPOR1	0.080589336	1.10742e-05	AD	Control	227
ENSG00000039987|BEST2	0.099990271	1.101e-05	AD	Control	227
ENSG00000040608|RTN4R	-0.226666746	9.58105e-07	AD	Control	227
ENSG00000041357|PSMA4	-0.230349751	2.04781e-06	AD	Control	227
ENSG00000042062|RIPOR3	0.340342843	2.29186e-06	AD	Control	227
ENSG00000042317|SPATA7	-0.027639095	2.0983e-05	AD	Control	227
ENSG00000042813|ZPBP	-0.074776452	2.25353e-05	AD	Control	227
ENSG00000040531|CTNS	0.227204298	5.4523e-07	AD	Control	227
ENSG00000043462|LCP2	0.110808169	1.08853e-05	AD	Control	227
ENSG00000047932|GOPC	-0.14355233	4.13421e-06	AD	Control	227
ENSG00000011465|DCN	0.218611393	1.53117e-06	AD	Control	227
ENSG00000048462|TNFRSF17	0.475894088	1.69096e-06	AD	Control	227
ENSG00000048544|MRPS10	-0.128919597	3.4002e-06	AD	Control	227
ENSG00000048545|GUCA1A	-0.344634394	2.94074e-06	AD	Control	227
ENSG00000030582|GRN	0.127376054	1.63926e-06	AD	Control	227
ENSG00000041988|THAP3	0.043586249	1.45721e-05	AD	Control	227
ENSG00000049245|VAMP3	0.08193277	8.40977e-06	AD	Control	227
ENSG00000049247|UTS2	0.156406479	3.06673e-05	AD	Control	227
ENSG00000049449|RCN1	-0.057225724	1.47175e-05	AD	Control	227
ENSG00000049541|RFC2	-0.133084781	2.8109e-06	AD	Control	227
ENSG00000049769|PPP1R3F	-0.063591168	1.01064e-05	AD	Control	227
ENSG00000050030|NEXMIF	-0.227795904	9.19008e-07	AD	Control	227
ENSG00000050327|ARHGEF5	0.295250364	6.38882e-06	AD	Control	227
ENSG00000050344|NFE2L3	0.310734008	5.8033e-07	AD	Control	227
ENSG00000050730|TNIP3	-0.052606693	2.0938e-05	AD	Control	227
ENSG00000052723|SIKE1	-0.085138456	7.62512e-06	AD	Control	227
ENSG00000038295|TLL1	-0.268105948	5.19124e-07	AD	Control	227
ENSG00000053438|NNAT	-0.310211974	1.69558e-06	AD	Control	227
ENSG00000054803|CBLN4	-0.494903011	2.99066e-07	AD	Control	227
ENSG00000013297|CLDN11	0.120168771	1.43942e-05	AD	Control	227
ENSG00000054965|FAM168A	-0.017959462	1.81557e-05	AD	Control	227
ENSG00000054967|RELT	0.016406015	2.68744e-05	AD	Control	227
ENSG00000004897|CDC27	-0.057666235	1.12376e-05	AD	Control	227
ENSG00000057294|PKP2	-0.020615342	2.60387e-05	AD	Control	227
ENSG00000196083|IL1RAP	0.064875495	1.15966e-05	AD	Control	227
ENSG00000058799|YIPF1	-0.112024947	5.78088e-06	AD	Control	227
ENSG00000133597|ADCK2	-0.088690237	7.61425e-06	AD	Control	227
ENSG00000040933|INPP4A	-0.127422985	1.62557e-06	AD	Control	227
ENSG00000059804|SLC2A3	-0.024950789	2.46965e-05	AD	Control	227
ENSG00000136960|ENPP2	0.137133882	1.26146e-05	AD	Control	227
ENSG00000060069|CTDP1	0.110250457	2.96914e-06	AD	Control	227
ENSG00000060140|STYK1	-0.247500674	1.52514e-06	AD	Control	227
ENSG00000088256|GNA11	-0.019793206	2.26236e-05	AD	Control	227
ENSG00000060566|CREB3L3	-0.333999908	1.81009e-06	AD	Control	227
ENSG00000060642|PIGV	0.036873673	1.46997e-05	AD	Control	227
ENSG00000061273|HDAC7	0.191850479	2.95792e-06	AD	Control	227
ENSG00000061794|MRPS35	-0.174185334	1.82044e-06	AD	Control	227
ENSG00000026950|BTN3A1	0.256700568	2.27511e-08	AD	Control	227
ENSG00000062725|APPBP2	-0.083513544	7.90715e-06	AD	Control	227
ENSG00000063177|RPL18	-0.026902195	2.2658e-05	AD	Control	227
ENSG00000063180|CA11	-0.327641504	1.10754e-07	AD	Control	227
ENSG00000063241|ISOC2	-0.08461038	6.90576e-06	AD	Control	227
ENSG00000063245|EPN1	-0.068997867	4.51698e-06	AD	Control	227
ENSG00000012124|CD22	0.40197728	4.25513e-07	AD	Control	227
ENSG00000063515|GSC2	-0.609567928	3.06673e-05	AD	Control	227
ENSG00000067646|ZFY	-0.77888599	6.70106e-06	AD	Control	227
ENSG00000069998|HDHD5	-0.018157473	2.24873e-05	AD	Control	227
ENSG00000053918|KCNQ1	0.282689367	1.34185e-06	AD	Control	227
ENSG00000070985|TRPM5	0.239332804	9.72082e-06	AD	Control	227
ENSG00000071575|TRIB2	-0.162955908	1.16449e-06	AD	Control	227
ENSG00000068308|OTUD5	-0.132053094	1.31922e-06	AD	Control	227
ENSG00000068394|GPKOW	-0.085808185	5.2024e-06	AD	Control	227
ENSG00000021776|AQR	0.028159423	1.46879e-05	AD	Control	227
ENSG00000167759|KLK13	-0.159868766	3.06673e-05	AD	Control	227
ENSG00000129437|KLK14	0.319332161	4.89117e-06	AD	Control	227
ENSG00000070526|ST6GALNAC1	0.148179045	9.58637e-06	AD	Control	227
ENSG00000071655|MBD3	0.061613625	1.69259e-05	AD	Control	227
ENSG00000071282|LMCD1	-0.040026647	2.32293e-05	AD	Control	227
ENSG00000013275|PSMC4	-0.174962734	1.82668e-06	AD	Control	227
ENSG00000073598|FNDC8	0.219382807	3.06673e-05	AD	Control	227
ENSG00000004660|CAMKK1	-0.163893514	2.76051e-06	AD	Control	227
ENSG00000071859|FAM50A	-0.017133044	2.29466e-05	AD	Control	227
ENSG00000072818|ACAP1	0.156428766	2.64643e-06	AD	Control	227
ENSG00000072849|DERL2	0.024271926	2.20913e-05	AD	Control	227
ENSG00000074771|NOX3	0.297856752	3.06673e-05	AD	Control	227
ENSG00000074855|ANO8	0.05490067	1.57691e-05	AD	Control	227
ENSG00000127663|KDM4B	0.139294689	3.14465e-06	AD	Control	227
ENSG00000073150|PANX2	-0.026659596	2.29356e-05	AD	Control	227
ENSG00000076662|ICAM3	-0.112357475	5.65275e-06	AD	Control	227
ENSG00000076826|CAMSAP3	-0.092462607	5.00007e-06	AD	Control	227
ENSG00000077063|CTTNBP2	0.11622523	1.8915e-06	AD	Control	227
ENSG00000077080|ACTL6B	-0.218779724	2.34067e-06	AD	Control	227
ENSG00000147724|FAM135B	0.005364853	2.91354e-05	AD	Control	227
ENSG00000079432|CIC	0.12156693	3.49854e-06	AD	Control	227
ENSG00000079616|KIF22	-0.091296416	4.66347e-06	AD	Control	227
ENSG00000079385|CEACAM1	0.17714399	6.85594e-06	AD	Control	227
ENSG00000047188|YTHDC2	-0.011836072	2.51112e-05	AD	Control	227
ENSG00000064545|TMEM161A	-0.009813381	2.76429e-05	AD	Control	227
ENSG00000050820|BCAR1	0.07322491	1.4025e-05	AD	Control	227
ENSG00000065970|FOXJ2	0.012703144	2.53294e-05	AD	Control	227
ENSG00000067182|TNFRSF1A	0.12786238	8.32479e-06	AD	Control	227
ENSG00000066455|GOLGA5	-0.065659448	1.0462e-05	AD	Control	227
ENSG00000067365|METTL22	0.056733893	1.28412e-05	AD	Control	227
ENSG00000008300|CELSR3	-0.078020096	8.79379e-06	AD	Control	227
ENSG00000068971|PPP2R5B	-0.14744011	2.06124e-07	AD	Control	227
ENSG00000068976|PYGM	0.088217386	1.57483e-05	AD	Control	227
ENSG00000069399|BCL3	0.141815647	1.34832e-05	AD	Control	227
ENSG00000069424|KCNAB2	-0.168951996	9.71446e-07	AD	Control	227
ENSG00000069943|PIGB	0.136790588	2.37091e-06	AD	Control	227
ENSG00000067840|PDZD4	-0.205492429	1.82739e-08	AD	Control	227
ENSG00000185864|NPIPB4	0.20185826	4.65553e-06	AD	Control	227
ENSG00000068615|REEP1	-0.182815989	1.11285e-06	AD	Control	227
ENSG00000070404|FSTL3	0.12129217	5.44848e-06	AD	Control	227
ENSG00000070886|EPHA8	-0.006232831	2.9626e-05	AD	Control	227
ENSG00000071539|TRIP13	-0.24806421	1.12083e-06	AD	Control	227
ENSG00000072682|P4HA2	0.101634648	8.78656e-06	AD	Control	227
ENSG00000071246|VASH1	0.057275889	1.56252e-05	AD	Control	227
ENSG00000071994|PDCD2	-0.118722689	2.38058e-06	AD	Control	227
ENSG00000073350|LLGL2	0.270749915	1.0559e-06	AD	Control	227
ENSG00000186847|KRT14	-0.450054487	3.06673e-05	AD	Control	227
ENSG00000171431|KRT20	-0.153594071	3.06673e-05	AD	Control	227
ENSG00000074964|ARHGEF10L	0.122568211	4.38044e-06	AD	Control	227
ENSG00000072506|HSD17B10	0.006154112	2.90876e-05	AD	Control	227
ENSG00000076344|RGS11	0.067224152	1.69448e-05	AD	Control	227
ENSG00000077009|NMRK2	-0.213754861	3.06673e-05	AD	Control	227
ENSG00000127241|MASP1	0.148172434	6.26732e-06	AD	Control	227
ENSG00000073849|ST6GAL1	0.12104661	3.87173e-06	AD	Control	227
ENSG00000075336|TIMM21	-0.071485343	1.23791e-05	AD	Control	227
ENSG00000078898|BPIFB2	-0.304419259	3.06673e-05	AD	Control	227
ENSG00000079313|REXO1	-0.057651126	1.45912e-05	AD	Control	227
ENSG00000075975|MKRN2	-0.109042949	5.18527e-06	AD	Control	227
ENSG00000076650|GPATCH1	0.015435602	2.36789e-05	AD	Control	227
ENSG00000077238|IL4R	0.320178642	3.43079e-06	AD	Control	227
ENSG00000079999|KEAP1	0.027876359	1.92836e-05	AD	Control	227
ENSG00000078589|P2RY10	0.755079965	3.06673e-05	AD	Control	227
ENSG00000079308|TNS1	0.315429888	1.4468e-06	AD	Control	227
ENSG00000064300|NGFR	0.425027915	2.10252e-06	AD	Control	227
ENSG00000183091|NEB	0.182410931	2.17906e-06	AD	Control	227
ENSG00000065320|NTN1	0.146296494	7.77498e-06	AD	Control	227
ENSG00000066583|ISOC1	-0.10753963	7.16827e-06	AD	Control	227
ENSG00000067082|KLF6	0.114875962	6.43585e-06	AD	Control	227
ENSG00000067445|TRO	-0.133697684	1.38195e-06	AD	Control	227
ENSG00000070444|MNT	0.071580541	1.40473e-05	AD	Control	227
ENSG00000070718|AP3M2	-0.266839384	8.44852e-07	AD	Control	227
ENSG00000068697|LAPTM4A	-0.010948888	2.80559e-05	AD	Control	227
ENSG00000069206|ADAM7	0.255392724	6.11707e-06	AD	Control	227
ENSG00000070669|ASNS	-0.161480388	1.51604e-06	AD	Control	227
ENSG00000072135|PTPN18	0.143682427	2.28864e-06	AD	Control	227
ENSG00000069696|DRD4	0.175645455	1.15006e-05	AD	Control	227
ENSG00000070031|SCT	0.027227823	2.83263e-05	AD	Control	227
ENSG00000072210|ALDH3A2	0.112509136	1.9674e-06	AD	Control	227
ENSG00000072786|STK10	-0.004380797	3.00661e-05	AD	Control	227
ENSG00000073861|TBX21	-0.147804009	3.06673e-05	AD	Control	227
ENSG00000074071|MRPS34	-0.14150913	2.77588e-06	AD	Control	227
ENSG00000074410|CA12	-0.067614795	2.30636e-05	AD	Control	227
ENSG00000137764|MAP2K5	-0.117921412	6.28039e-07	AD	Control	227
ENSG00000078237|TIGAR	-0.172735565	3.69893e-06	AD	Control	227
ENSG00000078579|FGF20	0.186784556	1.12828e-05	AD	Control	227
ENSG00000003987|MTMR7	-0.153195018	1.66308e-06	AD	Control	227
ENSG00000080618|CPB2	0.277639795	1.13824e-06	AD	Control	227
ENSG00000065809|FAM107B	0.196701769	3.54039e-06	AD	Control	227
ENSG00000065883|CDK13	0.057527033	4.38574e-06	AD	Control	227
ENSG00000064763|FAR2	-0.147474597	1.18748e-06	AD	Control	227
ENSG00000065308|TRAM2	0.175238949	1.46087e-06	AD	Control	227
ENSG00000066405|CLDN18	0.339768993	9.02192e-07	AD	Control	227
ENSG00000065371|ROPN1	-0.019335479	2.78085e-05	AD	Control	227
ENSG00000065518|NDUFB4	-0.221429033	2.92715e-06	AD	Control	227
ENSG00000068097|HEATR6	0.099802498	8.26186e-07	AD	Control	227
ENSG00000068912|ERLEC1	-0.244534374	6.86583e-07	AD	Control	227
ENSG00000112782|CLIC5	-0.007135882	2.9413e-05	AD	Control	227
ENSG00000075568|TMEM131	0.016118883	2.23873e-05	AD	Control	227
ENSG00000172995|ARPP21	-0.073276938	1.51045e-05	AD	Control	227
ENSG00000007129|CEACAM21	0.204367666	9.9237e-06	AD	Control	227
ENSG00000072954|TMEM38A	-0.193768167	8.16158e-07	AD	Control	227
ENSG00000073008|PVR	-0.108939288	2.00859e-06	AD	Control	227
ENSG00000159885|ZNF222	-0.113462992	5.21065e-06	AD	Control	227
ENSG00000170848|PSG6	0.064184559	2.16925e-05	AD	Control	227
ENSG00000075089|ACTR6	-0.098833704	5.01808e-06	AD	Control	227
ENSG00000075415|SLC25A3	-0.240265161	7.54751e-07	AD	Control	227
ENSG00000012504|NR1H4	0.432672884	7.37452e-07	AD	Control	227
ENSG00000078098|FAP	0.222322432	2.07132e-06	AD	Control	227
ENSG00000077150|NFKB2	0.267301011	3.14816e-06	AD	Control	227
ENSG00000030304|MUSK	0.368102397	1.54445e-06	AD	Control	227
ENSG00000064218|DMRT3	-0.24787646	1.05278e-05	AD	Control	227
ENSG00000079156|OSBPL6	-0.0567939	1.12862e-05	AD	Control	227
ENSG00000064205|WISP2	-0.083220215	1.84245e-05	AD	Control	227
ENSG00000064601|CTSA	0.049711479	1.0793e-05	AD	Control	227
ENSG00000134461|ANKRD16	-0.021394536	2.01689e-05	AD	Control	227
ENSG00000154252|GAL3ST2	0.213386612	2.3361e-05	AD	Control	227
ENSG00000065060|UHRF1BP1	0.049394842	6.31922e-06	AD	Control	227
ENSG00000081087|OSTM1	-0.031749919	1.81241e-05	AD	Control	227
ENSG00000081148|IMPG2	-0.002577374	3.00245e-05	AD	Control	227
ENSG00000072110|ACTN1	-0.042087338	1.52686e-05	AD	Control	227
ENSG00000249437|NAIP	0.290236025	2.12044e-06	AD	Control	227
ENSG00000081791|DELE1	0.057660839	7.64344e-06	AD	Control	227
ENSG00000081800|SLC13A1	0.197596526	1.24668e-05	AD	Control	227
ENSG00000081818|PCDHB4	0.07268203	1.01741e-05	AD	Control	227
ENSG00000112852|PCDHB2	-0.054291895	1.76555e-05	AD	Control	227
ENSG00000081870|HSPB11	-0.027818433	1.80511e-05	AD	Control	227
ENSG00000082146|STRADB	-0.000251872	3.06033e-05	AD	Control	227
ENSG00000082269|FAM135A	-0.022616997	2.05514e-05	AD	Control	227
ENSG00000082458|DLG3	-0.313549454	4.5703e-07	AD	Control	227
ENSG00000082684|SEMA5B	-0.091691123	8.67085e-06	AD	Control	227
ENSG00000065609|SNAP91	-0.212941283	1.85878e-06	AD	Control	227
ENSG00000083444|PLOD1	0.139384991	3.44249e-06	AD	Control	227
ENSG00000083544|TDRD3	-0.032811754	1.92094e-05	AD	Control	227
ENSG00000083720|OXCT1	-0.254563798	1.04224e-06	AD	Control	227
ENSG00000083812|ZNF324	-0.014742815	2.46002e-05	AD	Control	227
ENSG00000083817|ZNF416	-0.125627485	2.11762e-06	AD	Control	227
ENSG00000083845|RPS5	-0.095682832	9.30653e-06	AD	Control	227
ENSG00000084444|FAM234B	-0.266209611	1.57308e-06	AD	Control	227
ENSG00000085514|PILRA	0.298203786	5.39382e-07	AD	Control	227
ENSG00000085721|RRN3	-0.081147587	6.52998e-06	AD	Control	227
ENSG00000166391|MOGAT2	-0.096843158	3.06673e-05	AD	Control	227
ENSG00000085872|CHERP	0.059915726	1.35928e-05	AD	Control	227
ENSG00000167580|AQP2	-0.366724607	3.06673e-05	AD	Control	227
ENSG00000086189|DIMT1	0.056200678	1.18687e-05	AD	Control	227
ENSG00000086232|EIF2AK1	-0.123576815	1.68098e-06	AD	Control	227
ENSG00000086288|NME8	0.315604885	7.39273e-06	AD	Control	227
ENSG00000086289|EPDR1	-0.175732532	6.45352e-06	AD	Control	227
ENSG00000086504|MRPL28	-0.235199381	8.7817e-07	AD	Control	227
ENSG00000086506|HBQ1	-0.422833629	6.01095e-07	AD	Control	227
ENSG00000086548|CEACAM6	0.231509379	1.25992e-05	AD	Control	227
ENSG00000086589|RBM22	-0.058626988	9.42925e-06	AD	Control	227
ENSG00000086696|HSD17B2	0.171014646	4.19089e-06	AD	Control	227
ENSG00000078018|MAP2	-0.240942167	1.06094e-06	AD	Control	227
ENSG00000086827|ZW10	-0.070976651	5.62318e-06	AD	Control	227
ENSG00000132470|ITGB4	0.377898666	3.0408e-07	AD	Control	227
ENSG00000087074|PPP1R15A	-0.10779166	1.21365e-05	AD	Control	227
ENSG00000087077|TRIP6	0.224287124	1.14628e-06	AD	Control	227
ENSG00000073670|ADAM11	-0.256054665	3.88109e-07	AD	Control	227
ENSG00000005893|LAMP2	0.138860367	6.91746e-06	AD	Control	227
ENSG00000197208|SLC22A4	0.239999939	6.58331e-07	AD	Control	227
ENSG00000087237|CETP	0.182930602	5.34561e-06	AD	Control	227
ENSG00000087250|MT3	-0.145288411	4.99789e-06	AD	Control	227
ENSG00000087494|PTHLH	-0.285932884	1.02419e-06	AD	Control	227
ENSG00000087510|TFAP2C	-0.16582173	1.42145e-05	AD	Control	227
ENSG00000131037|EPS8L1	-0.03675258	2.6989e-05	AD	Control	227
ENSG00000182389|CACNB4	-0.172213646	1.49572e-06	AD	Control	227
ENSG00000197183|NOL4L	0.087078614	7.54631e-06	AD	Control	227
ENSG00000088305|DNMT3B	0.167110646	2.20132e-06	AD	Control	227
ENSG00000088320|REM1	0.231016592	1.25137e-05	AD	Control	227
ENSG00000088356|PDRG1	-0.071247008	9.26976e-06	AD	Control	227
ENSG00000088367|EPB41L1	-0.064247383	7.78755e-06	AD	Control	227
ENSG00000088808|PPP1R13B	-0.004937134	2.88079e-05	AD	Control	227
ENSG00000166948|TGM6	-0.099553238	3.06673e-05	AD	Control	227
ENSG00000188559|RALGAPA2	0.184330775	6.6467e-07	AD	Control	227
ENSG00000089009|RPL6	-0.081946165	8.13481e-06	AD	Control	227
ENSG00000089048|ESF1	-0.03360308	1.83832e-05	AD	Control	227
ENSG00000089060|SLC8B1	0.217135966	9.29192e-07	AD	Control	227
ENSG00000089063|TMEM230	-0.096819359	6.27716e-06	AD	Control	227
ENSG00000089127|OAS1	0.277558276	7.53363e-07	AD	Control	227
ENSG00000089163|SIRT4	-0.053502755	2.00838e-05	AD	Control	227
ENSG00000089195|TRMT6	-0.133156701	5.76571e-06	AD	Control	227
ENSG00000249115|HAUS5	0.180674658	2.69952e-06	AD	Control	227
ENSG00000010256|UQCRC1	-0.197955269	1.5597e-06	AD	Control	227
ENSG00000089639|GMIP	0.031580096	2.39432e-05	AD	Control	227
ENSG00000089692|LAG3	0.295298263	5.4061e-06	AD	Control	227
ENSG00000089693|MLF2	-0.229227208	7.36657e-07	AD	Control	227
ENSG00000089723|OTUB2	-0.15952344	2.4124e-06	AD	Control	227
