gene_name	log2_fold_change	p_value	ref_allele	non_ref_allele	sample_size
ENSG00000184650|ODF4	-0.644273124	3.06673e-05	AD	Control	233
ENSG00000164010|ERMAP	0.070022662	7.98137e-06	AD	Control	233
ENSG00000182752|PAPPA	0.019296889	2.70729e-05	AD	Control	233
ENSG00000214517|PPME1	-0.168347258	1.87088e-06	AD	Control	233
ENSG00000184164|CRELD2	0.17575287	1.5187e-06	AD	Control	233
ENSG00000182095|TNRC18	0.224050242	2.57751e-06	AD	Control	233
ENSG00000156873|PHKG2	-0.097557434	4.04515e-06	AD	Control	233
ENSG00000185028|LRRC14B	-0.40068454	3.06673e-05	AD	Control	233
ENSG00000184005|ST6GALNAC3	6.35e-05	3.06509e-05	AD	Control	233
ENSG00000188153|COL4A5	-0.033910458	2.54366e-05	AD	Control	233
ENSG00000065923|SLC9A7	-0.084798529	5.9793e-06	AD	Control	233
ENSG00000182156|ENPP7	-0.352824454	3.06673e-05	AD	Control	233
ENSG00000185821|OR6C76	0.107121556	3.06673e-05	AD	Control	233
ENSG00000114270|COL7A1	0.140004302	7.60445e-06	AD	Control	233
ENSG00000184486|POU3F2	0.09409919	7.45052e-06	AD	Control	233
ENSG00000182334|OR5P3	-0.157237478	3.06673e-05	AD	Control	233
ENSG00000184924|PTRHD1	-0.047696396	1.87538e-05	AD	Control	233
ENSG00000113558|SKP1	-0.189659437	2.28818e-06	AD	Control	233
ENSG00000219435|CATSPERZ	-0.039398091	2.4472e-05	AD	Control	233
ENSG00000183960|KCNH8	-0.131080894	7.73871e-06	AD	Control	233
ENSG00000184523|PTGER4P2	-0.126129383	1.56087e-05	AD	Control	233
ENSG00000100336|APOL4	0.001552804	3.02904e-05	AD	Control	233
ENSG00000183978|COA3	-0.170652415	2.84014e-06	AD	Control	233
ENSG00000184033|CTAG1B	0.438174969	3.06673e-05	AD	Control	233
ENSG00000196132|MYT1	0.17347205	7.62951e-06	AD	Control	233
ENSG00000182545|RNASE10	-0.11415268	1.9725e-05	AD	Control	233
ENSG00000184471|C1QTNF8	0.216891323	3.06673e-05	AD	Control	233
ENSG00000239521|CASTOR3	0.196301513	1.44082e-06	AD	Control	233
ENSG00000182836|PLCXD3	-0.093505196	1.5195e-05	AD	Control	233
ENSG00000183560|IZUMO1R	-0.344312932	3.06673e-05	AD	Control	233
ENSG00000165914|TTC7B	0.194330535	8.63005e-07	AD	Control	233
ENSG00000178146|AL672207.1	-0.610007868	3.06673e-05	AD	Control	233
ENSG00000170160|CCDC144A	0.109692313	1.09045e-05	AD	Control	233
ENSG00000185594|SPATA8	-0.772039995	3.06673e-05	AD	Control	233
ENSG00000182685|BRICD5	0.059914983	1.73811e-05	AD	Control	233
ENSG00000180479|ZNF571	0.033417378	1.56643e-05	AD	Control	233
ENSG00000215012|RTL10	-0.008324775	2.785e-05	AD	Control	233
ENSG00000174004|NRROS	0.204601428	2.72141e-06	AD	Control	233
ENSG00000174408|PPIAP24	-0.859626913	3.06673e-05	AD	Control	233
ENSG00000109771|LRP2BP	-0.060292422	1.60811e-05	AD	Control	233
ENSG00000017260|ATP2C1	-0.129407518	2.18632e-06	AD	Control	233
ENSG00000182783|OR2T29	-0.503920671	3.06673e-05	AD	Control	233
ENSG00000186891|TNFRSF18	-0.604055245	3.06673e-05	AD	Control	233
ENSG00000183665|TRMT12	-0.158289124	1.43167e-06	AD	Control	233
ENSG00000182261|NLRP10	-0.534665129	3.06673e-05	AD	Control	233
ENSG00000184698|OR51M1	0.062591759	1.65482e-05	AD	Control	233
ENSG00000183036|PCP4	-0.189597795	5.00726e-06	AD	Control	233
ENSG00000068745|IP6K2	0.007139767	2.76367e-05	AD	Control	233
ENSG00000182253|SYNM	0.217611342	2.27276e-07	AD	Control	233
ENSG00000185043|CIB1	-0.022907067	2.35157e-05	AD	Control	233
ENSG00000198393|ZNF26	0.023579079	2.11183e-05	AD	Control	233
ENSG00000184647|PRSS55	0.032940878	3.06673e-05	AD	Control	233
ENSG00000157551|KCNJ15	0.090163017	1.37612e-05	AD	Control	233
ENSG00000187010|RHD	0.150497833	4.16669e-06	AD	Control	233
ENSG00000187531|SIRT7	0.049611186	1.78831e-05	AD	Control	233
ENSG00000183876|ARSI	-0.039925257	2.5254e-05	AD	Control	233
ENSG00000184276|DEFB108B	-0.072958568	1.9581e-05	AD	Control	233
ENSG00000143575|HAX1	-0.177254235	2.175e-06	AD	Control	233
ENSG00000180881|CAPS2	-0.113838362	3.38929e-06	AD	Control	233
ENSG00000183513|COA5	-0.19485302	2.63242e-07	AD	Control	233
ENSG00000185221|GAPDHP24	-0.433869349	3.06673e-05	AD	Control	233
ENSG00000078304|PPP2R5C	-0.033716577	4.72749e-06	AD	Control	233
ENSG00000182240|BACE2	0.163824258	3.67202e-06	AD	Control	233
ENSG00000070778|PTPN21	0.145558174	1.59955e-06	AD	Control	233
ENSG00000182853|VMO1	-0.065620148	3.06673e-05	AD	Control	233
ENSG00000182575|NXPH3	-0.151641402	5.9374e-06	AD	Control	233
ENSG00000146757|ZNF92	-0.037571237	1.87188e-05	AD	Control	233
ENSG00000185453|ZSWIM9	0.132702912	1.19196e-05	AD	Control	233
ENSG00000184867|ARMCX2	-0.067549865	1.08827e-05	AD	Control	233
ENSG00000125247|TMTC4	-0.184116935	2.5878e-06	AD	Control	233
ENSG00000134815|DHX34	0.277797865	5.08834e-07	AD	Control	233
ENSG00000183310|OR2T34	-0.436729302	3.06673e-05	AD	Control	233
ENSG00000183318|SPDYE4	0.15810281	3.06673e-05	AD	Control	233
ENSG00000183706|OR4N4	0.007185291	3.06673e-05	AD	Control	233
ENSG00000184697|CLDN6	0.083205944	3.06673e-05	AD	Control	233
ENSG00000182938|OTOP3	-0.474708336	3.06673e-05	AD	Control	233
ENSG00000183066|WBP2NL	0.029132772	2.37491e-05	AD	Control	233
ENSG00000177425|PAWR	0.09618262	6.71939e-06	AD	Control	233
ENSG00000183476|SH2D7	0.343644861	9.30432e-07	AD	Control	233
ENSG00000182973|CNOT10	0.000946274	3.03544e-05	AD	Control	233
ENSG00000105877|DNAH11	-0.087744809	1.52941e-05	AD	Control	233
ENSG00000182117|NOP10	-0.212825037	1.83342e-06	AD	Control	233
ENSG00000182511|FES	0.233313305	1.28867e-06	AD	Control	233
ENSG00000182566|CLEC4G	-0.111272062	1.30328e-05	AD	Control	233
ENSG00000099910|KLHL22	0.01105364	2.50501e-05	AD	Control	233
ENSG00000182782|HCAR2	-0.51313283	3.06673e-05	AD	Control	233
ENSG00000184140|OR4F6	-0.477631488	3.06673e-05	AD	Control	233
ENSG00000183024|OR1G1	-0.793179215	3.06673e-05	AD	Control	233
ENSG00000183607|GKN2	-0.361761347	3.06673e-05	AD	Control	233
ENSG00000133561|GIMAP6	0.199166695	1.74105e-06	AD	Control	233
ENSG00000153046|CDYL	-0.148939515	2.39209e-06	AD	Control	233
ENSG00000053524|MCF2L2	0.09005091	5.89718e-06	AD	Control	233
ENSG00000164916|FOXK1	0.166904634	1.7257e-06	AD	Control	233
ENSG00000182326|C1S	0.129617049	4.23014e-06	AD	Control	233
ENSG00000182199|SHMT2	-0.106820793	6.31019e-06	AD	Control	233
ENSG00000130775|THEMIS2	0.145096007	4.99148e-06	AD	Control	233
ENSG00000182132|KCNIP1	-0.101581103	8.31757e-06	AD	Control	233
ENSG00000184860|SDR42E1	-0.177158749	7.74041e-06	AD	Control	233
ENSG00000182870|GALNT9	-0.090853668	8.81403e-06	AD	Control	233
ENSG00000184232|OAF	0.173959742	3.65468e-06	AD	Control	233
ENSG00000197114|ZGPAT	0.057358761	1.38082e-05	AD	Control	233
ENSG00000206306|HLA-DRB1	0.680876761	5.05627e-06	AD	Control	233
ENSG00000182687|GALR2	-0.3176221	3.06673e-05	AD	Control	233
ENSG00000185090|MANEAL	-0.057673331	1.41338e-05	AD	Control	233
ENSG00000183166|CALN1	-0.069595335	1.56478e-05	AD	Control	233
ENSG00000184985|SORCS2	0.081776481	1.75514e-05	AD	Control	233
ENSG00000235568|NFAM1	0.140418355	5.04748e-06	AD	Control	233
ENSG00000184905|TCEAL2	0.047411678	2.21611e-05	AD	Control	233
ENSG00000170448|NFXL1	-0.022099412	2.2186e-05	AD	Control	233
ENSG00000184640|Sep-09	0.246108939	1.08224e-06	AD	Control	233
ENSG00000185163|DDX51	0.029632894	2.27615e-05	AD	Control	233
ENSG00000183018|SPNS2	0.032194216	2.22053e-05	AD	Control	233
ENSG00000182175|RGMA	0.219275193	6.98909e-06	AD	Control	233
ENSG00000182899|RPL35A	-0.260472089	5.43582e-07	AD	Control	233
ENSG00000183688|RFLNB	0.161600275	3.24224e-06	AD	Control	233
ENSG00000196228|SULT1C3	0.07653805	3.06673e-05	AD	Control	233
ENSG00000132692|BCAN	0.147414514	7.43839e-06	AD	Control	233
ENSG00000184724|KRTAP6-1	-0.494467104	3.06673e-05	AD	Control	233
ENSG00000185245|GP1BA	0.06642683	2.07361e-05	AD	Control	233
ENSG00000183878|UTY	-0.671211916	5.86272e-06	AD	Control	233
ENSG00000185359|HGS	0.077171528	7.68522e-06	AD	Control	233
ENSG00000165490|DDIAS	0.092539717	1.21984e-05	AD	Control	233
ENSG00000182809|CRIP2	0.1112558	1.05588e-05	AD	Control	233
ENSG00000121900|TMEM54	0.037507248	2.19794e-05	AD	Control	233
ENSG00000088899|LZTS3	0.062602596	1.42061e-05	AD	Control	233
ENSG00000054690|PLEKHH1	0.150245618	5.3291e-06	AD	Control	233
ENSG00000185294|SPPL2C	0.266922789	3.06673e-05	AD	Control	233
ENSG00000183072|NKX2-5	-0.356926073	3.06673e-05	AD	Control	233
ENSG00000182103|FAM181B	0.039917573	1.94366e-05	AD	Control	233
ENSG00000158423|RIBC1	0.156440826	1.06997e-05	AD	Control	233
ENSG00000185298|CCDC137	0.007524302	2.85363e-05	AD	Control	233
ENSG00000182287|AP1S2	-0.167943341	3.8542e-06	AD	Control	233
ENSG00000182872|RBM10	0.165317129	2.7655e-06	AD	Control	233
ENSG00000185829|ARL17A	0.185780334	5.12677e-06	AD	Control	233
ENSG00000184428|TOP1MT	0.144976403	4.24659e-06	AD	Control	233
ENSG00000254772|EEF1G	-0.025794351	2.21887e-05	AD	Control	233
ENSG00000052850|ALX4	0.055673221	2.1868e-05	AD	Control	233
ENSG00000184330|S100A7A	-0.038752379	3.06673e-05	AD	Control	233
ENSG00000185046|ANKS1B	-0.081578288	2.98585e-06	AD	Control	233
ENSG00000185198|PRSS57	-0.86781652	3.06673e-05	AD	Control	233
ENSG00000164284|GRPEL2	-0.049651235	1.5672e-05	AD	Control	233
ENSG00000101361|NOP56	-0.060788891	7.3635e-06	AD	Control	233
ENSG00000117475|BLZF1	-0.072738385	3.45381e-06	AD	Control	233
ENSG00000153896|ZNF599	0.01773127	2.40331e-05	AD	Control	233
ENSG00000206418|RAB12	-0.005049788	2.95417e-05	AD	Control	233
ENSG00000185220|PGBD2	-0.027191901	2.00263e-05	AD	Control	233
ENSG00000183801|OLFML1	0.230315511	1.22382e-06	AD	Control	233
ENSG00000198467|TPM2	0.018371479	2.91067e-05	AD	Control	233
ENSG00000185290|NUPR2	-0.198368834	3.59836e-06	AD	Control	233
ENSG00000183035|CYLC1	0.247292103	3.06673e-05	AD	Control	233
ENSG00000183439|TRIM61	-0.004057786	2.95997e-05	AD	Control	233
ENSG00000182362|YBEY	-0.129032134	1.81568e-06	AD	Control	233
ENSG00000183840|GPR39	-0.173241686	1.05555e-05	AD	Control	233
ENSG00000205409|OR52E6	-0.322996531	3.06673e-05	AD	Control	233
ENSG00000183576|SETD3	-0.032660544	2.06198e-05	AD	Control	233
ENSG00000183638|RP1L1	-0.023819025	2.52854e-05	AD	Control	233
ENSG00000197172|MAGEA6	-1.097964325	3.06673e-05	AD	Control	233
ENSG00000189132|FAM47B	-0.481473122	3.06673e-05	AD	Control	233
ENSG00000177989|ODF3B	0.126588991	1.44089e-05	AD	Control	233
ENSG00000185261|KIAA0825	-0.130576598	7.15571e-07	AD	Control	233
ENSG00000179766|ATP8B5P	-0.312421701	3.06673e-05	AD	Control	233
ENSG00000184489|PTP4A3	0.140756021	1.13893e-05	AD	Control	233
ENSG00000107438|PDLIM1	0.487346675	1.06515e-06	AD	Control	233
ENSG00000184502|GAST	-0.275339016	3.06673e-05	AD	Control	233
ENSG00000183395|PMCH	-0.267513221	3.06673e-05	AD	Control	233
ENSG00000185905|C16orf54	0.101747951	4.40216e-06	AD	Control	233
ENSG00000124812|CRISP1	-0.32054326	3.06673e-05	AD	Control	233
ENSG00000167645|YIF1B	-0.050028734	1.52753e-05	AD	Control	233
ENSG00000175130|MARCKSL1	0.222391782	3.14406e-06	AD	Control	233
ENSG00000188611|ASAH2	-0.145533008	1.79265e-05	AD	Control	233
ENSG00000169045|HNRNPH1	0.130397133	9.29005e-07	AD	Control	233
ENSG00000183303|OR5P2	0.004061876	3.06673e-05	AD	Control	233
ENSG00000183559|C10orf120	-0.584616156	3.06673e-05	AD	Control	233
ENSG00000184814|PRR23B	-1.211728789	3.06673e-05	AD	Control	233
ENSG00000185522|LMNTD2	-0.012252725	3.06673e-05	AD	Control	233
ENSG00000183888|SRARP	0.204274739	2.42142e-06	AD	Control	233
ENSG00000185880|TRIM69	0.004438286	2.8852e-05	AD	Control	233
ENSG00000185823|NPAP1	-0.004218236	2.96418e-05	AD	Control	233
ENSG00000079691|CARMIL1	0.051859728	1.14298e-05	AD	Control	233
ENSG00000185149|NPY2R	-0.667887882	4.17595e-08	AD	Control	233
ENSG00000213638|ADAT3	0.096421133	1.83768e-05	AD	Control	233
ENSG00000183397|C19orf71	0.181601132	4.50455e-06	AD	Control	233
ENSG00000242221|PSG2	1.163146992	3.48538e-08	AD	Control	233
ENSG00000183054|RGPD6	-0.136214386	3.61215e-06	AD	Control	233
ENSG00000185838|GNB1L	-0.072502114	1.39711e-05	AD	Control	233
ENSG00000072736|NFATC3	0.181653	5.93295e-07	AD	Control	233
ENSG00000113763|UNC5A	0.148007887	6.17704e-06	AD	Control	233
ENSG00000182544|MFSD5	-0.10242617	6.48329e-06	AD	Control	233
ENSG00000183145|RIPPLY3	0.167540113	3.14406e-06	AD	Control	233
ENSG00000183648|NDUFB1	-0.274177739	1.30682e-06	AD	Control	233
ENSG00000100300|TSPO	0.05149472	1.92471e-05	AD	Control	233
ENSG00000184478|OR56A3	-0.611267666	3.06673e-05	AD	Control	233
ENSG00000184602|SNN	-0.02332379	2.42076e-05	AD	Control	233
ENSG00000174564|IL20RB	-0.031956826	2.42744e-05	AD	Control	233
ENSG00000188488|SERPINA5	0.382109582	5.0515e-06	AD	Control	233
ENSG00000183208|GDPGP1	0.212798664	5.31211e-07	AD	Control	233
ENSG00000184371|CSF1	0.371168256	4.09017e-07	AD	Control	233
ENSG00000183971|NPW	-0.391797025	3.06673e-05	AD	Control	233
ENSG00000182463|TSHZ2	0.027087213	2.30356e-05	AD	Control	233
ENSG00000173557|C2orf70	0.2461256	3.06673e-05	AD	Control	233
ENSG00000183640|KRTAP8-1	-0.567270033	3.06673e-05	AD	Control	233
ENSG00000157617|C2CD2	0.114882069	1.09136e-06	AD	Control	233
ENSG00000215193|PEX26	0.014071471	2.50714e-05	AD	Control	233
ENSG00000196456|ZNF775	0.00645556	2.94625e-05	AD	Control	233
ENSG00000184588|PDE4B	-0.095755807	7.45137e-06	AD	Control	233
ENSG00000182318|ZSCAN22	0.159674849	8.7435e-07	AD	Control	233
ENSG00000185808|PIGP	-0.011781704	2.76268e-05	AD	Control	233
ENSG00000183580|FBXL7	0.274622777	9.29005e-07	AD	Control	233
ENSG00000109736|MFSD10	0.083194227	1.15699e-05	AD	Control	233
ENSG00000066813|ACSM2B	-0.009531922	2.8776e-05	AD	Control	233
ENSG00000184058|TBX1	-0.097166736	2.02264e-05	AD	Control	233
ENSG00000183496|MEX3B	0.00192413	3.03083e-05	AD	Control	233
ENSG00000166090|IL25	-0.514423845	3.06673e-05	AD	Control	233
ENSG00000184530|C6orf58	-0.038833793	3.06673e-05	AD	Control	233
ENSG00000177508|IRX3	0.122601236	3.06673e-05	AD	Control	233
ENSG00000237247|MBD3L5	0.00302702	3.06673e-05	AD	Control	233
ENSG00000168930|TRIM49	-0.269497822	3.06673e-05	AD	Control	233
ENSG00000185112|FAM43A	0.136119308	6.32033e-06	AD	Control	233
ENSG00000183695|MRGPRX2	-0.77263456	3.06673e-05	AD	Control	233
ENSG00000170190|SLC16A5	0.053325029	3.06673e-05	AD	Control	233
ENSG00000183484|GPR132	0.042548793	2.01304e-05	AD	Control	233
ENSG00000183090|FREM3	-0.189940421	7.00444e-06	AD	Control	233
ENSG00000133069|TMCC2	0.204126294	8.44945e-07	AD	Control	233
ENSG00000185156|MFSD6L	-0.148683943	3.06673e-05	AD	Control	233
ENSG00000182888|AC007685.1	-0.246738679	3.06673e-05	AD	Control	233
ENSG00000184254|ALDH1A3	-0.233699719	3.8341e-07	AD	Control	233
ENSG00000184574|LPAR5	0.360222686	5.10914e-07	AD	Control	233
ENSG00000189253|TRIM64B	-0.658215751	3.06673e-05	AD	Control	233
ENSG00000183010|PYCR1	-0.025972841	2.50301e-05	AD	Control	233
ENSG00000136488|CSH1	-0.766704975	3.06673e-05	AD	Control	233
ENSG00000185347|TEDC1	-0.086181933	9.9533e-06	AD	Control	233
ENSG00000183862|CNGA2	-0.498631516	3.06673e-05	AD	Control	233
ENSG00000185933|CALHM1	-0.190939653	1.58448e-06	AD	Control	233
ENSG00000182149|IST1	0.032287898	1.23677e-05	AD	Control	233
ENSG00000184344|GDF3	-0.167875423	3.06673e-05	AD	Control	233
ENSG00000239511|POM121L7P	0.124603916	1.21278e-05	AD	Control	233
ENSG00000159708|LRRC36	0.081404113	1.30421e-05	AD	Control	233
ENSG00000182208|MOB2	-0.06988671	7.92728e-06	AD	Control	233
ENSG00000182272|B4GALNT4	0.095888777	1.46187e-05	AD	Control	233
ENSG00000184990|SIVA1	-0.114221428	5.45457e-06	AD	Control	233
ENSG00000155115|GTF3C6	0.146424208	3.46024e-06	AD	Control	233
ENSG00000185803|SLC52A2	0.004716205	2.97406e-05	AD	Control	233
ENSG00000162614|NEXN	0.033745101	2.21779e-05	AD	Control	233
ENSG00000241149|AC115220.1	-1.037872892	3.06673e-05	AD	Control	233
ENSG00000181555|SETD2	0.017551761	2.36154e-05	AD	Control	233
ENSG00000184076|UQCR10	-0.287967145	7.03418e-07	AD	Control	233
ENSG00000185515|BRCC3	0.043072334	8.02154e-06	AD	Control	233
ENSG00000214617|SLC6A10P	0.026975686	2.86601e-05	AD	Control	233
ENSG00000184160|ADRA2C	-0.008914025	2.87091e-05	AD	Control	233
ENSG00000182054|IDH2	-0.058539798	1.64597e-05	AD	Control	233
ENSG00000173917|HOXB2	-0.399125384	3.06673e-05	AD	Control	233
ENSG00000184524|CEND1	0.138550313	7.00616e-06	AD	Control	233
ENSG00000145014|TMEM44	0.093734224	9.90411e-06	AD	Control	233
ENSG00000182631|RXFP3	-0.252687044	3.06673e-05	AD	Control	233
ENSG00000204611|ZNF616	-0.032749064	1.48327e-05	AD	Control	233
ENSG00000184708|EIF4ENIF1	0.077802468	1.21923e-06	AD	Control	233
ENSG00000183617|MRPL54	-0.283512897	1.05595e-06	AD	Control	233
ENSG00000182628|SKA2	0.002511865	2.98863e-05	AD	Control	233
ENSG00000185730|ZNF696	0.017903817	2.54497e-05	AD	Control	233
ENSG00000182400|TRAPPC6B	-0.112617814	4.77365e-06	AD	Control	233
ENSG00000237610|OR4C50P	-0.257414045	3.06673e-05	AD	Control	233
ENSG00000187908|DMBT1	-0.16135151	1.63338e-05	AD	Control	233
ENSG00000248751|AC004997.1	0.338193702	3.06673e-05	AD	Control	233
ENSG00000171827|ZNF570	-0.075736961	5.12007e-06	AD	Control	233
ENSG00000181625|SLX1B	0.208395423	7.08721e-06	AD	Control	233
ENSG00000183346|CABCOCO1	-0.2540022	2.33849e-06	AD	Control	233
ENSG00000185621|LMLN	-0.022221361	2.1734e-05	AD	Control	233
ENSG00000184307|ZDHHC23	-0.421060683	6.69869e-09	AD	Control	233
ENSG00000213145|CRIP1	0.026834819	2.80786e-05	AD	Control	233
ENSG00000198315|ZKSCAN8	-0.018689805	2.19374e-05	AD	Control	233
ENSG00000185507|IRF7	0.142133492	1.53287e-05	AD	Control	233
ENSG00000182774|RPS17	-0.166983231	1.81948e-06	AD	Control	233
ENSG00000184544|DHRS7C	-0.173004108	3.06673e-05	AD	Control	233
ENSG00000184675|AMER1	0.049058985	8.42063e-06	AD	Control	233
ENSG00000182676|PPP1R27	-0.020662795	2.6531e-05	AD	Control	233
ENSG00000053372|MRTO4	-0.169973606	3.58164e-07	AD	Control	233
ENSG00000182584|ACTL10	0.243801638	2.07085e-06	AD	Control	233
ENSG00000185518|SV2B	-0.262832414	1.34819e-06	AD	Control	233
ENSG00000185010|F8	-0.197182063	1.54846e-06	AD	Control	233
ENSG00000184785|SMIM10	0.200408915	4.21377e-06	AD	Control	233
ENSG00000074803|SLC12A1	-0.454269445	1.56471e-07	AD	Control	233
ENSG00000164932|CTHRC1	-0.030822853	2.55705e-05	AD	Control	233
ENSG00000183230|CTNNA3	0.04875577	2.15901e-05	AD	Control	233
ENSG00000183770|FOXL2	0.205756447	3.06673e-05	AD	Control	233
ENSG00000160193|WDR4	0.070409109	7.96868e-06	AD	Control	233
ENSG00000184508|HDDC3	-0.064544755	1.37478e-05	AD	Control	233
ENSG00000185344|ATP6V0A2	0.00919407	2.69246e-05	AD	Control	233
ENSG00000184378|ACTRT3	-0.275959833	6.55858e-07	AD	Control	233
ENSG00000160131|VMA21	-0.190488689	1.16592e-06	AD	Control	233
ENSG00000183495|EP400	0.222721917	2.89031e-07	AD	Control	233
ENSG00000182158|CREB3L2	0.260207986	1.62101e-07	AD	Control	233
ENSG00000184163|C1QTNF12	-0.193544813	3.06673e-05	AD	Control	233
ENSG00000182580|EPHB3	-0.002688593	3.02461e-05	AD	Control	233
ENSG00000185883|ATP6V0C	0.209205947	5.51879e-06	AD	Control	233
ENSG00000197838|CYP2A13	0.251783225	3.06673e-05	AD	Control	233
ENSG00000163932|PRKCD	-0.014275419	2.7614e-05	AD	Control	233
ENSG00000182481|KPNA2	-0.111659443	6.82741e-06	AD	Control	233
ENSG00000112837|TBX18	0.147339298	1.23667e-05	AD	Control	233
ENSG00000185761|ADAMTSL5	-0.007019483	2.96614e-05	AD	Control	233
ENSG00000183955|KMT5A	0.188277318	1.16219e-06	AD	Control	233
ENSG00000182634|OR10G7	-0.233933366	3.06673e-05	AD	Control	233
ENSG00000204718|CNN2P12	-0.701822387	3.06673e-05	AD	Control	233
ENSG00000184774|MGAT4EP	0.093395766	1.13778e-05	AD	Control	233
ENSG00000170004|CHD3	0.202221138	9.24214e-07	AD	Control	233
ENSG00000140675|SLC5A2	-0.084841164	2.18869e-05	AD	Control	233
ENSG00000184022|OR2T10	-0.27310662	3.06673e-05	AD	Control	233
ENSG00000186812|ZNF397	0.109570967	8.08477e-07	AD	Control	233
ENSG00000183258|DDX41	-0.007969231	2.91247e-05	AD	Control	233
ENSG00000177426|TGIF1	0.071131499	9.86822e-06	AD	Control	233
ENSG00000182963|GJC1	0.098166716	6.31639e-06	AD	Control	233
ENSG00000182931|WFDC10B	-0.333813119	3.06673e-05	AD	Control	233
ENSG00000185164|NOMO2	-0.197939419	1.99404e-06	AD	Control	233
ENSG00000004809|SLC22A16	-0.147889428	4.34715e-06	AD	Control	233
ENSG00000185640|KRT79	-0.379677218	3.06673e-05	AD	Control	233
ENSG00000183022|TPM3P8	-0.142622024	3.06673e-05	AD	Control	233
ENSG00000184661|CDCA2	-0.453811279	3.06673e-05	AD	Control	233
ENSG00000185085|INTS5	0.031221158	2.25156e-05	AD	Control	233
ENSG00000184967|NOC4L	0.066713562	1.74701e-05	AD	Control	233
ENSG00000157106|SMG1	0.014919666	2.5903e-05	AD	Control	233
ENSG00000164816|DEFA5	0.067263333	3.06673e-05	AD	Control	233
ENSG00000213934|HBG1	-0.111834811	1.35289e-05	AD	Control	233
ENSG00000197016|ZNF470	-0.050140693	9.29646e-06	AD	Control	233
ENSG00000135108|FBXO21	-0.246744786	8.58466e-07	AD	Control	233
ENSG00000214113|LYRM4	-0.119007833	5.51008e-07	AD	Control	233
ENSG00000185386|MAPK11	-0.090600824	4.15225e-06	AD	Control	233
ENSG00000185561|TLCD2	0.164195353	2.15087e-06	AD	Control	233
ENSG00000120798|NR2C1	-0.101798952	5.87656e-06	AD	Control	233
ENSG00000183791|ELOA3	0.194201055	8.38951e-06	AD	Control	233
ENSG00000183454|GRIN2A	-0.099857346	4.34163e-06	AD	Control	233
ENSG00000183723|CMTM4	0.057461217	7.61072e-06	AD	Control	233
ENSG00000077092|RARB	-0.110385191	6.46974e-06	AD	Control	233
ENSG00000196981|WDR5B	0.041427483	1.49685e-05	AD	Control	233
ENSG00000181638|ZFP41	0.225060736	9.96904e-07	AD	Control	233
ENSG00000182218|HHIPL1	0.057277653	1.5672e-05	AD	Control	233
ENSG00000183486|MX2	0.025106493	2.28656e-05	AD	Control	233
ENSG00000105438|KDELR1	0.115220518	4.961e-06	AD	Control	233
ENSG00000205420|KRT6A	-0.873713439	3.06673e-05	AD	Control	233
ENSG00000183389|OR56A4	0.162312608	3.4112e-06	AD	Control	233
ENSG00000102054|RBBP7	-0.126515153	2.12027e-06	AD	Control	233
ENSG00000135486|HNRNPA1	0.372775842	5.61357e-07	AD	Control	233
ENSG00000185070|FLRT2	-0.037416723	2.09706e-05	AD	Control	233
ENSG00000182896|TMEM95	-0.511459736	3.06673e-05	AD	Control	233
ENSG00000137700|SLC37A4	-0.081400299	1.33682e-05	AD	Control	233
ENSG00000167850|CD300C	-0.001313511	3.06673e-05	AD	Control	233
ENSG00000184584|TMEM173	0.258595049	1.68151e-06	AD	Control	233
ENSG00000185238|PRMT3	-0.123265335	7.71048e-07	AD	Control	233
ENSG00000184032|KRTAP20-2	-0.0242977	3.06673e-05	AD	Control	233
ENSG00000158578|ALAS2	-0.367242521	4.08983e-06	AD	Control	233
ENSG00000188107|EYS	0.129923809	4.45915e-06	AD	Control	233
ENSG00000182858|ALG12	0.118920765	5.34189e-06	AD	Control	233
ENSG00000182993|C12orf60	-0.145052422	6.8637e-06	AD	Control	233
ENSG00000089737|DDX24	-0.122294892	5.20378e-06	AD	Control	233
ENSG00000132466|ANKRD17	-0.044965811	1.23249e-05	AD	Control	233
ENSG00000119508|NR4A3	-0.030378383	2.60666e-05	AD	Control	233
ENSG00000064607|SUGP2	-0.061033868	4.4702e-06	AD	Control	233
ENSG00000183396|TMEM89	-0.36995044	3.06673e-05	AD	Control	233
ENSG00000184557|SOCS3	0.257372022	1.23288e-05	AD	Control	233
ENSG00000185100|ADSSL1	-0.072116971	9.92587e-06	AD	Control	233
ENSG00000204510|PRAMEF7	-0.461016793	3.06673e-05	AD	Control	233
ENSG00000130540|SULT4A1	-0.119777448	1.10381e-05	AD	Control	233
ENSG00000184060|ADAP2	0.192804575	1.38673e-06	AD	Control	233
ENSG00000086061|DNAJA1	-0.017614034	2.71658e-05	AD	Control	233
ENSG00000151276|MAGI1	-0.099942558	2.85348e-06	AD	Control	233
ENSG00000185662|SMIM23	-0.391040273	3.06673e-05	AD	Control	233
ENSG00000183479|TREX2	0.108988149	3.06673e-05	AD	Control	233
ENSG00000186994|KANK3	0.129851927	8.81143e-06	AD	Control	233
ENSG00000185862|EVI2B	0.302619544	7.25082e-08	AD	Control	233
ENSG00000183255|PTTG1IP	0.248785316	1.76039e-07	AD	Control	233
ENSG00000184787|UBE2G2	0.014438627	2.35491e-05	AD	Control	233
ENSG00000197147|LRRC8B	-0.130807682	3.75188e-06	AD	Control	233
