gene_id	gene_symbol	count	studies	regulation
ENSG00000122477	LRRC39	0		Downregulated in AD
ENSG00000166012	TAF1D	0		Downregulated in AD
ENSG00000170791	CHCHD7	0		Downregulated in AD
ENSG00000060688	SNRNP40	0		Downregulated in AD
ENSG00000213920	MDP1	0		Downregulated in AD
ENSG00000175193	PARL	0		Downregulated in AD
ENSG00000130640	TUBGCP2	0		Downregulated in AD
ENSG00000101391	CDK5RAP1	0		Downregulated in AD
ENSG00000150636	CCDC102B	0		Downregulated in AD
ENSG00000249915	PDCD6	0		Downregulated in AD
