ensembl_id,is_upregulated_in_AD,brain_region,study
ENSG00000160072,False,Temporal Lobe,Cho_et_al
ENSG00000100027,False,Temporal Lobe,Cho_et_al
ENSG00000163947,False,Temporal Lobe,Cho_et_al
ENSG00000122705,False,Temporal Lobe,Cho_et_al
ENSG00000123119,False,Temporal Lobe,Cho_et_al
ENSG00000198689,False,Temporal Lobe,Cho_et_al
ENSG00000269871,False,Temporal Lobe,Cho_et_al
ENSG00000140688,False,Temporal Lobe,Cho_et_al
ENSG00000245025,False,Temporal Lobe,Cho_et_al
ENSG00000179057,False,Temporal Lobe,Cho_et_al
ENSG00000137843,False,Temporal Lobe,Cho_et_al
ENSG00000065268,False,Temporal Lobe,Cho_et_al
ENSG00000143013,False,Temporal Lobe,Cho_et_al
ENSG00000172500,False,Temporal Lobe,Cho_et_al
ENSG00000185420,False,Temporal Lobe,Cho_et_al
ENSG00000031698,False,Temporal Lobe,Cho_et_al
ENSG00000198901,False,Temporal Lobe,Cho_et_al
ENSG00000270172,False,Temporal Lobe,Cho_et_al
ENSG00000040341,False,Temporal Lobe,Cho_et_al
ENSG00000099821,False,Temporal Lobe,Cho_et_al
ENSG00000135622,False,Temporal Lobe,Cho_et_al
ENSG00000148356,False,Temporal Lobe,Cho_et_al
ENSG00000232956,False,Temporal Lobe,Cho_et_al
ENSG00000145147,False,Temporal Lobe,Cho_et_al
ENSG00000177000,False,Temporal Lobe,Cho_et_al
ENSG00000105404,False,Temporal Lobe,Cho_et_al
ENSG00000105255,False,Temporal Lobe,Cho_et_al
ENSG00000169750,False,Temporal Lobe,Cho_et_al
ENSG00000184220,False,Temporal Lobe,Cho_et_al
ENSG00000004059,False,Temporal Lobe,Cho_et_al
ENSG00000007402,False,Temporal Lobe,Cho_et_al
ENSG00000185046,False,Temporal Lobe,Cho_et_al
ENSG00000187624,False,Temporal Lobe,Cho_et_al
ENSG00000125971,False,Temporal Lobe,Cho_et_al
ENSG00000138018,False,Temporal Lobe,Cho_et_al
ENSG00000204856,False,Temporal Lobe,Cho_et_al
ENSG00000174442,False,Temporal Lobe,Cho_et_al
ENSG00000117395,False,Temporal Lobe,Cho_et_al
ENSG00000168496,False,Temporal Lobe,Cho_et_al
ENSG00000167971,False,Temporal Lobe,Cho_et_al
ENSG00000269489,False,Temporal Lobe,Cho_et_al
ENSG00000236498,False,Temporal Lobe,Cho_et_al
ENSG00000120049,False,Temporal Lobe,Cho_et_al
ENSG00000167632,False,Temporal Lobe,Cho_et_al
ENSG00000010322,False,Temporal Lobe,Cho_et_al
ENSG00000213918,False,Temporal Lobe,Cho_et_al
ENSG00000145545,False,Temporal Lobe,Cho_et_al
ENSG00000159784,False,Temporal Lobe,Cho_et_al
ENSG00000239382,False,Temporal Lobe,Cho_et_al
ENSG00000126214,False,Temporal Lobe,Cho_et_al
ENSG00000197345,False,Temporal Lobe,Cho_et_al
ENSG00000157216,False,Temporal Lobe,Cho_et_al
