MarkerName	Allele1	Allele2	Weight	Zscore	P-value	Direction
VASP|ENSG00000125753	ad	control	279.00	-3.751	0.0001764	------+-
CATSPERB|ENSG00000274338	ad	control	62.00	-0.227	0.8202	?????--?
C9orf78|ENSG00000136819	ad	control	279.00	1.149	0.2507	++-++++-
ZNF521|ENSG00000198795	ad	control	279.00	-0.628	0.5298	-----++-
BTF3P6|ENSG00000233956	ad	control	31.00	-0.019	0.9851	?????-??
NFATC2IP|ENSG00000176953	ad	control	173.00	-0.394	0.6938	++-++--?
NPM1P49|ENSG00000226556	ad	control	31.00	-0.131	0.8959	??????-?
SNORD3A|ENSG00000263934	ad	control	207.00	0.022	0.9826	????+--+
MYOG|ENSG00000122180	ad	control	62.00	-2.115	0.03447	?????--?
CA2|ENSG00000104267	ad	control	279.00	-1.166	0.2434	-----++-
TMEM30BP1|ENSG00000250995	ad	control	62.00	0.168	0.8668	?????+-?
LINC01252|ENSG00000247157	ad	control	279.00	1.316	0.1881	+++++--+
TMPO|ENSG00000120802	ad	control	173.00	-2.185	0.02888	------+?
TAB3-AS2|ENSG00000235512	ad	control	137.00	0.218	0.8276	??????++
SPCS3|ENSG00000129128	ad	control	173.00	1.705	0.08818	+++++--?
LAMA5|ENSG00000130702	ad	control	173.00	-3.302	0.0009601	-------?
LINC00940|ENSG00000285233	ad	control	134.00	1.626	0.104	-+--?++?
METTL21AP1|ENSG00000229623	ad	control	137.00	0.115	0.9086	??????++
LOC105371200|ENSG00000260958	ad	control	31.00	0.093	0.9259	?????+??
TNFSF14|ENSG00000125735	ad	control	62.00	0.295	0.7683	?????-+?
BRCA2|ENSG00000139618	ad	control	173.00	-2.364	0.01809	----+--?
DDHD1|ENSG00000100523	ad	control	173.00	4.028	5.621e-05	+++++-+?
ASAP2|ENSG00000151693	ad	control	279.00	0.569	0.5691	-----++-
KRT17P1|ENSG00000131885	ad	control	62.00	-3.260	0.001114	?????--?
BAG2|ENSG00000112208	ad	control	279.00	-1.606	0.1083	-------+
PWRN4|ENSG00000260232	ad	control	62.00	-0.388	0.698	?????+-?
SMIM47|ENSG00000261341	ad	control	62.00	0.962	0.336	?????++?
C1orf167|ENSG00000215910	ad	control	62.00	-0.119	0.9051	?????+-?
RPS12|ENSG00000112306	ad	control	173.00	-0.597	0.5503	----+++?
ADGRF2P|ENSG00000164393	ad	control	62.00	-0.386	0.6994	?????--?
RN7SL736P|ENSG00000275803	ad	control	31.00	-0.067	0.9468	?????-??
C5orf34-AS1|ENSG00000248554	ad	control	62.00	-0.491	0.6232	?????-+?
KRT18P15|ENSG00000234737	ad	control	31.00	0.231	0.817	??????+?
ZNF559-ZNF177|ENSG00000270011	ad	control	207.00	-0.105	0.9167	????++-+
SHISA3|ENSG00000178343	ad	control	134.00	0.372	0.7097	---+?++?
LINC02228|ENSG00000251273	ad	control	31.00	0.587	0.5573	??????+?
RNA5SP530|ENSG00000277049	ad	control	31.00	0.232	0.8168	??????+?
IL11RA|ENSG00000137070	ad	control	279.00	-1.315	0.1887	-----++-
LINC01203|ENSG00000226985	ad	control	62.00	-2.214	0.02681	?????--?
SLC37A2|ENSG00000134955	ad	control	279.00	-3.653	0.0002594	+----++-
CCDC91|ENSG00000123106	ad	control	279.00	1.173	0.2409	+--+-+++
HAT1|ENSG00000128708	ad	control	279.00	0.373	0.7089	--++-+++
ZNF48|ENSG00000180035	ad	control	279.00	0.483	0.6289	-++-+++-
ETV2|ENSG00000105672	ad	control	62.00	2.235	0.02544	?????++?
TUBGCP5|ENSG00000276856	ad	control	279.00	1.831	0.06714	+++++---
AP1S1|ENSG00000106367	ad	control	279.00	2.663	0.007738	+++++--+
IL10RB-DT|ENSG00000223799	ad	control	101.00	-1.317	0.1879	????+--?
ZNF767P|ENSG00000291118	ad	control	106.00	-0.320	0.749	???????-
EEF1B2P2|ENSG00000213864	ad	control	62.00	0.161	0.872	?????+-?
TSPAN11|ENSG00000110900	ad	control	173.00	-1.124	0.2608	-----++?
MOSPD1|ENSG00000101928	ad	control	279.00	-1.088	0.2767	-------+
TRNN|ENSG00000210135	ad	control	168.00	0.210	0.8336	?????-++
BBS2|ENSG00000125124	ad	control	279.00	-0.085	0.9323	+-++---+
GALT|ENSG00000213930	ad	control	279.00	0.816	0.4147	++++-+-+
WASH6P|ENSG00000182484	ad	control	207.00	-0.718	0.4726	????----
SMC5|ENSG00000198887	ad	control	279.00	-2.045	0.04082	-----+++
VN1R87P|ENSG00000268789	ad	control	62.00	-0.559	0.5761	?????--?
CITED4|ENSG00000179862	ad	control	173.00	1.419	0.156	+-++++-?
TTC4|ENSG00000243725	ad	control	173.00	0.333	0.7392	++++--+?
TP53TG1|ENSG00000182165	ad	control	279.00	-0.859	0.3906	-----++-
AARSD1P1|ENSG00000234969	ad	control	101.00	1.674	0.0942	????+++?
PPP1R12B|ENSG00000077157	ad	control	279.00	1.800	0.07191	-++-++++
SLC24A4|ENSG00000140090	ad	control	279.00	-1.772	0.07642	---++--+
LOC100421336|ENSG00000238090	ad	control	31.00	0.230	0.8181	??????+?
SLC9B1|ENSG00000164037	ad	control	279.00	0.396	0.692	++++--++
SNORA74B|ENSG00000212402	ad	control	137.00	0.891	0.3729	??????++
SPART|ENSG00000133104	ad	control	279.00	-1.248	0.2122	-----++-
CDH13|ENSG00000140945	ad	control	173.00	-0.075	0.9405	+++++--?
SLC25A38P1|ENSG00000229785	ad	control	31.00	0.023	0.9818	??????+?
ASAH1|ENSG00000104763	ad	control	173.00	-2.225	0.02609	++-+---?
LINC00345|ENSG00000235660	ad	control	62.00	0.009	0.9932	?????+-?
ACTG1P3|ENSG00000215388	ad	control	168.00	-0.344	0.7311	?????+--
TRAPPC14|ENSG00000146826	ad	control	279.00	-1.356	0.1752	++--+---
ARRDC5|ENSG00000205784	ad	control	62.00	0.147	0.8828	?????-+?
RN7SKP83|ENSG00000252321	ad	control	62.00	0.142	0.8868	?????-+?
ZDHHC3|ENSG00000163812	ad	control	279.00	0.331	0.741	++++-++-
ZNF816-ZNF321P|ENSG00000221874	ad	control	106.00	-0.031	0.975	???????-
GSTO2|ENSG00000065621	ad	control	279.00	3.129	0.001754	++++++++
FAM72A|ENSG00000196550	ad	control	62.00	-1.076	0.2821	?????-+?
MKKS|ENSG00000125863	ad	control	279.00	2.256	0.02404	++++++-+
EGFL8|ENSG00000240389	ad	control	173.00	-0.244	0.807	-----++?
FGFRL1|ENSG00000127418	ad	control	279.00	-3.719	0.0001998	--------
SMIM20|ENSG00000250317	ad	control	279.00	0.124	0.9011	++++---+
LMF2|ENSG00000100258	ad	control	279.00	-1.511	0.1309	----+---
RPE65|ENSG00000116745	ad	control	62.00	-1.280	0.2004	?????--?
HSD3B2|ENSG00000203859	ad	control	62.00	-0.056	0.9553	?????--?
SNORD110|ENSG00000221116	ad	control	106.00	-0.670	0.503	???????-
ACSL3|ENSG00000123983	ad	control	173.00	1.416	0.1569	+++++--?
CDRT4|ENSG00000239704	ad	control	173.00	-0.887	0.3753	----+-+?
SCAMP4|ENSG00000227500	ad	control	279.00	-2.897	0.003768	----+---
SCAF8|ENSG00000213079	ad	control	279.00	-0.136	0.8919	----++++
TOX3|ENSG00000103460	ad	control	173.00	2.127	0.03341	++++++-?
ITPRIP|ENSG00000148841	ad	control	173.00	-3.685	0.0002285	------+?
RPL27A|ENSG00000166441	ad	control	279.00	-0.659	0.51	----+++-
KIAA1958|ENSG00000165185	ad	control	279.00	-2.188	0.0287	-----++-
PKD1P5|ENSG00000254681	ad	control	101.00	1.196	0.2316	????++-?
FTCD-AS1|ENSG00000237338	ad	control	106.00	-0.383	0.702	???????-
WTAPP1|ENSG00000255282	ad	control	31.00	0.179	0.8583	?????+??
RN7SL377P|ENSG00000266569	ad	control	31.00	-0.144	0.8855	??????-?
KLHL41|ENSG00000239474	ad	control	279.00	1.306	0.1916	-++-++-+
DNAJB13|ENSG00000187726	ad	control	62.00	-2.715	0.006622	?????--?
LINC00488|ENSG00000214381	ad	control	62.00	-0.844	0.3989	?????+-?
SSH3|ENSG00000172830	ad	control	279.00	-2.650	0.008052	-----++-
SH3RF3|ENSG00000172985	ad	control	173.00	-4.953	7.307e-07	-------?
MYO7B|ENSG00000169994	ad	control	134.00	0.603	0.5468	++++?+-?
GJB5|ENSG00000189280	ad	control	62.00	-2.440	0.01469	?????--?
FAM118B|ENSG00000197798	ad	control	279.00	-0.494	0.6213	-----++-
MRPL52|ENSG00000172590	ad	control	279.00	-1.289	0.1976	++-+----
VTRNA1-2|ENSG00000202111	ad	control	31.00	0.032	0.9742	??????+?
COX16|ENSG00000133983	ad	control	279.00	2.042	0.04112	+++++-++
GTF3C1|ENSG00000077235	ad	control	279.00	-0.549	0.5829	-++++---
GYG1|ENSG00000163754	ad	control	279.00	-0.063	0.9498	+++----+
HOOK1|ENSG00000134709	ad	control	279.00	1.209	0.2265	+++++--+
APPL1|ENSG00000157500	ad	control	279.00	0.491	0.6233	++++-+++
ILDR2|ENSG00000143195	ad	control	279.00	-0.024	0.9809	--+--+-+
LOC102724701|ENSG00000275496	ad	control	176.00	0.539	0.59	????++?+
EHMT1|ENSG00000181090	ad	control	279.00	-3.612	0.0003037	-----++-
IL13RA1|ENSG00000131724	ad	control	279.00	-3.282	0.001029	--------
LINC02803|ENSG00000227740	ad	control	134.00	2.411	0.01593	++++?++?
IGHMBP2|ENSG00000132740	ad	control	279.00	-1.264	0.2063	-+--+---
YARS2|ENSG00000139131	ad	control	279.00	-0.375	0.7074	--+----+
PRH2|ENSG00000275679	ad	control	240.00	0.746	0.4558	+-+-?+++
ZFPM2-AS1|ENSG00000251003	ad	control	168.00	0.138	0.8904	?????-++
NT5CP1|ENSG00000258524	ad	control	62.00	-0.404	0.6864	?????-+?
SGMS2|ENSG00000164023	ad	control	173.00	-2.475	0.01333	--+----?
SRP9|ENSG00000143742	ad	control	279.00	1.030	0.3032	++++---+
BEND6|ENSG00000151917	ad	control	279.00	2.894	0.003802	++++++++
RAPH1|ENSG00000173166	ad	control	279.00	0.773	0.4394	+++++--+
UBE2V1P2|ENSG00000214192	ad	control	62.00	-0.024	0.9812	?????+-?
KLRG1|ENSG00000139187	ad	control	279.00	-0.281	0.7789	---+-++-
GABARAPL2|ENSG00000034713	ad	control	279.00	3.725	0.0001955	+++++--+
GPR63|ENSG00000112218	ad	control	279.00	-0.979	0.3278	-++----+
CCDC90B-AS1|ENSG00000255234	ad	control	168.00	0.191	0.8486	?????+-+
MVK|ENSG00000110921	ad	control	279.00	1.169	0.2424	+++++---
MOV10L1|ENSG00000073146	ad	control	173.00	1.351	0.1767	+++++--?
CNKSR2|ENSG00000149970	ad	control	279.00	1.488	0.1367	+++++--+
GALNT13-AS1|ENSG00000224675	ad	control	137.00	0.522	0.6017	??????++
IGLV3-25|ENSG00000211659	ad	control	31.00	-0.105	0.9166	?????-??
RNA5S17|ENSG00000285158	ad	control	106.00	0.295	0.768	???????+
RPS12P26|ENSG00000225193	ad	control	168.00	-0.233	0.816	?????+--
H4C4|ENSG00000277157	ad	control	279.00	2.297	0.02161	+++++--+
ZNF281|ENSG00000162702	ad	control	279.00	-0.049	0.9606	-----++-
GUSBP19|ENSG00000275374	ad	control	62.00	0.818	0.4134	?????++?
GORASP1|ENSG00000114745	ad	control	279.00	-1.062	0.2883	---+-+-+
HNRNPK|ENSG00000165119	ad	control	173.00	2.910	0.003609	+++++--?
SPAG16-DT|ENSG00000196096	ad	control	168.00	0.836	0.403	?????+++
MAP3K2-DT|ENSG00000236682	ad	control	279.00	0.116	0.9079	+++----+
RPL7P24|ENSG00000240003	ad	control	62.00	0.897	0.3695	?????++?
PTCSC2|ENSG00000236130	ad	control	62.00	0.333	0.7394	?????++?
BTAF1|ENSG00000095564	ad	control	279.00	1.759	0.07854	+++++--+
LOC340512|ENSG00000230782	ad	control	62.00	1.118	0.2634	?????++?
LOC105379252|ENSG00000290970	ad	control	106.00	-0.679	0.497	???????-
XKR4-AS1|ENSG00000254357	ad	control	106.00	1.287	0.198	???????+
CREG2|ENSG00000175874	ad	control	279.00	2.325	0.02008	+++++--+
C6orf47|ENSG00000228435	ad	control	279.00	-1.197	0.2314	-----++-
LINC02231|ENSG00000248995	ad	control	31.00	-0.121	0.9036	?????-??
FITM2|ENSG00000197296	ad	control	279.00	0.011	0.9914	+++++---
NAPSB|ENSG00000131401	ad	control	207.00	-0.683	0.4944	????+---
MRAP2|ENSG00000135324	ad	control	279.00	0.180	0.8573	+++++--+
PIWIL3|ENSG00000184571	ad	control	62.00	-0.031	0.9751	?????-+?
CCT6P2|ENSG00000250526	ad	control	62.00	0.139	0.8897	?????-+?
DVL1|ENSG00000107404	ad	control	279.00	-2.214	0.02681	-----++-
TDRKH-AS1|ENSG00000203288	ad	control	207.00	1.889	0.05884	????++++
MTERF3|ENSG00000156469	ad	control	279.00	0.895	0.3709	+++++--+
USP10|ENSG00000103194	ad	control	173.00	2.719	0.006545	+++++--?
RPL31P21|ENSG00000241400	ad	control	31.00	-0.343	0.7313	??????-?
VN1R76P|ENSG00000273762	ad	control	106.00	0.148	0.882	???????+
BASP1|ENSG00000176788	ad	control	173.00	1.294	0.1956	+++++--?
RPS15AP16|ENSG00000239483	ad	control	106.00	-0.303	0.762	???????-
TSPAN3|ENSG00000140391	ad	control	279.00	-1.357	0.1748	+-++---+
SSBP3P2|ENSG00000224425	ad	control	62.00	-1.132	0.2575	?????--?
PDE6G|ENSG00000185527	ad	control	62.00	1.057	0.2905	?????++?
COG2|ENSG00000135775	ad	control	279.00	0.256	0.7982	-+++-+++
SLC26A10P|ENSG00000135502	ad	control	173.00	-0.715	0.4747	-++++--?
NDUFAF2|ENSG00000164182	ad	control	279.00	0.105	0.9165	+++++---
BRD3OS|ENSG00000235106	ad	control	279.00	-0.005	0.9958	+++-+---
MRPL41|ENSG00000182154	ad	control	279.00	-1.478	0.1393	----+---
LSM8|ENSG00000128534	ad	control	279.00	1.610	0.1075	++++++++
MIR99AHG|ENSG00000215386	ad	control	279.00	-0.337	0.7358	+++-+--+
OR2M3|ENSG00000228198	ad	control	173.00	5.123	3e-07	+++++--?
CYP4F25P|ENSG00000224106	ad	control	62.00	1.048	0.2948	?????++?
MT1A|ENSG00000205362	ad	control	168.00	-1.016	0.3095	?????---
NDUFB8P2|ENSG00000270264	ad	control	62.00	0.385	0.7002	?????++?
ATP2A1|ENSG00000196296	ad	control	134.00	-3.012	0.002593	----?--?
LMTK3|ENSG00000142235	ad	control	279.00	-1.312	0.1895	----+---
FNDC7|ENSG00000143107	ad	control	62.00	-0.282	0.7778	?????+-?
PNMA6F|ENSG00000225110	ad	control	173.00	-1.295	0.1952	--+-+--?
GUCA2B|ENSG00000044012	ad	control	31.00	-0.008	0.9934	??????-?
DYNLT2|ENSG00000184786	ad	control	173.00	0.112	0.9111	-+-+-++?
RPL18AP9|ENSG00000223916	ad	control	31.00	0.345	0.7298	??????+?
CCDC166|ENSG00000278749	ad	control	62.00	0.235	0.8138	?????++?
MMP9|ENSG00000100985	ad	control	62.00	0.658	0.5103	?????++?
SGPL1|ENSG00000166224	ad	control	279.00	-2.233	0.02553	-----++-
SMPD1|ENSG00000166311	ad	control	279.00	-1.721	0.08526	+++-----
IKBKE|ENSG00000263528	ad	control	173.00	-1.775	0.07591	+----++?
GREM2|ENSG00000180875	ad	control	279.00	2.694	0.007055	+++++--+
LINC01685|ENSG00000238063	ad	control	31.00	-0.129	0.8976	?????-??
UBQLN4P1|ENSG00000241627	ad	control	62.00	2.948	0.003196	?????++?
TRIM22|ENSG00000132274	ad	control	279.00	-2.010	0.04443	-----++-
SREBF2-AS1|ENSG00000184068	ad	control	207.00	0.548	0.5835	????+++-
THAP9|ENSG00000168152	ad	control	173.00	1.278	0.2011	+++++++?
CNTNAP2|ENSG00000278728	ad	control	173.00	3.614	0.0003018	+++++--?
SH3BP4|ENSG00000130147	ad	control	279.00	-1.653	0.09836	-----++-
LINC01871|ENSG00000235576	ad	control	62.00	0.875	0.3816	?????++?
ECM1|ENSG00000143369	ad	control	279.00	1.613	0.1066	+++++---
SLC38A1|ENSG00000111371	ad	control	279.00	0.989	0.3225	+++++--+
DDX11L8|ENSG00000256263	ad	control	62.00	0.049	0.9613	?????-+?
CCDC81|ENSG00000149201	ad	control	279.00	-0.479	0.6323	----+++-
NRCAM|ENSG00000091129	ad	control	279.00	1.768	0.077	+++++--+
CCDC127|ENSG00000164366	ad	control	279.00	0.755	0.4504	++++-++-
RTN4R|ENSG00000040608	ad	control	279.00	0.032	0.9746	+++++---
SNORA63C|ENSG00000201448	ad	control	62.00	1.072	0.2837	?????-+?
FAM185BP|ENSG00000214439	ad	control	207.00	-1.076	0.2821	????----
BRINP3-DT|ENSG00000237457	ad	control	168.00	0.865	0.3873	?????+-+
YPEL3|ENSG00000090238	ad	control	173.00	0.715	0.4744	-++-+-+?
FAAP100|ENSG00000185504	ad	control	279.00	-1.145	0.2522	----+---
RN7SKP40|ENSG00000253020	ad	control	31.00	-0.019	0.9851	?????-??
SBSN|ENSG00000189001	ad	control	62.00	-0.015	0.9883	?????+-?
ACTG1P4|ENSG00000236085	ad	control	106.00	0.444	0.657	???????+
C15orf48|ENSG00000166920	ad	control	62.00	0.137	0.8906	?????+-?
DHX9-AS1|ENSG00000287808	ad	control	106.00	0.220	0.826	???????+
DDX28|ENSG00000182810	ad	control	279.00	0.133	0.8938	+++++---
CHD6|ENSG00000124177	ad	control	279.00	1.821	0.06863	+-+-++++
KRT126P|ENSG00000257402	ad	control	31.00	-0.096	0.9235	??????-?
HERC1|ENSG00000103657	ad	control	279.00	3.464	0.000532	++++++-+
UBIAD1|ENSG00000120942	ad	control	279.00	-1.907	0.05647	----+---
RNF114|ENSG00000124226	ad	control	279.00	-0.759	0.4479	-----++-
PDSS1P1|ENSG00000182347	ad	control	106.00	0.464	0.643	???????+
LINC02668|ENSG00000226762	ad	control	134.00	-0.077	0.9387	-+++?--?
RPS26P20|ENSG00000224553	ad	control	62.00	0.377	0.7059	?????-+?
H1-6|ENSG00000187475	ad	control	62.00	0.052	0.9587	?????+-?
CCDC154|ENSG00000197599	ad	control	173.00	-3.096	0.00196	------+?
CTAGE3P|ENSG00000232872	ad	control	207.00	-0.758	0.4482	????----
ADSS2|ENSG00000035687	ad	control	279.00	3.471	0.0005188	++++++++
RPS27P6|ENSG00000228665	ad	control	62.00	0.315	0.753	?????-+?
SAP30|ENSG00000164105	ad	control	173.00	-0.142	0.8867	----+++?
CHD1|ENSG00000153922	ad	control	173.00	-1.238	0.2159	-----++?
PUS7L|ENSG00000129317	ad	control	279.00	3.039	0.002372	++++++-+
LINC01345|ENSG00000226374	ad	control	62.00	-0.078	0.9376	?????--?
LOC103171574|ENSG00000259774	ad	control	31.00	0.015	0.9877	?????+??
PRAM1|ENSG00000133246	ad	control	279.00	-2.301	0.02141	----+++-
RPL26P27|ENSG00000226493	ad	control	106.00	0.216	0.829	???????+
RN7SKP16|ENSG00000222112	ad	control	62.00	-0.682	0.4949	?????+-?
SMARCA5-AS1|ENSG00000245112	ad	control	168.00	-0.142	0.8869	?????-++
USP30-AS1|ENSG00000256262	ad	control	168.00	-0.207	0.836	?????-+-
CHGB|ENSG00000089199	ad	control	279.00	2.571	0.01014	+++++--+
LINGO1|ENSG00000169783	ad	control	173.00	1.154	0.2487	+++++--?
PDC|ENSG00000116703	ad	control	103.00	1.921	0.05478	++++??-?
MDC1|ENSG00000231135	ad	control	173.00	0.665	0.5058	----+++?
VWA7|ENSG00000234433	ad	control	279.00	1.577	0.1149	+++++---
ZMIZ1|ENSG00000108175	ad	control	173.00	-3.803	0.0001432	-------?
IGLV3-9|ENSG00000211670	ad	control	31.00	-0.294	0.7689	?????-??
RPL21P79|ENSG00000240919	ad	control	31.00	-0.053	0.9576	?????-??
DCHS1|ENSG00000166341	ad	control	279.00	-2.575	0.01003	--------
DRG1P1|ENSG00000235411	ad	control	62.00	0.143	0.8866	?????++?
CRIM1-DT|ENSG00000260025	ad	control	240.00	-0.401	0.6881	+++-?--+
PYGM|ENSG00000068976	ad	control	279.00	-3.620	0.0002946	-----+--
RNU6ATAC18P|ENSG00000221340	ad	control	62.00	0.077	0.9387	?????-+?
MT4|ENSG00000102891	ad	control	62.00	0.095	0.9239	?????+-?
RPS7P6|ENSG00000215278	ad	control	31.00	0.231	0.817	??????+?
SIK3|ENSG00000160584	ad	control	173.00	3.513	0.0004425	+++++++?
UBE2NL|ENSG00000276380	ad	control	31.00	-0.019	0.9851	?????-??
DDX27|ENSG00000124228	ad	control	279.00	-0.810	0.4182	----++++
KDM1A|ENSG00000004487	ad	control	279.00	2.707	0.00679	+++++--+
ERCC8-AS1|ENSG00000233847	ad	control	106.00	0.986	0.324	???????+
PERP|ENSG00000112378	ad	control	279.00	-1.415	0.157	----+-++
POPDC2|ENSG00000121577	ad	control	62.00	0.416	0.6776	?????-+?
PES1P1|ENSG00000248191	ad	control	31.00	0.440	0.6597	??????+?
RN7SL689P|ENSG00000263432	ad	control	62.00	-0.162	0.8711	?????+-?
EIF3A|ENSG00000107581	ad	control	173.00	2.127	0.0334	----+++?
SNRPEP5|ENSG00000225642	ad	control	31.00	0.008	0.9937	??????+?
LOC124903342|ENSG00000285518	ad	control	62.00	0.523	0.6008	?????++?
PPFIA4|ENSG00000143847	ad	control	279.00	0.398	0.691	+++++---
LINC02958|ENSG00000265752	ad	control	62.00	0.142	0.8874	?????++?
RBM15B|ENSG00000259956	ad	control	279.00	-2.122	0.03386	-----++-
MT1JP|ENSG00000255986	ad	control	62.00	1.369	0.171	?????-+?
TRMT12|ENSG00000183665	ad	control	279.00	0.568	0.5701	+-+++--+
SRRM5|ENSG00000226763	ad	control	279.00	-3.074	0.002109	----+++-
LINC01705|ENSG00000232679	ad	control	31.00	-0.052	0.9585	?????-??
RHPN2|ENSG00000131941	ad	control	279.00	-1.300	0.1937	+-++----
ARHGEF17|ENSG00000110237	ad	control	173.00	-4.134	3.568e-05	-------?
CDK2AP2P2|ENSG00000237451	ad	control	62.00	-0.511	0.6095	?????--?
TWSG1-DT|ENSG00000264964	ad	control	168.00	0.137	0.891	?????--+
RHOD|ENSG00000173156	ad	control	101.00	0.063	0.9499	????-++?
TNRC6A|ENSG00000090905	ad	control	279.00	0.346	0.729	----+++-
RAE1|ENSG00000101146	ad	control	173.00	-0.732	0.464	++++---?
GNAT2|ENSG00000134183	ad	control	62.00	0.060	0.9525	?????-+?
LOC101929473|ENSG00000255087	ad	control	134.00	0.507	0.6122	++++?-+?
PVT1|ENSG00000249859	ad	control	279.00	0.052	0.9581	-+-++---
HSPA7|ENSG00000225217	ad	control	207.00	0.619	0.5359	????+++-
ATL1|ENSG00000198513	ad	control	173.00	2.960	0.003072	+++++--?
GPRIN1|ENSG00000169258	ad	control	279.00	0.088	0.93	+-+-+---
ST13P18|ENSG00000234322	ad	control	62.00	0.018	0.9858	?????+-?
LYST-AS1|ENSG00000229463	ad	control	106.00	0.948	0.343	???????+
RSAD2|ENSG00000134321	ad	control	279.00	1.967	0.04922	+++++---
ATP5MGP1|ENSG00000256280	ad	control	62.00	-0.323	0.7467	?????+-?
PAX6|ENSG00000007372	ad	control	173.00	-3.035	0.002405	-----++?
TAF8|ENSG00000137413	ad	control	279.00	-2.079	0.03758	-----++-
TUBA1B|ENSG00000123416	ad	control	173.00	1.742	0.08157	+++++--?
GRIK3|ENSG00000163873	ad	control	279.00	-1.116	0.2645	-++++---
TRPM5|ENSG00000070985	ad	control	62.00	-0.190	0.8489	?????+-?
CCDC9B|ENSG00000188549	ad	control	279.00	-2.196	0.02811	-----++-
CBX3P2|ENSG00000266405	ad	control	62.00	-1.511	0.1308	?????--?
GCSHP5|ENSG00000224837	ad	control	168.00	1.736	0.08254	?????+++
IFT172|ENSG00000138002	ad	control	279.00	-0.264	0.7918	----+++-
ZSCAN12|ENSG00000158691	ad	control	279.00	0.060	0.9524	-----+++
OFD1|ENSG00000046651	ad	control	279.00	0.370	0.7116	----+++-
LOC100421387|ENSG00000229110	ad	control	106.00	0.353	0.724	???????+
RNU4ATAC|ENSG00000264229	ad	control	168.00	-0.393	0.6944	?????---
LINC01554|ENSG00000236882	ad	control	240.00	-0.604	0.5457	++++?--+
PSMC3IP|ENSG00000131470	ad	control	279.00	-1.964	0.04949	-----++-
MSRB3|ENSG00000174099	ad	control	173.00	-2.102	0.03558	-----++?
CGB7|ENSG00000196337	ad	control	31.00	0.214	0.8307	??????+?
TOMM20L|ENSG00000196860	ad	control	62.00	-0.427	0.6696	?????+-?
C5AR2|ENSG00000134830	ad	control	173.00	-3.745	0.0001803	-------?
PRKAR2B|ENSG00000005249	ad	control	173.00	1.227	0.2198	+++++--?
STK11|ENSG00000118046	ad	control	279.00	-2.139	0.03246	-----++-
LINC01423|ENSG00000231231	ad	control	31.00	0.618	0.5368	??????+?
CASZ1|ENSG00000130940	ad	control	173.00	-2.710	0.006718	-----++?
SLC18A3|ENSG00000187714	ad	control	62.00	-0.265	0.7907	?????--?
GAPDHP22|ENSG00000234005	ad	control	62.00	0.563	0.5737	?????++?
CHD3|ENSG00000170004	ad	control	279.00	-0.660	0.5093	--+-++--
PDCD2L|ENSG00000126249	ad	control	279.00	-1.883	0.05966	-+++----
LINC02895|ENSG00000259380	ad	control	62.00	0.154	0.8773	?????++?
ANKRD62P1-PARP4P3|ENSG00000189295	ad	control	62.00	0.003	0.9972	?????-+?
FAM227B|ENSG00000166262	ad	control	279.00	-0.566	0.5715	-----+++
KASH5|ENSG00000161609	ad	control	62.00	-0.128	0.8985	?????--?
S100A11|ENSG00000163191	ad	control	279.00	-3.797	0.0001464	--------
LINC01264|ENSG00000229630	ad	control	31.00	0.008	0.9937	??????+?
TIRAP-AS1|ENSG00000255062	ad	control	168.00	-0.508	0.6113	?????---
MIR4440|ENSG00000266109	ad	control	106.00	-0.150	0.881	???????-
GBAP1|ENSG00000160766	ad	control	101.00	-0.067	0.9467	????+--?
FCF1|ENSG00000119616	ad	control	279.00	-0.216	0.8293	++-+--++
ANKRD23|ENSG00000163126	ad	control	279.00	-2.700	0.006941	-----++-
DDX3P1|ENSG00000232928	ad	control	145.00	0.848	0.3963	????+??-
ACBD5|ENSG00000107897	ad	control	279.00	-0.684	0.4939	-----+++
RPL41P2|ENSG00000256338	ad	control	62.00	-0.576	0.5646	?????-+?
DAPK3|ENSG00000167657	ad	control	279.00	-0.743	0.4575	+-+-+---
NEXN-AS1|ENSG00000235927	ad	control	168.00	0.415	0.6782	?????+-+
VEPH1|ENSG00000197415	ad	control	62.00	-1.710	0.08732	?????--?
RAB31|ENSG00000168461	ad	control	279.00	-1.720	0.08552	-----+-+
LINC00938|ENSG00000273015	ad	control	279.00	1.286	0.1986	----++++
RNVU1-4|ENSG00000277610	ad	control	31.00	0.001	0.9993	?????+??
DND1P1|ENSG00000282614	ad	control	106.00	-0.938	0.348	???????-
TUBB4B|ENSG00000188229	ad	control	279.00	0.442	0.6588	+++++---
MIR1244-4|ENSG00000283344	ad	control	62.00	-0.454	0.65	?????-+?
OSBPL10-AS1|ENSG00000232490	ad	control	106.00	1.175	0.24	???????+
ZNF236|ENSG00000130856	ad	control	173.00	0.366	0.7146	-+-++--?
ROBO2|ENSG00000185008	ad	control	279.00	2.249	0.02449	+++++--+
HCG21|ENSG00000233529	ad	control	31.00	0.022	0.9827	??????+?
SINHCAF|ENSG00000276371	ad	control	279.00	-2.376	0.01752	------++
MRPL46|ENSG00000259494	ad	control	279.00	1.857	0.06329	-+++++++
MED8-AS1|ENSG00000229431	ad	control	168.00	0.286	0.7751	?????++-
LINC00106|ENSG00000292341	ad	control	62.00	-0.465	0.6419	?????--?
PDPR2P|ENSG00000214331	ad	control	101.00	1.144	0.2527	????++-?
