MarkerName	Allele1	Allele2	Weight	Zscore	P-value	Direction
ARHGAP29-AS1|ENSG00000226835	ad	control	168.00	0.784	0.4328	?????+++
SLC25A28-DT|ENSG00000260475	ad	control	168.00	-0.498	0.6184	?????--+
BNIP3P46|ENSG00000271179	ad	control	31.00	0.347	0.7289	??????+?
HES4|ENSG00000188290	ad	control	173.00	-1.142	0.2535	----+--?
THG1L|ENSG00000113272	ad	control	279.00	0.703	0.4818	+-++-+++
RRM2B|ENSG00000048392	ad	control	279.00	0.856	0.3918	++++---+
PSME2P6|ENSG00000227462	ad	control	31.00	-0.082	0.9348	??????-?
ACOX2|ENSG00000168306	ad	control	279.00	-2.405	0.01617	--+-----
CARD10|ENSG00000100065	ad	control	173.00	-1.843	0.06536	------+?
STBD1|ENSG00000118804	ad	control	173.00	0.953	0.3404	+--++-+?
USP54|ENSG00000166348	ad	control	279.00	-1.235	0.2167	-----++-
SULT1A3|ENSG00000261052	ad	control	101.00	0.986	0.3241	????++-?
CHRNB1|ENSG00000283946	ad	control	279.00	-2.355	0.01852	-----+++
LINC00402|ENSG00000235532	ad	control	142.00	1.299	0.1939	-++++?+?
STRA6|ENSG00000288257	ad	control	62.00	-1.746	0.08079	?????--?
RLF|ENSG00000117000	ad	control	173.00	2.760	0.005776	++++++-?
HES2|ENSG00000069812	ad	control	31.00	0.089	0.9293	??????+?
RAF1P1|ENSG00000250040	ad	control	31.00	-0.112	0.9106	??????-?
PLCXD3|ENSG00000182836	ad	control	279.00	3.370	0.0007526	+++++--+
BLTP3B|ENSG00000111647	ad	control	279.00	3.576	0.0003488	++++++++
RNU6-101P|ENSG00000222255	ad	control	31.00	-0.019	0.9851	?????-??
ARHGAP20|ENSG00000137727	ad	control	279.00	2.696	0.007012	+++++--+
PURB|ENSG00000146676	ad	control	279.00	1.953	0.05077	+++++-++
DCAF17|ENSG00000115827	ad	control	279.00	0.995	0.3195	---++++-
WASH4P|ENSG00000234769	ad	control	62.00	-0.772	0.4399	?????--?
HSFY3P|ENSG00000227289	ad	control	62.00	0.066	0.9474	?????++?
COL1A1|ENSG00000108821	ad	control	173.00	-1.341	0.1798	+--+-+-?
MMADHC-DT|ENSG00000231969	ad	control	168.00	1.245	0.2133	?????+-+
ZDHHC24|ENSG00000174165	ad	control	279.00	-2.776	0.0055	----+---
TRIM8-DT|ENSG00000272933	ad	control	207.00	-2.202	0.02768	????----
FOXC2|ENSG00000176692	ad	control	134.00	-2.159	0.03082	----?-+?
LDHAL6DP|ENSG00000250257	ad	control	137.00	0.032	0.9745	?????-?+
GULP1|ENSG00000144366	ad	control	279.00	1.659	0.09707	+++++--+
TOMM22-DT|ENSG00000228274	ad	control	207.00	-0.157	0.8754	????+-+-
RAB5C-AS1|ENSG00000267658	ad	control	62.00	0.363	0.7167	?????-+?
TMEM54|ENSG00000121900	ad	control	279.00	-2.483	0.01301	-----++-
C1orf74|ENSG00000162757	ad	control	279.00	-0.988	0.3231	---++--+
LINC01482|ENSG00000267659	ad	control	62.00	-0.174	0.8621	?????--?
C9orf78P2|ENSG00000224569	ad	control	31.00	0.174	0.8622	??????+?
HNRNPD|ENSG00000138668	ad	control	173.00	4.517	6.283e-06	+++++++?
SYT4|ENSG00000132872	ad	control	279.00	1.793	0.07295	+++++--+
LRWD1|ENSG00000161036	ad	control	279.00	-0.645	0.519	-++-+---
LOC121725015|ENSG00000264449	ad	control	62.00	-0.197	0.8439	?????--?
ZNF613|ENSG00000176024	ad	control	279.00	-2.985	0.00284	-----+--
STX12|ENSG00000117758	ad	control	279.00	4.756	1.976e-06	++++++-+
MAP3K5-AS2|ENSG00000286646	ad	control	106.00	0.325	0.745	???????+
FOSL2|ENSG00000075426	ad	control	173.00	-1.810	0.07031	----+-+?
GZMK|ENSG00000113088	ad	control	62.00	2.443	0.01455	?????++?
SREK1IP1P2|ENSG00000271227	ad	control	31.00	-0.401	0.6887	??????-?
LINC01924|ENSG00000267134	ad	control	31.00	-0.211	0.8326	??????-?
ZNF250|ENSG00000196150	ad	control	279.00	4.458	8.28e-06	++++++++
LOC644669|ENSG00000290522	ad	control	106.00	0.613	0.54	???????+
STOML2|ENSG00000165283	ad	control	279.00	0.705	0.4811	+++-+--+
CFHR3|ENSG00000116785	ad	control	62.00	0.030	0.976	?????+-?
CPNE8|ENSG00000139117	ad	control	173.00	0.305	0.7606	++++---?
RUBCN|ENSG00000145016	ad	control	279.00	-1.094	0.2741	-----++-
LOC100631242|ENSG00000236576	ad	control	137.00	0.372	0.7101	??????++
DPYD|ENSG00000188641	ad	control	173.00	0.835	0.4038	---+-++?
SEMA4F|ENSG00000135622	ad	control	279.00	-0.035	0.9721	++++---+
SOCS5P2|ENSG00000224682	ad	control	106.00	-0.299	0.765	???????-
DDX19B|ENSG00000157349	ad	control	279.00	0.638	0.5237	+++++---
MPRIP|ENSG00000133030	ad	control	173.00	-0.270	0.7869	----+++?
BNC2|ENSG00000173068	ad	control	173.00	-3.187	0.001436	-----++?
CPN2|ENSG00000178772	ad	control	31.00	-0.153	0.8782	??????-?
TOM1|ENSG00000100284	ad	control	279.00	0.701	0.4833	+++++---
GPR87|ENSG00000138271	ad	control	240.00	1.160	0.2461	++++?-++
LRMDA|ENSG00000148655	ad	control	279.00	-2.396	0.01659	-+-----+
ADM2|ENSG00000128165	ad	control	62.00	0.197	0.8441	?????+-?
ARMT1|ENSG00000146476	ad	control	279.00	-0.331	0.741	++++---+
MR1|ENSG00000153029	ad	control	279.00	-2.704	0.006851	+------+
UMPS|ENSG00000114491	ad	control	279.00	-1.308	0.1909	-----+++
MRPL43|ENSG00000055950	ad	control	279.00	-0.258	0.7968	++++-++-
DISC1|ENSG00000162946	ad	control	279.00	-0.707	0.4793	----++++
CCKAR|ENSG00000163394	ad	control	62.00	-0.578	0.5635	?????--?
PFN4|ENSG00000176732	ad	control	134.00	0.042	0.9665	++-+?+-?
KBTBD2|ENSG00000170852	ad	control	279.00	3.213	0.001314	++++++++
PLAC4|ENSG00000280109	ad	control	145.00	-2.086	0.03696	????-??-
NT5DC4|ENSG00000144130	ad	control	62.00	0.088	0.9299	?????-+?
ATF6B|ENSG00000234539	ad	control	279.00	-3.083	0.002051	--------
PCSK6|ENSG00000140479	ad	control	173.00	0.769	0.4422	-----++?
SNORD114-23|ENSG00000200406	ad	control	31.00	-0.046	0.9629	??????-?
RIOK1|ENSG00000124784	ad	control	279.00	1.591	0.1115	++++-++-
FZD10-AS1|ENSG00000250208	ad	control	101.00	1.300	0.1935	????+++?
LOC124903183|ENSG00000285572	ad	control	62.00	-0.100	0.9205	?????+-?
SPATA22|ENSG00000141255	ad	control	62.00	2.261	0.02374	?????++?
SLC31A1|ENSG00000136868	ad	control	279.00	-0.800	0.4235	++--+--+
LINC01684|ENSG00000237484	ad	control	62.00	-0.506	0.6131	?????+-?
BZW1-AS1|ENSG00000230408	ad	control	168.00	1.253	0.2103	?????-++
APOA1|ENSG00000118137	ad	control	62.00	0.615	0.5385	?????++?
DDR2|ENSG00000162733	ad	control	279.00	-0.956	0.339	-----++-
ACSL6-AS1|ENSG00000223548	ad	control	168.00	0.303	0.7618	?????--+
KDM2B-DT|ENSG00000256742	ad	control	240.00	-1.223	0.2213	----?++-
MMEL1|ENSG00000277131	ad	control	101.00	-0.055	0.9563	????-++?
PIK3C2B|ENSG00000133056	ad	control	173.00	0.316	0.7521	----+++?
DNAJC19P7|ENSG00000237663	ad	control	106.00	0.060	0.952	???????+
VIRMA-DT|ENSG00000253704	ad	control	134.00	-2.674	0.00749	----?-+?
TNFAIP1|ENSG00000109079	ad	control	279.00	-0.075	0.9406	-+---++-
RAD21L1|ENSG00000244588	ad	control	62.00	-0.444	0.6568	?????--?
ABHD17AP1|ENSG00000198658	ad	control	62.00	3.745	0.0001807	?????++?
RALGAPA1|ENSG00000174373	ad	control	279.00	-0.012	0.9908	--+-+--+
GRIK1-AS1|ENSG00000174680	ad	control	168.00	1.876	0.0607	?????+++
SUCLG2P2|ENSG00000236349	ad	control	62.00	-0.218	0.8277	?????+-?
CYP2C8|ENSG00000138115	ad	control	134.00	-0.612	0.5404	++++?--?
MS4A3|ENSG00000284903	ad	control	62.00	-0.118	0.9059	?????+-?
MIR152|ENSG00000207947	ad	control	31.00	0.125	0.9003	??????+?
LOC100129404|ENSG00000249213	ad	control	106.00	0.265	0.791	???????+
ZSWIM8-AS1|ENSG00000272589	ad	control	137.00	-1.428	0.1532	??????--
GPAT3|ENSG00000138678	ad	control	279.00	1.225	0.2207	+++++---
LINC01962|ENSG00000248473	ad	control	31.00	0.522	0.6015	??????+?
COL15A1|ENSG00000204291	ad	control	173.00	-2.459	0.01394	---+---?
ENAH|ENSG00000154380	ad	control	173.00	-1.077	0.2816	-----++?
KCNE4|ENSG00000152049	ad	control	279.00	-3.843	0.0001217	------+-
RPL9P5|ENSG00000239510	ad	control	31.00	-0.409	0.6828	??????-?
ILRUN-AS1|ENSG00000272288	ad	control	62.00	1.347	0.1779	?????++?
ZDHHC20|ENSG00000180776	ad	control	279.00	-0.531	0.5954	-----++-
TTI1|ENSG00000101407	ad	control	279.00	1.805	0.07106	+++++--+
TMUB2|ENSG00000168591	ad	control	279.00	-0.912	0.3617	++++----
RNU2-6P|ENSG00000223336	ad	control	106.00	-0.001	0.999	???????-
SAA1|ENSG00000288411	ad	control	31.00	-1.073	0.2833	??????-?
PEDS1-UBE2V1|ENSG00000124208	ad	control	207.00	0.898	0.3694	????+--+
ZDHHC17|ENSG00000186908	ad	control	279.00	1.861	0.06276	+++++--+
LOC100421646|ENSG00000258823	ad	control	168.00	-0.176	0.8604	?????+--
WNT9A|ENSG00000143816	ad	control	101.00	-1.579	0.1143	????+--?
ADGRF5-AS1|ENSG00000225730	ad	control	106.00	0.307	0.759	???????+
F9|ENSG00000101981	ad	control	31.00	-0.186	0.8525	??????-?
PSME1|ENSG00000284916	ad	control	279.00	0.402	0.6876	-+---+++
CPE|ENSG00000109472	ad	control	279.00	-0.950	0.3419	++++---+
GAS8-AS1|ENSG00000221819	ad	control	137.00	-0.085	0.9322	??????--
KLF7|ENSG00000118263	ad	control	173.00	-2.146	0.0319	------+?
TPR|ENSG00000047410	ad	control	279.00	2.534	0.01126	----++++
DST-AS1|ENSG00000231441	ad	control	168.00	-0.586	0.558	?????---
OTX2|ENSG00000165588	ad	control	62.00	-0.443	0.6576	?????+-?
PASD1|ENSG00000166049	ad	control	31.00	-0.131	0.8959	??????-?
SYT7|ENSG00000011347	ad	control	279.00	0.220	0.8261	+++++---
RPS15AP29|ENSG00000237827	ad	control	137.00	0.644	0.5195	??????++
PITPNM2-AS1|ENSG00000251497	ad	control	248.00	-4.161	3.17e-05	-----?+-
CD86|ENSG00000114013	ad	control	279.00	-2.453	0.01418	+--+----
DHRS12|ENSG00000102796	ad	control	279.00	2.152	0.03143	++--++++
LINC02979|ENSG00000267480	ad	control	31.00	0.232	0.8168	??????+?
MUC2|ENSG00000293532	ad	control	31.00	-0.019	0.9851	?????-??
ARFGEF1-DT|ENSG00000271966	ad	control	168.00	-0.301	0.7631	?????-++
EEF1A1P22|ENSG00000259612	ad	control	62.00	1.281	0.2001	?????++?
STX5-DT|ENSG00000256690	ad	control	168.00	-0.386	0.6996	?????--+
C19orf44|ENSG00000105072	ad	control	279.00	-2.050	0.04038	-----++-
EEF1GP7|ENSG00000236290	ad	control	31.00	0.113	0.91	??????+?
CXCR4|ENSG00000121966	ad	control	279.00	-1.888	0.05904	-----++-
TM4SF1|ENSG00000169908	ad	control	173.00	-1.658	0.09741	-----++?
WNT5B|ENSG00000111186	ad	control	173.00	0.812	0.4168	+--+-++?
LOC124906859|ENSG00000225655	ad	control	62.00	0.326	0.7444	?????+-?
ZNF319|ENSG00000166188	ad	control	279.00	-3.512	0.000444	--------
PRELID1P3|ENSG00000235816	ad	control	168.00	0.851	0.3947	?????+++
CDK12|ENSG00000167258	ad	control	279.00	-1.496	0.1347	-----++-
FASLG|ENSG00000117560	ad	control	31.00	0.386	0.6993	??????+?
PARD6G-AS1|ENSG00000267270	ad	control	207.00	-1.664	0.0961	????----
RNF2P1|ENSG00000231381	ad	control	31.00	-0.129	0.8976	?????-??
INTS7|ENSG00000143493	ad	control	279.00	-0.337	0.7364	-----++-
NUDT13|ENSG00000166321	ad	control	279.00	1.386	0.1657	--++++++
CEND1|ENSG00000184524	ad	control	279.00	0.693	0.4885	+++++---
STX19|ENSG00000178750	ad	control	134.00	0.765	0.4445	++++?--?
DCAF15|ENSG00000288453	ad	control	279.00	-0.562	0.5739	----+++-
LINC01010|ENSG00000236700	ad	control	168.00	0.547	0.5846	?????++-
NQO1|ENSG00000181019	ad	control	173.00	-2.915	0.003553	-------?
GPR158-AS1|ENSG00000233642	ad	control	168.00	-0.399	0.6898	?????--+
ETV4|ENSG00000175832	ad	control	173.00	-2.551	0.01073	-----++?
REEP5|ENSG00000129625	ad	control	279.00	2.305	0.02119	+++++--+
SNORD116-3|ENSG00000207014	ad	control	168.00	-0.039	0.9693	?????-+-
LINC02614|ENSG00000241288	ad	control	101.00	0.428	0.6686	????+++?
FAM74A7|ENSG00000277260	ad	control	106.00	-0.049	0.961	???????-
CSMD1|ENSG00000183117	ad	control	279.00	1.460	0.1442	+++++--+
EIF1AX-AS1|ENSG00000225037	ad	control	106.00	0.713	0.476	???????+
ZNF658B|ENSG00000198416	ad	control	207.00	1.901	0.05725	????++++
SPECC1L|ENSG00000100014	ad	control	173.00	-3.327	0.0008794	-----++?
PLGRKT|ENSG00000107020	ad	control	279.00	0.735	0.462	+++++--+
EIF3LP2|ENSG00000233837	ad	control	62.00	0.269	0.7882	?????++?
GRM2|ENSG00000164082	ad	control	279.00	-0.218	0.8272	+++++---
RPS10P16|ENSG00000239917	ad	control	31.00	0.551	0.5816	??????+?
LINC01714|ENSG00000227634	ad	control	31.00	0.215	0.8298	??????+?
SYPL2|ENSG00000143028	ad	control	173.00	-2.145	0.03192	+------?
RAP2C-AS1|ENSG00000232160	ad	control	101.00	1.460	0.1444	????+-+?
MRPS35-DT|ENSG00000256377	ad	control	137.00	0.552	0.581	??????-+
ZNF341-AS1|ENSG00000230753	ad	control	168.00	-0.733	0.4634	?????-+-
ABCF2-H2BK1|ENSG00000285292	ad	control	168.00	0.255	0.7989	?????-++
RNA5S8|ENSG00000200343	ad	control	106.00	0.295	0.768	???????+
DCP1B|ENSG00000151065	ad	control	279.00	-0.917	0.3589	-----+++
XPNPEP1|ENSG00000108039	ad	control	279.00	2.367	0.01792	+++++--+
ISCA1|ENSG00000135070	ad	control	279.00	2.534	0.01127	+++++--+
GBE1|ENSG00000114480	ad	control	279.00	0.198	0.8432	++++---+
LINC02917|ENSG00000239941	ad	control	31.00	0.339	0.7344	??????+?
USP28|ENSG00000048028	ad	control	279.00	2.060	0.03937	++++++++
BORCS7-ASMT|ENSG00000270316	ad	control	31.00	-0.011	0.9916	??????-?
LINC01341|ENSG00000227953	ad	control	101.00	-1.669	0.09503	????+--?
MTND4P32|ENSG00000226056	ad	control	31.00	-0.009	0.9925	??????-?
CTDSPL2-DT|ENSG00000259595	ad	control	168.00	0.892	0.3721	?????-++
SLC7A11|ENSG00000151012	ad	control	173.00	-1.644	0.1003	+--+---?
LDHAL6EP|ENSG00000270098	ad	control	106.00	0.336	0.737	???????+
MIOS|ENSG00000164654	ad	control	173.00	1.784	0.07449	+--+-++?
LINC02470|ENSG00000225231	ad	control	62.00	-0.719	0.4721	?????+-?
FANCC|ENSG00000158169	ad	control	279.00	1.271	0.2038	-+-++++-
KIF20A|ENSG00000112984	ad	control	62.00	-0.027	0.9788	?????-+?
WASH7P|ENSG00000227232	ad	control	207.00	-0.203	0.8393	????++--
ZMAT3|ENSG00000172667	ad	control	279.00	1.097	0.2724	++++-+-+
ISM2|ENSG00000100593	ad	control	31.00	-2.233	0.02555	??????-?
LINC00595|ENSG00000230417	ad	control	173.00	-3.762	0.0001685	-------?
GPR83|ENSG00000123901	ad	control	279.00	-2.017	0.04369	---+---+
RNA5SP513|ENSG00000201518	ad	control	31.00	0.021	0.9831	??????+?
SF1-DT|ENSG00000269038	ad	control	168.00	-1.405	0.1601	?????+--
GOLPH3|ENSG00000113384	ad	control	173.00	-0.744	0.4569	-----++?
KCNJ10|ENSG00000177807	ad	control	279.00	-2.877	0.004013	-----++-
MNDA|ENSG00000163563	ad	control	279.00	-1.995	0.04605	----+--+
NDRG3|ENSG00000101079	ad	control	279.00	2.504	0.01228	++++++-+
RGS5|ENSG00000143248	ad	control	173.00	-3.323	0.00089	----+-+?
REPS1|ENSG00000135597	ad	control	279.00	1.436	0.151	+++++---
TINCR|ENSG00000223573	ad	control	173.00	-3.184	0.001452	-----++?
LINC01803|ENSG00000228909	ad	control	62.00	0.393	0.6942	?????+-?
OR2L6P|ENSG00000232215	ad	control	168.00	0.274	0.7843	?????-++
JADE1|ENSG00000077684	ad	control	173.00	1.010	0.3126	+++++++?
VTRNA1-1|ENSG00000199990	ad	control	168.00	0.026	0.9794	?????+-+
RAB11A|ENSG00000103769	ad	control	279.00	3.741	0.0001832	+++++--+
SMARCD1|ENSG00000066117	ad	control	279.00	0.796	0.4258	++++--++
LY75|ENSG00000054219	ad	control	173.00	-2.385	0.01708	------+?
TWIST2|ENSG00000288335	ad	control	62.00	-0.812	0.4166	?????--?
RPS27AP13|ENSG00000244159	ad	control	106.00	0.117	0.907	???????+
AKNAD1|ENSG00000162641	ad	control	168.00	2.215	0.02679	?????++-
NEK2-DT|ENSG00000231057	ad	control	168.00	0.533	0.5942	?????+-+
LINC01103|ENSG00000234781	ad	control	103.00	1.330	0.1834	++++??-?
ALPK3|ENSG00000136383	ad	control	279.00	-2.520	0.01174	--------
Y_RNA|ENSG00000201412	ad	control	31.00	-0.054	0.9566	?????-??
PTGFRN|ENSG00000134247	ad	control	279.00	1.857	0.0633	+++++--+
FBXO24|ENSG00000106336	ad	control	134.00	-3.437	0.0005891	----?--?
HCAR2|ENSG00000182782	ad	control	62.00	-0.894	0.3716	?????--?
MIR8058|ENSG00000277387	ad	control	62.00	0.358	0.7202	?????-+?
ZNF431|ENSG00000196705	ad	control	279.00	-3.598	0.0003204	--------
RPL7AP66|ENSG00000175886	ad	control	62.00	0.473	0.6363	?????++?
PHIP|ENSG00000146247	ad	control	279.00	-2.274	0.02295	-----+++
LINC02133|ENSG00000261231	ad	control	62.00	0.128	0.8985	?????++?
CSMD2-AS1|ENSG00000231163	ad	control	106.00	-0.852	0.394	???????-
ANP32A|ENSG00000140350	ad	control	173.00	0.548	0.5835	-+-++++?
EOLA1-DT|ENSG00000241769	ad	control	207.00	-0.313	0.7546	????+---
TSSC4|ENSG00000184281	ad	control	279.00	-1.110	0.2669	----+++-
MED9|ENSG00000141026	ad	control	279.00	-0.994	0.3202	++++----
SLC9B2|ENSG00000164038	ad	control	279.00	2.506	0.01221	++++++-+
ANGPTL7|ENSG00000171819	ad	control	134.00	0.350	0.7261	-+-+?+-?
FAM74A3|ENSG00000274355	ad	control	106.00	-0.111	0.912	???????-
NEURL1|ENSG00000107954	ad	control	173.00	-0.246	0.8054	-++-+--?
VAMP1|ENSG00000139190	ad	control	173.00	3.237	0.001206	+++++--?
PRDX3|ENSG00000165672	ad	control	279.00	0.688	0.4913	++++---+
NUDT22|ENSG00000149761	ad	control	279.00	0.544	0.5863	++-++---
ADAMTS7|ENSG00000136378	ad	control	173.00	-4.765	1.893e-06	-------?
LINC00581|ENSG00000280989	ad	control	62.00	-1.099	0.2719	?????--?
RNASEH2B-AS1|ENSG00000233672	ad	control	168.00	-0.208	0.8353	?????-+-
LOC105371773|ENSG00000266088	ad	control	62.00	0.318	0.7505	?????++?
RAB24|ENSG00000169228	ad	control	279.00	1.429	0.1531	+++-+++-
E2F3|ENSG00000112242	ad	control	173.00	1.126	0.2602	+++++--?
HYOU1-AS1|ENSG00000255114	ad	control	62.00	0.242	0.8089	?????-+?
JADRR|ENSG00000280711	ad	control	137.00	1.001	0.3166	??????-+
TSPYL1|ENSG00000189241	ad	control	279.00	2.261	0.02376	+++++--+
CCDC40|ENSG00000291505	ad	control	279.00	-3.015	0.002571	-----++-
PCDHGA10|ENSG00000253846	ad	control	279.00	-2.278	0.02275	-------+
FOXO1B|ENSG00000214295	ad	control	31.00	0.554	0.5795	??????+?
PARP1|ENSG00000143799	ad	control	173.00	0.505	0.6137	-----++?
TGM5|ENSG00000104055	ad	control	62.00	1.256	0.2092	?????++?
TCTN1|ENSG00000204852	ad	control	279.00	-0.936	0.349	+----+--
BCLAF1|ENSG00000029363	ad	control	279.00	2.428	0.01519	++++-+++
DTD2|ENSG00000129480	ad	control	279.00	2.645	0.008177	+-++++++
NLGN2|ENSG00000283859	ad	control	279.00	-3.362	0.0007732	--+-----
LOC100507336|ENSG00000228793	ad	control	168.00	-0.372	0.7099	?????++-
CD1D|ENSG00000158473	ad	control	62.00	-1.630	0.1031	?????--?
HMGN1P26|ENSG00000259557	ad	control	62.00	-0.060	0.9518	?????+-?
RN7SKP234|ENSG00000252982	ad	control	31.00	-0.323	0.7471	??????-?
MAGOH|ENSG00000162385	ad	control	173.00	2.296	0.02169	+++++--?
HERC4|ENSG00000148634	ad	control	279.00	-0.560	0.5753	----+-++
MTHFD2|ENSG00000065911	ad	control	279.00	-3.212	0.001316	-------+
GOLGA7B|ENSG00000155265	ad	control	173.00	-1.114	0.2653	-----++?
MATN4|ENSG00000124159	ad	control	62.00	-0.698	0.4851	?????--?
CCDC171|ENSG00000164989	ad	control	279.00	0.119	0.9055	----++-+
KANSL1L-AS1|ENSG00000229127	ad	control	207.00	1.000	0.3173	????+-+-
LINC01782|ENSG00000267204	ad	control	31.00	-0.009	0.9932	??????-?
LBX2-AS1|ENSG00000257702	ad	control	62.00	2.269	0.02326	?????++?
HMGB1P3|ENSG00000250011	ad	control	137.00	0.572	0.5673	??????++
H2BP6|ENSG00000226908	ad	control	31.00	-0.054	0.9566	?????-??
ARLNC1|ENSG00000260896	ad	control	103.00	0.528	0.5978	-++-?-??
TRAPPC3|ENSG00000054116	ad	control	279.00	-1.495	0.135	-+-----+
EPHB4|ENSG00000196411	ad	control	173.00	-1.833	0.06683	------+?
MIR26A2|ENSG00000207789	ad	control	31.00	-0.115	0.9082	??????-?
BAIAP2L2|ENSG00000128298	ad	control	173.00	-1.318	0.1876	----+--?
UXT|ENSG00000126756	ad	control	279.00	-1.285	0.1989	-----++-
Y_RNA|ENSG00000200874	ad	control	31.00	-0.220	0.8262	??????-?
GGH|ENSG00000137563	ad	control	279.00	1.667	0.09556	++++---+
ATP5MC1P5|ENSG00000227590	ad	control	31.00	0.231	0.817	??????+?
OR6B1|ENSG00000221813	ad	control	31.00	0.601	0.5479	?????+??
SMYD5|ENSG00000135632	ad	control	279.00	-0.526	0.5987	-++++--+
INAVA|ENSG00000163362	ad	control	101.00	0.206	0.8365	????++-?
KIF26B-AS1|ENSG00000232192	ad	control	106.00	-0.292	0.77	???????-
ITGB8|ENSG00000105855	ad	control	173.00	-2.396	0.01658	-----++?
MYADM|ENSG00000179820	ad	control	173.00	-0.400	0.6892	++-+---?
MTX2|ENSG00000128654	ad	control	279.00	0.720	0.4713	+++++--+
MIR3944|ENSG00000265395	ad	control	31.00	-0.032	0.9743	??????-?
LINGO2|ENSG00000174482	ad	control	279.00	0.727	0.4672	+++++--+
ASGR1|ENSG00000141505	ad	control	173.00	0.175	0.8613	--+-++-?
KCTD17|ENSG00000100379	ad	control	279.00	-1.297	0.1948	--+-+---
CFAP144|ENSG00000186973	ad	control	168.00	0.068	0.9461	?????--+
LOC645405|ENSG00000259216	ad	control	62.00	-1.192	0.2333	?????--?
SUGT1-DT|ENSG00000273723	ad	control	168.00	-0.202	0.8401	?????-++
PRDX2|ENSG00000167815	ad	control	279.00	1.915	0.05545	+++++---
DEFA8P|ENSG00000223629	ad	control	31.00	0.438	0.6612	??????+?
GPRASP1|ENSG00000198932	ad	control	279.00	2.669	0.007614	+++++--+
H2AC18|ENSG00000288825	ad	control	145.00	-1.322	0.1861	????-??-
GSDMC|ENSG00000147697	ad	control	168.00	0.363	0.7165	?????+-+
SLC35F3-AS1|ENSG00000236244	ad	control	31.00	-0.154	0.8773	??????-?
PHF2|ENSG00000197724	ad	control	173.00	-2.205	0.02747	-----++?
BCL9P1|ENSG00000249238	ad	control	31.00	1.381	0.1672	??????+?
DNAJB9|ENSG00000128590	ad	control	279.00	1.427	0.1537	+++++--+
RPS6KL1|ENSG00000198208	ad	control	279.00	0.966	0.334	+++++---
ZNF766|ENSG00000196214	ad	control	279.00	-0.678	0.4979	-----+++
PPM1E|ENSG00000175175	ad	control	279.00	0.809	0.4186	+++++--+
LINC01471|ENSG00000239921	ad	control	62.00	0.636	0.5248	?????++?
ZFAND6|ENSG00000086666	ad	control	279.00	-0.747	0.4553	-+-+---+
MAGI1-IT1|ENSG00000272610	ad	control	101.00	1.228	0.2195	????+++?
EEF1A1P16|ENSG00000213235	ad	control	62.00	1.345	0.1787	?????++?
HABP4|ENSG00000130956	ad	control	279.00	4.257	2.076e-05	++++++++
LOC101928516|ENSG00000223786	ad	control	31.00	0.319	0.7495	??????+?
TOP3A|ENSG00000177302	ad	control	279.00	1.711	0.08702	++++++--
FAM47C|ENSG00000198173	ad	control	31.00	-0.319	0.7496	??????-?
RPL17P17|ENSG00000223409	ad	control	106.00	-0.506	0.613	???????-
RNU6-176P|ENSG00000253005	ad	control	31.00	0.258	0.7964	??????+?
LYPD5|ENSG00000159871	ad	control	279.00	0.254	0.7997	++++----
SSX8P|ENSG00000157965	ad	control	31.00	-0.052	0.9585	?????-??
THAP7|ENSG00000184436	ad	control	173.00	1.817	0.0692	+++++--?
LINC01388|ENSG00000231808	ad	control	31.00	0.632	0.5276	??????+?
CALY|ENSG00000130643	ad	control	279.00	2.632	0.008489	+++++--+
LINC01167|ENSG00000224758	ad	control	62.00	0.023	0.9816	?????-+?
IGHV3-15|ENSG00000211943	ad	control	31.00	-0.034	0.973	?????-??
OR2AJ1|ENSG00000177275	ad	control	31.00	-0.032	0.9743	??????-?
TTC32-DT|ENSG00000271991	ad	control	168.00	0.447	0.6547	?????--+
AKT2|ENSG00000105221	ad	control	279.00	-2.541	0.01106	----++--
NPBWR2|ENSG00000125522	ad	control	62.00	0.076	0.9393	?????-+?
COMT|ENSG00000093010	ad	control	279.00	-3.302	0.0009592	--------
LINC00115|ENSG00000225880	ad	control	240.00	0.455	0.649	----?+++
CCDC27|ENSG00000162592	ad	control	62.00	-0.435	0.6636	?????--?
CBLL1|ENSG00000105879	ad	control	173.00	2.655	0.007919	++++-++?
TPM4|ENSG00000167460	ad	control	279.00	1.224	0.2208	+---++++
EGFR|ENSG00000146648	ad	control	173.00	-3.852	0.0001173	-------?
CATSPERD|ENSG00000174898	ad	control	62.00	-0.069	0.9448	?????-+?
TRIM6-TRIM34|ENSG00000258588	ad	control	106.00	-0.622	0.534	???????-
MIXL1|ENSG00000185155	ad	control	62.00	1.888	0.05909	?????++?
AP1G1|ENSG00000166747	ad	control	279.00	2.396	0.01656	++++-+++
SLC22A1|ENSG00000175003	ad	control	62.00	-0.029	0.9772	?????-+?
H2AZ2P1|ENSG00000258741	ad	control	62.00	-1.265	0.2057	?????--?
FBXL13|ENSG00000161040	ad	control	279.00	-1.864	0.06235	-+-----+
JAM2|ENSG00000154721	ad	control	279.00	-3.651	0.000261	-------+
PCDHA9|ENSG00000291657	ad	control	173.00	-0.287	0.7741	-+++-++?
NRG1|ENSG00000157168	ad	control	173.00	1.274	0.2028	+++++--?
GPR132|ENSG00000183484	ad	control	173.00	-1.577	0.1149	+---+--?
SMUG1|ENSG00000123415	ad	control	173.00	-0.461	0.6445	-----++?
