MarkerName	Allele1	Allele2	Weight	Zscore	P-value	Direction	P-value_adjusted
AHSA2P|ENSG00000293434	ad	control	452.0	-0.885	0.3762	?????????-++--	0.8251169424513105
NAXE|ENSG00000163382	ad	control	687.0	0.096	0.9235	++-++---+----+	0.9992687041810332
HSFX3|ENSG00000283697	ad	control	31.0	0.071	0.9431	????????+?????	0.9992687041810332
ORC5|ENSG00000164815	ad	control	687.0	1.789	0.07362	+++++----+++++	0.33880507448932573
STAG2-AS1|ENSG00000232412	ad	control	124.0	-2.114	0.03453	?????--+-?????	0.21773574074074073
PYGB|ENSG00000100994	ad	control	687.0	1.663	0.09631	+++++----+++++	0.39635421898612455
LINC02516|ENSG00000261083	ad	control	31.0	-0.091	0.9278	??????-???????	0.9992687041810332
UBE2CP5|ENSG00000270804	ad	control	587.0	0.109	0.9135	????-++-+++--?	0.9992687041810332
YWHAG|ENSG00000170027	ad	control	687.0	2.914	0.003567	+++++----++-++	0.05600264779874214
ACSL6|ENSG00000164398	ad	control	235.0	1.304	0.1923	+++++----?????	0.5862547119886017
FNBP4|ENSG00000109920	ad	control	687.0	1.538	0.1241	-+-++++++--++-	0.4577686984361532
PRPF6|ENSG00000101161	ad	control	687.0	2.386	0.01705	+++++--++--+-+	0.14363042744656918
ATP5MC1P3|ENSG00000242244	ad	control	93.0	1.332	0.1827	??????-++?????	0.5687966327166909
RNU1-33P|ENSG00000201119	ad	control	31.0	0.567	0.571	????????+?????	0.9868956842834063
C4B|ENSG00000228454	ad	control	687.0	-2.733	0.006285	-------+------	0.07910649579831933
DKK3|ENSG00000050165	ad	control	687.0	-0.836	0.4032	++++-----+--++	0.8531049018222914
FDX2|ENSG00000267673	ad	control	659.0	0.399	0.6902	+++++--+-+---?	0.9992687041810332
AGO3|ENSG00000126070	ad	control	687.0	-1.351	0.1768	-----++++-+++-	0.5589089067116928
GRK2|ENSG00000173020	ad	control	687.0	-1.034	0.3011	----+++--+---+	0.7384764696250204
ZFP36|ENSG00000128016	ad	control	687.0	-1.55	0.1212	+---+---+--+--	0.45174408361328855
ASLP1|ENSG00000244723	ad	control	517.0	-0.304	0.7609	??????++----+?	0.9992687041810332
UFSP2|ENSG00000109775	ad	control	687.0	1.525	0.1273	-+++---+++++++	0.4649352353084613
LOC124901220|ENSG00000201368	ad	control	31.0	0.008	0.9937	????????+?????	0.9992687041810332
KLHL14|ENSG00000197705	ad	control	152.0	-1.409	0.1588	?????----????+	0.5248827981904447
LINC01780|ENSG00000232650	ad	control	93.0	0.07	0.944	??????-++?????	0.9992687041810332
CXorf65|ENSG00000204165	ad	control	31.0	0.172	0.8637	???????+??????	0.9992687041810332
SEC61G-DT|ENSG00000234707	ad	control	576.0	0.612	0.5404	?????--+-+++++	0.9671595484140733
PRORP|ENSG00000100890	ad	control	687.0	-0.039	0.9688	-----+++-+++++	0.9992687041810332
UNC80|ENSG00000144406	ad	control	687.0	3.245	0.001175	+++++----++-++	0.028546877534468777
CUL9|ENSG00000112659	ad	control	687.0	-0.499	0.618	----+++-------	0.9992687041810332
PTPN14|ENSG00000152104	ad	control	687.0	-1.505	0.1323	+++------++-+-	0.47406444976076556
ALDOB|ENSG00000136872	ad	control	687.0	-0.619	0.5359	+---++--+----+	0.9626661309666588
CNOT1|ENSG00000125107	ad	control	687.0	1.084	0.2784	-----++++-+++-	0.7091624489795918
CABP1-DT|ENSG00000256008	ad	control	615.0	0.213	0.8311	????+----++--+	0.9992687041810332
TREHP1|ENSG00000255239	ad	control	124.0	-1.182	0.2371	?????----?????	0.6516714927975045
CARMAL|ENSG00000260123	ad	control	124.0	-0.126	0.8997	?????+--+?????	0.9992687041810332
COX6CP16|ENSG00000270313	ad	control	31.0	-0.218	0.8271	??????-???????	0.9992687041810332
CTNNA1|ENSG00000044115	ad	control	235.0	-0.384	0.7011	-----++++?????	0.9992687041810332
NAIPP2|ENSG00000179978	ad	control	163.0	2.459	0.01395	????+++++?????	0.1279771620795107
SRP72|ENSG00000174780	ad	control	687.0	2.766	0.005682	++++++-+++++++	0.07385681041214749
HEYL|ENSG00000163909	ad	control	263.0	-3.594	0.0003261	-------+-????-	0.0130947072386059
RN7SL741P|ENSG00000242381	ad	control	31.0	-0.052	0.9585	???????-??????	0.9992687041810332
WHAMMP4|ENSG00000215302	ad	control	163.0	-0.194	0.8465	????-+--+?????	0.9992687041810332
CPHXL2|ENSG00000284484	ad	control	103.0	0.989	0.3228	++++??-???????	0.7656159886021846
IL2RB|ENSG00000100385	ad	control	124.0	0.754	0.4507	?????-+-+?????	0.895362371510047
CCDC167|ENSG00000198937	ad	control	687.0	-1.432	0.152	------+---++--	0.5121835770528684
COX6A1|ENSG00000111775	ad	control	687.0	0.848	0.3964	+++++----+---+	0.8461278609092204
PPDPFP1|ENSG00000242613	ad	control	124.0	1.179	0.2386	?????++++?????	0.6541138098288644
LINC02201|ENSG00000251538	ad	control	124.0	-0.255	0.7984	?????---+?????	0.9992687041810332
NSA2|ENSG00000164346	ad	control	687.0	-0.586	0.5576	-+-+---++--+--	0.9768679805836598
CCDC187|ENSG00000260220	ad	control	124.0	-0.834	0.4044	?????--+-?????	0.8540458133634058
TBC1D26-AS1|ENSG00000233002	ad	control	424.0	-0.207	0.8358	?????????++--?	0.9992687041810332
INPP5K|ENSG00000132376	ad	control	687.0	-0.325	0.745	--++---++-----	0.9992687041810332
RN7SL130P|ENSG00000244256	ad	control	124.0	-0.072	0.9424	?????---+?????	0.9992687041810332
SON|ENSG00000159140	ad	control	687.0	-1.084	0.2784	--------+-+++-	0.7091624489795918
SLC35B4|ENSG00000205060	ad	control	687.0	1.893	0.05831	++++-----++-++	0.29565710321489
MLEC|ENSG00000110917	ad	control	687.0	-2.147	0.03178	-----++++---+-	0.20792603493449782
TMEM222|ENSG00000186501	ad	control	687.0	0.458	0.6468	++--+----+-+-+	0.9992687041810332
RAB30|ENSG00000137502	ad	control	235.0	-0.014	0.9889	--+--++++?????	0.9992687041810332
ZNF232|ENSG00000167840	ad	control	235.0	-0.651	0.5148	-+-+-+--+?????	0.946559587527621
RPL36P5|ENSG00000215905	ad	control	424.0	0.263	0.7927	?????????+-++?	0.9992687041810332
NPTN-IT1|ENSG00000281183	ad	control	615.0	0.57	0.5687	????+----+--++	0.9853081087333718
PILRA|ENSG00000085514	ad	control	687.0	-2.431	0.01504	-----++-+--+--	0.1332559124519373
ZNF557|ENSG00000130544	ad	control	687.0	1.745	0.08095	+++++----+++++	0.3586656115959177
LCORL|ENSG00000178177	ad	control	687.0	0.389	0.6976	-----++++-+++-	0.9992687041810332
VIT|ENSG00000205221	ad	control	152.0	-1.221	0.2222	?????+---????-	0.6317000284711018
GTF2F2P2|ENSG00000233910	ad	control	93.0	0.259	0.7956	??????+++?????	0.9992687041810332
Y_RNA|ENSG00000200737	ad	control	93.0	-0.63	0.5285	??????-+-?????	0.9567744001933884
NRSN2|ENSG00000125841	ad	control	235.0	3.276	0.001051	+++++----?????	0.02672644821731749
PHACTR2|ENSG00000112419	ad	control	235.0	-0.65	0.5159	---+-+-++?????	0.946954681372549
RPL21P90|ENSG00000227805	ad	control	124.0	-0.177	0.8593	?????---+?????	0.9992687041810332
USP9Y|ENSG00000114374	ad	control	620.0	-0.43	0.6673	+--+?---+++++?	0.9992687041810332
ITM2A|ENSG00000078596	ad	control	659.0	-1.022	0.3068	+-------+-++-?	0.7464063022821408
ZBTB40-IT1|ENSG00000237200	ad	control	545.0	-2.247	0.02466	??????+-+-----	0.18070326810176124
TUBB8P8|ENSG00000213113	ad	control	31.0	0.232	0.8168	????????+?????	0.9992687041810332
GPM6A|ENSG00000150625	ad	control	235.0	0.632	0.5275	+++++----?????	0.956177538424301
PABPC1|ENSG00000070756	ad	control	687.0	-1.414	0.1573	-----+-++--++-	0.5223455049329342
LINC01849|ENSG00000234988	ad	control	124.0	0.126	0.9001	?????++--?????	0.9992687041810332
ITGB3|ENSG00000259207	ad	control	263.0	-4.839	1.308e-06	---------????-	0.0003696457358490566
RALGAPB|ENSG00000170471	ad	control	687.0	0.777	0.4373	++++-+-++++-++	0.8844614678279658
RN7SL204P|ENSG00000264676	ad	control	31.0	-0.207	0.8359	?????-????????	0.9992687041810332
KCNK12|ENSG00000184261	ad	control	687.0	-1.063	0.2877	-----+++++---+	0.7210794176706827
RPL12P34|ENSG00000229824	ad	control	31.0	-0.011	0.9916	????????-?????	0.9992687041810332
PLCB2-AS1|ENSG00000259307	ad	control	514.0	0.3	0.7641	??????+?+--+-+	0.9992687041810332
DACT3|ENSG00000197380	ad	control	235.0	1.106	0.2686	----+++++?????	0.6956152502809718
PRKG1|ENSG00000185532	ad	control	235.0	-2.735	0.006241	-----+++-?????	0.07878440623683101
RNF144A|ENSG00000151692	ad	control	687.0	1.906	0.0567	--+-+++++++++-	0.29054143003763255
MEPE|ENSG00000152595	ad	control	687.0	2.151	0.03149	+++++----+++++	0.20686720175438594
ESR1|ENSG00000091831	ad	control	263.0	0.185	0.8529	+--++++--????-	0.9992687041810332
LOC102723323|ENSG00000260850	ad	control	124.0	-0.475	0.6347	?????+-+-?????	0.9992687041810332
HMGN2P35|ENSG00000232875	ad	control	424.0	-0.749	0.4537	?????????+---?	0.8978686133315716
LCMT1-AS1|ENSG00000260448	ad	control	576.0	3.053	0.002269	?????+++++-+++	0.04321053019707566
DPP9-AS1|ENSG00000205790	ad	control	615.0	-0.935	0.3499	????+-+-+-----	0.7964139807005546
PRRX2-AS1|ENSG00000236024	ad	control	28.0	-2.108	0.035	?????????????-	0.21957277486910998
RNF220|ENSG00000187147	ad	control	687.0	0.274	0.7841	----+++++-++--	0.9992687041810332
ZNF154|ENSG00000179909	ad	control	687.0	-0.567	0.5704	-++---------++	0.9863708595508861
NPIPB15|ENSG00000196436	ad	control	648.0	-0.31	0.7569	+---?--++++---	0.9992687041810332
FAH|ENSG00000103876	ad	control	235.0	-2.188	0.02869	+--+-----?????	0.1959949007981756
RAB17|ENSG00000124839	ad	control	124.0	-1.537	0.1242	?????-+--?????	0.45808116227530166
LINC02296|ENSG00000258859	ad	control	196.0	0.425	0.6709	++++?----?????	0.9992687041810332
KRT77|ENSG00000189182	ad	control	62.0	-0.423	0.6721	???????--?????	0.9992687041810332
PTPRN|ENSG00000054356	ad	control	687.0	1.096	0.2731	+++++----++--+	0.7017484645736833
RPS8P9|ENSG00000233668	ad	control	93.0	-0.201	0.841	?????--+??????	0.9992687041810332
NDUFA13|ENSG00000186010	ad	control	687.0	0.102	0.9184	+++++----+-+-+	0.9992687041810332
LINC01237|ENSG00000280686	ad	control	124.0	0.919	0.3581	?????+-++?????	0.8052881615494332
TSPAN14-AS1|ENSG00000226659	ad	control	576.0	-1.703	0.08863	?????-++------	0.37787104596556137
PCAT18|ENSG00000265369	ad	control	496.0	0.949	0.3426	-+++?????++-+?	0.7886065467957585
LOC101927377|ENSG00000231119	ad	control	587.0	0.031	0.9752	????---+++---?	0.9992687041810332
ZNF602P|ENSG00000219392	ad	control	587.0	2.347	0.01892	????++++++++-?	0.15264255181695827
WSCD1|ENSG00000179314	ad	control	687.0	-2.391	0.01679	-----++++--+--	0.14284613462084636
OOSP2|ENSG00000149507	ad	control	31.0	-0.244	0.807	?????-????????	0.9992687041810332
ABHD11|ENSG00000106077	ad	control	687.0	-0.745	0.4562	---++-----++-+	0.8997845140900711
TBX19|ENSG00000143178	ad	control	224.0	-1.825	0.06805	----?++++????-	0.32372650468477054
C1QTNF2|ENSG00000145861	ad	control	263.0	-0.702	0.4828	---++-+-+????-	0.9228405308831036
CPB1|ENSG00000153002	ad	control	152.0	0.129	0.8974	?????--++????+	0.9992687041810332
TNF|ENSG00000232810	ad	control	124.0	-0.957	0.3384	?????+---?????	0.7832723226703755
RPS4XP2|ENSG00000226948	ad	control	124.0	-0.126	0.8998	?????+--+?????	0.9992687041810332
LOC101928708|ENSG00000261095	ad	control	31.0	0.345	0.7298	????????+?????	0.9992687041810332
VSTM4|ENSG00000165633	ad	control	687.0	-1.288	0.1977	-----+-++--+--	0.5952061507537688
LINC02482|ENSG00000251580	ad	control	196.0	-1.521	0.1283	--+-?+---?????	0.4667097510625379
BLOC1S6|ENSG00000104164	ad	control	687.0	3.211	0.001323	+++++--+++++++	0.030698518977536792
MIR1299|ENSG00000275377	ad	control	424.0	-0.681	0.4962	?????????++--?	0.9335151827200804
TMEM223|ENSG00000168569	ad	control	687.0	-1.251	0.2111	----+----+--++	0.6145492322643343
UTF1|ENSG00000171794	ad	control	93.0	0.631	0.5279	??????+++?????	0.956323923560716
RPL21P32|ENSG00000224019	ad	control	455.0	0.009	0.9926	????????---++?	0.9992687041810332
HLA-N|ENSG00000234799	ad	control	424.0	-0.407	0.6838	?????????++--?	0.9992687041810332
RPL21P75|ENSG00000213860	ad	control	548.0	1.184	0.2364	?????++++++++?	0.6507388628639661
Y_RNA|ENSG00000201555	ad	control	124.0	0.079	0.9369	?????-+-+?????	0.9992687041810332
ENG|ENSG00000106991	ad	control	687.0	-1.707	0.08776	-------++-++--	0.3761746874552997
RN7SKP209|ENSG00000252697	ad	control	31.0	-0.009	0.9932	????????-?????	0.9992687041810332
PLEKHH2|ENSG00000152527	ad	control	687.0	-3.308	0.0009407	---------+----	0.02490687915194346
PCDHA2|ENSG00000204969	ad	control	263.0	-1.115	0.2648	--+------????-	0.6900094641614475
EPRS1|ENSG00000136628	ad	control	687.0	2.062	0.03925	++++---++-++++	0.23351996027805363
APCDD1|ENSG00000154856	ad	control	687.0	-1.448	0.1477	-----------+-+	0.5041592069279854
C22orf46P|ENSG00000293428	ad	control	452.0	-1.908	0.05636	?????????-++--	0.2897906213525575
MACROH2A2|ENSG00000099284	ad	control	687.0	-0.175	0.8609	-++++----+---+	0.9992687041810332
EWSAT1|ENSG00000212766	ad	control	124.0	-0.065	0.9483	?????++--?????	0.9992687041810332
IGLV2-11|ENSG00000211668	ad	control	124.0	-0.964	0.335	?????----?????	0.7801041666666667
CALB2|ENSG00000282830	ad	control	687.0	0.844	0.3988	+--++----++-++	0.8484094027412826
PCF11-AS1|ENSG00000269939	ad	control	124.0	-0.173	0.8628	?????-+-+?????	0.9992687041810332
RPL17P38|ENSG00000240441	ad	control	124.0	0.1	0.9204	?????-++-?????	0.9992687041810332
PCA3|ENSG00000225937	ad	control	587.0	-0.692	0.4892	????-+----++-?	0.9278054690467148
TRAV8-2|ENSG00000211786	ad	control	62.0	0.042	0.9667	??????+?-?????	0.9992687041810332
KANSL1|ENSG00000275867	ad	control	687.0	-1.261	0.2072	-----++++--+--	0.6084583080090187
LINC01120|ENSG00000223631	ad	control	62.0	0.012	0.9906	?????+-???????	0.9992687041810332
RNU6ATAC30P|ENSG00000221114	ad	control	62.0	-0.135	0.8925	??????-?-?????	0.9992687041810332
LRPPRC|ENSG00000138095	ad	control	687.0	3.845	0.0001203	+++++--+-+++++	0.007294953036437246
GMPR2|ENSG00000100938	ad	control	687.0	2.98	0.00288	+++++-++++++++	0.049656637514384344
TEX53|ENSG00000230054	ad	control	103.0	-0.879	0.3794	---+???-??????	0.8289188534753118
PADI4|ENSG00000280908	ad	control	152.0	-1.83	0.06729	?????----????+	0.3216434083293442
PPIAP34|ENSG00000234397	ad	control	31.0	-0.218	0.8271	??????-???????	0.9992687041810332
ARX|ENSG00000004848	ad	control	235.0	0.151	0.88	+++++-+--?????	0.9992687041810332
SEC23A-AS1|ENSG00000258651	ad	control	124.0	0.697	0.4857	?????+-+-?????	0.925254639109698
PTK6|ENSG00000101213	ad	control	687.0	-0.506	0.6129	----+----+++-+	0.9992687041810332
FAM88B|ENSG00000170161	ad	control	235.0	0.905	0.3655	-+-++--++?????	0.8136225013004384
SUMO2P20|ENSG00000253721	ad	control	31.0	-0.217	0.8282	???????-??????	0.9992687041810332
LINC02852|ENSG00000285866	ad	control	31.0	0.232	0.8168	????????+?????	0.9992687041810332
TPH2|ENSG00000139287	ad	control	124.0	-1.597	0.1103	?????----?????	0.42777664422578976
RN7SKP9|ENSG00000201793	ad	control	486.0	0.143	0.8863	??????+-?++-+?	0.9992687041810332
HMGN1P3|ENSG00000258967	ad	control	424.0	-1.409	0.1588	?????????----?	0.5248827981904447
THRAP3|ENSG00000054118	ad	control	687.0	3.402	0.0006699	+++++++++-++++	0.02022935927419355
POLR1E|ENSG00000137054	ad	control	687.0	0.611	0.541	-+-----++--+++	0.9675340895522389
ZNF75A|ENSG00000162086	ad	control	687.0	1.784	0.07445	+++++-+-+-++-+	0.3408896684491978
CLEC14A|ENSG00000176435	ad	control	687.0	-2.427	0.01521	--------++----	0.1342855172413793
MFSD4B|ENSG00000173214	ad	control	687.0	-1.651	0.09866	--++++---++-+-	0.40221270549809474
BHLHE40-AS1|ENSG00000235831	ad	control	576.0	-1.729	0.08378	?????---------	0.36636677362893816
GLYATL3|ENSG00000203972	ad	control	93.0	0.029	0.9767	?????-+?+?????	0.9992687041810332
LINC01880|ENSG00000280943	ad	control	93.0	-0.279	0.7806	??????---?????	0.9992687041810332
RN7SL434P|ENSG00000241868	ad	control	62.0	-0.044	0.9649	???????--?????	0.9992687041810332
PRSS38|ENSG00000185888	ad	control	93.0	-0.205	0.8377	??????-+-?????	0.9992687041810332
DPY19L2P3|ENSG00000227855	ad	control	587.0	-0.511	0.6092	????+----++-+?	0.9992687041810332
SNORA9|ENSG00000277184	ad	control	424.0	0.033	0.9735	?????????-+-+?	0.9992687041810332
CENPBD2P|ENSG00000293115	ad	control	424.0	-1.054	0.2917	?????????+---?	0.7269083437318027
ANKRD27|ENSG00000105186	ad	control	687.0	-0.975	0.3296	-----+++++--+-	0.7740884045472364
RNU105B|ENSG00000201348	ad	control	31.0	0.045	0.9641	??????+???????	0.9992687041810332
CDHR3|ENSG00000128536	ad	control	687.0	-2.198	0.02793	-++---+------+	0.19313736842105264
RAG2|ENSG00000175097	ad	control	93.0	-0.523	0.6012	??????---?????	0.9992687041810332
SPG11|ENSG00000104133	ad	control	687.0	0.061	0.9514	----+-+++--++-	0.9992687041810332
ZNF969P|ENSG00000251046	ad	control	31.0	0.078	0.9375	??????+???????	0.9992687041810332
RGS17|ENSG00000091844	ad	control	687.0	1.835	0.06653	++++++---++-++	0.3194346538461539
OBP2A|ENSG00000122136	ad	control	124.0	-1.15	0.2501	?????----?????	0.6695858074894986
OLMALINC|ENSG00000235823	ad	control	659.0	-0.224	0.8228	-----++++--+-?	0.9992687041810332
LINC02955|ENSG00000256995	ad	control	235.0	-1.162	0.2453	-++------?????	0.6642747062014103
NCR3|ENSG00000206430	ad	control	124.0	-1.73	0.08372	?????----?????	0.3662795852198043
RAPGEF5|ENSG00000136237	ad	control	687.0	2.922	0.003482	++++++++++++--	0.055286324695928084
PDK4|ENSG00000004799	ad	control	235.0	-1.022	0.3066	-----++++?????	0.7461621252741896
CLTA|ENSG00000122705	ad	control	687.0	2.376	0.01749	++++++-++--+-+	0.14606368553108448
LINC02743|ENSG00000255258	ad	control	124.0	-0.916	0.3595	?????----?????	0.8066025907899663
REG1CP|ENSG00000204787	ad	control	124.0	-0.272	0.7857	?????----?????	0.9992687041810332
IGHV5-51|ENSG00000211966	ad	control	62.0	-0.027	0.9785	???????--?????	0.9992687041810332
MIR612|ENSG00000283791	ad	control	424.0	-0.622	0.534	?????????+---?	0.9609886239413779
ATF4P4|ENSG00000256167	ad	control	124.0	0.583	0.5596	?????++++?????	0.9784833994863412
CHD9|ENSG00000177200	ad	control	235.0	-1.739	0.08198	-----+-++?????	0.36161549469964666
PLK1|ENSG00000166851	ad	control	263.0	-3.701	0.0002144	------+-+????-	0.010421789032258065
SMIM44|ENSG00000284638	ad	control	483.0	-1.857	0.06325	???????-?-----	0.31009580893178473
H4C2|ENSG00000278705	ad	control	659.0	-2.066	0.03887	------+-+---+?	0.23224113260219342
SUMO1P1|ENSG00000241721	ad	control	31.0	-0.119	0.905	??????-???????	0.9992687041810332
FABP5P7|ENSG00000234964	ad	control	548.0	-1.925	0.0542	?????----++-+?	0.28345237430167597
RNF182|ENSG00000180537	ad	control	687.0	-0.525	0.5996	+++--++--+--++	0.9992554993045898
MID2|ENSG00000080561	ad	control	659.0	-0.781	0.4347	--+--+-+--+-+?	0.882240731707317
LRP11|ENSG00000120256	ad	control	235.0	1.13	0.2583	+++++--+-?????	0.6804110798452339
DENND3-AS1|ENSG00000253210	ad	control	576.0	-1.227	0.2199	?????-+----+--	0.628201831012779
AGBL3|ENSG00000146856	ad	control	687.0	2.648	0.008093	+++++--+-++++-	0.09138104334715416
PPIAP14|ENSG00000264775	ad	control	62.0	-0.423	0.6721	??????-?-?????	0.9992687041810332
FKBP10|ENSG00000141756	ad	control	687.0	-3.077	0.002089	-----------+--	0.041054452459016386
YBX2P2|ENSG00000258611	ad	control	124.0	-0.735	0.4622	?????-+--?????	0.9044723804546643
LOC124901333|ENSG00000227885	ad	control	124.0	-1.862	0.06264	?????----?????	0.3085733969089115
KCNF1|ENSG00000162975	ad	control	687.0	1.091	0.2752	+++++----++--+	0.7041847783377466
TIMM50|ENSG00000105197	ad	control	687.0	1.904	0.05697	+++++----+++-+	0.2914264549180328
PHLDA3|ENSG00000174307	ad	control	687.0	-1.69	0.09106	-----++++--+--	0.3836019350302348
SYNM|ENSG00000182253	ad	control	235.0	-1.155	0.248	-----++++?????	0.6674525011225864
MARS1|ENSG00000166986	ad	control	235.0	-1.885	0.05936	+++------?????	0.2988049336246009
LOC100422382|ENSG00000256533	ad	control	548.0	-0.95	0.3421	?????-+++----?	0.7880005843906189
PTMA|ENSG00000187514	ad	control	235.0	-0.611	0.5409	-----+-++?????	0.9674707666587056
CCDC174|ENSG00000154781	ad	control	687.0	-0.202	0.84	-----+-++--++-	0.9992687041810332
PRDM7|ENSG00000126856	ad	control	62.0	-0.174	0.862	??????--??????	0.9992687041810332
MRPL28|ENSG00000086504	ad	control	235.0	1.186	0.2358	+++++----?????	0.6499470739786529
PDE5A|ENSG00000138735	ad	control	687.0	-1.105	0.269	+-++-+-+++--+-	0.695989290032821
MMGT1|ENSG00000169446	ad	control	659.0	1.655	0.09784	++++++-++++++?	0.4000129712024021
SPMIP5|ENSG00000291892	ad	control	152.0	0.763	0.4452	?????--+-????+	0.8920676387959866
RHOH|ENSG00000168421	ad	control	152.0	-2.278	0.02271	?????----????-	0.17157648423707442
PLEKHG4|ENSG00000196155	ad	control	263.0	0.154	0.8774	-----++++????-	0.9992687041810332
SNORD99|ENSG00000221539	ad	control	124.0	1.891	0.05864	?????++-+?????	0.29652596893990546
GDPD4|ENSG00000178795	ad	control	62.0	-0.296	0.7675	??????-?-?????	0.9992687041810332
GRB7|ENSG00000141738	ad	control	124.0	-2.089	0.03667	?????----?????	0.22459344101410755
GPM6A-DT|ENSG00000249106	ad	control	514.0	2.433	0.01496	???????--++-++	0.13282209839952577
RYBP|ENSG00000281766	ad	control	687.0	0.123	0.9023	-----+++++++--	0.9992687041810332
NDUFA10|ENSG00000130414	ad	control	687.0	3.546	0.0003905	+++++-+--+++++	0.014456543703703705
RGR|ENSG00000148604	ad	control	235.0	-4.351	1.356e-05	+--+-----?????	0.0017433620600858372
MYCT1|ENSG00000120279	ad	control	687.0	-3.843	0.0001218	--------+---+-	0.007356130645161291
CWC25|ENSG00000273559	ad	control	687.0	-0.007	0.9944	-----++++--++-	0.9992687041810332
RABGGTA|ENSG00000285193	ad	control	687.0	1.092	0.275	+++++++-+----+	0.704154201213779
INPP5E|ENSG00000148384	ad	control	235.0	-1.003	0.316	----+++++?????	0.7577726544988792
NEUROD4|ENSG00000123307	ad	control	124.0	-0.871	0.3837	?????----?????	0.833365671209046
SBF2-AS1|ENSG00000246273	ad	control	615.0	0.804	0.4216	????++-+++-++-	0.8696770141853739
TKFC|ENSG00000149476	ad	control	687.0	1.152	0.2492	+++++----+++-+	0.6684906599802991
CYP4F3|ENSG00000186529	ad	control	687.0	-0.319	0.7499	-----+++--++--	0.9992687041810332
PDYN-AS1|ENSG00000233896	ad	control	576.0	0.516	0.6056	?????+-+--+-++	0.9992687041810332
TPPP3|ENSG00000159713	ad	control	687.0	0.675	0.4997	+--++------+-+	0.9359845461365341
GREM1-AS1|ENSG00000259721	ad	control	576.0	0.679	0.4974	?????+--++++--	0.9343521916347902
OLR1|ENSG00000173391	ad	control	656.0	-1.507	0.1318	++-+--+?---+--	0.47323514323384874
KIAA1614-AS1|ENSG00000232586	ad	control	124.0	-0.908	0.3637	?????-+-+?????	0.8113036860525729
GPR45|ENSG00000135973	ad	control	224.0	-0.858	0.3909	----?+---????+	0.840410131305159
CRIP1P2|ENSG00000238225	ad	control	62.0	-0.067	0.9462	?????-?-??????	0.9992687041810332
UBA7|ENSG00000182179	ad	control	687.0	-2.045	0.04083	-----++++--+--	0.23930805713167677
CCNQP3|ENSG00000231184	ad	control	62.0	-0.442	0.6585	??????-?-?????	0.9992687041810332
ZBTB1|ENSG00000126804	ad	control	235.0	-0.978	0.3279	-----++++?????	0.7721541073814951
ASAH2|ENSG00000188611	ad	control	163.0	0.657	0.5114	????++---?????	0.9444237963134208
OR51Q1|ENSG00000167360	ad	control	62.0	0.026	0.9794	??????-?+?????	0.9992687041810332
SPECC1|ENSG00000128487	ad	control	235.0	-2.076	0.0379	----++-++?????	0.22936008080808085
TLN1|ENSG00000137076	ad	control	687.0	-2.275	0.02289	-----++++--+--	0.17228463316582915
SLC2A1-DT|ENSG00000227533	ad	control	687.0	-0.643	0.5204	---++--+---+--	0.9509696267382288
MSC-AS1|ENSG00000235531	ad	control	615.0	0.109	0.9129	????++---+---+	0.9992687041810332
RAB42|ENSG00000188060	ad	control	615.0	0.748	0.4544	????+++++-++--	0.8985415803023302
ABRAXAS1P2|ENSG00000253384	ad	control	31.0	-0.156	0.876	????????-?????	0.9992687041810332
PAQR6|ENSG00000160781	ad	control	687.0	0.809	0.4188	----+--+++++-+	0.8676053112033196
ACLY|ENSG00000131473	ad	control	687.0	1.304	0.1922	+++++------+-+	0.5861287997556754
PLXDC1|ENSG00000161381	ad	control	687.0	-2.311	0.02084	----+-+-+-----	0.16248907860489328
PSME3IP1|ENSG00000172775	ad	control	687.0	2.706	0.006816	-++++++++-++++	0.08263055281262646
RPL36|ENSG00000130255	ad	control	687.0	-1.455	0.1458	----+--+++-+--	0.5001242184816215
NPEPPS|ENSG00000141279	ad	control	687.0	0.366	0.714	++++-++++---+-	0.9992687041810332
IPO11|ENSG00000086200	ad	control	235.0	1.73	0.08366	+++++---+?????	0.3661240262965669
PHF8|ENSG00000172943	ad	control	659.0	-0.693	0.4884	-----++++--+-?	0.927507949790795
TVP23C-CDRT4|ENSG00000259024	ad	control	615.0	-0.066	0.9477	????+-----++--	0.9992687041810332
MIR584|ENSG00000207714	ad	control	31.0	0.229	0.8191	??????+???????	0.9992687041810332
NIP7|ENSG00000132603	ad	control	687.0	-0.66	0.509	++++------++--	0.9429975528364849
ARHGEF3-AS1|ENSG00000240198	ad	control	452.0	1.556	0.1197	?????????++-++	0.4485530647985989
SMURF2|ENSG00000108854	ad	control	687.0	-0.065	0.948	-----+++++-+--	0.9992687041810332
YJEFN3|ENSG00000250067	ad	control	687.0	-1.035	0.3007	--+++-+--+----	0.7380392625972962
MORF4L1P5|ENSG00000231857	ad	control	424.0	0.082	0.9344	?????????++-+?	0.9992687041810332
P3H4|ENSG00000141696	ad	control	687.0	-1.469	0.142	+--+-----++++-	0.49336024124333094
DMC1|ENSG00000100206	ad	control	196.0	-0.736	0.4616	+-++?----?????	0.9040660084995097
MARK2P8|ENSG00000239503	ad	control	424.0	-0.247	0.8047	?????????--+-?	0.9992687041810332
RAPSN|ENSG00000165917	ad	control	576.0	1.423	0.1548	?????++++--+-+	0.5177745422063421
MAGEA4|ENSG00000147381	ad	control	31.0	0.104	0.9169	?????+????????	0.9992687041810332
