MarkerName	Allele1	Allele2	Weight	Zscore	P-value	Direction
PLCG1-AS1|ENSG00000226648	ad	control	137.00	-1.454	0.1458	?--
ZNF625|ENSG00000257591	ad	control	70.00	-0.484	0.6282	-+?
FAM43A|ENSG00000185112	ad	control	176.00	-0.399	0.6902	-+-
USP17L9P|ENSG00000251694	ad	control	106.00	-0.152	0.879	??-
SGCE|ENSG00000127990	ad	control	176.00	-1.834	0.06662	-++
GGTA2P|ENSG00000237766	ad	control	31.00	2.032	0.04218	?+?
ARID4A|ENSG00000032219	ad	control	176.00	2.306	0.02113	+++
IRGM|ENSG00000237693	ad	control	137.00	-0.140	0.8885	?-+
EXOC6|ENSG00000138190	ad	control	176.00	1.127	0.2599	+-+
AANAT|ENSG00000129673	ad	control	31.00	-2.653	0.007975	?-?
SYNGR3|ENSG00000127561	ad	control	176.00	0.109	0.9135	+--
REV1|ENSG00000135945	ad	control	176.00	1.218	0.2231	+++
PPT2-EGFL8|ENSG00000258388	ad	control	176.00	-0.873	0.3826	-+-
GPR180|ENSG00000152749	ad	control	176.00	0.042	0.9661	+-+
IFNA12P|ENSG00000235108	ad	control	106.00	0.055	0.956	??+
MYLK-AS2|ENSG00000250174	ad	control	137.00	0.086	0.9318	?++
LRRC27|ENSG00000148814	ad	control	176.00	-0.568	0.5702	---
S100A3|ENSG00000188015	ad	control	31.00	-1.159	0.2464	?-?
GABRB1|ENSG00000163288	ad	control	176.00	-0.272	0.7858	--+
TSSK4|ENSG00000139908	ad	control	70.00	0.318	0.7506	+-?
RN7SL582P|ENSG00000241156	ad	control	31.00	0.803	0.422	?+?
NRIP1|ENSG00000180530	ad	control	176.00	0.218	0.8271	+-+
GRIP1|ENSG00000155974	ad	control	70.00	0.598	0.5498	+-?
RN7SKP105|ENSG00000253001	ad	control	31.00	0.438	0.6612	?+?
FUT11|ENSG00000196968	ad	control	176.00	-1.267	0.2051	---
GHITM|ENSG00000165678	ad	control	176.00	-0.111	0.9119	+-+
LOC105372281|ENSG00000267424	ad	control	31.00	-0.063	0.9499	?-?
H1-7|ENSG00000187166	ad	control	31.00	0.139	0.8892	?+?
MTCO1P1|ENSG00000280243	ad	control	106.00	0.371	0.711	??+
GALP|ENSG00000197487	ad	control	31.00	-0.366	0.7142	?-?
SOX10|ENSG00000100146	ad	control	176.00	0.376	0.7067	++-
SSR3|ENSG00000114850	ad	control	176.00	0.519	0.604	+-+
Y_RNA|ENSG00000200170	ad	control	31.00	1.063	0.2877	?+?
LOC101928016|ENSG00000253550	ad	control	106.00	0.050	0.96	??+
FAM86EP|ENSG00000251669	ad	control	176.00	-0.190	0.8491	+--
ADSL|ENSG00000239900	ad	control	176.00	-0.788	0.4306	-+-
LINC03049|ENSG00000271109	ad	control	31.00	-0.846	0.3977	?-?
LOC105379699|ENSG00000226454	ad	control	31.00	-1.431	0.1525	?-?
MTND6P25|ENSG00000255316	ad	control	31.00	0.216	0.829	?+?
CD300H|ENSG00000291925	ad	control	31.00	-0.254	0.7998	?-?
TICAM2|ENSG00000243414	ad	control	70.00	-0.394	0.6938	-+?
VPREB3|ENSG00000128218	ad	control	31.00	0.290	0.7716	?+?
RAB9AP5|ENSG00000231423	ad	control	106.00	0.020	0.984	??+
ELOVL5|ENSG00000012660	ad	control	176.00	-2.094	0.03622	---
FUNDC1|ENSG00000069509	ad	control	176.00	0.496	0.6198	+-+
MIR5010|ENSG00000283929	ad	control	31.00	0.559	0.5758	?+?
RNU6-39P|ENSG00000207072	ad	control	31.00	0.214	0.8307	?+?
IGLV3-21|ENSG00000211662	ad	control	31.00	-0.143	0.8865	?-?
ZDBF2|ENSG00000283649	ad	control	176.00	2.049	0.04046	+-+
PGLS-DT|ENSG00000269439	ad	control	176.00	-1.134	0.2568	-+-
AKAP17BP|ENSG00000214992	ad	control	31.00	-0.141	0.8878	?-?
PITHD1|ENSG00000057757	ad	control	176.00	0.188	0.8508	+-+
PCDHGA12|ENSG00000253159	ad	control	176.00	-3.229	0.001243	---
ME3|ENSG00000151376	ad	control	70.00	1.593	0.1112	+-?
CMAS|ENSG00000111726	ad	control	176.00	1.202	0.2292	+++
ANKRD20A19P|ENSG00000196593	ad	control	137.00	0.150	0.8807	?-+
ATP8B5P|ENSG00000179766	ad	control	31.00	1.181	0.2375	?+?
TMEM109|ENSG00000110108	ad	control	70.00	-0.826	0.4088	-+?
TNIP3|ENSG00000050730	ad	control	31.00	-1.315	0.1884	?-?
ADIRF|ENSG00000148671	ad	control	70.00	0.120	0.9042	+-?
PAGE2B|ENSG00000238269	ad	control	31.00	-0.296	0.7669	?-?
SORBS3|ENSG00000120896	ad	control	176.00	-0.258	0.7963	++-
RNR1|ENSG00000211459	ad	control	70.00	1.734	0.08284	++?
MEI1|ENSG00000167077	ad	control	31.00	-0.646	0.5182	?-?
OSER1|ENSG00000132823	ad	control	70.00	-1.828	0.06756	-+?
FAM32A|ENSG00000105058	ad	control	176.00	-0.402	0.6874	--+
MYH13|ENSG00000006788	ad	control	31.00	-0.522	0.6019	?-?
GSG1L2|ENSG00000214978	ad	control	31.00	-0.194	0.846	?-?
TSN|ENSG00000211460	ad	control	70.00	-0.784	0.4333	--?
MIR4254|ENSG00000266580	ad	control	31.00	0.126	0.9	?+?
ITGB5|ENSG00000082781	ad	control	70.00	-1.956	0.05051	-+?
MT1M|ENSG00000205364	ad	control	176.00	-0.368	0.7129	-++
C3orf52|ENSG00000114529	ad	control	31.00	-1.509	0.1312	?-?
LOC105377213|ENSG00000214915	ad	control	31.00	0.440	0.6597	?+?
MTND1P32|ENSG00000232282	ad	control	31.00	0.022	0.9827	?+?
HIPK2|ENSG00000064393	ad	control	176.00	0.161	0.8721	++-
FRMPD1|ENSG00000070601	ad	control	176.00	-0.355	0.7224	+--
RPS27P25|ENSG00000239881	ad	control	31.00	1.150	0.25	?+?
EIF4G1|ENSG00000114867	ad	control	176.00	-0.737	0.4609	-+-
PEG13|ENSG00000282164	ad	control	70.00	0.549	0.5831	+-?
RPL9P28|ENSG00000242067	ad	control	31.00	0.214	0.8307	?+?
TMT1B|ENSG00000170439	ad	control	176.00	-2.575	0.01001	-+-
ARHGAP44|ENSG00000006740	ad	control	70.00	-0.233	0.8154	+-?
NOP56P2|ENSG00000226626	ad	control	106.00	0.161	0.872	??+
ACAD9|ENSG00000177646	ad	control	70.00	0.579	0.5625	+-?
TEN1|ENSG00000257949	ad	control	70.00	1.316	0.188	++?
HSPA14|ENSG00000187522	ad	control	176.00	0.923	0.3561	+-+
MYL12B|ENSG00000118680	ad	control	176.00	0.242	0.8088	+-+
THAP12P7|ENSG00000253919	ad	control	31.00	1.246	0.2126	?+?
TRAPPC11|ENSG00000168538	ad	control	176.00	1.934	0.0531	+-+
BSG-AS1|ENSG00000267751	ad	control	137.00	-0.393	0.6944	?+-
ZFP90|ENSG00000184939	ad	control	176.00	2.546	0.01089	+++
ACSM2B|ENSG00000066813	ad	control	31.00	0.022	0.9827	?+?
ZSCAN21|ENSG00000166529	ad	control	176.00	0.295	0.7681	-+-
RNF128|ENSG00000133135	ad	control	176.00	0.057	0.9542	+-+
SGPP1|ENSG00000285281	ad	control	176.00	0.258	0.7964	--+
EPB41L3|ENSG00000082397	ad	control	176.00	1.294	0.1955	+-+
PRRG1|ENSG00000130962	ad	control	176.00	0.346	0.7294	++-
AHI1-DT|ENSG00000231028	ad	control	137.00	0.322	0.7475	?-+
LINC02870|ENSG00000180066	ad	control	31.00	-0.416	0.6771	?-?
FXYD6|ENSG00000137726	ad	control	70.00	0.466	0.641	+-?
CHRNA3|ENSG00000080644	ad	control	31.00	-1.694	0.09035	?-?
SUMF2|ENSG00000129103	ad	control	176.00	-0.330	0.7415	--+
SMG1P5|ENSG00000291266	ad	control	106.00	0.480	0.631	??+
GET4|ENSG00000239857	ad	control	176.00	-1.000	0.3175	+--
TRPM6|ENSG00000119121	ad	control	176.00	0.669	0.5034	++-
ACTR10|ENSG00000131966	ad	control	176.00	1.449	0.1474	+-+
CFAP52|ENSG00000166596	ad	control	176.00	0.266	0.7899	+-+
RPS15AP17|ENSG00000225405	ad	control	31.00	0.539	0.59	?+?
CELF2-AS2|ENSG00000237986	ad	control	145.00	0.131	0.8955	+?-
NBPF10|ENSG00000271425	ad	control	176.00	-0.679	0.4971	-+-
NAGA|ENSG00000198951	ad	control	176.00	-1.577	0.1148	---
GAS6|ENSG00000183087	ad	control	70.00	-0.909	0.3633	--?
CLEC10A|ENSG00000132514	ad	control	31.00	0.203	0.8395	?+?
CCSAP|ENSG00000154429	ad	control	176.00	0.592	0.554	+-+
CTRB2|ENSG00000168928	ad	control	31.00	0.888	0.3748	?+?
IGHA1|ENSG00000211895	ad	control	31.00	-0.422	0.6732	?-?
RPL29P11|ENSG00000224858	ad	control	137.00	1.442	0.1492	?+-
LOC100419318|ENSG00000250037	ad	control	31.00	0.303	0.7618	?+?
PNPT1P2|ENSG00000233272	ad	control	31.00	-0.011	0.9916	?-?
FBXL4|ENSG00000112234	ad	control	176.00	-0.286	0.7748	-++
TMSB4XP4|ENSG00000223551	ad	control	137.00	0.216	0.8286	?+-
PFKFB4|ENSG00000114268	ad	control	176.00	-1.509	0.1313	-+-
IRF2BPL|ENSG00000119669	ad	control	176.00	-1.810	0.07034	---
GLRA2|ENSG00000101958	ad	control	176.00	-0.439	0.6609	--+
TRBC2|ENSG00000211772	ad	control	137.00	-0.088	0.9298	?--
BPIFC|ENSG00000184459	ad	control	31.00	-0.521	0.6025	?-?
FAM186B|ENSG00000135436	ad	control	70.00	-1.393	0.1636	--?
CEP295|ENSG00000166004	ad	control	70.00	1.215	0.2245	++?
EPHB2|ENSG00000133216	ad	control	176.00	-1.083	0.2787	+--
FBXW2|ENSG00000119402	ad	control	176.00	1.952	0.05092	+++
FCGR1BP|ENSG00000291135	ad	control	106.00	0.069	0.945	??+
LGALS9C|ENSG00000171916	ad	control	31.00	0.465	0.6418	?+?
CCDC28A|ENSG00000024862	ad	control	70.00	0.386	0.6997	+-?
HDAC9|ENSG00000048052	ad	control	176.00	0.198	0.8433	++-
FGF5|ENSG00000138675	ad	control	176.00	-0.502	0.6157	+-+
SNORD115-48|ENSG00000201634	ad	control	31.00	0.854	0.3932	?+?
B4GALT4-AS1|ENSG00000240254	ad	control	106.00	0.613	0.54	??+
NTN1|ENSG00000065320	ad	control	176.00	-0.703	0.4822	+--
SAMD15|ENSG00000100583	ad	control	176.00	0.322	0.7473	+-+
AFF4-DT|ENSG00000272023	ad	control	137.00	-0.018	0.9854	?-+
RPSAP17|ENSG00000226855	ad	control	31.00	0.454	0.6502	?+?
MIR6750|ENSG00000274986	ad	control	31.00	-0.121	0.9041	?-?
PTP4A1P6|ENSG00000254727	ad	control	106.00	-0.494	0.621	??-
MUC5AC|ENSG00000291363	ad	control	31.00	-0.131	0.8958	?-?
SNORD115-3|ENSG00000199970	ad	control	31.00	0.231	0.817	?+?
SNORA27|ENSG00000207051	ad	control	106.00	1.211	0.226	??+
AGAP12P|ENSG00000265018	ad	control	70.00	-0.298	0.766	+-?
TRNK|ENSG00000210156	ad	control	31.00	2.186	0.02881	?+?
KLHL13|ENSG00000003096	ad	control	176.00	-0.599	0.5495	-++
NDUFA5P10|ENSG00000224927	ad	control	31.00	0.440	0.6597	?+?
IGFBP6|ENSG00000167779	ad	control	176.00	-0.191	0.8486	+-+
EMC3|ENSG00000125037	ad	control	70.00	-1.200	0.2302	+-?
TMEM74|ENSG00000164841	ad	control	176.00	0.069	0.9451	-++
SLC9A3|ENSG00000066230	ad	control	31.00	-0.713	0.4756	?-?
KRT78|ENSG00000170423	ad	control	31.00	-0.480	0.631	?-?
DPM1|ENSG00000000419	ad	control	176.00	0.376	0.7071	+-+
BBOX1-AS1|ENSG00000254560	ad	control	137.00	0.884	0.3767	?-+
ASB16|ENSG00000161664	ad	control	70.00	0.130	0.8963	-+?
SCARNA21|ENSG00000252835	ad	control	137.00	0.081	0.9352	?+-
RXRB|ENSG00000227322	ad	control	176.00	-0.964	0.335	--+
OLA1|ENSG00000138430	ad	control	176.00	1.109	0.2676	+-+
UBFD1|ENSG00000103353	ad	control	176.00	-0.617	0.537	--+
A4GALT|ENSG00000128274	ad	control	70.00	-1.423	0.1548	-+?
C9orf72|ENSG00000147894	ad	control	176.00	0.826	0.4087	+-+
SRSF2|ENSG00000161547	ad	control	176.00	0.420	0.6748	+--
NHS|ENSG00000188158	ad	control	176.00	-0.557	0.5777	---
FOXI2|ENSG00000186766	ad	control	31.00	1.362	0.1731	?+?
TNNC1|ENSG00000114854	ad	control	137.00	-0.572	0.5676	?--
LINC02219|ENSG00000253787	ad	control	31.00	0.982	0.3261	?+?
ANP32BP1|ENSG00000259790	ad	control	31.00	0.959	0.3373	?+?
ZGPAT|ENSG00000197114	ad	control	176.00	-0.995	0.3195	+--
ZFYVE9P1|ENSG00000229562	ad	control	31.00	0.284	0.7766	?+?
ADGRF5|ENSG00000069122	ad	control	70.00	-1.343	0.1793	-+?
ROR1|ENSG00000185483	ad	control	70.00	0.168	0.8668	++?
FRG1EP|ENSG00000282995	ad	control	31.00	0.869	0.3848	?+?
FAM222B|ENSG00000173065	ad	control	176.00	-1.027	0.3045	---
ATP8A2P3|ENSG00000233963	ad	control	31.00	0.394	0.6933	?+?
RRAGC|ENSG00000116954	ad	control	70.00	-1.517	0.1291	-+?
DMKN|ENSG00000161249	ad	control	176.00	1.133	0.2572	+-+
NUDT6|ENSG00000170917	ad	control	176.00	-0.319	0.7494	+--
DNAJA1P6|ENSG00000228045	ad	control	31.00	0.103	0.9178	?+?
LOC105371855|ENSG00000265702	ad	control	31.00	1.339	0.1807	?+?
KAT8|ENSG00000103510	ad	control	176.00	0.036	0.9711	+-+
POMGNT2|ENSG00000144647	ad	control	176.00	-2.429	0.01514	---
PRP4K|ENSG00000112739	ad	control	176.00	-0.052	0.9587	-++
JSRP1|ENSG00000167476	ad	control	31.00	0.569	0.5693	?+?
FOXN3|ENSG00000053254	ad	control	70.00	0.025	0.9804	-+?
NTN5|ENSG00000142233	ad	control	31.00	-0.544	0.5864	?-?
TRIM62|ENSG00000116525	ad	control	176.00	0.429	0.6677	++-
GPS2P1|ENSG00000236496	ad	control	31.00	3.012	0.002595	?+?
MSR1|ENSG00000038945	ad	control	176.00	-1.929	0.05369	--+
MIA2-AS1|ENSG00000258940	ad	control	31.00	-1.480	0.1389	?-?
TUBBP10|ENSG00000226147	ad	control	31.00	0.008	0.9939	?+?
NPY2R|ENSG00000185149	ad	control	70.00	0.032	0.9743	+-?
FEM1A|ENSG00000141965	ad	control	70.00	-0.600	0.5483	-+?
MIR27B|ENSG00000207864	ad	control	31.00	-0.789	0.43	?-?
NCF4-AS1|ENSG00000183822	ad	control	106.00	-0.126	0.9	??-
LINC02822|ENSG00000286021	ad	control	31.00	-0.877	0.3807	?-?
RPL36AP15|ENSG00000235369	ad	control	137.00	-0.361	0.7179	?+-
SUGT1P4-STRA6LP-CCDC180|ENSG00000255036	ad	control	176.00	-0.165	0.8688	+-+
RPL12P41|ENSG00000269637	ad	control	31.00	-0.368	0.7127	?-?
KIF5C|ENSG00000168280	ad	control	70.00	3.239	0.001197	++?
CRYL1|ENSG00000165475	ad	control	176.00	0.392	0.6953	-++
AHSG|ENSG00000145192	ad	control	31.00	0.329	0.7422	?+?
LOC105371729|ENSG00000285677	ad	control	31.00	0.945	0.3446	?+?
MDGA2|ENSG00000139915	ad	control	176.00	1.115	0.2649	+-+
HELZ|ENSG00000198265	ad	control	70.00	-0.803	0.4217	-+?
FOXRED1|ENSG00000110074	ad	control	176.00	1.630	0.103	+++
STPG2|ENSG00000163116	ad	control	70.00	-1.579	0.1144	--?
HNRNPMP1|ENSG00000259335	ad	control	31.00	-0.167	0.8677	?-?
LIMASI|ENSG00000266978	ad	control	31.00	-0.145	0.885	?-?
RPSAP69|ENSG00000233487	ad	control	70.00	0.760	0.4475	+-?
MIA2|ENSG00000150527	ad	control	176.00	0.000	0.9998	+-+
STAG1|ENSG00000118007	ad	control	70.00	1.393	0.1635	-+?
DYRK3-AS1|ENSG00000237605	ad	control	137.00	0.441	0.6589	?-+
VRK2|ENSG00000028116	ad	control	176.00	0.356	0.722	-+-
LINC02102|ENSG00000248677	ad	control	31.00	0.917	0.3591	?+?
LEPR|ENSG00000116678	ad	control	70.00	-0.439	0.6606	-+?
RFX5-AS1|ENSG00000237976	ad	control	137.00	0.052	0.9587	?-+
TIGD4|ENSG00000169989	ad	control	70.00	-0.262	0.793	+-?
IKZF4|ENSG00000123411	ad	control	176.00	0.518	0.6047	+--
ADGRA3P1|ENSG00000256616	ad	control	70.00	-1.827	0.0677	--?
ACAD11|ENSG00000240303	ad	control	70.00	1.365	0.1722	+-?
PDE4C|ENSG00000285188	ad	control	176.00	-0.291	0.7712	+--
SNORD30|ENSG00000277846	ad	control	31.00	0.030	0.9758	?+?
RPL18AP13|ENSG00000213304	ad	control	31.00	-0.565	0.5723	?-?
MSMO1|ENSG00000052802	ad	control	176.00	-0.864	0.3878	+-+
TMEM123|ENSG00000152558	ad	control	70.00	-2.438	0.01478	-+?
MIR320C1|ENSG00000221493	ad	control	31.00	-0.011	0.9916	?-?
AKR1C3|ENSG00000196139	ad	control	176.00	-1.383	0.1667	-++
LINC02640|ENSG00000233590	ad	control	31.00	-0.011	0.9916	?-?
SOD1-DT|ENSG00000234509	ad	control	137.00	-0.393	0.694	?-+
TMEM200B|ENSG00000253304	ad	control	70.00	-2.325	0.02007	-+?
MBLAC2|ENSG00000176055	ad	control	176.00	1.223	0.2215	+-+
ENTREP1|ENSG00000135063	ad	control	176.00	-3.038	0.00238	---
SYNRG|ENSG00000275066	ad	control	176.00	0.020	0.9838	++-
CDK7|ENSG00000134058	ad	control	176.00	-0.051	0.9593	+-+
ZNF496-DT|ENSG00000291885	ad	control	106.00	-0.536	0.592	??-
KRT1|ENSG00000167768	ad	control	31.00	-0.463	0.6433	?-?
ZNF100|ENSG00000274746	ad	control	176.00	-0.427	0.6695	--+
RNU6-762P|ENSG00000252916	ad	control	31.00	0.140	0.8887	?+?
RBM25|ENSG00000119707	ad	control	70.00	2.766	0.00567	++?
TRGV9|ENSG00000211695	ad	control	31.00	1.828	0.06755	?+?
SRP68P1|ENSG00000266129	ad	control	106.00	0.270	0.787	??+
RPL31P28|ENSG00000219863	ad	control	31.00	-0.078	0.9381	?-?
IL6STP1|ENSG00000227018	ad	control	31.00	-0.237	0.8129	?-?
RAB8B|ENSG00000166128	ad	control	176.00	-1.551	0.1209	--+
SEC61B|ENSG00000106803	ad	control	176.00	-0.466	0.641	+--
HCG23|ENSG00000225834	ad	control	70.00	3.283	0.001026	++?
CNNM3-DT|ENSG00000273265	ad	control	137.00	-0.463	0.6433	?--
LINC02580|ENSG00000230587	ad	control	31.00	-0.549	0.5827	?-?
CENATAC-DT|ENSG00000255121	ad	control	31.00	-0.871	0.3836	?-?
ENO1|ENSG00000074800	ad	control	70.00	-1.330	0.1837	+-?
ZC3H12C|ENSG00000149289	ad	control	176.00	-0.841	0.4004	-++
TATDN3|ENSG00000203705	ad	control	176.00	1.052	0.2927	+-+
GTF3C2-AS2|ENSG00000234072	ad	control	176.00	0.203	0.8393	++-
LINC02123|ENSG00000250668	ad	control	31.00	-0.145	0.8847	?-?
KCNJ4|ENSG00000168135	ad	control	176.00	-0.581	0.5616	+--
MTPAP|ENSG00000107951	ad	control	176.00	1.345	0.1786	+-+
HNRNPUL2|ENSG00000214753	ad	control	70.00	2.793	0.00523	++?
LRP6|ENSG00000281324	ad	control	176.00	0.342	0.7323	-++
C2orf49|ENSG00000135974	ad	control	176.00	-0.644	0.5193	-++
DARS2|ENSG00000117593	ad	control	176.00	-1.573	0.1158	---
CSF3R|ENSG00000119535	ad	control	176.00	-0.571	0.568	---
TMEM208|ENSG00000168701	ad	control	176.00	-0.106	0.9158	+-+
PLAC9P1|ENSG00000214100	ad	control	31.00	-0.305	0.7606	?-?
KCTD5P1|ENSG00000224232	ad	control	31.00	-0.085	0.9324	?-?
C1QTNF9B|ENSG00000205863	ad	control	137.00	-0.345	0.7302	?-+
TPTE2P6|ENSG00000205822	ad	control	31.00	0.022	0.9827	?+?
COPB2|ENSG00000184432	ad	control	70.00	0.148	0.882	-+?
ADHFE1|ENSG00000147576	ad	control	176.00	0.340	0.7341	+-+
LOC100422225|ENSG00000258510	ad	control	106.00	0.180	0.857	??+
NFKBIE|ENSG00000146232	ad	control	176.00	-1.023	0.3063	---
TMEM139-AS1|ENSG00000231840	ad	control	137.00	0.741	0.4587	?+-
LOC100288146|ENSG00000251473	ad	control	106.00	0.470	0.638	??+
SPAG17|ENSG00000155761	ad	control	137.00	0.128	0.8984	?-+
TMEM191C|ENSG00000206140	ad	control	70.00	0.441	0.6595	+-?
SLC22A16|ENSG00000004809	ad	control	31.00	1.584	0.1131	?+?
PRDM10-DT|ENSG00000233220	ad	control	137.00	0.257	0.7972	?++
ACTBP15|ENSG00000213857	ad	control	31.00	0.008	0.9937	?+?
HAR1B|ENSG00000231133	ad	control	31.00	-1.042	0.2973	?-?
BAHCC1|ENSG00000266074	ad	control	176.00	0.550	0.5824	++-
RPS27AP16|ENSG00000224631	ad	control	31.00	1.905	0.05678	?+?
POU6F2-AS1|ENSG00000224122	ad	control	106.00	-0.327	0.744	??-
C2orf66|ENSG00000187944	ad	control	31.00	-1.385	0.166	?-?
HSPE1P26|ENSG00000220867	ad	control	31.00	0.085	0.9321	?+?
EXOSC1|ENSG00000171311	ad	control	176.00	-0.248	0.8042	--+
BCAR3|ENSG00000137936	ad	control	176.00	-1.768	0.07708	-+-
FBXW10|ENSG00000171931	ad	control	31.00	-1.144	0.2526	?-?
AMPD3|ENSG00000133805	ad	control	176.00	0.092	0.9268	-+-
EBLN2|ENSG00000255423	ad	control	176.00	0.259	0.7956	-++
SNURF|ENSG00000273173	ad	control	70.00	-0.667	0.505	+-?
CTTNBP2NL|ENSG00000143079	ad	control	176.00	-0.303	0.7621	-++
PIK3C3|ENSG00000078142	ad	control	176.00	2.298	0.02156	+++
HIF1A|ENSG00000100644	ad	control	70.00	-0.420	0.6748	+-?
ATP13A1|ENSG00000105726	ad	control	176.00	-1.347	0.178	---
DNASE2B|ENSG00000137976	ad	control	31.00	1.167	0.2431	?+?
ZBTB16|ENSG00000109906	ad	control	176.00	-0.248	0.8044	-+-
TEFM|ENSG00000172171	ad	control	176.00	-0.959	0.3375	--+
EIF3J|ENSG00000104131	ad	control	70.00	0.033	0.9733	-+?
OCM2|ENSG00000135175	ad	control	31.00	0.008	0.9936	?+?
MAML2|ENSG00000184384	ad	control	70.00	-4.212	2.536e-05	--?
SLC17A5|ENSG00000119899	ad	control	176.00	-0.680	0.4962	--+
KLHL34|ENSG00000185915	ad	control	70.00	2.115	0.03439	++?
DPCD|ENSG00000166171	ad	control	176.00	-0.475	0.6347	+-+
FAM133DP|ENSG00000230562	ad	control	31.00	0.142	0.8869	?+?
PLXNC1|ENSG00000136040	ad	control	176.00	1.704	0.08846	+-+
IATPR|ENSG00000233387	ad	control	31.00	0.440	0.6597	?+?
LIN7C|ENSG00000148943	ad	control	176.00	-0.546	0.5851	--+
TSPAN12|ENSG00000106025	ad	control	176.00	-0.458	0.6471	--+
RBM23|ENSG00000100461	ad	control	176.00	-0.435	0.6636	-++
RPRML|ENSG00000179673	ad	control	176.00	-0.044	0.9653	+--
JHY|ENSG00000109944	ad	control	176.00	-0.631	0.5278	---
ZNF787|ENSG00000142409	ad	control	176.00	-0.439	0.661	-+-
RHOB|ENSG00000143878	ad	control	176.00	-0.047	0.9626	+--
CCDC54-AS1|ENSG00000239828	ad	control	176.00	0.382	0.7023	-+-
LINC03125|ENSG00000230387	ad	control	31.00	-1.168	0.2427	?-?
HBA2|ENSG00000188536	ad	control	176.00	1.031	0.3024	+--
AIRE|ENSG00000160224	ad	control	31.00	-2.581	0.009852	?-?
WFDC10B|ENSG00000182931	ad	control	31.00	1.272	0.2034	?+?
RRAGB|ENSG00000083750	ad	control	176.00	0.621	0.5348	+-+
Y_RNA|ENSG00000252965	ad	control	31.00	-0.257	0.7973	?-?
DUX4L34|ENSG00000282935	ad	control	31.00	0.022	0.9827	?+?
ADGRD1-AS1|ENSG00000256151	ad	control	106.00	-0.350	0.726	??-
VPS4B|ENSG00000119541	ad	control	70.00	1.570	0.1164	+-?
TLK2P1|ENSG00000226049	ad	control	176.00	0.341	0.7333	+-+
MAPK8IP3|ENSG00000138834	ad	control	70.00	1.475	0.1403	+-?
CCKBR|ENSG00000110148	ad	control	176.00	0.198	0.8432	+--
CTTN|ENSG00000288401	ad	control	70.00	2.499	0.01246	++?
IL1B|ENSG00000125538	ad	control	137.00	-1.080	0.2803	?-+
LOC392196|ENSG00000254923	ad	control	145.00	1.083	0.2788	+?+
PDGFA-DT|ENSG00000223855	ad	control	176.00	-0.601	0.5481	-+-
SYNGR4|ENSG00000105467	ad	control	31.00	-1.961	0.04986	?-?
FAM120A|ENSG00000048828	ad	control	176.00	-1.084	0.2784	-+-
GABRA5|ENSG00000186297	ad	control	176.00	-0.563	0.5731	--+
MFAP3L|ENSG00000198948	ad	control	176.00	-0.347	0.7286	-+-
LOC100506274|ENSG00000229727	ad	control	31.00	-0.976	0.3292	?-?
CCDC149|ENSG00000181982	ad	control	176.00	-0.190	0.8494	-+-
LOC284933|ENSG00000281732	ad	control	145.00	-2.380	0.01733	-?-
COL6A6|ENSG00000206384	ad	control	70.00	-0.112	0.9109	+-?
SLC6A2|ENSG00000103546	ad	control	31.00	0.124	0.9016	?+?
IRAG1|ENSG00000072952	ad	control	176.00	-0.479	0.632	-+-
SHISAL2A|ENSG00000182183	ad	control	31.00	0.485	0.6279	?+?
XAB2|ENSG00000076924	ad	control	176.00	-0.273	0.7846	++-
TH|ENSG00000180176	ad	control	31.00	-2.725	0.006434	?-?
CEP44|ENSG00000164118	ad	control	176.00	0.883	0.3774	+-+
CABLES1|ENSG00000134508	ad	control	176.00	-0.086	0.9311	-++
RPL21P20|ENSG00000227311	ad	control	31.00	-0.552	0.5812	?-?
RUSF1-DT|ENSG00000260625	ad	control	31.00	-0.073	0.9421	?-?
CEP95|ENSG00000258890	ad	control	176.00	1.183	0.2369	+++
TRPM7|ENSG00000092439	ad	control	176.00	1.131	0.2579	-++
LMAN2L|ENSG00000114988	ad	control	176.00	-1.362	0.1733	---
SNORA17B|ENSG00000280496	ad	control	106.00	0.883	0.377	??+
PHTF2|ENSG00000006576	ad	control	176.00	0.692	0.4887	+-+
PGBD1|ENSG00000137338	ad	control	176.00	0.556	0.5783	+--
INTS8|ENSG00000164941	ad	control	176.00	-0.507	0.612	--+
ARHGEF9|ENSG00000131089	ad	control	70.00	0.969	0.3325	+-?
RFXANK|ENSG00000064490	ad	control	176.00	-0.988	0.3234	---
SOCS6|ENSG00000170677	ad	control	176.00	-1.304	0.1923	-++
ENTPD3|ENSG00000168032	ad	control	70.00	-0.852	0.3942	+-?
RHOT1P2|ENSG00000203616	ad	control	137.00	-0.085	0.932	?--
POLR2E|ENSG00000099817	ad	control	176.00	-0.086	0.9313	+--
CDRT15P3|ENSG00000274362	ad	control	31.00	-0.060	0.9518	?-?
ACRV1|ENSG00000134940	ad	control	31.00	-1.129	0.259	?-?
HRG-AS1|ENSG00000197099	ad	control	31.00	-0.979	0.3277	?-?
NACC2|ENSG00000148411	ad	control	176.00	-1.554	0.1201	-+-
CES2|ENSG00000172831	ad	control	70.00	0.649	0.5164	+-?
SELENOS|ENSG00000131871	ad	control	176.00	-1.015	0.3102	--+
ABHD12|ENSG00000100997	ad	control	176.00	0.097	0.923	+--
STING1|ENSG00000184584	ad	control	176.00	0.083	0.9337	++-
LINC02026|ENSG00000214146	ad	control	31.00	-0.125	0.9008	?-?
