MarkerName	Allele1	Allele2	Weight	Zscore	P-value	Direction	P-value_adjusted
C2orf49-DT|ENSG00000272994	ad	control	173.0	4.171	3.034e-05	+++++++?	0.002118632603406326
IGF1R|ENSG00000140443	ad	control	173.0	-2.864	0.00418	-----++?	0.04940939044481054
NUBPL|ENSG00000151413	ad	control	173.0	3.005	0.002657	+++-+++?	0.036626272814601346
IBTK|ENSG00000005700	ad	control	279.0	3.834	0.0001258	++++++++	0.005070870786516853
HYDIN|ENSG00000157423	ad	control	279.0	-3.747	0.0001789	-----+--	0.006291517747858017
HS6ST1|ENSG00000136720	ad	control	279.0	-4.276	1.903e-05	--------	0.0016450632530120482
BLOC1S4|ENSG00000186222	ad	control	279.0	-3.347	0.0008159	--------	0.01698690355329949
TBC1D9|ENSG00000109436	ad	control	279.0	3.737	0.0001862	+++++--+	0.006407601918465228
LYSMD4|ENSG00000183060	ad	control	279.0	3.284	0.001023	+++++++-	0.019665170797052912
GAS2L2|ENSG00000270765	ad	control	134.0	-3.416	0.0006354	----?--?	0.014461434231378764
DCAF8|ENSG00000132716	ad	control	173.0	4.729	2.253e-06	+++++++?	0.0004211173076923077
CXXC5-AS1|ENSG00000250635	ad	control	240.0	-2.952	0.003162	----?-+-	0.04102594936708861
TSPYL5|ENSG00000180543	ad	control	279.0	2.911	0.003605	+++++--+	0.04472292746113989
RXRA|ENSG00000186350	ad	control	173.0	-2.929	0.003404	-----++?	0.04296165347405453
C1QB|ENSG00000173369	ad	control	279.0	-3.335	0.0008537	+-------	0.017438569395017794
USP32|ENSG00000170832	ad	control	279.0	4.426	9.59e-06	++++++++	0.001023171003717472
NPR2|ENSG00000159899	ad	control	279.0	-3.093	0.001985	--------	0.030188935944944414
SYTL2|ENSG00000137501	ad	control	279.0	3.633	0.0002802	+++++--+	0.008429496855345912
OTULINL|ENSG00000145569	ad	control	279.0	-3.168	0.001537	---+----	0.02545406809001731
RABGAP1|ENSG00000011454	ad	control	279.0	3.52	0.0004312	++++++++	0.01126063694267516
A2ML1|ENSG00000166535	ad	control	173.0	-3.466	0.0005288	-----++?	0.012818040540540539
TMED7|ENSG00000134970	ad	control	173.0	-3.624	0.0002905	-------?	0.008568705035971224
LPCAT1|ENSG00000153395	ad	control	279.0	-3.781	0.0001563	--------	0.005810634715025907
ATP6V0E1|ENSG00000113732	ad	control	279.0	-3.265	0.001093	--------	0.0205160889470242
C2orf74-DT|ENSG00000212978	ad	control	101.0	2.986	0.002828	????+++?	0.0381587212035731
AGRP|ENSG00000159723	ad	control	62.0	-3.612	0.0003044	?????--?	0.00878883417085427
POLD4|ENSG00000175482	ad	control	173.0	-2.997	0.00273	-------?	0.03735924690181125
AGER|ENSG00000230514	ad	control	134.0	-4.505	6.651e-06	----?-+?	0.0008335532751091704
ELOA|ENSG00000011007	ad	control	279.0	-2.873	0.004064	--------	0.04857842565597668
