MarkerName	Allele1	Allele2	Weight	Zscore	P-value	Direction	P-value_adjusted
RGL3|ENSG00000205517	ad	control	279.0	-4.714	2.425e-06	--------	0.00043228260869565224
GRM3|ENSG00000198822	ad	control	173.0	3.102	0.001925	+++++-+?	0.02967001072961373
C1QA|ENSG00000173372	ad	control	279.0	-3.058	0.002226	+-------	0.03238023314749113
TCIRG1|ENSG00000110719	ad	control	279.0	-4.098	4.174e-05	------+-	0.0025166764705882353
EID1|ENSG00000255302	ad	control	279.0	3.536	0.000406	+++++--+	0.010821792014856082
WASHC2A|ENSG00000099290	ad	control	279.0	2.981	0.002874	+++-+++-	0.03859794103883949
ORC2|ENSG00000115942	ad	control	173.0	3.1	0.001937	+++++--?	0.029791430101767543
CMC2|ENSG00000103121	ad	control	279.0	2.984	0.002848	+++++++-	0.03837446009389671
MDK|ENSG00000110492	ad	control	173.0	-2.873	0.004067	-------?	0.04859404662781016
LY86|ENSG00000112799	ad	control	173.0	-2.886	0.003906	+--+---?	0.047364695945945945
NEU1|ENSG00000204386	ad	control	173.0	-3.065	0.002175	++-+---?	0.03192966751918159
DET1|ENSG00000140543	ad	control	279.0	4.102	4.096e-05	+-+++++-	0.002501348195329087
PKD2L1|ENSG00000107593	ad	control	279.0	3.181	0.001466	+++-+--+	0.024732103104862336
STIM1|ENSG00000167323	ad	control	173.0	-4.114	3.89e-05	---+---?	0.0024254924078091107
VPS37B|ENSG00000139722	ad	control	279.0	-4.381	1.183e-05	--------	0.0012082597864768684
FLVCR1-DT|ENSG00000198468	ad	control	240.0	2.916	0.003546	++++?+++	0.04422868318122556
ZNF142|ENSG00000115568	ad	control	279.0	-2.987	0.002821	----+---	0.03811803201506592
YWHAZ|ENSG00000164924	ad	control	279.0	3.35	0.0008095	+++++--+	0.01690877001455604
MAP1A|ENSG00000166963	ad	control	173.0	3.022	0.002514	+++++--?	0.03517883959044369
MPP2|ENSG00000108852	ad	control	173.0	3.001	0.002693	+++++-+?	0.03699813307802777
TLR9|ENSG00000239732	ad	control	103.0	-4.824	1.41e-06	----??+?	0.0003488534482758621
KCNN3|ENSG00000143603	ad	control	279.0	-3.154	0.00161	-----+-+	0.026253977272727276
SLC41A1|ENSG00000133065	ad	control	279.0	-3.571	0.0003559	-----+--	0.009840394990366088
SARNP|ENSG00000205323	ad	control	279.0	3.21	0.001329	++++++++	0.02314459951456311
NELFA|ENSG00000185049	ad	control	279.0	-3.085	0.002039	----+---	0.030654426401257203
STAU2|ENSG00000040341	ad	control	173.0	3.145	0.00166	+++++--?	0.026705156950672645
