gene_name	log2_fold_change	p_value	sample_size	ref_allele	non_ref_allele
VMAC|ENSG00000292061	0.850358489	0.001153414	18	Control	AD
LY6G5C|ENSG00000206404	1.402465316	0.001163126	18	Control	AD
COX19|ENSG00000240230	0.45058589	0.001192938	18	Control	AD
LAMP5|ENSG00000125869	-1.565218516	0.001212906	18	Control	AD
PHETA1|ENSG00000198324	0.873859333	0.001218097	18	Control	AD
ODAD3|ENSG00000198003	1.035779976	0.001248992	18	Control	AD
BMP1|ENSG00000168487	0.757906755	0.001251603	18	Control	AD
DFFB|ENSG00000169598	0.568525117	0.001263765	18	Control	AD
DNAH11|ENSG00000105877	1.226830853	0.001271657	18	Control	AD
CLASRP|ENSG00000104859	0.60420907	0.001278703	18	Control	AD
NPIPB3|ENSG00000169246	0.958048887	0.001280833	18	Control	AD
GPR3|ENSG00000181773	-1.541893801	0.001298942	18	Control	AD
RECQL4|ENSG00000160957	0.64823639	0.001302443	18	Control	AD
RUFY1|ENSG00000176783	0.409980346	0.001342062	18	Control	AD
BCAT2|ENSG00000105552	0.62192176	0.001343178	18	Control	AD
ZNF592|ENSG00000166716	0.419230046	0.00137241	18	Control	AD
KRTAP5-1|ENSG00000280585	1.227040774	0.001376281	18	Control	AD
HDAC10|ENSG00000100429	0.581032906	0.00140614	18	Control	AD
STXBP6|ENSG00000168952	-0.6521383	0.001470017	18	Control	AD
RBBP9|ENSG00000089050	-0.493218576	0.001475162	18	Control	AD
ADGRG2|ENSG00000173698	0.806543255	0.001489071	18	Control	AD
RCC1|ENSG00000180198	0.785262205	0.001494523	18	Control	AD
CIZ1|ENSG00000148337	0.280429005	0.001556951	18	Control	AD
GKAP1|ENSG00000165113	0.444148567	0.001557179	18	Control	AD
C3orf62|ENSG00000188315	0.582897035	0.00155886	18	Control	AD
MST1|ENSG00000173531	0.689433469	0.001566633	18	Control	AD
NICN1|ENSG00000145029	-0.458007472	0.001584668	18	Control	AD
BABAM2|ENSG00000158019	-0.553901637	0.001589857	18	Control	AD
AFG3L2|ENSG00000141385	-0.61065062	0.001595083	18	Control	AD
HEY1|ENSG00000164683	-0.524994432	0.001606479	18	Control	AD
ANKRD11|ENSG00000167522	0.40080902	0.001640595	18	Control	AD
C15orf62|ENSG00000188277	0.795143797	0.001659125	18	Control	AD
BRD1|ENSG00000100425	0.305958649	0.001665915	18	Control	AD
TLE2|ENSG00000065717	0.557290249	0.001673727	18	Control	AD
SAV1|ENSG00000151748	0.38386578	0.001677572	18	Control	AD
ATP5PD|ENSG00000167863	-0.627450115	0.001738435	18	Control	AD
NDUFA7|ENSG00000267855	-0.699310815	0.001741159	18	Control	AD
KYAT3|ENSG00000137944	-0.73163242	0.00174523	18	Control	AD
ZNF71|ENSG00000197951	0.359661739	0.001745821	18	Control	AD
PCGF2|ENSG00000277258	0.510855294	0.001756872	18	Control	AD
TRPV3|ENSG00000167723	0.530801532	0.001762079	18	Control	AD
ACTR8|ENSG00000113812	-0.397069634	0.001763979	18	Control	AD
PLAGL1|ENSG00000118495	-0.715667382	0.001766026	18	Control	AD
DMWD|ENSG00000185800	0.417775514	0.001770319	18	Control	AD
EHMT1|ENSG00000181090	0.447513017	0.001786696	18	Control	AD
HDAC4|ENSG00000068024	0.440232388	0.001800703	18	Control	AD
WARS1|ENSG00000140105	-0.628151017	0.001810106	18	Control	AD
SETD1A|ENSG00000099381	0.438278066	0.001853928	18	Control	AD
JMJD8|ENSG00000161999	0.51158929	0.001860149	18	Control	AD
COL20A1|ENSG00000101203	0.798452212	0.001887821	18	Control	AD
HRH3|ENSG00000101180	0.596490332	0.001897618	18	Control	AD
	0.914070206	0.001906592	18	Control	AD
AGER|ENSG00000230514	0.790156681	0.001992012	18	Control	AD
MSH6|ENSG00000116062	0.278024518	0.001994142	18	Control	AD
STOML1|ENSG00000067221	-0.502312725	0.001996047	18	Control	AD
NRSN2|ENSG00000125841	-0.489560733	0.001998569	18	Control	AD
MROH6|ENSG00000204839	1.296745428	0.002004837	18	Control	AD
LRRC45|ENSG00000169683	0.684270427	0.00204385	18	Control	AD
HRC|ENSG00000130528	1.124069027	0.002049667	18	Control	AD
FAM193A|ENSG00000125386	0.379770892	0.002056763	18	Control	AD
TBKBP1|ENSG00000198933	0.451326723	0.002092676	18	Control	AD
LCLAT1|ENSG00000172954	-0.40567966	0.002107492	18	Control	AD
SLC35E3|ENSG00000175782	0.474101066	0.002114624	18	Control	AD
VPS25|ENSG00000131475	-0.933482333	0.002116204	18	Control	AD
TP53I3|ENSG00000115129	0.713309132	0.002120506	18	Control	AD
KCNJ14|ENSG00000182324	1.067245473	0.002127802	18	Control	AD
TCOF1|ENSG00000070814	0.38967734	0.002140223	18	Control	AD
PGAM2|ENSG00000164708	0.798335601	0.002142003	18	Control	AD
	0.783367295	0.002153355	18	Control	AD
PER1|ENSG00000179094	0.578550324	0.002175134	18	Control	AD
SWSAP1|ENSG00000173928	1.083855936	0.002189942	18	Control	AD
HIGD1B|ENSG00000131097	1.16234888	0.00219395	18	Control	AD
ZCCHC17|ENSG00000121766	-0.331313369	0.002196606	18	Control	AD
PHYH|ENSG00000107537	-0.508854109	0.002196684	18	Control	AD
TP53I13|ENSG00000167543	0.808625716	0.002225053	18	Control	AD
TEX22|ENSG00000226174	1.036041404	0.002232272	18	Control	AD
MRPS23|ENSG00000181610	-0.4605547	0.002240929	18	Control	AD
TLR9|ENSG00000239732	1.367033766	0.00228984	18	Control	AD
GALNT11|ENSG00000178234	-0.443980598	0.002341067	18	Control	AD
CLN3|ENSG00000188603	0.752993782	0.002352336	18	Control	AD
	0.888396411	0.002357552	18	Control	AD
LEPROTL1|ENSG00000104660	-0.441294852	0.002357561	18	Control	AD
SMTN|ENSG00000183963	1.29211465	0.002373323	18	Control	AD
KDM4B|ENSG00000127663	0.409830458	0.002376854	18	Control	AD
PDHB|ENSG00000168291	-0.521812969	0.002387512	18	Control	AD
	1.310717057	0.002424547	18	Control	AD
	1.036500693	0.002440064	18	Control	AD
NDUFA4|ENSG00000189043	-0.743944078	0.002453858	18	Control	AD
EXOC1|ENSG00000090989	-0.399162502	0.00251154	18	Control	AD
RGS5|ENSG00000143248	0.594518749	0.002533193	18	Control	AD
PPP1R16A|ENSG00000160972	0.464751437	0.002533517	18	Control	AD
GSK3B-DT|ENSG00000242622	0.917520424	0.002561587	18	Control	AD
ADAMTS7|ENSG00000136378	1.252398367	0.002567778	18	Control	AD
C15orf61|ENSG00000189227	-0.616314322	0.002599331	18	Control	AD
BCAR1|ENSG00000050820	0.453118152	0.002603666	18	Control	AD
MAML1|ENSG00000283780	0.461593592	0.002615775	18	Control	AD
CD274|ENSG00000120217	-0.602991875	0.002617464	18	Control	AD
SUCLG1|ENSG00000163541	-0.482121438	0.002661611	18	Control	AD
PSMC2|ENSG00000161057	-0.540255944	0.002668992	18	Control	AD
ENTPD3|ENSG00000168032	-0.862509263	0.002669836	18	Control	AD
DDB1|ENSG00000167986	-0.370044133	0.002679751	18	Control	AD
C2orf81|ENSG00000284308	0.621698264	0.002681337	18	Control	AD
SAMD11|ENSG00000187634	1.763112477	0.002683534	18	Control	AD
LTA4H|ENSG00000111144	-0.369474327	0.002711641	18	Control	AD
CAPS|ENSG00000105519	1.142247624	0.00275068	18	Control	AD
SNRPA1|ENSG00000131876	-0.551972141	0.002758884	18	Control	AD
PPP4R2|ENSG00000163605	0.380723949	0.00276618	18	Control	AD
DHX34|ENSG00000134815	0.605322087	0.002793896	18	Control	AD
ADRA2C|ENSG00000184160	1.082873711	0.002796731	18	Control	AD
GMPR2|ENSG00000100938	-0.298751571	0.002833651	18	Control	AD
POLN|ENSG00000130997	0.573024338	0.002849859	18	Control	AD
HAUS5|ENSG00000249115	0.528124746	0.002852813	18	Control	AD
DIDO1|ENSG00000101191	0.293145213	0.00287032	18	Control	AD
RAF1|ENSG00000132155	0.327651392	0.002873463	18	Control	AD
GPC2|ENSG00000213420	1.079928358	0.00289486	18	Control	AD
ARL4D|ENSG00000175906	-1.396438293	0.002901225	18	Control	AD
DTD1|ENSG00000125821	-0.715164736	0.002902513	18	Control	AD
SYCE2|ENSG00000161860	1.161639603	0.002921539	18	Control	AD
TRIM8|ENSG00000171206	0.691224854	0.002932358	18	Control	AD
SLC30A9|ENSG00000014824	-0.500483519	0.002937325	18	Control	AD
FDPS|ENSG00000160752	-0.414704233	0.002942658	18	Control	AD
	1.055788622	0.002956863	18	Control	AD
STK32A|ENSG00000169302	0.681190098	0.002993876	18	Control	AD
TRRAP|ENSG00000196367	0.261832607	0.003007625	18	Control	AD
RAD52|ENSG00000002016	0.540864083	0.003047916	18	Control	AD
GET1|ENSG00000182093	-0.386618092	0.003055086	18	Control	AD
NANOS1|ENSG00000188613	1.094357339	0.003069139	18	Control	AD
SNRPB|ENSG00000125835	-0.50804105	0.003076529	18	Control	AD
PRELP|ENSG00000188783	1.018370383	0.003107331	18	Control	AD
PRPF38B|ENSG00000134186	0.47776714	0.003143665	18	Control	AD
PENK|ENSG00000181195	-1.630965127	0.003154539	18	Control	AD
ZNF785|ENSG00000197162	0.374822615	0.003157601	18	Control	AD
PWP1|ENSG00000136045	-0.502463326	0.003183556	18	Control	AD
RAB11A|ENSG00000103769	-0.430459871	0.003220719	18	Control	AD
AMN1|ENSG00000151743	-0.558586164	0.003222784	18	Control	AD
AP1S1|ENSG00000106367	-0.684255472	0.003229742	18	Control	AD
NUP43|ENSG00000120253	-0.476744913	0.003235114	18	Control	AD
BMPR1A|ENSG00000107779	0.450086992	0.003262686	18	Control	AD
SH2B2|ENSG00000160999	0.731502329	0.00327029	18	Control	AD
USP5|ENSG00000111667	-0.556548293	0.003286493	18	Control	AD
PPP1CC|ENSG00000186298	0.421763066	0.003320506	18	Control	AD
CPT1B|ENSG00000205560	0.658069293	0.003339385	18	Control	AD
VDAC3|ENSG00000078668	-0.826972155	0.003345917	18	Control	AD
NDUFB5|ENSG00000136521	-0.698320615	0.003368363	18	Control	AD
PRDX5|ENSG00000126432	-0.425906392	0.003385062	18	Control	AD
FEN1|ENSG00000168496	-0.556696767	0.003385551	18	Control	AD
SLC35B1|ENSG00000121073	-0.522476217	0.003386585	18	Control	AD
PLCG1|ENSG00000124181	0.449698932	0.003410226	18	Control	AD
CHD1|ENSG00000153922	0.309875338	0.003425641	18	Control	AD
ARL17A|ENSG00000185829	0.973631782	0.003439546	18	Control	AD
EAPP|ENSG00000129518	-0.531824322	0.003442516	18	Control	AD
HSD17B12|ENSG00000149084	-0.589068574	0.003451537	18	Control	AD
LSM3|ENSG00000170860	-0.518264414	0.003467313	18	Control	AD
LINC00484|ENSG00000235641	0.849809372	0.003473279	18	Control	AD
PNPO|ENSG00000108439	-0.469891597	0.003478928	18	Control	AD
MCTS1|ENSG00000232119	-0.672919194	0.003482055	18	Control	AD
HIF3A|ENSG00000124440	1.423483512	0.003500386	18	Control	AD
ECD|ENSG00000122882	-0.295211751	0.003501451	18	Control	AD
ITGA9|ENSG00000144668	-0.423048138	0.003513521	18	Control	AD
SWT1|ENSG00000116668	0.355603678	0.003527767	18	Control	AD
SLC47A1|ENSG00000142494	-0.821435588	0.003532264	18	Control	AD
ALOX15B|ENSG00000179593	1.529896422	0.003547157	18	Control	AD
USP36|ENSG00000055483	0.436144733	0.003548828	18	Control	AD
CENPJ|ENSG00000151849	0.473109672	0.003564046	18	Control	AD
TNRC6C|ENSG00000078687	0.286835666	0.00356545	18	Control	AD
TTLL9|ENSG00000131044	0.68750737	0.003567143	18	Control	AD
TAF1B|ENSG00000115750	-0.467486306	0.003577799	18	Control	AD
MTHFD1|ENSG00000100714	-0.419717924	0.00363588	18	Control	AD
PHF12|ENSG00000109118	0.292290142	0.003638383	18	Control	AD
ZSWIM9|ENSG00000185453	0.74296545	0.003648684	18	Control	AD
CCDC142|ENSG00000135637	0.585893407	0.00365741	18	Control	AD
RBM33|ENSG00000184863	0.401068392	0.003659757	18	Control	AD
LZTR1|ENSG00000099949	0.404421172	0.003672885	18	Control	AD
GPT|ENSG00000167701	0.730042668	0.003676204	18	Control	AD
NHLH2|ENSG00000177551	-1.146105113	0.003685238	18	Control	AD
PHLDA3|ENSG00000174307	0.582739816	0.003689129	18	Control	AD
TPM2|ENSG00000198467	0.85872737	0.00371362	18	Control	AD
RPA3|ENSG00000106399	-0.638172403	0.0037518	18	Control	AD
CATSPERG|ENSG00000099338	0.63352834	0.003758883	18	Control	AD
RERE|ENSG00000142599	0.297395231	0.003778201	18	Control	AD
PKM|ENSG00000067225	-0.506289805	0.003782016	18	Control	AD
LILRA2|ENSG00000278634	1.221145734	0.003805516	18	Control	AD
CALB1|ENSG00000104327	-1.146503297	0.003817119	18	Control	AD
GPSM1|ENSG00000160360	0.450928539	0.003817528	18	Control	AD
CC2D1B|ENSG00000154222	0.422333564	0.003819436	18	Control	AD
STAG1|ENSG00000118007	0.297723375	0.003822314	18	Control	AD
ATF4|ENSG00000128272	0.569827569	0.003854588	18	Control	AD
OR2M3|ENSG00000228198	-1.492715856	0.003865727	18	Control	AD
PRDX2|ENSG00000167815	-0.619644221	0.003913085	18	Control	AD
ADAMTS3|ENSG00000156140	-1.250272415	0.003924665	18	Control	AD
BRF2|ENSG00000104221	-1.028131622	0.003945793	18	Control	AD
FBXO46|ENSG00000177051	0.482546897	0.003949588	18	Control	AD
TMPRSS9|ENSG00000178297	1.127217509	0.003953351	18	Control	AD
ATP5F1A|ENSG00000152234	-0.689193747	0.003959702	18	Control	AD
GJC1|ENSG00000182963	0.612022519	0.003985335	18	Control	AD
KRI1|ENSG00000129347	0.428611871	0.004030528	18	Control	AD
OPN3|ENSG00000054277	-1.020309655	0.004043129	18	Control	AD
SLC35F4|ENSG00000151812	-1.126728714	0.004089332	18	Control	AD
	1.256767567	0.004111956	18	Control	AD
SLC25A3|ENSG00000075415	-0.496101028	0.004146159	18	Control	AD
DENND4B|ENSG00000198837	0.37040751	0.004147985	18	Control	AD
DDT|ENSG00000275003	-0.921049513	0.004158865	18	Control	AD
RPH3AL|ENSG00000181031	0.922656978	0.004172513	18	Control	AD
ZBED6|ENSG00000257315	0.684530028	0.004218112	18	Control	AD
COPG1|ENSG00000181789	-0.565428755	0.004236092	18	Control	AD
ZNF704|ENSG00000164684	0.340263999	0.004241075	18	Control	AD
CPSF3|ENSG00000119203	-0.392640966	0.00424787	18	Control	AD
GAD2|ENSG00000136750	-1.570224857	0.004248603	18	Control	AD
NEAT1|ENSG00000245532	1.206717025	0.004250773	18	Control	AD
RBM3|ENSG00000102317	-0.779319485	0.004262405	18	Control	AD
ING1|ENSG00000153487	0.415801725	0.004296963	18	Control	AD
ATP6V1G1|ENSG00000136888	-0.400672232	0.004322227	18	Control	AD
SPOUT1|ENSG00000198917	0.497826859	0.004324726	18	Control	AD
LINC00663|ENSG00000266904	0.683260652	0.004350695	18	Control	AD
FGF17|ENSG00000158815	1.39004394	0.00435313	18	Control	AD
RADIL|ENSG00000157927	0.581427964	0.004386614	18	Control	AD
ATP6V1F|ENSG00000128524	-0.579073433	0.004426415	18	Control	AD
OXA1L|ENSG00000155463	-0.398702855	0.004451041	18	Control	AD
SUSD1|ENSG00000106868	-0.666736373	0.004466746	18	Control	AD
CLCF1|ENSG00000175505	0.933661012	0.004490325	18	Control	AD
IFNLR1|ENSG00000185436	1.019633305	0.004508823	18	Control	AD
C5AR1|ENSG00000197405	1.098951289	0.004509642	18	Control	AD
GORAB|ENSG00000120370	-0.495121395	0.004510195	18	Control	AD
FAM151A|ENSG00000162391	1.403512637	0.004521025	18	Control	AD
HBP1|ENSG00000105856	0.426928313	0.004541255	18	Control	AD
AGAP1|ENSG00000157985	0.350335738	0.004552157	18	Control	AD
	-1.593292694	0.004581678	18	Control	AD
REEP4|ENSG00000168476	0.86671938	0.004607063	18	Control	AD
ARHGAP33|ENSG00000004777	0.426931092	0.004612808	18	Control	AD
FZD9|ENSG00000188763	1.009810471	0.004613854	18	Control	AD
BRD4|ENSG00000141867	0.315887816	0.004616355	18	Control	AD
CCDC159|ENSG00000183401	0.589726335	0.004624862	18	Control	AD
ZFP37|ENSG00000136866	-0.518866341	0.004630662	18	Control	AD
PRR12|ENSG00000126464	0.430089329	0.004631576	18	Control	AD
MORN3|ENSG00000139714	-0.629467967	0.00465834	18	Control	AD
SLC35G6|ENSG00000259224	0.905976033	0.00467471	18	Control	AD
SLC47A2|ENSG00000180638	0.980223955	0.004689107	18	Control	AD
DNAAF8|ENSG00000166246	0.87451969	0.004700082	18	Control	AD
HNRNPH2|ENSG00000126945	-0.423712276	0.00472567	18	Control	AD
SPACDR|ENSG00000185955	1.54086686	0.004727854	18	Control	AD
SRSF4|ENSG00000116350	0.347527008	0.004747517	18	Control	AD
UQCRQ|ENSG00000164405	-0.535853649	0.004757322	18	Control	AD
TSNARE1|ENSG00000171045	0.453915501	0.004792288	18	Control	AD
CREBBP|ENSG00000005339	0.347398495	0.004798434	18	Control	AD
CROCC|ENSG00000058453	0.639476248	0.004805152	18	Control	AD
CCDC88B|ENSG00000168071	0.852544553	0.004812222	18	Control	AD
TCAP|ENSG00000173991	1.130525886	0.00481829	18	Control	AD
