gene_name,ensembl_id,official_symbol,is_upregulated_in_AD,brain_region,study,quality_assessment
FRMPD4-AS1,ENSG00000223487,FRMPD4-AS1,False,Hippocampus,Annese_et_al,1.9
SNCB,ENSG00000074317,SNCB,False,Hippocampus,Annese_et_al,1.9
OLA1,ENSG00000138430,OLA1,False,Hippocampus,Annese_et_al,1.9
SCN4B,ENSG00000177098,SCN4B,False,Hippocampus,Annese_et_al,1.9
DLGAP1-AS5,ENSG00000261520,DLGAP1-AS5,False,Hippocampus,Annese_et_al,1.9
FIBP,ENSG00000172500,FIBP,False,Hippocampus,Annese_et_al,1.9
PLCH2,ENSG00000149527,PLCH2,False,Hippocampus,Annese_et_al,1.9
SEH1L,ENSG00000085415,SEH1L,False,Hippocampus,Annese_et_al,1.9
ARHGAP21,ENSG00000107863,ARHGAP21,False,Hippocampus,Annese_et_al,1.9
AFG3L2,ENSG00000141385,AFG3L2,False,Hippocampus,Annese_et_al,1.9
ADAM23,ENSG00000114948,ADAM23,False,Hippocampus,Annese_et_al,1.9
SKIC8,ENSG00000140395,SKIC8,False,Hippocampus,Annese_et_al,1.9
NDRG3,ENSG00000101079,NDRG3,False,Hippocampus,Annese_et_al,1.9
NDUFAB1,ENSG00000004779,NDUFAB1,False,Hippocampus,Annese_et_al,1.9
AP2S1,ENSG00000042753,AP2S1,False,Hippocampus,Annese_et_al,1.9
SIPA1L3,ENSG00000105738,SIPA1L3,False,Hippocampus,Annese_et_al,1.9
STS,ENSG00000101846,STS,False,Hippocampus,Annese_et_al,1.9
MRTFB,ENSG00000186260,MRTFB,False,Hippocampus,Annese_et_al,1.9
LYNX1-SLURP2,ENSG00000284505,LYNX1-SLURP2,False,Hippocampus,Annese_et_al,1.9
CX3CL1,ENSG00000006210,CX3CL1,False,Hippocampus,Annese_et_al,1.9
ARHGEF3-AS1,ENSG00000240198,ARHGEF3-AS1,False,Hippocampus,Annese_et_al,1.9
AMPH,ENSG00000078053,AMPH,False,Hippocampus,Annese_et_al,1.9
ADGRB2,ENSG00000121753,ADGRB2,False,Hippocampus,Annese_et_al,1.9
KATNB1,ENSG00000140854,KATNB1,False,Hippocampus,Annese_et_al,1.9
C5orf22,ENSG00000082213,C5orf22,False,Hippocampus,Annese_et_al,1.9
RIMKLA,ENSG00000177181,RIMKLA,False,Hippocampus,Annese_et_al,1.9
PIN1,ENSG00000127445,PIN1,False,Hippocampus,Annese_et_al,1.9
GABRA4,ENSG00000109158,GABRA4,False,Hippocampus,Annese_et_al,1.9
OPALIN,ENSG00000197430,OPALIN,False,Hippocampus,Annese_et_al,1.9
CFAP36,ENSG00000163001,CFAP36,False,Hippocampus,Annese_et_al,1.9
MXRA7,ENSG00000182534,MXRA7,False,Hippocampus,Annese_et_al,1.9
C2CD2L,ENSG00000172375,C2CD2L,False,Hippocampus,Annese_et_al,1.9
FZD1,ENSG00000157240,FZD1,False,Hippocampus,Annese_et_al,1.9
NDUFA8,ENSG00000119421,NDUFA8,False,Hippocampus,Annese_et_al,1.9
HTR1A,ENSG00000178394,HTR1A,False,Hippocampus,Annese_et_al,1.9
TTC19,ENSG00000011295,TTC19,False,Hippocampus,Annese_et_al,1.9
CASD1,ENSG00000127995,CASD1,False,Hippocampus,Annese_et_al,1.9
RAP2B,ENSG00000181467,RAP2B,False,Hippocampus,Annese_et_al,1.9
PPIA,ENSG00000196262,PPIA,False,Hippocampus,Annese_et_al,1.9
PCNX2,ENSG00000135749,PCNX2,False,Hippocampus,Annese_et_al,1.9
JAKMIP1-DT,ENSG00000249896,JAKMIP1-DT,False,Hippocampus,Annese_et_al,1.9
SLC25A11,ENSG00000108528,SLC25A11,False,Hippocampus,Annese_et_al,1.9
MRPL30,ENSG00000185414,MRPL30,False,Hippocampus,Annese_et_al,1.9
KCNF1,ENSG00000162975,KCNF1,False,Hippocampus,Annese_et_al,1.9
SH3GL2,ENSG00000107295,SH3GL2,False,Hippocampus,Annese_et_al,1.9
NRSN2-AS1,ENSG00000225377,NRSN2-AS1,False,Hippocampus,Annese_et_al,1.9
NAA20,ENSG00000173418,NAA20,False,Hippocampus,Annese_et_al,1.9
SLC22A17,ENSG00000092096,SLC22A17,False,Hippocampus,Annese_et_al,1.9
TTLL1,ENSG00000100271,TTLL1,False,Hippocampus,Annese_et_al,1.9
TMEM178B,ENSG00000261115,TMEM178B,False,Hippocampus,Annese_et_al,1.9
RSPH3,ENSG00000130363,RSPH3,False,Hippocampus,Annese_et_al,1.9
TUBG2,ENSG00000037042,TUBG2,False,Hippocampus,Annese_et_al,1.9
KCNJ3,ENSG00000162989,KCNJ3,False,Hippocampus,Annese_et_al,1.9
ACSL6-AS1,ENSG00000223548,ACSL6-AS1,False,Hippocampus,Annese_et_al,1.9
EFR3B,ENSG00000084710,EFR3B,False,Hippocampus,Annese_et_al,1.9
DNM1L,ENSG00000087470,DNM1L,False,Hippocampus,Annese_et_al,1.9
COPG1,ENSG00000181789,COPG1,False,Hippocampus,Annese_et_al,1.9
EFNB3,ENSG00000108947,EFNB3,False,Hippocampus,Annese_et_al,1.9
SVEP1,ENSG00000165124,SVEP1,False,Hippocampus,Annese_et_al,1.9
PFKP-DT,ENSG00000273001,PFKP-DT,False,Hippocampus,Annese_et_al,1.9
LY6H,ENSG00000176956,LY6H,False,Hippocampus,Annese_et_al,1.9
SLC4A7,ENSG00000033867,SLC4A7,False,Hippocampus,Annese_et_al,1.9
CHCHD10,ENSG00000273607,CHCHD10,False,Hippocampus,Annese_et_al,1.9
ADCY9,ENSG00000162104,ADCY9,False,Hippocampus,Annese_et_al,1.9
MYT1L-AS1,ENSG00000225619,MYT1L-AS1,False,Hippocampus,Annese_et_al,1.9
ATP5F1C,ENSG00000165629,ATP5F1C,False,Hippocampus,Annese_et_al,1.9
LAPTM4B,ENSG00000104341,LAPTM4B,False,Hippocampus,Annese_et_al,1.9
NRGN,ENSG00000154146,NRGN,False,Hippocampus,Annese_et_al,1.9
GRAMD1B,ENSG00000023171,GRAMD1B,False,Hippocampus,Annese_et_al,1.9
SPTBN2,ENSG00000173898,SPTBN2,False,Hippocampus,Annese_et_al,1.9
RUNDC3A-AS1,ENSG00000267750,RUNDC3A-AS1,False,Hippocampus,Annese_et_al,1.9
ATP6AP2,ENSG00000182220,ATP6AP2,False,Hippocampus,Annese_et_al,1.9
PNMA2,ENSG00000240694,PNMA2,False,Hippocampus,Annese_et_al,1.9
DPYSL2,ENSG00000092964,DPYSL2,False,Hippocampus,Annese_et_al,1.9
B4GALNT1,ENSG00000135454,B4GALNT1,False,Hippocampus,Annese_et_al,1.9
NOS1AP,ENSG00000198929,NOS1AP,False,Hippocampus,Annese_et_al,1.9
DTD1-AS1,ENSG00000233993,DTD1-AS1,False,Hippocampus,Annese_et_al,1.9
DGKZ,ENSG00000149091,DGKZ,False,Hippocampus,Annese_et_al,1.9
ULK4,ENSG00000168038,ULK4,False,Hippocampus,Annese_et_al,1.9
ATP5PB,ENSG00000116459,ATP5PB,False,Hippocampus,Annese_et_al,1.9
PTPN5,ENSG00000110786,PTPN5,False,Hippocampus,Annese_et_al,1.9
ATP6V1B2,ENSG00000147416,ATP6V1B2,False,Hippocampus,Annese_et_al,1.9
ATP6V0B,ENSG00000117410,ATP6V0B,False,Hippocampus,Annese_et_al,1.9
PPP1R2B,ENSG00000231989,PPP1R2B,False,Hippocampus,Annese_et_al,1.9
DGKI,ENSG00000157680,DGKI,False,Hippocampus,Annese_et_al,1.9
CCSER1,ENSG00000184305,CCSER1,False,Hippocampus,Annese_et_al,1.9
PRNP,ENSG00000171867,PRNP,False,Hippocampus,Annese_et_al,1.9
SYNPO,ENSG00000171992,SYNPO,False,Hippocampus,Annese_et_al,1.9
CCNC,ENSG00000112237,CCNC,False,Hippocampus,Annese_et_al,1.9
NDN,ENSG00000288364,NDN,False,Hippocampus,Annese_et_al,1.9
FBXL2,ENSG00000153558,FBXL2,False,Hippocampus,Annese_et_al,1.9
TAC4,ENSG00000176358,TAC4,False,Hippocampus,Annese_et_al,1.9
PCDH1,ENSG00000156453,PCDH1,False,Hippocampus,Annese_et_al,1.9
RYR2,ENSG00000198626,RYR2,False,Hippocampus,Annese_et_al,1.9
MOXD1,ENSG00000079931,MOXD1,False,Hippocampus,Annese_et_al,1.9
ACTR10,ENSG00000131966,ACTR10,False,Hippocampus,Annese_et_al,1.9
SYT11,ENSG00000132718,SYT11,False,Hippocampus,Annese_et_al,1.9
COPS8-DT,ENSG00000227252,COPS8-DT,False,Hippocampus,Annese_et_al,1.9
CDR2-DT,ENSG00000260790,CDR2-DT,False,Hippocampus,Annese_et_al,1.9
MAGEH1,ENSG00000187601,MAGEH1,False,Hippocampus,Annese_et_al,1.9
SPPL2A,ENSG00000138600,SPPL2A,False,Hippocampus,Annese_et_al,1.9
VLDLR-AS1,ENSG00000236404,VLDLR-AS1,False,Hippocampus,Annese_et_al,1.9
HINT1,ENSG00000169567,HINT1,False,Hippocampus,Annese_et_al,1.9
KCNH1-IT1,ENSG00000234233,KCNH1-IT1,False,Hippocampus,Annese_et_al,1.9
LNX1-AS1,ENSG00000250930,LNX1-AS1,False,Hippocampus,Annese_et_al,1.9
CDH22,ENSG00000149654,CDH22,False,Hippocampus,Annese_et_al,1.9
NOL6,ENSG00000165271,NOL6,False,Hippocampus,Annese_et_al,1.9
LOC112694756,ENSG00000285043,LOC112694756,False,Hippocampus,Annese_et_al,1.9
WASL,ENSG00000106299,WASL,False,Hippocampus,Annese_et_al,1.9
PTPRN2-AS1,ENSG00000233038,PTPRN2-AS1,False,Hippocampus,Annese_et_al,1.9
KIAA0319,ENSG00000137261,KIAA0319,False,Hippocampus,Annese_et_al,1.9
ICA1-AS1,ENSG00000244239,ICA1-AS1,False,Hippocampus,Annese_et_al,1.9
AP2M1,ENSG00000161203,AP2M1,False,Hippocampus,Annese_et_al,1.9
CXADR,ENSG00000154639,CXADR,False,Hippocampus,Annese_et_al,1.9
NT5E,ENSG00000135318,NT5E,False,Hippocampus,Annese_et_al,1.9
CDH13-AS1,ENSG00000261410,CDH13-AS1,False,Hippocampus,Annese_et_al,1.9
GDAP1,ENSG00000104381,GDAP1,False,Hippocampus,Annese_et_al,1.9
ME3-DT,,ME3-DT,False,Hippocampus,Annese_et_al,1.9
TMEM67,ENSG00000164953,TMEM67,False,Hippocampus,Annese_et_al,1.9
GPR61,ENSG00000156097,GPR61,False,Hippocampus,Annese_et_al,1.9
FGD1,ENSG00000102302,FGD1,False,Hippocampus,Annese_et_al,1.9
LONRF2,ENSG00000170500,LONRF2,False,Hippocampus,Annese_et_al,1.9
TRUB2,ENSG00000167112,TRUB2,False,Hippocampus,Annese_et_al,1.9
MAN1A1,ENSG00000111885,MAN1A1,False,Hippocampus,Annese_et_al,1.9
EXOC6,ENSG00000138190,EXOC6,False,Hippocampus,Annese_et_al,1.9
ATP8A2,ENSG00000132932,ATP8A2,False,Hippocampus,Annese_et_al,1.9
ACP2,ENSG00000134575,ACP2,False,Hippocampus,Annese_et_al,1.9
VDAC3,ENSG00000078668,VDAC3,False,Hippocampus,Annese_et_al,1.9
LRFN5-DT,,LRFN5-DT,False,Hippocampus,Annese_et_al,1.9
GABRB2,ENSG00000145864,GABRB2,False,Hippocampus,Annese_et_al,1.9
OSTM1-AS1,ENSG00000225174,OSTM1-AS1,False,Hippocampus,Annese_et_al,1.9
CFAP46,ENSG00000171811,CFAP46,False,Hippocampus,Annese_et_al,1.9
KCNQ5-DT,ENSG00000285844,KCNQ5-DT,False,Hippocampus,Annese_et_al,1.9
UQCRC1,ENSG00000010256,UQCRC1,False,Hippocampus,Annese_et_al,1.9
GSTA4,ENSG00000170899,GSTA4,False,Hippocampus,Annese_et_al,1.9
GHITM,ENSG00000165678,GHITM,False,Hippocampus,Annese_et_al,1.9
KCND2,ENSG00000184408,KCND2,False,Hippocampus,Annese_et_al,1.9
NDUFA3,ENSG00000276766,NDUFA3,False,Hippocampus,Annese_et_al,1.9
DGKH,ENSG00000102780,DGKH,False,Hippocampus,Annese_et_al,1.9
AFAP1-AS1,ENSG00000272620,AFAP1-AS1,False,Hippocampus,Annese_et_al,1.9
FAM3A,ENSG00000071889,FAM3A,False,Hippocampus,Annese_et_al,1.9
CRACDL,ENSG00000196872,CRACDL,False,Hippocampus,Annese_et_al,1.9
GNPDA1,ENSG00000113552,GNPDA1,False,Hippocampus,Annese_et_al,1.9
PCDH20,ENSG00000280165,PCDH20,False,Hippocampus,Annese_et_al,1.9
MYCBP2,ENSG00000005810,MYCBP2,False,Hippocampus,Annese_et_al,1.9
PSMD8,ENSG00000099341,PSMD8,False,Hippocampus,Annese_et_al,1.9
UQCRC2,ENSG00000140740,UQCRC2,False,Hippocampus,Annese_et_al,1.9
SLC25A12,ENSG00000115840,SLC25A12,False,Hippocampus,Annese_et_al,1.9
TCEAL4,ENSG00000133142,TCEAL4,False,Hippocampus,Annese_et_al,1.9
ATP6V1D,ENSG00000100554,ATP6V1D,False,Hippocampus,Annese_et_al,1.9
GRIA3,ENSG00000125675,GRIA3,False,Hippocampus,Annese_et_al,1.9
SLC12A5-AS1,ENSG00000204044,SLC12A5-AS1,False,Hippocampus,Annese_et_al,1.9
CALN1,ENSG00000183166,CALN1,False,Hippocampus,Annese_et_al,1.9
TRAF5,ENSG00000082512,TRAF5,False,Hippocampus,Annese_et_al,1.9
RAB36,ENSG00000100228,RAB36,False,Hippocampus,Annese_et_al,1.9
ACADSB,ENSG00000196177,ACADSB,False,Hippocampus,Annese_et_al,1.9
MAP2K4,ENSG00000065559,MAP2K4,False,Hippocampus,Annese_et_al,1.9
RPGRIP1L,ENSG00000103494,RPGRIP1L,False,Hippocampus,Annese_et_al,1.9
SLC25A3,ENSG00000075415,SLC25A3,False,Hippocampus,Annese_et_al,1.9
NELL1,ENSG00000165973,NELL1,False,Hippocampus,Annese_et_al,1.9
ARPC1A,ENSG00000241685,ARPC1A,False,Hippocampus,Annese_et_al,1.9
COX7B,ENSG00000131174,COX7B,False,Hippocampus,Annese_et_al,1.9
SLC4A3,ENSG00000114923,SLC4A3,False,Hippocampus,Annese_et_al,1.9
RIPOR2,ENSG00000111913,RIPOR2,False,Hippocampus,Annese_et_al,1.9
ACTR1B,ENSG00000115073,ACTR1B,False,Hippocampus,Annese_et_al,1.9
TSPYL1,ENSG00000189241,TSPYL1,False,Hippocampus,Annese_et_al,1.9
GREB1L-DT,ENSG00000265984,GREB1L-DT,False,Hippocampus,Annese_et_al,1.9
ITPR1-DT,ENSG00000231249,ITPR1-DT,False,Hippocampus,Annese_et_al,1.9
SIDT1-AS1,ENSG00000239453,SIDT1-AS1,False,Hippocampus,Annese_et_al,1.9
EEF1A2,ENSG00000101210,EEF1A2,False,Hippocampus,Annese_et_al,1.9
SLITRK3,ENSG00000121871,SLITRK3,False,Hippocampus,Annese_et_al,1.9
TSPAN13,ENSG00000106537,TSPAN13,False,Hippocampus,Annese_et_al,1.9
AMIGO1,ENSG00000181754,AMIGO1,False,Hippocampus,Annese_et_al,1.9
TCEAL5,ENSG00000204065,TCEAL5,False,Hippocampus,Annese_et_al,1.9
KCNN2,ENSG00000080709,KCNN2,False,Hippocampus,Annese_et_al,1.9
LRRC7-AS1,ENSG00000237919,LRRC7-AS1,False,Hippocampus,Annese_et_al,1.9
CADPS2,ENSG00000081803,CADPS2,False,Hippocampus,Annese_et_al,1.9
PPFIA2-AS1,ENSG00000257467,PPFIA2-AS1,False,Hippocampus,Annese_et_al,1.9
CSMD3,ENSG00000164796,CSMD3,False,Hippocampus,Annese_et_al,1.9
RAPGEFL1,ENSG00000108352,RAPGEFL1,False,Hippocampus,Annese_et_al,1.9
PKM,ENSG00000067225,PKM,False,Hippocampus,Annese_et_al,1.9
PFKM,ENSG00000152556,PFKM,False,Hippocampus,Annese_et_al,1.9
DIRAS1,ENSG00000176490,DIRAS1,False,Hippocampus,Annese_et_al,1.9
PLPPR5,ENSG00000117598,PLPPR5,False,Hippocampus,Annese_et_al,1.9
JPH1,ENSG00000104369,JPH1,False,Hippocampus,Annese_et_al,1.9
