gene_name,ensembl_id,official_symbol,is_upregulated_in_AD,brain_region,study,quality_assessment
TOMM20,ENSG00000173726,TOMM20,False,Hippocampus,Annese_et_al,1.9
HOMER1,ENSG00000152413,HOMER1,False,Hippocampus,Annese_et_al,1.9
CDC40,ENSG00000168438,CDC40,False,Hippocampus,Annese_et_al,1.9
CYRIA,ENSG00000197872,CYRIA,False,Hippocampus,Annese_et_al,1.9
QSOX1,ENSG00000116260,QSOX1,False,Hippocampus,Annese_et_al,1.9
FBXO34-AS1,ENSG00000258413,FBXO34-AS1,False,Hippocampus,Annese_et_al,1.9
MYL12B,ENSG00000118680,MYL12B,False,Hippocampus,Annese_et_al,1.9
MEIS3,ENSG00000105419,MEIS3,False,Hippocampus,Annese_et_al,1.9
PFN2-AS1,ENSG00000242791,PFN2-AS1,False,Hippocampus,Annese_et_al,1.9
TARBP1,ENSG00000059588,TARBP1,False,Hippocampus,Annese_et_al,1.9
C8orf34,ENSG00000165084,C8orf34,False,Hippocampus,Annese_et_al,1.9
MAP1LC3A,ENSG00000101460,MAP1LC3A,False,Hippocampus,Annese_et_al,1.9
OPCML-IT2,ENSG00000255371,OPCML-IT2,False,Hippocampus,Annese_et_al,1.9
SGIP1,ENSG00000118473,SGIP1,False,Hippocampus,Annese_et_al,1.9
GABBR2,ENSG00000136928,GABBR2,False,Hippocampus,Annese_et_al,1.9
PCMT1,ENSG00000120265,PCMT1,False,Hippocampus,Annese_et_al,1.9
TCEAL2,ENSG00000291823,TCEAL2,False,Hippocampus,Annese_et_al,1.9
PNMA3,ENSG00000183837,PNMA3,False,Hippocampus,Annese_et_al,1.9
OXCT1-AS1,ENSG00000248668,OXCT1-AS1,False,Hippocampus,Annese_et_al,1.9
NDUFB1,ENSG00000183648,NDUFB1,False,Hippocampus,Annese_et_al,1.9
OTUB1,ENSG00000167770,OTUB1,False,Hippocampus,Annese_et_al,1.9
AGAP2-AS1,ENSG00000255737,AGAP2-AS1,False,Hippocampus,Annese_et_al,1.9
B4GAT1,ENSG00000174684,B4GAT1,False,Hippocampus,Annese_et_al,1.9
DYNC2LI1,ENSG00000138036,DYNC2LI1,False,Hippocampus,Annese_et_al,1.9
STOML1,ENSG00000067221,STOML1,False,Hippocampus,Annese_et_al,1.9
GUCY1B1,ENSG00000061918,GUCY1B1,False,Hippocampus,Annese_et_al,1.9
CRPPA,ENSG00000214960,CRPPA,False,Hippocampus,Annese_et_al,1.9
NETO2,ENSG00000171208,NETO2,False,Hippocampus,Annese_et_al,1.9
SLC9A7P1,ENSG00000293147,SLC9A7P1,False,Hippocampus,Annese_et_al,1.9
BMERB1,ENSG00000166780,BMERB1,False,Hippocampus,Annese_et_al,1.9
CAMKK2,ENSG00000110931,CAMKK2,False,Hippocampus,Annese_et_al,1.9
SGCG,ENSG00000102683,SGCG,False,Hippocampus,Annese_et_al,1.9
ATP5PO,ENSG00000241837,ATP5PO,False,Hippocampus,Annese_et_al,1.9
RNF4,ENSG00000063978,RNF4,False,Hippocampus,Annese_et_al,1.9
MRPS18A,ENSG00000096080,MRPS18A,False,Hippocampus,Annese_et_al,1.9
TIMM17A,ENSG00000134375,TIMM17A,False,Hippocampus,Annese_et_al,1.9
UBE2QL1,ENSG00000215218,UBE2QL1,False,Hippocampus,Annese_et_al,1.9
NDUFB5,ENSG00000136521,NDUFB5,False,Hippocampus,Annese_et_al,1.9
MRC2,ENSG00000011028,MRC2,False,Hippocampus,Annese_et_al,1.9
LYPLA2,ENSG00000011009,LYPLA2,False,Hippocampus,Annese_et_al,1.9
RNF112,ENSG00000128482,RNF112,False,Hippocampus,Annese_et_al,1.9
UQCRH,ENSG00000173660,UQCRH,False,Hippocampus,Annese_et_al,1.9
B4GALT6,ENSG00000118276,B4GALT6,False,Hippocampus,Annese_et_al,1.9
DOC2B,ENSG00000272636,DOC2B,False,Hippocampus,Annese_et_al,1.9
YWHAG,ENSG00000170027,YWHAG,False,Hippocampus,Annese_et_al,1.9
PRKAR1B-AS1,ENSG00000237181,PRKAR1B-AS1,False,Hippocampus,Annese_et_al,1.9
RTN4R,ENSG00000040608,RTN4R,False,Hippocampus,Annese_et_al,1.9
ARPC5L,ENSG00000136950,ARPC5L,False,Hippocampus,Annese_et_al,1.9
GLRB,ENSG00000109738,GLRB,False,Hippocampus,Annese_et_al,1.9
NDUFA5,ENSG00000128609,NDUFA5,False,Hippocampus,Annese_et_al,1.9
BCAS4,ENSG00000124243,BCAS4,False,Hippocampus,Annese_et_al,1.9
KCNK1,ENSG00000135750,KCNK1,False,Hippocampus,Annese_et_al,1.9
EEF1B2,ENSG00000283391,EEF1B2,False,Hippocampus,Annese_et_al,1.9
GRK3,ENSG00000100077,GRK3,False,Hippocampus,Annese_et_al,1.9
NT5DC3,ENSG00000111696,NT5DC3,False,Hippocampus,Annese_et_al,1.9
LOC117038793,,LOC117038793,False,Hippocampus,Annese_et_al,1.9
INKA2,ENSG00000197852,INKA2,False,Hippocampus,Annese_et_al,1.9
SNAP91,ENSG00000065609,SNAP91,False,Hippocampus,Annese_et_al,1.9
MAPRE3-AS1,ENSG00000205500,MAPRE3-AS1,False,Hippocampus,Annese_et_al,1.9
SYNJ1,ENSG00000159082,SYNJ1,False,Hippocampus,Annese_et_al,1.9
PNCK,ENSG00000130822,PNCK,False,Hippocampus,Annese_et_al,1.9
PPP3CB-AS1,ENSG00000221817,PPP3CB-AS1,False,Hippocampus,Annese_et_al,1.9
PEG10,ENSG00000242265,PEG10,False,Hippocampus,Annese_et_al,1.9
SLC8A1-AS1,ENSG00000227028,SLC8A1-AS1,False,Hippocampus,Annese_et_al,1.9
SNTB1,ENSG00000172164,SNTB1,False,Hippocampus,Annese_et_al,1.9
ARF5,ENSG00000004059,ARF5,False,Hippocampus,Annese_et_al,1.9
PPME1,ENSG00000214517,PPME1,False,Hippocampus,Annese_et_al,1.9
KCTD16,ENSG00000183775,KCTD16,False,Hippocampus,Annese_et_al,1.9
SLC39A10,ENSG00000196950,SLC39A10,False,Hippocampus,Annese_et_al,1.9
ALPK1,ENSG00000073331,ALPK1,False,Hippocampus,Annese_et_al,1.9
TBC1D30,ENSG00000111490,TBC1D30,False,Hippocampus,Annese_et_al,1.9
BCL11B,ENSG00000127152,BCL11B,False,Hippocampus,Annese_et_al,1.9
ATP6V0E2-AS1,ENSG00000204934,ATP6V0E2-AS1,False,Hippocampus,Annese_et_al,1.9
NDUFA1,ENSG00000125356,NDUFA1,False,Hippocampus,Annese_et_al,1.9
SLC2A13,ENSG00000151229,SLC2A13,False,Hippocampus,Annese_et_al,1.9
ATP5MK,ENSG00000173915,ATP5MK,False,Hippocampus,Annese_et_al,1.9
SPRED3,ENSG00000188766,SPRED3,False,Hippocampus,Annese_et_al,1.9
SV2B,ENSG00000185518,SV2B,False,Hippocampus,Annese_et_al,1.9
SV2A,ENSG00000159164,SV2A,False,Hippocampus,Annese_et_al,1.9
MDH2,ENSG00000146701,MDH2,False,Hippocampus,Annese_et_al,1.9
SYDE2,ENSG00000097096,SYDE2,False,Hippocampus,Annese_et_al,1.9
ROBO2,ENSG00000185008,ROBO2,False,Hippocampus,Annese_et_al,1.9
FAM234B,ENSG00000084444,FAM234B,False,Hippocampus,Annese_et_al,1.9
B3GALT1-AS1,ENSG00000235335,B3GALT1-AS1,False,Hippocampus,Annese_et_al,1.9
HTR2A-AS1,ENSG00000224517,HTR2A-AS1,False,Hippocampus,Annese_et_al,1.9
ARHGAP18,ENSG00000146376,ARHGAP18,False,Hippocampus,Annese_et_al,1.9
KPNA2,ENSG00000182481,KPNA2,False,Hippocampus,Annese_et_al,1.9
CACNA1E,ENSG00000198216,CACNA1E,False,Hippocampus,Annese_et_al,1.9
PRPS1L1,ENSG00000229937,PRPS1L1,False,Hippocampus,Annese_et_al,1.9
CDK14,ENSG00000058091,CDK14,False,Hippocampus,Annese_et_al,1.9
FAM162A,ENSG00000114023,FAM162A,False,Hippocampus,Annese_et_al,1.9
ATP5IF1,ENSG00000285390,ATP5IF1,False,Hippocampus,Annese_et_al,1.9
INA,ENSG00000148798,INA,False,Hippocampus,Annese_et_al,1.9
YWHAB,ENSG00000166913,YWHAB,False,Hippocampus,Annese_et_al,1.9
LINC00643,,LINC00643,False,Hippocampus,Annese_et_al,1.9
MCTP1-AS1,ENSG00000249545,MCTP1-AS1,False,Hippocampus,Annese_et_al,1.9
PGBD5,ENSG00000177614,PGBD5,False,Hippocampus,Annese_et_al,1.9
NCEH1,ENSG00000144959,NCEH1,False,Hippocampus,Annese_et_al,1.9
SNCA-AS1,ENSG00000247775,SNCA-AS1,False,Hippocampus,Annese_et_al,1.9
ADAM11,ENSG00000073670,ADAM11,False,Hippocampus,Annese_et_al,1.9
COX7A2,ENSG00000112695,COX7A2,False,Hippocampus,Annese_et_al,1.9
SLITRK4,ENSG00000179542,SLITRK4,False,Hippocampus,Annese_et_al,1.9
HPRT1,ENSG00000165704,HPRT1,False,Hippocampus,Annese_et_al,1.9
ARL6,ENSG00000113966,ARL6,False,Hippocampus,Annese_et_al,1.9
PGRMC1,ENSG00000101856,PGRMC1,False,Hippocampus,Annese_et_al,1.9
CYP46A1,ENSG00000036530,CYP46A1,False,Hippocampus,Annese_et_al,1.9
CAMKK1,ENSG00000004660,CAMKK1,False,Hippocampus,Annese_et_al,1.9
LARGE1,ENSG00000133424,LARGE1,False,Hippocampus,Annese_et_al,1.9
LOC128598885,,LOC128598885,False,Hippocampus,Annese_et_al,1.9
FAM3C,ENSG00000196937,FAM3C,False,Hippocampus,Annese_et_al,1.9
SH2D5,ENSG00000189410,SH2D5,False,Hippocampus,Annese_et_al,1.9
ANKRD42-DT,ENSG00000247137,ANKRD42-DT,False,Hippocampus,Annese_et_al,1.9
PDE2A-AS1,ENSG00000255808,PDE2A-AS1,False,Hippocampus,Annese_et_al,1.9
PDHB,ENSG00000168291,PDHB,False,Hippocampus,Annese_et_al,1.9
PREPL,ENSG00000138078,PREPL,False,Hippocampus,Annese_et_al,1.9
COL26A1,ENSG00000160963,COL26A1,False,Hippocampus,Annese_et_al,1.9
SUB1,ENSG00000113387,SUB1,False,Hippocampus,Annese_et_al,1.9
DNAH6,ENSG00000115423,DNAH6,False,Hippocampus,Annese_et_al,1.9
TPI1,ENSG00000111669,TPI1,False,Hippocampus,Annese_et_al,1.9
FARSB,ENSG00000116120,FARSB,False,Hippocampus,Annese_et_al,1.9
GABRA2,ENSG00000151834,GABRA2,False,Hippocampus,Annese_et_al,1.9
RTN4RL1,ENSG00000185924,RTN4RL1,False,Hippocampus,Annese_et_al,1.9
EPDR1,ENSG00000086289,EPDR1,False,Hippocampus,Annese_et_al,1.9
CFH,ENSG00000000971,CFH,False,Hippocampus,Annese_et_al,1.9
RALYL,ENSG00000184672,RALYL,False,Hippocampus,Annese_et_al,1.9
SH3RF1,ENSG00000154447,SH3RF1,False,Hippocampus,Annese_et_al,1.9
DYNLT5,ENSG00000152760,DYNLT5,False,Hippocampus,Annese_et_al,1.9
TNFAIP8L3,ENSG00000183578,TNFAIP8L3,False,Hippocampus,Annese_et_al,1.9
KCNT2,ENSG00000162687,KCNT2,False,Hippocampus,Annese_et_al,1.9
PNO1,ENSG00000115946,PNO1,False,Hippocampus,Annese_et_al,1.9
MAP2K1,ENSG00000169032,MAP2K1,False,Hippocampus,Annese_et_al,1.9
IDH3G,ENSG00000067829,IDH3G,False,Hippocampus,Annese_et_al,1.9
TTC8,ENSG00000165533,TTC8,False,Hippocampus,Annese_et_al,1.9
APOO,ENSG00000184831,APOO,False,Hippocampus,Annese_et_al,1.9
PISD,ENSG00000241878,PISD,False,Hippocampus,Annese_et_al,1.9
CAMK2B,ENSG00000058404,CAMK2B,False,Hippocampus,Annese_et_al,1.9
MEN1,ENSG00000133895,MEN1,False,Hippocampus,Annese_et_al,1.9
HCN1,ENSG00000164588,HCN1,False,Hippocampus,Annese_et_al,1.9
AGBL4-IT1,ENSG00000225623,AGBL4-IT1,False,Hippocampus,Annese_et_al,1.9
JPT1,ENSG00000189159,JPT1,False,Hippocampus,Annese_et_al,1.9
UQCRFS1-DT,ENSG00000267498,UQCRFS1-DT,False,Hippocampus,Annese_et_al,1.9
RGS7BP,ENSG00000186479,RGS7BP,False,Hippocampus,Annese_et_al,1.9
CISD1,ENSG00000122873,CISD1,False,Hippocampus,Annese_et_al,1.9
CACNB1,ENSG00000067191,CACNB1,False,Hippocampus,Annese_et_al,1.9
STXBP1,ENSG00000136854,STXBP1,False,Hippocampus,Annese_et_al,1.9
BDH1,ENSG00000161267,BDH1,False,Hippocampus,Annese_et_al,1.9
PGAM4,ENSG00000226784,PGAM4,False,Hippocampus,Annese_et_al,1.9
DNAH9,ENSG00000007174,DNAH9,False,Hippocampus,Annese_et_al,1.9
CPNE6,ENSG00000100884,CPNE6,False,Hippocampus,Annese_et_al,1.9
COX6C,ENSG00000164919,COX6C,False,Hippocampus,Annese_et_al,1.9
NAPA-AS1,ENSG00000268061,NAPA-AS1,False,Hippocampus,Annese_et_al,1.9
LUZP2,ENSG00000187398,LUZP2,False,Hippocampus,Annese_et_al,1.9
PPP2R1A,ENSG00000105568,PPP2R1A,False,Hippocampus,Annese_et_al,1.9
CMAS,ENSG00000111726,CMAS,False,Hippocampus,Annese_et_al,1.9
PRDX5,ENSG00000126432,PRDX5,False,Hippocampus,Annese_et_al,1.9
RTN1,ENSG00000139970,RTN1,False,Hippocampus,Annese_et_al,1.9
GABRB3,ENSG00000166206,GABRB3,False,Hippocampus,Annese_et_al,1.9
ACVR1C,ENSG00000123612,ACVR1C,False,Hippocampus,Annese_et_al,1.9
CRMP1,ENSG00000072832,CRMP1,False,Hippocampus,Annese_et_al,1.9
VXN,ENSG00000169085,VXN,False,Hippocampus,Annese_et_al,1.9
BMAL2,ENSG00000029153,BMAL2,False,Hippocampus,Annese_et_al,1.9
ATP5MC3,ENSG00000154518,ATP5MC3,False,Hippocampus,Annese_et_al,1.9
TUSC3,ENSG00000104723,TUSC3,False,Hippocampus,Annese_et_al,1.9
XK,ENSG00000047597,XK,False,Hippocampus,Annese_et_al,1.9
NECAB1,ENSG00000123119,NECAB1,False,Hippocampus,Annese_et_al,1.9
GALNT9-AS1,ENSG00000256943,GALNT9-AS1,False,Hippocampus,Annese_et_al,1.9
ATP6V0D1-DT,ENSG00000270049,ATP6V0D1-DT,False,Hippocampus,Annese_et_al,1.9
GRM7-AS1,ENSG00000236202,GRM7-AS1,False,Hippocampus,Annese_et_al,1.9
CPT1C,ENSG00000169169,CPT1C,False,Hippocampus,Annese_et_al,1.9
SYT16,ENSG00000139973,SYT16,False,Hippocampus,Annese_et_al,1.9
KCNA4,ENSG00000182255,KCNA4,False,Hippocampus,Annese_et_al,1.9
LRP12,ENSG00000147650,LRP12,False,Hippocampus,Annese_et_al,1.9
NEGR1-IT1,ENSG00000228853,NEGR1-IT1,False,Hippocampus,Annese_et_al,1.9
SYN2,ENSG00000157152,SYN2,False,Hippocampus,Annese_et_al,1.9
SLCO1C1,ENSG00000139155,SLCO1C1,False,Hippocampus,Annese_et_al,1.9
DMXL2,ENSG00000104093,DMXL2,False,Hippocampus,Annese_et_al,1.9
SLC45A1,ENSG00000162426,SLC45A1,False,Hippocampus,Annese_et_al,1.9
NIPSNAP1,ENSG00000184117,NIPSNAP1,False,Hippocampus,Annese_et_al,1.9
SLC25A16,ENSG00000122912,SLC25A16,False,Hippocampus,Annese_et_al,1.9
MPP7-DT,ENSG00000282996,MPP7-DT,False,Hippocampus,Annese_et_al,1.9
NEFM,ENSG00000104722,NEFM,False,Hippocampus,Annese_et_al,1.9
SLIT1-AS1,ENSG00000234855,SLIT1-AS1,False,Hippocampus,Annese_et_al,1.9
STUM,ENSG00000203685,STUM,False,Hippocampus,Annese_et_al,1.9
CYFIP2,ENSG00000055163,CYFIP2,False,Hippocampus,Annese_et_al,1.9
FRRS1L,ENSG00000260230,FRRS1L,False,Hippocampus,Annese_et_al,1.9
FUCA1,ENSG00000179163,FUCA1,False,Hippocampus,Annese_et_al,1.9
AP3B2,ENSG00000103723,AP3B2,False,Hippocampus,Annese_et_al,1.9
ATP5MJ,ENSG00000156411,ATP5MJ,False,Hippocampus,Annese_et_al,1.9
PRICKLE1,ENSG00000139174,PRICKLE1,False,Hippocampus,Annese_et_al,1.9
MOAP1,ENSG00000278268,MOAP1,False,Hippocampus,Annese_et_al,1.9
PCDHB11,ENSG00000291690,PCDHB11,False,Hippocampus,Annese_et_al,1.9
NDFIP2-AS1,ENSG00000232132,NDFIP2-AS1,False,Hippocampus,Annese_et_al,1.9
NDRG4,ENSG00000103034,NDRG4,False,Hippocampus,Annese_et_al,1.9
MIA2,ENSG00000150527,MIA2,False,Hippocampus,Annese_et_al,1.9
ZNF804A,ENSG00000170396,ZNF804A,False,Hippocampus,Annese_et_al,1.9
INPP5J,ENSG00000185133,INPP5J,False,Hippocampus,Annese_et_al,1.9
PHACTR1,ENSG00000112137,PHACTR1,False,Hippocampus,Annese_et_al,1.9
KCNA1,ENSG00000111262,KCNA1,False,Hippocampus,Annese_et_al,1.9
GABARAPL1-AS1,ENSG00000255958,GABARAPL1-AS1,False,Hippocampus,Annese_et_al,1.9
PRKCE-AS1,ENSG00000228481,PRKCE-AS1,False,Hippocampus,Annese_et_al,1.9
HOPX,ENSG00000171476,HOPX,False,Hippocampus,Annese_et_al,1.9
ZNF831,ENSG00000124203,ZNF831,False,Hippocampus,Annese_et_al,1.9
CLSTN2-AS1,ENSG00000250433,CLSTN2-AS1,False,Hippocampus,Annese_et_al,1.9
FOCAD-AS1,ENSG00000227071,FOCAD-AS1,False,Hippocampus,Annese_et_al,1.9
GABRD,ENSG00000187730,GABRD,False,Hippocampus,Annese_et_al,1.9
CFAP74,ENSG00000142609,CFAP74,False,Hippocampus,Annese_et_al,1.9
CA10,ENSG00000154975,CA10,False,Hippocampus,Annese_et_al,1.9
PCYOX1L,ENSG00000145882,PCYOX1L,False,Hippocampus,Annese_et_al,1.9
TMEM59L,ENSG00000105696,TMEM59L,False,Hippocampus,Annese_et_al,1.9
LRRIQ1,ENSG00000133640,LRRIQ1,False,Hippocampus,Annese_et_al,1.9
RTN4RL2,ENSG00000186907,RTN4RL2,False,Hippocampus,Annese_et_al,1.9
PIM2,ENSG00000292210,PIM2,False,Hippocampus,Annese_et_al,1.9
MRPL21,ENSG00000197345,MRPL21,False,Hippocampus,Annese_et_al,1.9
EXTL1,ENSG00000158008,EXTL1,False,Hippocampus,Annese_et_al,1.9
GABRA5,ENSG00000186297,GABRA5,False,Hippocampus,Annese_et_al,1.9
AK5,ENSG00000154027,AK5,False,Hippocampus,Annese_et_al,1.9
SPTB,ENSG00000070182,SPTB,False,Hippocampus,Annese_et_al,1.9
CCKBR,ENSG00000110148,CCKBR,False,Hippocampus,Annese_et_al,1.9
MLLT11,ENSG00000213190,MLLT11,False,Hippocampus,Annese_et_al,1.9
CDHR3,ENSG00000128536,CDHR3,False,Hippocampus,Annese_et_al,1.9
SLC6A7,ENSG00000011083,SLC6A7,False,Hippocampus,Annese_et_al,1.9
HTR7P1,ENSG00000183935,HTR7P1,False,Hippocampus,Annese_et_al,1.9
STIM2-AS1,ENSG00000240005,STIM2-AS1,False,Hippocampus,Annese_et_al,1.9
NPTN-IT1,ENSG00000281183,NPTN-IT1,False,Hippocampus,Annese_et_al,1.9
PLCB1-IT1,ENSG00000225479,PLCB1-IT1,False,Hippocampus,Annese_et_al,1.9
NDUFA4,ENSG00000189043,NDUFA4,False,Hippocampus,Annese_et_al,1.9
ADD2,ENSG00000075340,ADD2,False,Hippocampus,Annese_et_al,1.9
SPEF2,ENSG00000152582,SPEF2,False,Hippocampus,Annese_et_al,1.9
RIMS1,ENSG00000079841,RIMS1,False,Hippocampus,Annese_et_al,1.9
NECAP1,ENSG00000089818,NECAP1,False,Hippocampus,Annese_et_al,1.9
SLIT2-IT1,ENSG00000248228,SLIT2-IT1,False,Hippocampus,Annese_et_al,1.9
CHSY3,ENSG00000198108,CHSY3,False,Hippocampus,Annese_et_al,1.9
DAP-DT,ENSG00000272324,DAP-DT,False,Hippocampus,Annese_et_al,1.9
TUNAR,ENSG00000250366,TUNAR,False,Hippocampus,Annese_et_al,1.9
TMEM169,ENSG00000163449,TMEM169,False,Hippocampus,Annese_et_al,1.9
MAP7D2,ENSG00000184368,MAP7D2,False,Hippocampus,Annese_et_al,1.9
DPCD,ENSG00000166171,DPCD,False,Hippocampus,Annese_et_al,1.9
MIR22HG,ENSG00000186594,MIR22HG,False,Hippocampus,Annese_et_al,1.9
MESTIT1,ENSG00000272701,MESTIT1,False,Hippocampus,Annese_et_al,1.9
STXBP5L,ENSG00000145087,STXBP5L,False,Hippocampus,Annese_et_al,1.9
TRAPPC2L,ENSG00000167515,TRAPPC2L,False,Hippocampus,Annese_et_al,1.9
PKP2,ENSG00000057294,PKP2,False,Hippocampus,Annese_et_al,1.9
DGAT2-DT,ENSG00000247867,DGAT2-DT,False,Hippocampus,Annese_et_al,1.9
CFAP263,ENSG00000103021,CFAP263,False,Hippocampus,Annese_et_al,1.9
RAB3B,ENSG00000169213,RAB3B,False,Hippocampus,Annese_et_al,1.9
CIRBP-AS1,ENSG00000267493,CIRBP-AS1,False,Hippocampus,Annese_et_al,1.9
RBM20,ENSG00000203867,RBM20,False,Hippocampus,Annese_et_al,1.9
LANCL2,ENSG00000132434,LANCL2,False,Hippocampus,Annese_et_al,1.9
LY6E-DT,ENSG00000247317,LY6E-DT,False,Hippocampus,Annese_et_al,1.9
PHYHIP,ENSG00000168490,PHYHIP,False,Hippocampus,Annese_et_al,1.9
C1orf216,ENSG00000142686,C1orf216,False,Hippocampus,Annese_et_al,1.9
SEZ6,ENSG00000063015,SEZ6,False,Hippocampus,Annese_et_al,1.9
SEZ6L2,ENSG00000174938,SEZ6L2,False,Hippocampus,Annese_et_al,1.9
GABRA1,ENSG00000022355,GABRA1,False,Hippocampus,Annese_et_al,1.9
SLIT3-AS2,ENSG00000254042,SLIT3-AS2,False,Hippocampus,Annese_et_al,1.9
SPRY1,ENSG00000164056,SPRY1,False,Hippocampus,Annese_et_al,1.9
ATP5F1B,ENSG00000110955,ATP5F1B,False,Hippocampus,Annese_et_al,1.9
CCDC80,ENSG00000091986,CCDC80,False,Hippocampus,Annese_et_al,1.9
PNMA5,ENSG00000292194,PNMA5,False,Hippocampus,Annese_et_al,1.9
WSCD2,ENSG00000075035,WSCD2,False,Hippocampus,Annese_et_al,1.9
ENO2,ENSG00000111674,ENO2,False,Hippocampus,Annese_et_al,1.9
SNX10-AS1,ENSG00000225792,SNX10-AS1,False,Hippocampus,Annese_et_al,1.9
KCNQ3,ENSG00000184156,KCNQ3,False,Hippocampus,Annese_et_al,1.9
DNAL4,ENSG00000100246,DNAL4,False,Hippocampus,Annese_et_al,1.9
GRIA2,ENSG00000120251,GRIA2,False,Hippocampus,Annese_et_al,1.9
NCDN,ENSG00000020129,NCDN,False,Hippocampus,Annese_et_al,1.9
PDE1A,ENSG00000115252,PDE1A,False,Hippocampus,Annese_et_al,1.9
CIMAP3,ENSG00000173947,CIMAP3,False,Hippocampus,Annese_et_al,1.9
ANXA6,ENSG00000197043,ANXA6,False,Hippocampus,Annese_et_al,1.9
SYT13,ENSG00000019505,SYT13,False,Hippocampus,Annese_et_al,1.9
MICAL2,ENSG00000133816,MICAL2,False,Hippocampus,Annese_et_al,1.9
CLBA1,ENSG00000140104,CLBA1,False,Hippocampus,Annese_et_al,1.9
LOC114803470,,LOC114803470,False,Hippocampus,Annese_et_al,1.9
FILIP1,ENSG00000118407,FILIP1,False,Hippocampus,Annese_et_al,1.9
PLXNA4,ENSG00000221866,PLXNA4,False,Hippocampus,Annese_et_al,1.9
PCDHA@,,PCDHA@,False,Hippocampus,Annese_et_al,1.9
DGKB,ENSG00000136267,DGKB,False,Hippocampus,Annese_et_al,1.9
THY1-AS1,ENSG00000263873,THY1-AS1,False,Hippocampus,Annese_et_al,1.9
TAFA2,ENSG00000198673,TAFA2,False,Hippocampus,Annese_et_al,1.9
LIN7B,ENSG00000104863,LIN7B,False,Hippocampus,Annese_et_al,1.9
RASGRF2-AS1,ENSG00000251450,RASGRF2-AS1,False,Hippocampus,Annese_et_al,1.9
VDAC1,ENSG00000213585,VDAC1,False,Hippocampus,Annese_et_al,1.9
CSRP3,ENSG00000129170,CSRP3,False,Hippocampus,Annese_et_al,1.9
RARRES2,ENSG00000106538,RARRES2,False,Hippocampus,Annese_et_al,1.9
ACTL6B,ENSG00000077080,ACTL6B,False,Hippocampus,Annese_et_al,1.9
CNTN6,ENSG00000134115,CNTN6,False,Hippocampus,Annese_et_al,1.9
RAB3C,ENSG00000152932,RAB3C,False,Hippocampus,Annese_et_al,1.9
HS6ST2-AS1,ENSG00000235849,HS6ST2-AS1,False,Hippocampus,Annese_et_al,1.9
TNFSF10,ENSG00000121858,TNFSF10,False,Hippocampus,Annese_et_al,1.9
LYPD1,ENSG00000150551,LYPD1,False,Hippocampus,Annese_et_al,1.9
MAGEC2,ENSG00000046774,MAGEC2,False,Hippocampus,Annese_et_al,1.9
SMYD2,ENSG00000143499,SMYD2,False,Hippocampus,Annese_et_al,1.9
OLFM1,ENSG00000130558,OLFM1,False,Hippocampus,Annese_et_al,1.9
KCNS3,ENSG00000170745,KCNS3,False,Hippocampus,Annese_et_al,1.9
CYP26B1,ENSG00000003137,CYP26B1,False,Hippocampus,Annese_et_al,1.9
HYDIN,ENSG00000157423,HYDIN,False,Hippocampus,Annese_et_al,1.9
CHRNB2,ENSG00000160716,CHRNB2,False,Hippocampus,Annese_et_al,1.9
CACNA1H,ENSG00000196557,CACNA1H,False,Hippocampus,Annese_et_al,1.9
RBM3,ENSG00000102317,RBM3,False,Hippocampus,Annese_et_al,1.9
CDH9,ENSG00000113100,CDH9,False,Hippocampus,Annese_et_al,1.9
ATP5F1A,ENSG00000152234,ATP5F1A,False,Hippocampus,Annese_et_al,1.9
DCC,ENSG00000187323,DCC,False,Hippocampus,Annese_et_al,1.9
CGREF1,ENSG00000138028,CGREF1,False,Hippocampus,Annese_et_al,1.9
TRPC4,ENSG00000133107,TRPC4,False,Hippocampus,Annese_et_al,1.9
GABRG2,ENSG00000113327,GABRG2,False,Hippocampus,Annese_et_al,1.9
ACOT7,ENSG00000097021,ACOT7,False,Hippocampus,Annese_et_al,1.9
SLC1A6,ENSG00000105143,SLC1A6,False,Hippocampus,Annese_et_al,1.9
ATP5MC1,ENSG00000159199,ATP5MC1,False,Hippocampus,Annese_et_al,1.9
RIPK2,ENSG00000104312,RIPK2,False,Hippocampus,Annese_et_al,1.9
RIEG2,,RIEG2,False,Hippocampus,Annese_et_al,1.9
SLC8A2,ENSG00000118160,SLC8A2,False,Hippocampus,Annese_et_al,1.9
NAP1L2,ENSG00000186462,NAP1L2,False,Hippocampus,Annese_et_al,1.9
TENM2-AS1,ENSG00000253978,TENM2-AS1,False,Hippocampus,Annese_et_al,1.9
GAD1,ENSG00000128683,GAD1,False,Hippocampus,Annese_et_al,1.9
PPP3R1,ENSG00000221823,PPP3R1,False,Hippocampus,Annese_et_al,1.9
CADPS,ENSG00000163618,CADPS,False,Hippocampus,Annese_et_al,1.9
SYNPR-AS1,ENSG00000241359,SYNPR-AS1,False,Hippocampus,Annese_et_al,1.9
SLC24A4,ENSG00000140090,SLC24A4,False,Hippocampus,Annese_et_al,1.9
LRRC9,ENSG00000131951,LRRC9,False,Hippocampus,Annese_et_al,1.9
SMIM45,ENSG00000205704,SMIM45,False,Hippocampus,Annese_et_al,1.9
NETO1-DT,ENSG00000263958,NETO1-DT,False,Hippocampus,Annese_et_al,1.9
ARHGEF9-IT1,ENSG00000231729,ARHGEF9-IT1,False,Hippocampus,Annese_et_al,1.9
